wilaya_code,wilaya,commune_code,commune,ecole_code,nom_ecole
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031004,"إبتدائية  علي بوحديبة"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031005,"إبتدائية  الأمير عبد القادر"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031006,"إبتدائية  دخيل الطاهر"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031007,"إبتدائية  ثعابني أحمد"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031008,"إبتدائية  رابح شكاط"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031009,"إبتدائية  لبديوي رابح"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031010,"إبتدائية  المجاهد صالح بولقطوط"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031011,"إبتدائية  أحمد سلطان"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031012,"إبتدائية  المجاهد بوخدشة أحسن"
21,"Skikda",2103,"الحدائق (EL HADAIEK)",21031013,"إبتدائية  الشهيد توهام شعبان"
21,"Skikda",2104,"عزابة (AZZABA)",21041001,"إبتدائية  علقمي الطاهر الجديدة"
21,"Skikda",2104,"عزابة (AZZABA)",21041002,"إبتدائية  الترقي"
21,"Skikda",2104,"عزابة (AZZABA)",21041003,"إبتدائية  بن احمد تركي"
21,"Skikda",2104,"عزابة (AZZABA)",21041004,"إبتدائية  لعمامرة فاطمة"
21,"Skikda",2104,"عزابة (AZZABA)",21041005,"إبتدائية  لسمر محمد"
21,"Skikda",2104,"عزابة (AZZABA)",21041006,"إبتدائية  علقمي الطاهر 1"
21,"Skikda",2104,"عزابة (AZZABA)",21041007,"إبتدائية  بوراس عمار"
21,"Skikda",2104,"عزابة (AZZABA)",21041008,"إبتدائية  بوعيطة علي"
21,"Skikda",2104,"عزابة (AZZABA)",21041009,"إبتدائية  معاوي بومنجل"
21,"Skikda",2104,"عزابة (AZZABA)",21041010,"إبتدائية  صالح بولحية"
21,"Skikda",2104,"عزابة (AZZABA)",21041011,"إبتدائية  فلوس بشير"
21,"Skikda",2104,"عزابة (AZZABA)",21041012,"إبتدائية  نواري رشيد"
21,"Skikda",2104,"عزابة (AZZABA)",21041013,"إبتدائية  عبدلي احسن"
21,"Skikda",2104,"عزابة (AZZABA)",21041014,"إبتدائية  كركوب عبد الله"
21,"Skikda",2104,"عزابة (AZZABA)",21041015,"إبتدائية  خراط عمار"
21,"Skikda",2104,"عزابة (AZZABA)",21041016,"إبتدائية  بوموس عبد الله"
21,"Skikda",2104,"عزابة (AZZABA)",21041017,"إبتدائية  مسيف احمد"
21,"Skikda",2104,"عزابة (AZZABA)",21041018,"إبتدائية  مبعوج احمد"
21,"Skikda",2104,"عزابة (AZZABA)",21041019,"إبتدائية  الإخوة ناصري"
21,"Skikda",2104,"عزابة (AZZABA)",21041020,"إبتدائية  جيلاني محمد"
21,"Skikda",2104,"عزابة (AZZABA)",21041021,"إبتدائية  العشي محمود"
21,"Skikda",2104,"عزابة (AZZABA)",21041022,"إبتدائية  بوقلال أحمد"
21,"Skikda",2104,"عزابة (AZZABA)",21041023,"إبتدائية  العوفي احسن"
21,"Skikda",2104,"عزابة (AZZABA)",21041024,"إبتدائية  الشهيد صيفي محمد الصالح"
21,"Skikda",2104,"عزابة (AZZABA)",21041028,"إبتدائية  شبل حسين"
21,"Skikda",2104,"عزابة (AZZABA)",21041029,"إبتدائية  المجمع المدرسي حي 800 مسكن"
21,"Skikda",2104,"عزابة (AZZABA)",21041030,"إبتدائية  الشهيد شرايطي عاشور"
21,"Skikda",2104,"عزابة (AZZABA)",21041033,"إبتدائية  المجاهد طحار رابح"
21,"Skikda",2105,"جندل سعيدي محمد (DJENDEL SAADI MOHAMED)",21051001,"إبتدائية  روابح زايد"
21,"Skikda",2105,"جندل سعيدي محمد (DJENDEL SAADI MOHAMED)",21051002,"إبتدائية  خروفي الطاهر"
21,"Skikda",2105,"جندل سعيدي محمد (DJENDEL SAADI MOHAMED)",21051003,"إبتدائية  مبروك بولعراس"
21,"Skikda",2105,"جندل سعيدي محمد (DJENDEL SAADI MOHAMED)",21051004,"إبتدائية  بوقدح حميد"
21,"Skikda",2105,"جندل سعيدي محمد (DJENDEL SAADI MOHAMED)",21051005,"إبتدائية  دبوز بومنجل"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061001,"إبتدائية  منصوري خدير"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061002,"إبتدائية  مفروش دحمان"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061003,"إبتدائية  غربي موسى"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061004,"إبتدائية  عزوزي حميد"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061005,"إبتدائية  مضايف مبارك"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061006,"إبتدائية  كنوز أحمد"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061007,"إبتدائية  الإخوة الشهداء بندير"
21,"Skikda",2106,"عين الشرشار (AIN CHARCHAR)",21061009,"إبتدائية  مدرسة الشهيد شوية رابح المدعو جلول"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071002,"إبتدائية  سيدي  السعيد"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071003,"إبتدائية  حجار السود"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071004,"إبتدائية  بكوش لخضر02"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071005,"إبتدائية  مكاسة"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071006,"إبتدائية  لقرابص"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071007,"إبتدائية  بكوش لخضر01"
21,"Skikda",2107,"بكوش الأخضر (BEKKOUCHE LAKHDAR)",21071012,"إبتدائية  المجمع المدرسي بكوش لخضر"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21061009,"إبتدائية  مدرسة الشهيد شوية رابح المدعو جلول"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081001,"إبتدائية  قنون عمار 1"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081002,"إبتدائية  قدوش حركاتي"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081003,"إبتدائية  بودربالة محمد"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081004,"إبتدائية  الأخوة بوغارب"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081005,"إبتدائية  طيبط عبد الله"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081006,"إبتدائية  دربال عبد الله"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081007,"إبتدائية  بوعلي محمد"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081008,"إبتدائية  قنون عمار02"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081009,"إبتدائية  شيدوح محمد"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081010,"إبتدائية  عبدلي بلقاسم"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081011,"إبتدائية  بلكحل صالح"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081012,"إبتدائية  غربي الهامل"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081013,"إبتدائية  بوسنة حمادة"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081014,"إبتدائية  بوعبدة  أرجم"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081015,"إبتدائية  الشهيد خليفي أحمد"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081016,"إبتدائية  الاخوة بوشعالة"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081017,"إبتدائية  زوقاب  رابح"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081018,"إبتدائية  دراجي يوسف"
21,"Skikda",2108,"بن عزوز (BEN AZZOUZ)",21081019,"إبتدائية  أول نوفمبر 1954"
21,"Skikda",2109,"السبت (ES SEBT)",21091001,"إبتدائية  سيافة السعيد"
21,"Skikda",2109,"السبت (ES SEBT)",21091002,"إبتدائية  غربي حسين"
21,"Skikda",2109,"السبت (ES SEBT)",21091003,"إبتدائية  معدن الطين"
21,"Skikda",2109,"السبت (ES SEBT)",21091004,"إبتدائية  مضايف الطاهر"
21,"Skikda",2109,"السبت (ES SEBT)",21091005,"إبتدائية  بئر عواشر"
21,"Skikda",2109,"السبت (ES SEBT)",21091006,"إبتدائية  قهواجي حمدان"
21,"Skikda",2109,"السبت (ES SEBT)",21091007,"إبتدائية  عبد النبي أحمد"
21,"Skikda",2109,"السبت (ES SEBT)",21091008,"إبتدائية  صالح قلعة"
21,"Skikda",2109,"السبت (ES SEBT)",21091009,"إبتدائية  شوية شوشان"
21,"Skikda",2109,"السبت (ES SEBT)",21091011,"إبتدائية  مدودة مسعود"
21,"Skikda",2109,"السبت (ES SEBT)",21091012,"إبتدائية  مصلوب محمد"
21,"Skikda",2110,"القل (COLLO)",21101001,"إبتدائية  عياش رابح"
21,"Skikda",2110,"القل (COLLO)",21101002,"إبتدائية  مسيخ عمار القل"
21,"Skikda",2110,"القل (COLLO)",21101003,"إبتدائية  بغلول محمد"
21,"Skikda",2110,"القل (COLLO)",21101004,"إبتدائية  حداد رابح"
21,"Skikda",2110,"القل (COLLO)",21101005,"إبتدائية  عزون حسين"
21,"Skikda",2110,"القل (COLLO)",21101006,"إبتدائية  غميرد حسين"
21,"Skikda",2110,"القل (COLLO)",21101007,"إبتدائية  نطور حسين"
21,"Skikda",2110,"القل (COLLO)",21101008,"إبتدائية  بلحوس أحسن"
21,"Skikda",2110,"القل (COLLO)",21101009,"إبتدائية  الشهيد بن يوسف علي"
21,"Skikda",2110,"القل (COLLO)",21101010,"إبتدائية  أحمد الطويل"
21,"Skikda",2110,"القل (COLLO)",21101011,"إبتدائية  مدرسة الشهيد علي مسيخ"
21,"Skikda",2110,"القل (COLLO)",21101012,"إبتدائية  لعلع ابراهيم"
21,"Skikda",2110,"القل (COLLO)",21101013,"إبتدائية  المجاهد المتوفي عيسى سمومة"
21,"Skikda",2110,"القل (COLLO)",21101014,"إبتدائية  فروم مختار"
21,"Skikda",2110,"القل (COLLO)",21101015,"إبتدائية  بوجنيبة مسعود"
21,"Skikda",2110,"القل (COLLO)",21101016,"إبتدائية  أحمد بوصوفة"
21,"Skikda",2110,"القل (COLLO)",21101017,"إبتدائية  كيحل محمد"
21,"Skikda",2110,"القل (COLLO)",21101018,"إبتدائية  الشهيد بوقلقول السعيد بن علي"
21,"Skikda",2110,"القل (COLLO)",21291002,"إبتدائية  السعيد بوذيبة"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111001,"إبتدائية  الشهيد بوالدخان صليح ابن بشير"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111002,"إبتدائية  حسين كركار"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111003,"إبتدائية  رميتة بشير"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111004,"إبتدائية  محمد بعيكر"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111005,"إبتدائية  جعفري عبد الله"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111006,"إبتدائية  العيدي حسين"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111007,"إبتدائية  مولود الزاهي"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111008,"إبتدائية  حسان بوجغرة"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111009,"إبتدائية  فوفو ابراهيم"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111011,"إبتدائية  قنيفة الزواوي"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111012,"إبتدائية  بوحديبة الشريف"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111013,"إبتدائية  لخشين عبد المجيد"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111014,"إبتدائية  مغلاوي ابراهيم"
21,"Skikda",2111,"بني زيد (BENI ZID)",21111015,"إبتدائية  الشهيد حميد الزاهي"
21,"Skikda",2111,"بني زيد (BENI ZID)",21311013,"إبتدائية  تويقر مولود يزار"
21,"Skikda",2112,"الكركرة (KERKARA)",21111011,"إبتدائية  قنيفة الزواوي"
21,"Skikda",2112,"الكركرة (KERKARA)",21121001,"إبتدائية  جمال العموشي"
21,"Skikda",2112,"الكركرة (KERKARA)",21121002,"إبتدائية  العايب بوجمعة"
21,"Skikda",2112,"الكركرة (KERKARA)",21121003,"إبتدائية  لقشيري عبد الحميد"
21,"Skikda",2112,"الكركرة (KERKARA)",21121004,"إبتدائية  قجيو سعد"
21,"Skikda",2112,"الكركرة (KERKARA)",21121005,"إبتدائية  طويل أحمد"
21,"Skikda",2112,"الكركرة (KERKARA)",21121006,"إبتدائية  بوقدح الزهراء"
21,"Skikda",2112,"الكركرة (KERKARA)",21121007,"إبتدائية  بولقمة مسعود"
21,"Skikda",2112,"الكركرة (KERKARA)",21121008,"إبتدائية  محمد بوزردونة"
21,"Skikda",2112,"الكركرة (KERKARA)",21121009,"إبتدائية  ضاني رابح كركرة"
21,"Skikda",2112,"الكركرة (KERKARA)",21121010,"إبتدائية  لعناني رابح"
21,"Skikda",2112,"الكركرة (KERKARA)",21121011,"إبتدائية  ساحلي حسين 1"
21,"Skikda",2112,"الكركرة (KERKARA)",21121012,"إبتدائية  رشيد لمرابط"
21,"Skikda",2112,"الكركرة (KERKARA)",21121013,"إبتدائية  عكوشي الطيب الشريف"
21,"Skikda",2112,"الكركرة (KERKARA)",21121014,"إبتدائية  بولامة أحمد"
21,"Skikda",2112,"الكركرة (KERKARA)",21121015,"إبتدائية  سعد لغويلة"
21,"Skikda",2112,"الكركرة (KERKARA)",21261003,"إبتدائية  صخري أحمد"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131001,"إبتدائية  بوغمسة عبد العزيز"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131002,"إبتدائية  الأخوان بوالحوت"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131003,"إبتدائية  بونور محمد"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131005,"إبتدائية  الأخوان كشوط"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131006,"إبتدائية  لحسن صياد"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131007,"إبتدائية  فليغة عبد الله"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131008,"إبتدائية  أحمد بولعسل"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131009,"إبتدائية  سلوغة محمد"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131010,"إبتدائية  مختار بونور"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131011,"إبتدائية  محمد بودينة"
21,"Skikda",2113,"أولاد عطية (OULED ATTIA)",21131012,"إبتدائية  طينونة رابح"
21,"Skikda",2114,"وادي الزهور (OUED ZHOUR)",21141001,"إبتدائية  كناف عيسى"
21,"Skikda",2114,"وادي الزهور (OUED ZHOUR)",21141002,"إبتدائية  صالح بن يوسف"
21,"Skikda",2114,"وادي الزهور (OUED ZHOUR)",21141003,"إبتدائية  أحمد بومود"
21,"Skikda",2114,"وادي الزهور (OUED ZHOUR)",21141004,"إبتدائية  دريدح رابح"
21,"Skikda",2114,"وادي الزهور (OUED ZHOUR)",21141005,"إبتدائية  محمد بوشيخ"
21,"Skikda",2115,"الزيتونة (ZITOUNA)",21151001,"إبتدائية  مخبوش الطاهر"
21,"Skikda",2115,"الزيتونة (ZITOUNA)",21151002,"إبتدائية  العامري حسين"
21,"Skikda",2115,"الزيتونة (ZITOUNA)",21151003,"إبتدائية  بورغيدة محمد الهادي"
21,"Skikda",2115,"الزيتونة (ZITOUNA)",21151004,"إبتدائية  كربوش أحمد"
21,"Skikda",2115,"الزيتونة (ZITOUNA)",21151005,"إبتدائية  لكحل أحمد"
21,"Skikda",2115,"الزيتونة (ZITOUNA)",21151006,"إبتدائية  صويلح الديب محمود"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161001,"إبتدائية  الاخوة بوعنينبة"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161002,"إبتدائية  عسلوج عزالدين"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161003,"إبتدائية  قديد الرزقي"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161004,"إبتدائية  أحمد بهلول"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161005,"إبتدائية  عمار لطرش"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161006,"إبتدائية  موسى بوالشعور"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161007,"إبتدائية  أحمد بوفنش"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161008,"إبتدائية  بوحوش محمد"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161010,"إبتدائية  الاخوة كحال"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161011,"إبتدائية  حسين بوزيد"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161012,"إبتدائية  أحمد قانوني"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161013,"إبتدائية  الطاهر بوبلي"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161014,"إبتدائية  مصطفى بوربطة"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161015,"إبتدائية  الشهيد بورقعة العربي"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161016,"إبتدائية  الاخوة قدماني"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161017,"إبتدائية  بلقاسم بن غرس الله"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161018,"إبتدائية  الشهيد بونمورة عمار"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161019,"إبتدائية  الأخوين الشهيدين عياشي علي وظريف"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161020,"إبتدائية  الشهيد عياشي الوناس"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21161022,"إبتدائية  الشهيد بوزليفة رجم"
21,"Skikda",2116,"الحروش (EL ARROUCH)",21291002,"إبتدائية  السعيد بوذيبة"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171001,"إبتدائية  عين اعمون"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171002,"إبتدائية  ناصر شويطر زيدان"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171003,"إبتدائية  جبابلة موسى"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171004,"إبتدائية  قرقاط رشيد"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171005,"إبتدائية  العايب الساسي"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171007,"إبتدائية  لشهب عمار"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171008,"إبتدائية  لعور فرحات"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171009,"إبتدائية  لخضر بوزيد"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171010,"إبتدائية  قدادرة حسين"
21,"Skikda",2117,"زردازة (ZERDEZAS)",21171014,"إبتدائية  المجاهد بلمقنعي زيدان"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181001,"إبتدائية  برحايل بودودة  أحمد"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181002,"إبتدائية  علي لمويس سليمان"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181003,"إبتدائية  الأخوة  مالكي"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181004,"إبتدائية  ماجن عمر"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181005,"إبتدائية  عبادة محمد السعيد"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181006,"إبتدائية  حفايظية عمر"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181007,"إبتدائية  سويسي  السعيد"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181008,"إبتدائية  زعرور محمد"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181009,"إبتدائية  بن موسى صالح"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181010,"إبتدائية  مخلوف الطاهر"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181011,"إبتدائية  شراقة  ابراهيم"
21,"Skikda",2118,"أولاد حبابة (OULED HABBABA)",21181012,"إبتدائية  الاخوة أحمد لشهب"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191001,"إبتدائية  حمادي زطوطة"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191002,"إبتدائية  بوخميس احسن"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191003,"إبتدائية  19 مارس 1962 عيد النصر"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191004,"إبتدائية  عبد العزيز محمد"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191005,"إبتدائية  زردية بغدادي"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191006,"إبتدائية  شليغم رابح"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191007,"إبتدائية  كربوش اعزيز"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191009,"إبتدائية  مقروس اليزيد"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191010,"إبتدائية  لحمر عمار"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191011,"إبتدائية  علي بوصاع"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191013,"إبتدائية  جفال صالح"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191014,"إبتدائية  قروط إسماعيل"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191015,"إبتدائية  فردي إبراهيم"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191016,"إبتدائية  عقبة بن نافع"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191017,"إبتدائية  بطين شريفة"
21,"Skikda",2119,"سيدي مزغيش (SIDI MEZGHICHE)",21191018,"إبتدائية  يسعد الصيفي"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201001,"إبتدائية  الإخوة مشحود"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201002,"إبتدائية  محمد بوراوي"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201003,"إبتدائية  امصيبح رشيد"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201004,"إبتدائية  زغبيب أحمد"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201005,"إبتدائية  العشي عمار"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201006,"إبتدائية  حمود سليمان"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201007,"إبتدائية  الشهيدان بلموكر علي وعيسى"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201008,"إبتدائية  مزيمز حسين"
21,"Skikda",2120,"مجاز الدشيش (EMJEZ EDCHICH)",21201009,"إبتدائية  شاوش عبد الله"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211001,"إبتدائية  فيلالي محمد"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211002,"إبتدائية  الشهيد شبيرة السعيد"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211003,"إبتدائية  بكوش الشريف"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211004,"إبتدائية  نغواش سعد"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211005,"إبتدائية  دعاس محمود"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211006,"إبتدائية  الشهيد بوعصابة مسعود"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211007,"إبتدائية  طارفة زغدود"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211008,"إبتدائية  بوعشة يوسف"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211009,"إبتدائية  محمدة بولوداني عمر"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211010,"إبتدائية  بوفدح بديسي مسعود"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211011,"إبتدائية  تومي سياف صالح"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211012,"إبتدائية  بوالفول أحسن"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211013,"إبتدائية  الشهيد خلخال خوجة"
21,"Skikda",2121,"بني ولبان (BENI OULBANE)",21211014,"إبتدائية  الشهيد شروانة زواوي"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221001,"إبتدائية  الشهيد بو الريش محمد"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221002,"إبتدائية  الشهيد مسيعد حميد"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221003,"إبتدائية  الشهيد عيسى بولعسل"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221004,"إبتدائية  خروفة محمد"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221006,"إبتدائية  خيطر اعزيز"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221007,"إبتدائية  سحنون حسين"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221008,"إبتدائية  الشهيد لداي محمد"
21,"Skikda",2122,"عين بوزيان (AIN BOUZIANE)",21221009,"إبتدائية  الشهيد سمومة عيسى"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231001,"إبتدائية  خلوط عبد الله"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231002,"إبتدائية  لوصيف بوشطاطة"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231003,"إبتدائية  بن موسى صالح"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231004,"إبتدائية  الشهاب المحولة"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231005,"إبتدائية  بوالكرطوس العيدي"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231006,"إبتدائية  شيدوح محمد"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231007,"إبتدائية  عيسى كابوية"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231008,"إبتدائية  مولود بوراس"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231009,"إبتدائية  رابح بوعوكل"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231010,"إبتدائية  حربي عزيز"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231011,"إبتدائية  معطى الله الفاضل"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231012,"إبتدائية  أحمد موات"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231013,"إبتدائية  دوب بوجمعة"
21,"Skikda",2123,"ومضان جمال (RAMDANE DJAMEL)",21231016,"إبتدائية  فضيلة سعدان"
