wilaya_code,wilaya,commune_code,commune,ecole_code,nom_ecole
10,"Bouira",1001,"البويرة (BOUIRA)",10011001,"إبتدائية  حسيبة بن بوعلي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011002,"إبتدائية  أحمد بوصندالة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011003,"إبتدائية  سي لحلو حسين"
10,"Bouira",1001,"البويرة (BOUIRA)",10011004,"إبتدائية  معيز سليمان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011005,"إبتدائية  قويدر أحمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011006,"إبتدائية  خيرة ولد حسين"
10,"Bouira",1001,"البويرة (BOUIRA)",10011007,"إبتدائية  صديقي بلقاسم"
10,"Bouira",1001,"البويرة (BOUIRA)",10011008,"إبتدائية  بلعباس محمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011009,"إبتدائية  قاسي حسين"
10,"Bouira",1001,"البويرة (BOUIRA)",10011010,"إبتدائية  قطاف أحمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011011,"إبتدائية  البشير الابراهيمي البويرة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011012,"إبتدائية  منصوري محمد البويرة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011013,"إبتدائية  عبد الحميد بن باديس البويرة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011014,"إبتدائية  جعدي عيسى"
10,"Bouira",1001,"البويرة (BOUIRA)",10011015,"إبتدائية  العربي التبسي البويرة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011016,"إبتدائية  العارف السعيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011017,"إبتدائية  لحام محمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011018,"إبتدائية  حجابي ابراهيم"
10,"Bouira",1001,"البويرة (BOUIRA)",10011019,"إبتدائية  جنيدي سالم 1"
10,"Bouira",1001,"البويرة (BOUIRA)",10011020,"إبتدائية  شداني العربي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011021,"إبتدائية  طالي مولود"
10,"Bouira",1001,"البويرة (BOUIRA)",10011022,"إبتدائية  جعفر خوجة محفوظ"
10,"Bouira",1001,"البويرة (BOUIRA)",10011023,"إبتدائية  قنداز اعمر"
10,"Bouira",1001,"البويرة (BOUIRA)",10011024,"إبتدائية  دموش محمد البويرة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011025,"إبتدائية  عينوش اعمر"
10,"Bouira",1001,"البويرة (BOUIRA)",10011026,"إبتدائية  علواش أحمد البويرة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011027,"إبتدائية  الإخوة عوالي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011028,"إبتدائية  هروس عبد الرحمان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011029,"إبتدائية  ولد اعمر مسعود"
10,"Bouira",1001,"البويرة (BOUIRA)",10011030,"إبتدائية  غلال قاسي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011032,"إبتدائية  تالي معمر قويدر"
10,"Bouira",1001,"البويرة (BOUIRA)",10011033,"إبتدائية  بشلاوي سعيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011034,"إبتدائية  بشلاوي سليمان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011035,"إبتدائية  قوقي رشيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011036,"إبتدائية  بوطاوس محمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011037,"إبتدائية  مليكشي سعيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011038,"إبتدائية  حامد خوجة العيفة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011039,"إبتدائية  دراج مولود"
10,"Bouira",1001,"البويرة (BOUIRA)",10011040,"إبتدائية  مرسلي نذير"
10,"Bouira",1001,"البويرة (BOUIRA)",10011041,"إبتدائية  شرفاوي باية"
10,"Bouira",1001,"البويرة (BOUIRA)",10011042,"إبتدائية  شداني أحمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011043,"إبتدائية  قاري عبد الرحمان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011044,"إبتدائية  قرايشي سعيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011045,"إبتدائية  واعلي سعيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011046,"إبتدائية  بعنون احمد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011047,"إبتدائية  مستغانمي مقران"
10,"Bouira",1001,"البويرة (BOUIRA)",10011049,"إبتدائية  أولقاضي علي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011050,"إبتدائية  لاندري شعبان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011051,"إبتدائية  هابل رابح"
10,"Bouira",1001,"البويرة (BOUIRA)",10011052,"إبتدائية  بوراي سعيد"
10,"Bouira",1001,"البويرة (BOUIRA)",10011053,"إبتدائية  مرزوق عيسى"
10,"Bouira",1001,"البويرة (BOUIRA)",10011055,"إبتدائية  عكوش زوينة"
10,"Bouira",1001,"البويرة (BOUIRA)",10011056,"إبتدائية  حامد خوجة صالح"
10,"Bouira",1001,"البويرة (BOUIRA)",10011057,"إبتدائية  طاجة ساسي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011058,"إبتدائية  بوراين يحي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011060,"إبتدائية  دابة عبد الرحمان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011062,"إبتدائية  المجاهد المتوفي بوتمر قاسي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011063,"إبتدائية  المجاهد المتوفي قتال محمد أكلي"
10,"Bouira",1001,"البويرة (BOUIRA)",10011064,"إبتدائية  المجاهد المتوفي سلام ابراهيم"
10,"Bouira",1001,"البويرة (BOUIRA)",10011065,"إبتدائية  طاجة شريف"
10,"Bouira",1001,"البويرة (BOUIRA)",10011066,"إبتدائية  سيدهم حسان"
10,"Bouira",1001,"البويرة (BOUIRA)",10011067,"إبتدائية  المجاهد المتوفى مسلم حماني"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021001,"إبتدائية  دموش سعيد"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021002,"إبتدائية  العيدي مولود"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021003,"إبتدائية  معقاسي حميمي"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021004,"إبتدائية  مردود بوججيق"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021005,"إبتدائية  دحماني السعيد"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021006,"إبتدائية  بوبكر موسى"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021007,"إبتدائية  سليماني عاشور"
10,"Bouira",1002,"الأسنام (EL ASNAM)",10021008,"إبتدائية  حداد أحمد"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031001,"إبتدائية  قدواري الهادي"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031002,"إبتدائية  سماري أحمد"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031003,"إبتدائية  عيادي رابح"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031004,"إبتدائية  وشفون عمر"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031005,"إبتدائية  سويس عمر"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031006,"إبتدائية  عبيدة حسين"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031007,"إبتدائية  أحمد بن معيوف العالي"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031008,"إبتدائية  عيساوي محمد"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031009,"إبتدائية  موسى بركة عضاض"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031010,"إبتدائية  لقام علي"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031012,"إبتدائية  صيفي مولود"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031013,"إبتدائية  عصام محمد"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031014,"إبتدائية  الإخوة نقيب"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031016,"إبتدائية  قاسم محمد قرومة"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031017,"إبتدائية  امحمد غربي"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031018,"إبتدائية  بازون أحمد"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031019,"إبتدائية  الإخوة انجشايري"
10,"Bouira",1003,"قرومة (GUERROUMA)",10031021,"إبتدائية  عصام الطاهر"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041001,"إبتدائية  كرنان محمد"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041002,"إبتدائية  نوي محمد"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041004,"إبتدائية  عماري أحمد"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041005,"إبتدائية  بنينال علال"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041006,"إبتدائية  منصوري محمد سوق الخميس"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041007,"إبتدائية  الأخوان ميساوي"
10,"Bouira",1004,"سوق الخميس (SOUK EL KHEMIS)",10041008,"إبتدائية  كرمية علي"
10,"Bouira",1005,"القادرية (KADIRIA)",10051002,"إبتدائية  غاني علي"
10,"Bouira",1005,"القادرية (KADIRIA)",10051004,"إبتدائية  قرينات اعمر"
10,"Bouira",1005,"القادرية (KADIRIA)",10051005,"إبتدائية  جرويطي السعيد"
10,"Bouira",1005,"القادرية (KADIRIA)",10051007,"إبتدائية  حداد رمضان"
10,"Bouira",1005,"القادرية (KADIRIA)",10051008,"إبتدائية  مجدوب السعيد"
10,"Bouira",1005,"القادرية (KADIRIA)",10051009,"إبتدائية  نوار أحمد"
10,"Bouira",1005,"القادرية (KADIRIA)",10051010,"إبتدائية  شيحاوة المحفوظ"
10,"Bouira",1005,"القادرية (KADIRIA)",10051011,"إبتدائية  كروش محمد"
10,"Bouira",1005,"القادرية (KADIRIA)",10051012,"إبتدائية  مدات رابح"
10,"Bouira",1005,"القادرية (KADIRIA)",10051013,"إبتدائية  اعمراش موسى"
10,"Bouira",1005,"القادرية (KADIRIA)",10051014,"إبتدائية  عمراني فاتح"
10,"Bouira",1005,"القادرية (KADIRIA)",10051015,"إبتدائية  الإخوة قصراوي"
10,"Bouira",1005,"القادرية (KADIRIA)",10051016,"إبتدائية  بورحلة محمد"
10,"Bouira",1005,"القادرية (KADIRIA)",10051017,"إبتدائية  حدوش عمر"
10,"Bouira",1005,"القادرية (KADIRIA)",10051018,"إبتدائية  بلعيش سعيد"
10,"Bouira",1006,"حنيف (HANIF)",10061001,"إبتدائية  بوبي علي"
10,"Bouira",1006,"حنيف (HANIF)",10061002,"إبتدائية  عبان محمد أرزقي"
10,"Bouira",1006,"حنيف (HANIF)",10061003,"إبتدائية  مشدو مسعود"
10,"Bouira",1006,"حنيف (HANIF)",10061004,"إبتدائية  رحال حمداش"
10,"Bouira",1006,"حنيف (HANIF)",10061005,"إبتدائية  صفوان مولود"
10,"Bouira",1006,"حنيف (HANIF)",10061006,"إبتدائية  دحماني محند أرزقي - تامزيابت -"
10,"Bouira",1006,"حنيف (HANIF)",10061007,"إبتدائية  خدير صالح"
10,"Bouira",1007,"ديرة (DIRAH)",10071001,"إبتدائية  خوماري سليمان"
10,"Bouira",1007,"ديرة (DIRAH)",10071002,"إبتدائية  عروج محمد"
10,"Bouira",1007,"ديرة (DIRAH)",10071003,"إبتدائية  غوماري قوماري"
10,"Bouira",1007,"ديرة (DIRAH)",10071004,"إبتدائية  سنوسي محمد ديرة"
10,"Bouira",1007,"ديرة (DIRAH)",10071005,"إبتدائية  ساعد بن كحلة"
10,"Bouira",1007,"ديرة (DIRAH)",10071006,"إبتدائية  بلقاسمي بلخير"
10,"Bouira",1007,"ديرة (DIRAH)",10071007,"إبتدائية  حاج موسى عمر"
10,"Bouira",1007,"ديرة (DIRAH)",10071008,"إبتدائية  مباركي سعيد"
10,"Bouira",1007,"ديرة (DIRAH)",10071009,"إبتدائية  دادو محمد"
10,"Bouira",1007,"ديرة (DIRAH)",10071010,"إبتدائية  منصوري محمد ديرة"
10,"Bouira",1007,"ديرة (DIRAH)",10071011,"إبتدائية  سعيداني الحاج"
10,"Bouira",1007,"ديرة (DIRAH)",10071012,"إبتدائية  فقيح الفكاني"
10,"Bouira",1007,"ديرة (DIRAH)",10071013,"إبتدائية  مسلم بلعباس"
10,"Bouira",1007,"ديرة (DIRAH)",10071014,"إبتدائية  مادي محمد"
10,"Bouira",1007,"ديرة (DIRAH)",10071015,"إبتدائية  حايد محمد"
10,"Bouira",1007,"ديرة (DIRAH)",10071016,"إبتدائية  جطو عيسى"
10,"Bouira",1007,"ديرة (DIRAH)",10071017,"إبتدائية  عبد القرفي شلالي"
10,"Bouira",1007,"ديرة (DIRAH)",10071018,"إبتدائية  بلعسل عمر"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081001,"إبتدائية  علواش أحمد أيت لعزيز"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081002,"إبتدائية  غانم رابح"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081003,"إبتدائية  رحموني بلقاسم"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081004,"إبتدائية  غول أرزقي"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081005,"إبتدائية  قلال أحمد معالة"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081006,"إبتدائية  بوستة عمرو"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081008,"إبتدائية  قاسيمي عيسى"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081009,"إبتدائية  ستي أحمد"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081010,"إبتدائية  زايدي لخضر"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081011,"إبتدائية  أقشيش سليمان"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081012,"إبتدائية  بوثلجة أرزقي"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081013,"إبتدائية  العربي سعيد"
10,"Bouira",1008,"أيت لعزيز (AIT LAAZIZ)",10081014,"إبتدائية  اقلاتن الجديدة"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091001,"إبتدائية  عيقون محمد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091002,"إبتدائية  مكار أحمد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091003,"إبتدائية  أغباش بلقاسم"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091004,"إبتدائية  زويش اعمر"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091005,"إبتدائية  نجاع اعماروش"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091006,"إبتدائية  سحالي بلقاسم"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091007,"إبتدائية  بلحجار السعيد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091008,"إبتدائية  مني سعيد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091009,"إبتدائية  بوجاوي اعمر"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091010,"إبتدائية  بلغالي أحمد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091011,"إبتدائية  كعبوب السعيد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091012,"إبتدائية  أودير محمد"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091013,"إبتدائية  زينافي علي"
10,"Bouira",1009,"تاغزوت (TAGHZOUT)",10091014,"إبتدائية  مسوسي عمار"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101001,"إبتدائية  بغدالي التواتي"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101002,"إبتدائية  عبد الحميد بن باديس الروراوة"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101003,"إبتدائية  عيشون عبد القادر"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101004,"إبتدائية  مسلم مسعود"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101005,"إبتدائية  محمد الصديق بن يحي الروراوة"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101006,"إبتدائية  العقيد سي الحواس"
10,"Bouira",1010,"روراوة (RAOURAOUA)",10101007,"إبتدائية  المجاهد المتوفي عزوز علي بن سعيد"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111001,"إبتدائية  طهير رابح  الناظور"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111002,"إبتدائية  غماري عبد القادر جبل العفرون"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111003,"إبتدائية  الحرية"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111004,"إبتدائية  محمودي بوعزة"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111005,"إبتدائية  كسيرة الشريف"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111006,"إبتدائية  بورويبة بن نوة"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111007,"إبتدائية  رزوق منصور"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111008,"إبتدائية  شايب الصالح"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111009,"إبتدائية  قليل محمد"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111010,"إبتدائية  مسران السعيد"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111011,"إبتدائية  ثابتي الحملاوي"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111012,"إبتدائية  أحمان محمد"
10,"Bouira",1011,"مزدور (MEZDOUR)",10111013,"إبتدائية  شريد موسى"
10,"Bouira",1012,"الحيزر (HAIZER)",10121001,"إبتدائية  أمزال علي"
10,"Bouira",1012,"الحيزر (HAIZER)",10121002,"إبتدائية  سيد علي أحمد"
10,"Bouira",1012,"الحيزر (HAIZER)",10121003,"إبتدائية  دموش محمد حيزر"
10,"Bouira",1012,"الحيزر (HAIZER)",10121004,"إبتدائية  حديد سعيد"
10,"Bouira",1012,"الحيزر (HAIZER)",10121006,"إبتدائية  دريسي يحي"
10,"Bouira",1012,"الحيزر (HAIZER)",10121007,"إبتدائية  ترجمان لخضر"
10,"Bouira",1012,"الحيزر (HAIZER)",10121008,"إبتدائية  عقاش اعمر"
10,"Bouira",1012,"الحيزر (HAIZER)",10121010,"إبتدائية  سحالي شريف"
10,"Bouira",1012,"الحيزر (HAIZER)",10121011,"إبتدائية  قرجوج حمداش"
10,"Bouira",1012,"الحيزر (HAIZER)",10121012,"إبتدائية  سعيدي زروق"
10,"Bouira",1012,"الحيزر (HAIZER)",10121013,"إبتدائية  توات حموش"
10,"Bouira",1012,"الحيزر (HAIZER)",10121014,"إبتدائية  صايت علي - عش أوفالكـو"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131001,"إبتدائية  ابن باديس الاخضرية"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131002,"إبتدائية  جنادي العربي"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131003,"إبتدائية  زقومي السعيد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131004,"إبتدائية  محمد مهداوي"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131005,"إبتدائية  حمداش رابح"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131006,"إبتدائية  حمبلي أحمد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131007,"إبتدائية  سلام حسين"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131008,"إبتدائية  ابراهيتي السعيد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131009,"إبتدائية  أوكيل أحمد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131010,"إبتدائية  خالفي الوناس"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131011,"إبتدائية  معدن مسعود"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131012,"إبتدائية  بطاهر علي"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131013,"إبتدائية  حراش الوناس"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131014,"إبتدائية  الإخوة تلمساني"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131015,"إبتدائية  حمداد محفوظ"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131016,"إبتدائية  دحماني رابح"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131017,"إبتدائية  أوكيل مصطفى"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131018,"إبتدائية  مويليد سعيد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131019,"إبتدائية  العزازي قدور المدعو بوعلام"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131020,"إبتدائية  مويلحي محمد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131021,"إبتدائية  زيدان جلول"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131022,"إبتدائية  مامش علي"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131023,"إبتدائية  لرابي رمضان"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131024,"إبتدائية  عابد أحمد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131025,"إبتدائية  فلاح علي"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131026,"إبتدائية  فرهي رشيد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131027,"إبتدائية  حنافي محمد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131028,"إبتدائية  دني رابح"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131029,"إبتدائية  رحال رابح"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131030,"إبتدائية  بوشناق الزهرة"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131031,"إبتدائية  علواش أحمد"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131032,"إبتدائية  شيلالي مسعود بن شاوش"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131033,"إبتدائية  بلهوان مخلوف"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131034,"إبتدائية  المجاهد المتوفي فودي لخضر"
10,"Bouira",1013,"الأخضرية (LAKHDARIA)",10131035,"إبتدائية  دامو سعيد (داخل متوسطة درموش رابح)"
10,"Bouira",1014,"معلة (MAALA)",10141001,"إبتدائية  يحي تواتي"
10,"Bouira",1014,"معلة (MAALA)",10141002,"إبتدائية  دغموم دغموم المدعو رابح"
10,"Bouira",1014,"معلة (MAALA)",10141003,"إبتدائية  عمر زمزوم"
10,"Bouira",1014,"معلة (MAALA)",10141004,"إبتدائية  كرنان علي"
10,"Bouira",1014,"معلة (MAALA)",10141005,"إبتدائية  علي مخلوف"
10,"Bouira",1014,"معلة (MAALA)",10141006,"إبتدائية  الزروق شقوفي"
10,"Bouira",1014,"معلة (MAALA)",10141007,"إبتدائية  محمد فرصادو"
10,"Bouira",1014,"معلة (MAALA)",10141008,"إبتدائية  دحو موسى"
10,"Bouira",1014,"معلة (MAALA)",10141009,"إبتدائية  قاسي بوجمعة المدعو لخضر"
10,"Bouira",1014,"معلة (MAALA)",10141010,"إبتدائية  شيخي محمد"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151001,"إبتدائية  الوافي بلقاسم"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151002,"إبتدائية  نكاس مسعود"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151003,"إبتدائية  طلال علي"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151004,"إبتدائية  عرعار السعيد"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151005,"إبتدائية  عليليش بوجمعة"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151007,"إبتدائية  كنان قويدر"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151009,"إبتدائية  بورقبة سعد"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151010,"إبتدائية  ميراد محمد وإخوانه"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151011,"إبتدائية  بايق عيسى"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151012,"إبتدائية  عبدون محمد الزين القديمة"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151014,"إبتدائية  نكاز محفوظ"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151015,"إبتدائية  علي محاد لخضر"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151016,"إبتدائية  مولاي التوهامي"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151017,"إبتدائية  عشيط بن يمينة"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151018,"إبتدائية  يسكر احمد"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151019,"إبتدائية  كنان عامر"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151022,"إبتدائية  تمزي مجدوب"
10,"Bouira",1015,"الهاشمية (EL HACHIMIA)",10151023,"إبتدائية  بن رقوبة النوي (اعادة فتح)"
10,"Bouira",1016,"أعمر (AOMAR)",10161001,"إبتدائية  بن عامر محمد"
10,"Bouira",1016,"أعمر (AOMAR)",10161002,"إبتدائية  جواهرة السعيد"
10,"Bouira",1016,"أعمر (AOMAR)",10161003,"إبتدائية  لطرش أرزقي"
10,"Bouira",1016,"أعمر (AOMAR)",10161004,"إبتدائية  قبيلي السعيد"
10,"Bouira",1016,"أعمر (AOMAR)",10161005,"إبتدائية  بوطالب عمر"
10,"Bouira",1016,"أعمر (AOMAR)",10161006,"إبتدائية  سلماني عمر"
10,"Bouira",1016,"أعمر (AOMAR)",10161007,"إبتدائية  عكاشة العيفة"
10,"Bouira",1016,"أعمر (AOMAR)",10161008,"إبتدائية  زبير لخضر"
10,"Bouira",1016,"أعمر (AOMAR)",10161009,"إبتدائية  مامش السعيد"
10,"Bouira",1016,"أعمر (AOMAR)",10161010,"إبتدائية  يونس بلقاسم"
10,"Bouira",1016,"أعمر (AOMAR)",10161011,"إبتدائية  شعلال أعراب"
10,"Bouira",1016,"أعمر (AOMAR)",10161013,"إبتدائية  بوعكاز علي"
10,"Bouira",1016,"أعمر (AOMAR)",10161014,"إبتدائية  محفوظي الوليد"
10,"Bouira",1016,"أعمر (AOMAR)",10161017,"إبتدائية  الشهيد بن عمروش فاتح"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171001,"إبتدائية  شملال عيسى"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171002,"إبتدائية  عكوش مداني"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171003,"إبتدائية  خلال محند و سليمان"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171004,"إبتدائية  عثمان محند أرزقي"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171005,"إبتدائية  باجي الطاهر"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171006,"إبتدائية  قاسي محند أمقران"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171007,"إبتدائية  شملال محند الصالح"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171008,"إبتدائية  شيبان أحمد"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171009,"إبتدائية  مرزوق محند السعيد"
10,"Bouira",1017,"الشرفاء (CHORFA)",10171010,"إبتدائية  زمور محند أعراب"
