رقم,اسم_المدرسة,المنطقة_التربوية,نوع_التعليم,طبيعة,جنس_الطلاب,العنوان,الهاتف,المالك,اللغة_الأجنبية
5361,ثانوية الييشة الرسمية/الارمة,عكار,رسمي,رسمي,مختلطة,وادي خالد - الارمة - شارع الارمة مختمطة,04128130,الدولة,
466,مرياطة الرسمية,زغرتا,رسمي,رسمي,مختلطة,مرياطة - شارع الجامع مختمطة,,,
666,مدرسة حيبلن الرسمية,زغرتا,رسمي,رسمي,مختلطة,حيبلن - بيت السكاف - شارع العام مختمطة,,,
866,مدرسة المربية جنى الفاخوري- عمما الرسمية,زغرتا,رسمي,رسمي,مختلطة,عمما - عمما - حي الببلنة مختمطة,,,
076,المربية جورجات القارح الرسمية لمبنات,زغرتا,رسمي,رسمي,,زغرتا - الصميب الجنوبي - شارع التل لمبنات,,,
176,مدرسة طوني فرنجيو المختمطة الرسمية-زغرتا,زغرتا,رسمي,رسمي,مختلطة,زغرتا - العبي - شارع الرئيس فرنجيو مختمطة 5 71,,,
276,األب سمعان الدوييي الرسمية لمبنين,زغرتا,رسمي,رسمي,,زغرتا - السيده الشرقي - شارع السيده لمبنين,,,
376,مدرسة فيار فرنجيو الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,زغرتا - الصميب الجنوبي - شارع العام مختمطة 3 3,,,
476,ثانوية زغرتا الرسمية,زغرتا,رسمي,رسمي,مختلطة,زغرتا - الثانوية - شارع الساحة مختمطة,22956660,الدولة,فرنسية+فرنسية
676,روضة زغرتا الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,زغرتا - العبي - شارع الرئيس فرنجية مختمطة,06436660,الدولة,فرنسية+فرنسية
876,اردة الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,اردة - العين - شارع العام مختمطة,,,
186,مجدليا الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,مجدليا - السيده - شارع العام مختمطة,,,
286,العيرونية الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,العيرونية - المسجد - شارع سير الضنية مختمطة 6 4,,,
386,كفرزينا الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,كفرزينا - شارع العام مختمطة,,,
686,ايعال الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,ايعال - شارع العام مختمطة 3 4,,,
786,مرح كفرصغاب الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,مرح كفرصغاب - شارع العام مختمطة,,,
096,ثانوية اسعد السبعمي الرسمية,زغرتا,رسمي,رسمي,مختلطة,سبعل - المدخل مختمطة,84459560,خاص,فرنسية+فرنسية
8141,ثانوية رشعين الرسمية المختمطة,زغرتا,رسمي,رسمي,مختلطة,رشعين - بيت عبود - شارع الطريق العام مختمطة,00186660,خاص,فرنسية+فرنسية
796,ضير العين الرسمية المختمطة,الكورة,رسمي,رسمي,مختلطة,ضير العين - شارع العام مختمطة,,,
007,مدرسة المربي انطانيوس ممكون الرسمية - برسا,الكورة,رسمي,رسمي,مختلطة,برسا - مار جرجس - شارع عام مختمطة,,,
407,جبارن مكاري الرسمية المختمطة,الكورة,رسمي,رسمي,مختلطة,انفة - الشرقي - شارع الجنينات مختمطة,,,
017,ثانوية دده,الكورة,رسمي,رسمي,مختلطة,,76650460,خاص,
117,ثانوية اميون الرسمية,الكورة,رسمي,رسمي,مختلطة,اميون - مار جرجس الكفر مختمطة 2 81,12005960,خاص,فرنسية+فرنسية
217,اميون الرسمية المختمطة,الكورة,رسمي,رسمي,مختلطة,اميون - اميون غربي - شارع اميل اده مختمطة,,,
517,كفرحزير الرسمية - انكميزي,الكورة,رسمي,رسمي,مختلطة,كفرحزير - شارع العام مختمطة 4 9,,,
717,ثانوية خميل سالم بطارم الرسمية,الكورة,رسمي,رسمي,مختلطة,بطارم - العين - شارع العام مختمطة,74803960,الدولة,فرنسية+فرنسية
027,كوسبا الرسمية لمبنات,الكورة,رسمي,رسمي,مختلطة,كوسبا - المدارس - شارع المدارس مختمطة,,,
427,كفرعقا الثانية المختمطة الرسمية,الكورة,رسمي,رسمي,مختلطة,كفرعقا - البياض - شارع العام مختمطة,,,
727,بزياز الرسمية,الكورة,رسمي,رسمي,مختلطة,بزياز - شارع القمعة مختمطة,,,
037,ثانوية كفرحاتا الرسمية,الكورة,رسمي,رسمي,مختلطة,كفرحاتا - طريق عام - شارع العام مختمطة 4 71,86222960,الدولة,فرنسية+فرنسية
137,المربي ألبر حنا أيوب - سابقاً كفرحاتا الرسمية,الكورة,رسمي,رسمي,مختلطة,كفرحاتا - شارع ماريوحنا الحبيب مختمطة,,,
637,كفريا الرسمية المختمطة,الكورة,رسمي,رسمي,مختلطة,كفريا - شارع ضير الغزالن مختمطة 2 6,,,
1931,ثانوية كفرعقا الرسمية,الكورة,رسمي,رسمي,مختلطة,كفرعقا - البياض - شارع 01 مختمطة,46525960,خاص,فرنسية+فرنسية
737,طوراز الرسمية المختمطة,بشري,رسمي,رسمي,مختلطة,طوراز - شارع العام مختمطة,,,
047,بشري الرسمية لمبنات,بشري,رسمي,رسمي,مختلطة,بشري - السيدة - شارع ماريوحنا مختمطة,,,
547,حصرون الرسمية المختمطة,بشري,رسمي,رسمي,مختلطة,حصرون - طريق الكنيسة - شارع الداخمي مختمطة,53109560,خاص,
647,ثانوية شكا الرسمية,البترون,رسمي,رسمي,مختلطة,شكا - الرىبانية - شارع الرئيسي مختمطة,22454560,خاص,فرنسية+فرنسية
847,مدرسة شكاالمتوسطة الرسمية,البترون,رسمي,رسمي,مختلطة,شكا - السيل - شارع الطريق العام مختمطة,,,
057,شكا الجديدة الرسمية المختمطة,البترون,رسمي,رسمي,مختلطة,شكا - الببلط مختمطة,,,
257,اليري المختمطة الرسمية,البترون,رسمي,رسمي,مختلطة,اليري - الشارع العام - شارع العام مختمطة,,,
357,حامات الرسمية المختمطة,البترون,رسمي,رسمي,مختلطة,حامات - الضيعة - شارع كنيسة سيدة النياح مختمطة 3 3,,,
457,ارسنحاش الرسمية المختمطة,البترون,رسمي,رسمي,مختلطة,ارس نحاش - البيدر - شارع الداخمي العام مختمطة,,,
557,البترون المختمطة الرسمية,البترون,رسمي,رسمي,مختلطة,البترون - مارح الشيخ - شارع المدارس مختمطة 2 91,,,
657,مدرسة اسطفان عطية المتوسطة الرسمية المختمطة,البترون,رسمي,رسمي,مختلطة,,,,
857,تجمع روضة البترون الرسمية,البترون,رسمي,رسمي,مختلطة,البترون - شارع العطايا مختمطة,13134760,خاص,فرنسية+فرنسية
467,ثانوية عبرين الرسمية,البترون,رسمي,رسمي,مختلطة,عبرين - الضيعة - شارع العام مختمطة,93152760,خاص,فرنسية+فرنسية
177,بقسميا المختمطة الرسمية,البترون,رسمي,رسمي,مختلطة,بقسميا - شارع العام مختمطة,,,
977,دوما المختمطة الرسمية,البترون,رسمي,رسمي,مختلطة,دوما - الصنوبر - شارع العام مختمطة 2 6,,,
087,ثانوية البترون الرسمية - فرع دوما,البترون,رسمي,رسمي,مختلطة,دوما - السوق - شارع العام مختمطة,72702560,خاص,
487,كفرحمدا المختمطة الرسمية,البترون,رسمي,رسمي,مختلطة,كفرحمدا - شارع العام مختمطة 1 7,,,
687,ثانوية تنورين الرسمية,البترون,رسمي,رسمي,مختلطة,تنورين الفوقا - مار يوسف - شارع مار يوسف مختمطة,,,
097,متوسطة وادي العاريش الرسمية المختمطة,زحلة المدينة,رسمي,رسمي,مختلطة,,,,
297,متوسطة زحمة االولى الرسمية المختمطة,زحلة المدينة,رسمي,رسمي,مختلطة,الارسية - شارع جان عاربي مختمطة,,,
497,متوسطة البردوني الرسمية المختمطة,زحلة المدينة,رسمي,رسمي,مختلطة,زحمة (م) - الميدان - شارع العام مختمطة,,,
697,متوسطة زحمة الثانية الرسمية المختمطة,زحلة المدينة,رسمي,رسمي,مختلطة,الميدان - شارع مار نقوال مختمطة,,,
797,دار السبلم الرسمية,زحلة المدينة,رسمي,رسمي,مختلطة,الميدان - شارع الميدان الغربي مختمطة 3 9,,,
897,متوسطة حوش االمارء النموذجية الرسمية المختمطة,زحلة المدينة,رسمي,رسمي,مختلطة,حوش االمارء - شارع جورج الياروي مختمطة,,,
008,ثانوية حوش االمارء الرسمية,زحلة المدينة,رسمي,رسمي,مختلطة,حوش االمارء - شارع الياروي مختمطة 3 71,,,
108,متوسطة زحمة الثالثة المختمطة الرسمية,زحلة المدينة,رسمي,رسمي,مختلطة,حوش الزارعنة - شارع البولفار مختمطة,,,
308,المعمقة المتوسطة لمصبيان الرسمية,زحلة المدينة,رسمي,رسمي,,المعمقة - الشمالي - شارع العام لمبنين,,,
508,متوسطة قاع الريم الرسمية المختمطة,زحلة الضواحي,رسمي,رسمي,مختلطة,قاع الريم - شارع مقابل كنيسة مار شربل مختمطة,,,
808,متوسطة الفرزل الرسمية المختمطة,زحلة الضواحي,رسمي,رسمي,مختلطة,الفرزل - سيدة البشارة مختمطة,,,
018,ثانوية تعمبايا الرسمية,زحلة الضواحي,رسمي,رسمي,مختلطة,تعمبايا - شارع الكنيسة مختمطة,35050580,الدولة,فرنسية+فرنسية
3631,ابتدائية حي العمرية الرسمية,زحلة الضواحي,رسمي,رسمي,مختلطة,سعدنايل - العمرية - شارع الفيضة مختمطة,,,
6941,ثانوية سعدنايل الرسمية,زحلة الضواحي,رسمي,رسمي,مختلطة,سعدنايل - البيدر - شارع العام مختمطة 31 52,,,
318,ثانوية رياق الرسمية,زحلة القضاء,رسمي,رسمي,مختلطة,رياق - الجامع رياق - شارع العام مختمطة,03400980,خاص,فرنسية+فرنسية
