id,name,name_en,name_pt,amenity,operator_type,addr_city,addr_street,longitude,latitude
way/826461920,Complexo Escolar nº 1846 - Bom Deus,,,school,public,Lubango,Avenida do Estádio Nacional da Tundavala,,
way/826467016,Complexo Escolar Privado C.J,,,school,private,Lubango,Avenida Mártires de 8 de Novembro,,
way/827312180,Complexo Escolar Privado Estrela Académica,,,school,private,Lubango,Lubango/Hoque,,
way/827879601,Escola 4 de Janeiro,,,school,,Ondjiva,,,
way/828418668,,,,school,,,,,
way/828440084,Centro de Formação Profissional - Instituto Nacional de Emprego e Formação Profissional (INEFOP),,,school,,Lubango,,,
way/828452365,Escola (No. 8) Fidel Castro,,,school,,,,,
way/828459814,Escola (No. 6) Dr. António Agostinho Neto,,,school,,Tômbua,,,
way/828459816,Escola (No. 16) 8 de Setembro,,,school,,,,,
way/828466586,Escola (No. 11) 8 de Janeiro,,,school,,Tômbua,,,
way/828466587,Escola (No. 3) General Simione Mukune,,,school,,,,,
way/828466588,Escola (No. 20) 23 de Abril,,,school,,,,,
way/828468302,Escola (No. 17) 8 de Dezembro,,,school,,,,,
way/828468303,Escola (No. 15) Comandante Kassanje,,,school,,Tômbua,,,
way/828468304,,,,school,,Tômbua,,,
way/828469006,Escola (No. 7) João Firmino Tchinanga,,,school,,Tômbua,,,
way/828469522,Escola (No. 1) Nzinga Mbandi,,,school,,Tômbua,,,
way/828795986,Escola (No. 2),,,school,,Tômbua,,,
way/828844997,Colégio Nº 1771- Nossa Senhora de Fátima - Lalula,,,school,public,Lalula,Rua Comandante Cuenha,,
way/833625451,,,,school,,,,,
way/839782651,Escola Primária N.º 97 - Tchivanda,,,school,public,,,,
way/840365437,Complexo escolar privado de Altefran,,,school,,,,,
way/841807654,,,,school,,,,,
way/841884756,,,,school,,,,,
way/845314807,,,,school,,,,,
way/846991376,Complexo Escolar Nossa Senhora de Fátima,,,school,,Malanje,,,
way/850681251,,,,school,,,,,
way/851581203,,,,school,,,,,
way/852668177,Escola Primária Cangombe,,,school,,,,,
way/854493911,Instituto Politécnico de Saúde da Igreja Evangélica Congregacional em Angola (IECA),,,school,,Lubango,,,
way/854505398,Centro de Formação Profissional Eloquente,,,school,,,,,
way/863488944,,,,school,,,,,
way/887685409,,,,school,,,,,
way/889333288,,,,school,,,,,
way/903106927,,,,school,,,,,
way/903991980,CD-4: Educação e Formação,,,school,,,,,
way/903991986,CD-4: Educação e Formação,,,school,,,,,
way/904286144,Escola Primaria,,,school,,Sassalemba,,,
way/904287168,Escola Beniamino,,,school,,Funda,,,
way/904772473,Complexo Escolar Católico da Imaculada Conceição nº 116,,,school,religious,Lubango,Avenida 21 de Janeiro,,
way/906966608,CD-4: Educação e Formação,,,school,,,,,
way/908468707,Escola Primária N.º 167 - Chibia,,,school,public,,,,
way/909024319,,,,school,,Chipindo,,,
way/909128322,Escola Primária N.º 103,School no. 113,,school,,,,,
way/911054531,Escola primário Nº 177- Mucuio-Hoque,,,school,,,,,
way/911057273,Escola Primária Nº 1321-Ndimba-Hoque,,,school,,,,,
way/911181928,Complexo Escolar nº 50 - Salas Anexas,,,school,,,,,
way/911185233,Colégio Baptista,,,school,,,,,
way/911195249,Escola do Ensino Primário 10 de Dezembro,,,school,public,Huíla,Estrada da Huila,,
way/911413798,Escola Primária N.º 43 - Mukuandinda,,,school,public,,,,
way/911413921,Liceu N.º 454 da Chibia,,,school,public,Chibia,Variante da Chibia,,
way/911691511,Instituto Politécnico Pitágoras - Chimba,,,school,,,,,
way/912313003,Escola do 1º ciclo 10 de Dezembro,,,school,public,,,,
way/912808360,Escola de Hotelaria e Turismo,,,school,,,,,
way/912873833,Complexo Escolar Dom Bosco n 1045,,,school,,"Navegantes, Benguela, Angola",,,
way/913149280,Complexo Escolar Privado - Sol Nascente,,,school,private,,,,
way/913186340,Escola Primária nº 156,,,school,,Hoque,,,
way/913195801,Colégio nº 1730 - Sede,,,school,,Hoque,Lubango/Hoque,,
way/913233959,,,,school,,,,,
way/913490823,Escola Anexa da 27 de Março,,,school,,Lubango,Rua da Mitcha,,
way/914118442,,,,school,,,,,
way/914694802,Escola Primária 26 de Junho - Tchavola,,,school,,Lubango,,,
way/915042197,Escola Primária (Nº 705) 8 de Março,,,school,,Lubango,Tchavola,,
way/915518816,Colégio Fernanda,,,school,,Lubango,Rua da Mitcha,,
way/915536170,Complexo Escolar nº 48 Igreja de Deus em Angola (IDA) - Lubango,,,school,,Patrice Lumumba,,,
way/915551411,Complexo Escolar 1 de Junho (ADRA),,,school,,Lubango,,,
way/915832051,Escola Primária de Chiange,,,school,,,,,
way/915855000,Escola da Capelinha de Santo António,,,school,,Lubango,Rua da Subestação,,
way/916058110,Escola,,,school,,,,,
way/916243517,"Salas Anéxas ao Complexo Escolar nº 48 - Igreja de Deus em Angola (IDA), Lubango",,,school,government,Rio Capitão,,,
way/916250102,Complexo Escolar nº 458 Baptista,,,school,,,,,
way/916359497,Escola Primária Che Guevara,,,school,,,,,
way/916385301,Escola Primária Shihetekela,,,school,,"Ombadja, Cunene",Xangongo,,
way/916405380,Escola Anexa A Imaculada Conceição,,,school,,Lubango,,,
way/917038629,Colégio Polo Sul,,,school,,Lubango,,,
way/917059479,Escola da Bétel,,,school,,Lubango,,,
way/917061231,Salas Anexas da Bétel,,,school,,Lubango,,,
way/917089376,Escola da Igreja Evangélica Congregacional em Angola (IECA),,,school,public,A Luta Continua,Rua Alternativa Casa Pato-Tchioco,,
way/917100971,Complexo escolar Pitágoras,,,school,,Lubango,Estrada Adjacente ao Mercado do Sófrio,,
way/917102615,Escola Primária N.º 400 - Sofrio,,,school,,,,,
way/917107793,Escola do Jango,,,school,,Lubango,,,
way/917468429,Complexo Escolar nº 458 Baptista,,,school,,Patrice Lumumba,,,
way/917534351,Complexo Escolar,,,school,,Chioco,,,
way/917638858,Compelxo Escolar Igreja de Cristo em Angola (ICA) Boa Esperança,,,school,,Lubango,,,
way/917810910,,,,school,,,,,
way/917827409,Escola Primária,,,school,,Lubango,Joaquim Kapango,,
way/917864709,Colégio 4 de Fevereiro - Quipungo,,,school,public,,,,
way/917882170,Escola Primária,,,school,,,,,
way/917891899,Centro Infantil e Actividades de Tempos Livres (ATL),,,school,,,,,
way/917975743,Colégio Pentágono,,,school,,,,,
way/918008297,Salas Anexas da Missão Católica do Lubango,,,school,,Lubango,,,
way/918009467,Salas Anexas da Missão Católica do Lubango (Dom Altino Ribeiro de Santana),,,school,public,Lubango,,,
way/918189885,Salas Anexas (IASD) da Gilgal,,,school,,Lubango,,,
way/919670163,Escola Primária N.º 318 A,,,school,,Lubango,rua da substação,,
way/921866049,Colégio N.º 1485 - Lar dos Estudantes,,,school,,,,,
way/922013131,Escola N.º 119 - Nzinga Mbandi - Cuvango,,,school,,,,,
way/923200355,Escola do Ensino Primário - Mwene Tchiwaco,,,school,,,,,
way/923420318,Escola do I Ciclo,,,school,,Tchioco Lubango,Avenida do Estádio Nacional da Tundavala,,
way/925536776,Colégio 123,,,school,,Lubango,Avenida Lopo do Nascimento,,
way/925542977,Colégio Madre Trindade,,,school,,Lubango,Avenida Lopo do Nascimento,,
way/939462309,Liceu nº 792 - Lubango,,,school,public,,,,
way/939462312,Complexo Escolar 14 de Abril,,,school,public,Lubango,Avenida Presidente Samora Machel,,
way/941384271,Escola Nº 56,,,school,,Moçâmedes,,,
way/944696146,Escola Primária da Quilemba,,,school,,Quilemba,,,
way/949321119,Complexo Escolar Nº 5,,,school,public,Lubango,,,
way/950072463,Escola Primária N.º 370,,,school,,Lubango,Rua Mário Carlos,,
way/952589943,,,,school,,Centralidade do Lossambo,,,
way/952590222,Escola Primária,,,school,,Centralidade do Lossambo,,,
way/952603430,Leceu 11 de Novembro,,,school,,Centralidade do Lossambo,,,
way/952604370,Liceu Dr Agostinho Neto,,,school,,Centralidade do Lossambo,,,
way/956443516,Instituto Politécnico Estrela da Huíla N.º 1830,,,school,,Lubango,Rua Demóstenes de Almeida,,
way/960909258,Escola Primária N.º 194 - Lucrécia Paim,,,school,,,,,
way/961981719,Instituto Médio Agrário do Missombo - Menongue (IMA-M),,,school,,Missombo,EN140,,
way/961981724,"Instituto Politécnico do Ambiente ""31 de Janeiro"" (IPAT)",,,school,public,Missombo,Rua das Escolas,,
way/962085369,Escola de Magistério ADPP - Cuando Cubango,,,school,,Missombo,Rua das Escolas,,
way/962561099,Lar dos Pequeninos,,,school,,Huambo,,,
way/964622030,Complexo Escolar Privado Politécnico Do Huambo,,,school,private,Huambo,Rua Vincente Ferreira,,
way/968155975,Complexo Escolar (No. 22) José Francisco Republicano,,,school,,Tômbua,,,
way/969630170,,,,school,,,,,
way/972008886,Liceu N.º 15 - António Júlio dos Santos - Camucuio,,,school,public,,,,
way/976151844,Liceu N.º 58M - Welwitschia Mirabilis,,,school,,Moçâmedes,Avenida Eduardo Mondlane,,
way/992240226,,,,school,,Namibe,Sacomar-Intersecção NBE 101.3 (Pipas),,
way/996628792,,,,school,,,,,
way/996659573,Complexo Escolar Privado Espírito Santo,,,school,,Lubango,,,
way/997161350,Instituto Politécnico Marítimo e Pesqueiro (N.º 54) Hélder Neto,,,school,public,,,,
way/1003021672,Escola do Ensino Primário (N.º 67M) Álvaro António Mavela,,,school,,Moçâmedes,,,
way/1003021673,Escola do Ensino Primário (N.º 17/M) Pioneiro Zeca,,,school,public,Moçâmedes,Rua Eurico Gonçalves,,
way/1005782577,Colégio (N.º 49/M) Saidy Mingas,,,school,,Moçâmedes,Avenida Joaquim Morais,,
way/1041623094,Colégio António Houais,,,school,private,Lubango,Rua 8 de Março,,
way/1041637456,Escola Primária da 120,,,school,,,,,
way/1041637795,Escola Secundária nº 915 - Matala,,,school,,,,,
way/1050662632,,,,school,,,,,
way/1052307980,,,,school,,,,,
way/1053081564,Escola Mista Eusebe Biu de Britu,Mixed School Eusebe Biu de Britu,,school,,,,,
way/1053081571,,Secondary School 21 de Março,,school,,,,,
way/1053081595,Escola Primária Eduardo Bondo,Primary School Eduardo Bondo,,school,,,,,
way/1053081596,Escola Primária Casua Bloco 2,Primary School Casua Bloco 2,,school,,,,,
way/1053081615,Escola Primária Nossa Senhora de Graça,,,school,,Sumbe,,,
way/1053081635,Escola Primária 11 de Novembro,Primary School 11 de Novembro,,school,,,,,
way/1053081640,Escola Mista Comisário Ngongo,Mixed School Comisário Ngongo,,school,,,,,
way/1053081657,Escola Primária N.º 336,Primary School no. 336,,school,,,,,
way/1053081660,Liceu Viriatu da Cruz,Secondary School Liceu Viriatu da Cruz,,school,,,,,
way/1053081674,Escola Secundária Magistério Primário Secção IMN-P.A.,Secondary School Magistério Primário Secção IMN-P.A.,,school,,,,,
way/1053081689,Escola Paroquial Nossa Senhora da Graça,Parish School Nossa Senhora da Graça,,school,,,,,
way/1053081699,Escola Primárial Magistério,Primary School Magistério,,school,,,,,
way/1053081704,Escola Mista José Sabino,Mixed School José Sabino,,school,,,,,
way/1053081707,Escola Primária Ekuikui Cauíla,Primary School Ekuikui Cauíla,,school,,,,,
way/1053081721,Escola Primária Che Guevera,Primary School Che Guevera,,school,,,,,
way/1057178276,,,,school,,,,,
way/1067915477,Complexo Escolar N.º 1804 - Mumba,,,school,,,,,
way/1073959373,Colégio de Jamba-Cueio - Menongue,,,school,public,,,,
way/1080051666,,,,school,,,,,
way/1080233860,,,,school,,,,,
way/1080235490,Colégio N.º 1484 - Cuvango,,,school,,,,,
way/1086816740,Escola n 18-Manguxi,,,school,,,,,
way/1087707011,Complexo Escolar Lucunga B Nº 1739,,,school,,,,,
way/1088167168,,,,school,,,,,
way/1088202257,Colégio Nº 943,,,school,,,,,
way/1088202258,Escola Kilamba,,,school,,,,,
way/1088202259,Escola Primária da Cuanja,,,school,,,,,
way/1088202262,Escola Primária do Morro,,,school,,,,,
way/1088202264,Escola Primária de Vihongue,,,school,,,,,
way/1088202268,Escola Primária de Cacola,,,school,,,,,
way/1088202272,Escola Primária de Indungo,,,school,,,,,
way/1088202276,Escola Primária do Calundungo,,,school,,,,,
way/1088202278,Escola Primária do Cavongue,,,school,,,,,
way/1088202280,Escola do Ensino Primário n.º 1489 - Cassangui,,,school,,,,,
way/1088202282,Escola Missionária Padre Carlos Estermann,,,school,,,,,
way/1088202285,Complexo Escolar (Nº 1776) Dom Samuel,,,school,,Lubango,,,
way/1088209030,Escola Padre Ramoso Vieta,,,school,,,,,
way/1088209037,Escola Primária N.º 12 (Casa Verde),,,school,,,,,
way/1088209040,Escola dos Irmãos,,,school,,,,,
way/1088245893,Escola Primária Ernesto Che Guevara,,,school,,,,,
way/1088445635,Complexo Escolar Tawisa,,,school,,,,,
way/1088445661,Escola Primária da Figueira,,,school,,,,,
way/1088814634,Escola Primária N.º 24 - Muhaha - Poiares,,,school,,,,,
way/1088814643,Escola Primária de Poiares,,,school,,,,,
way/1088814645,Escola Primária de Hinhinhiqui,,,school,,,,,
way/1090509290,Escola Primária N.º 622 - Irene Neto - Cangumbe,,,school,,,,,
way/1090509294,Escola Primária N.º 748 - Muene Tchikuango,,,school,,,,,
way/1090509298,Colégio Camôngua,,,school,private,Lubango,Via de Acesso à 7ª Esquadra,,
way/1090509299,Escola 16 de Junho,,,school,,,,,
way/1092133063,Escola primária,,,school,,,,,
way/1092139319,Escola de ensino primário n°192 - Cahila,,,school,,,,,
way/1092139321,Escola do Ensino Secundario,,,school,,Calai,,,
way/1092163925,Escola Primária Vihamba,,,school,,,,,
way/1092194597,Escola de ensino Primário,,,school,,,,,
way/1092194598,Escola de ensino Primário,,,school,,,,,
way/1092194599,Escola de ensino Primário,,,school,,,,,
way/1092319544,Complexo Escolar Privado Politécnico Do Huambo,,,school,private,,,,
way/1093132537,Escola primária n°111 Benfica,,,school,,,,,
way/1093319176,,,,school,,,,,
way/1093355392,,,,school,,,,,
way/1120395714,,,,school,,,,,
way/1122850403,"Complexo Escolar Privado - Igreja Nova Apostólica - ""A Verdade Vos libertará""",,,school,,,,,
way/1122851266,Complexo Escolar dos Navegantes,,,school,public,Benguela,,,
way/1122855955,,,,school,,,,,
way/1125678479,Escola Primária do Tchitundo,,,school,,,,,
way/1125678481,Escola Primária do Muyongo,,,school,,,,,
way/1129255445,Escola Primária (N.º 369) Mitcha,,,school,,,,,
way/1129255451,anexas da 369(comboio),,,school,,,,,
way/1129726443,Complexo Escolar Graceland,,,school,,,,,
way/1130879044,Complexo Escolar (N.º 16),,,school,,,Kuawa,,
way/1130909872,"Escola de Magistério Secundário N.º 135 ""Comandante Liberdade""- Lubango",,,school,,,,,
way/1131523684,Escola do Ensino Primário N.º 1833 - Centralidade da Quilemba,,,school,,,,,
way/1131956922,Escola Primária N.º 32 - Luyovo,,,school,,,,,
way/1132251077,Escola Primária do Quewa,,,school,,,,,
way/1132255195,Escola Primária N.º 31 - Tunda,,,school,,,,,
way/1132255198,Escola Primária N.º 1116 - Bio,,,school,,,,,
way/1132494002,Escola Oulondelo,,,school,,Ondjiva,,,
way/1133016562,Escola da Caxila,,,school,,,,,
way/1133018158,EFTSO,,,school,,Ondjiva,,,
way/1133177243,Escola do Bastos,,,school,,,,,
way/1133271466,Salas Anexas da Escola N.º 200,,,school,,,,,
way/1137664491,,,,school,,,,,
way/1138725466,Escola Nova,,,school,,,,,
way/1149523630,,,,school,,,,,
way/1149634395,,,,school,,,,,
way/1149876368,Escola Primária da Arimba-figueira,,,school,,,,,
way/1153000919,,,,school,,,,,
way/1154221140,,,,school,,,,,
way/1154221144,Liceu N.º 412 - Quipungo,,,school,public,,,,
way/1154221145,"Escola Primária N.º 592 - ""Kundi Paihama"" - Dôngua",,,school,,,,,
way/1154628294,Escola (No. 12) Rei Mandume,,,school,,,,,
way/1155103147,Escola Primária Mavinda I,,,school,public,,,,
way/1155744414,,,,school,,Tômbua,,,
way/1155744415,Escola 17 de Junho,,,school,,Tômbua,,,
way/1155747116,Escola (No. 21) 2 de Abril,,,school,,Tômbua,,,
way/1155907736,Escola Primária BG 1050,,,school,,,,,
way/1156006384,Escola Primária do Ngungu,,,school,,,,,
way/1156006449,Escola Primária Embala do Ngungu,,,school,,,,,
way/1156007529,,,,school,,,,,
way/1156174813,,,,school,,,,,
way/1156279322,Escola Primária,,,school,,,,,
way/1156622897,,,,school,,,,,
way/1157539842,,,,school,,,,,
way/1157656729,,,,school,,,,,
way/1157857338,Escola de Formação de Técnicos da Saúde de Caluquembe – Huíla,,,school,,,,,
way/1157857348,Escola Primária de Nondua,,,school,,,,,
way/1157915663,Complexo Escolar N.º 822 - Ucáli (Povoação),,,school,,,,,
way/1158015736,Instituto Médio Agrário de Malanje (IMAM),,,school,,,,,
way/1158375090,Escola Primária Nº 1109,,,school,government,Benguela,Rua 13,,
way/1158385497,Complexo Escolar do Ensino Especial,,,school,government,Benguela,,,
way/1158385521,Escola Primária de 15 Agosto,,,school,,Benguela,,,
way/1158385540,,,,school,,,,,
way/1158430582,Escola da Paróquia de Santo Estevão,,,school,,,,,
way/1158459216,Escola Primária BG 1327 Deolinda Rodrigues,,,school,,Benguela,,,
way/1158462152,Escola do ensino secundário (Puniv),,,school,,Benguela,,,
way/1158467956,Escola 9,,,school,,Benguela,,,
way/1159279124,,,,school,,,,,
way/1159284475,,,,school,,,,,
way/1159284476,Magistério 65M ICRA Namibe,,,school,,Moçâmedes,Rua Vila Celeste,,
way/1159458674,Escola Primária do Calépi - Sede,,,school,,,,,
way/1160420306,Escola Eduardo Kunha,,,school,,Moçâmedes,,,
way/1160421759,Complexo escolar 5 de Abril,,,school,,Moçâmedes,,,
way/1160423101,Escola Tchinducuto,,,school,,Moçâmedes,,,
way/1160895094,Complexo Escolar Rui Luís Falcão Pinto de Andrade,,,school,,Moçâmedes,,,
way/1160949225,Colégio Nº 51M 1 de Maio,,,school,,,,,
way/1160949226,Kumanga,,,school,,,,,
way/1160949230,Complexo Escolar João Paulo II,,,school,,,,,
way/1161375019,Aida,,,school,,Moçâmedes,,,
way/1164404450,Escola Primária da Camunda-Leprosaria,,,school,,,,,
way/1167930894,,,,school,,,,,
way/1169045878,Escola Missionária Evangélica de Caluquembe,,,school,religious,,,,
way/1169335991,Escola Primária de Cacomba,,,school,,,,,
way/1173156463,,,,school,,,,,
way/1173249403,Escola Primária BG-4077 - Londjombele,,,school,,,,,
way/1177759102,,,,school,,,,,
way/1177878073,,,,school,,,,,
way/1178483430,Escola primária Muhonda II,,,school,,,,,
way/1178486716,Escola primária 1 de Fevereiro,,,school,,,,,
way/1178487865,Colégio 17B 59,,,school,,Bibala,,,
way/1178487880,Magistério 5 de Outubro,,,school,,Bibala,,,
way/1178487882,Liceu Joao Maria Tyndumbili,,,school,,Bibala,,,
way/1178487883,Escola primária Campo de Aviação,,,school,,Bibala,,,
way/1178489015,Colégio 19B José Eduardo dos Santos,,,school,,Bibala,,,
way/1178534687,Instituto Politécnico da Mahita,,,school,,Bibala,,,
way/1180240450,Escola Primária da Bela Vista,,,school,,Benguela,,,
way/1180251911,,,,school,,,,,
way/1180258144,,,,school,,,,,
way/1180300661,,,,school,,,,,
way/1181292149,,,,school,,,,,
way/1181321622,,,,school,,,,,
way/1181763341,,,,school,,,,,
way/1181768379,,,,school,,,,,
way/1182583589,,,,school,,,,,
way/1186510080,Escola da Missão Católica do Zenze do Lucula,,,school,,,,,
way/1186539900,,,,school,,,,,
way/1186544880,,,,school,,,,,
way/1186643656,,,,school,,,,,
way/1188534911,Escola Primária,,,school,,Xangongo,,,
way/1188546392,Escola Primária Canísio,,,school,,Xangongo,,,
way/1188546404,Escola do I Ciclo do Ensino Secundário 22 de Novembro,,,school,,Xangongo,,,
way/1188549556,Escola do II Ciclo do Ensino Secundário Liceu do Xangongo,,,school,,Xangongo,,,
way/1189616138,Escola Primária BG5244,,,school,,Ganda,,,
way/1189902034,,,,school,,,,,
way/1190650254,Colégio Mbanda Ngó Bilolo - Nº 263 - Tando Zinze,,,school,,,,,
way/1192510362,,,,school,,,,,
way/1192513943,Escola Primária da Tchiamena,,,school,,,,,
way/1194884926,,,,school,,,,,
way/1195016564,Seminário São Bento,,,school,,,,,
way/1198268575,Escola Emílio Ngongo,,,school,,Moçâmedes,,,
way/1198268576,Escola Afonso Van-Dúnem M’Binda,,,school,,Moçâmedes,,,
way/1198268579,Escola Amália Simnes Alves Patrocínio,,,school,,Moçâmedes,,,
way/1198268582,Escola António da Conceição Ananás,,,school,,Moçâmedes,,,
way/1198270640,Escola António Lopes da Câmara,,,school,,Moçâmedes,Rua da ETA,,
way/1198270641,Escola Dom Mateus Feliciano,,,school,,Moçâmedes,,,
way/1198464763,Liceu Welwitschia Mirábilis,,,school,,Moçâmedes,,,
way/1198464764,Escola Maria de Lourdes Van-Dúnen,,,school,,Moçâmedes,,,
way/1198464765,Escola 11 de Novembro,,,school,,Moçâmedes,,,
way/1198464766,Colégio Mendes Garcia,,,school,,Moçâmedes,,,
way/1198657439,Escola São João Baptista,,,school,public,Moçâmedes,,,
way/1199471607,Escola Primária de Fortaleza,,,school,,,,,
way/1199650013,Escola Deolinda Rodrigues,,,school,public,Moçâmedes,,,
way/1199650017,Escola São Tomás de Aquino,,,school,,Moçâmedes,Avenida 5 de Abril,,
way/1199650018,,,,school,,,,,
way/1199650023,Escola São José Operário,,,school,,,,,
way/1199650034,Escola Torre do Tombo,,,school,,Moçâmedes,,,
way/1199650035,Escola John Wesley,,,school,,Moçâmedes,,,
way/1199651969,Escola 4 de Fevereiro,,,school,,Moçâmedes,Avenida 5 de Abril,,
way/1199651970,Escola de Ensino Especial,,,school,,Moçâmedes,,,
way/1199651972,Escola 1 de Junho,,,school,,Moçâmedes,Avenida 5 de Abril,,
way/1199651979,Escola Júli Lopes,,,school,,Moçâmedes,Avenida do Aeroporto,,
way/1199652677,Escola Rainha Ginga Mbandi,,,school,,Moçâmedes,,,
way/1199652678,Escola 22 de Novembro,,,school,,Moçâmedes,,,
way/1199652680,Escola Comandante Dangereux,,,school,,Moçâmedes,Rua Comandante Dangereux,,
way/1199653155,Escola Domingos Kapewa,,,school,,Moçâmedes,,,
way/1199653156,Escola Emília de Almeida,,,school,,Moçâmedes,,,
way/1199653157,Escola 4 de Janeiro,,,school,,Moçãmedes,,,
way/1199653999,Escola Técnica de Saúde,,,school,,Moçâmedes,Avenida 5 de Abril,,
way/1199654888,Colégio Amigos do Saber,,,school,,Moçâmedes,Rua Gerrilheiro Faria,,
way/1201678355,,,,school,,,,,
way/1201891667,Escola Primária Nº 49,,,school,,Moçâmedes,Rua Gerrilheiro Faria,,
way/1201894967,Escola 10 de Dezembro,,,school,,Moçâmedes,,,
way/1202209499,,,,school,,,,,
way/1203759620,,,,school,,,,,
way/1205498820,,,,school,,,,,
way/1214658643,Escola Primária No 32,,,school,,Huambo,Rua Silva da Carvalho,,
way/1218285096,,,,school,,,,,
way/1218322902,,,,school,,,,,
way/1219401078,,,,school,,,,,
way/1219695168,Escola do I ciclo IECA-Aboa Nova,,,school,,,,,
way/1226764012,Escola Primária de Tali Sumbi,,,school,,,,,
way/1231341620,Escola primária 4 de Abril - Chibodo,,,school,,,,,
way/1234284290,Complexo Escolar São Francisco de Assis,,,school,,Negage,,,
way/1234288190,,,,school,,,,,
way/1234291490,,,,school,,,,,
way/1234291493,,,,school,,,,,
way/1235176295,Salas Exenas  do 1º Ciclo do Ensino Secundário do Mucuio,,,school,,"Mucuio, Hoque",Lubango/Quipungo/Matala,,
way/1235179729,Escola do Kaputo,,,school,public,Hoque,Lubango/Quipungo/Matala,,
way/1235902082,Magistério Nº 1104 Ciências Religiosas de Angola - ICRA-Matala,,,school,,,,,
way/1237114380,,,,school,,,,,
way/1237238519,,,,school,,,,,
way/1237254129,,,,school,,,,,
way/1237255486,,,,school,,,,,
way/1237351212,,,,school,,,,,
way/1237351222,,,,school,,,,,
way/1239058669,,,,school,,,,,
way/1252136273,Escola Primaria da Alsa nº 1327,,,school,public,,,,
way/1252136281,Colégio Privado Kautindi,,,school,private,,,,
way/1252136282,"Escola do II Ciclo do Ensino Secundário Liceu nº 1068-Matala, Matala",,,school,public,,,,
way/1252136283,Magistério Primário da Matala,,,school,public,,,,
way/1252136287,Escola do Iº Ciclo - Mukula Pingui - Candjanguite - Matala,,,school,,,,,
way/1274030149,,,,school,,,,,
way/1274036708,Escola Primária da Taca,,,school,,,,,
way/1275714043,,,,school,,,,,
way/1275718446,Escola do Kwahamba,,,school,public,Kwahamba,,,
way/1275726105,Complexo Escolar Mama Muxima doToco Nº 1792,,,school,public,Toco,,,
way/1275726106,,,,school,,,,,
way/1275732331,EScola Primária Nº 66 do Toco,,,school,,,,,
way/1281275354,Escola,,,school,,,,,
way/1281275356,Escola,,,school,,,,,
way/1281282147,,,,school,,,,,
way/1287511505,,,,school,,,,,
way/1292134223,,,,school,,,,,
way/1292134224,,,,school,,,,,
way/1306518734,Escola do Magistério do Andulo,,,school,,Andulo,,,
way/1306531998,Escola Luíz Ngongoyavo,,,school,,Andulo,,,
way/1306866837,,,,school,,,,,
way/1323822294,Colégio Boleth Salu,,,school,,Ondjiva,,,
way/1323863203,Escola Primária Nº 122,,,school,,Ondjiva,,,
way/1323863534,Instituto Médio Politécnico,,,school,,Ondjiva,,,
way/1323865237,Liceu Eiffel,,,school,,Ondjiva,,,
way/1323868796,Complexo Escolar Pitágoras,,,school,,Ondjiva,,,
way/1323869456,Complexo Escolar Sheefeni Sha Mukwiyu,,,school,,Ondjiva,,,
way/1323874778,Escola do Ensino Secundário,,,school,,Ondjiva,,,
way/1323882390,,,,school,,,,,
way/1323979566,,,,school,,,,,
way/1324057116,Escola do Okapale (CESMO),,,school,,Ondjiva,,,
way/1324629701,,,,school,,Soyo,,,
way/1324743922,Escola Primária Nº 10,,,school,,N'Zeto,,,
way/1325109252,Colégio Manuel Dembi,,,school,,Soyo,,,
way/1325194084,Instituto Politécnico do Soyo,,,school,,Soyo,,,
way/1325252027,Colegio Ensasi,,,school,,Soyo,,,
way/1325538603,Instituto Superior Politécnico do Soyo,,,school,,Soyo,,,
way/1325538604,Instituto Médio Politécnico dos Petróleos do Soyo,,,school,,Soyo,,,
way/1326279021,Escola Primária,,,school,,,,,
way/1326308590,Centro de Formação Profissional N'gangula,,,school,,Uíge,,,
way/1326313046,Escola 11 de Novembro,,,school,,Uíge,,,
way/1326974048,Instituto Técnico de Saude,,,school,,Uíge,,,
way/1327093244,Instituto Médio Politécnico Manuel Quarta Punza,,,school,,Uíge,,,
way/1327094322,Escola Primária do Banza Polo,,,school,,,,,
way/1327179691,,,,school,,,,,
way/1327606168,,,,school,,,,,
way/1328251295,,,,school,,,,,
way/1329040215,,,,school,,,,,
way/1329040221,Colégio 27 de Março,,,school,public,Lubango,Praça 17 de Setembro,,
way/1330129116,27 de Março,,,school,government,Agostinho Neto,Praça 17 de Setembro,,
way/1337643870,IPOCET,,,school,,Cidade do Camama,Rua das Artes,,
way/1337643871,C.E.A.R.T,,,school,,Cidade do Camama,Rua das Artes,,
way/1347122940,,,,school,,,,,
way/1365282852,,,,school,,,,,
way/1365289596,colégio missão católica nº90,,,school,,Lubango,Rua Patrice Lumumba,,
way/1388632836,Colégio Vindos Das Águas,,,school,,,,,
way/1389625491,Colégio Ndala,,,school,,,,,
way/1389629315,Segredo do Manansa,,,school,,,,,
way/1393366363,,,,school,,,,,
way/1415903615,,,,school,,,,,
way/1415903616,,,,school,,,,,
way/1415903624,,,,school,,,,,
way/1416181698,Complexo Escolar Rei Livongue,,,school,,Huambo,,,
way/1416252353,Instituto Politécnico de Administração e Gestão,,,school,,Huambo,,,
way/1416533500,Complexo Escolar São Jose de Cluny,,,school,,Huambo,,,
way/1416533511,Instituto Politécnico Privado 7 Cores,,,school,,Huambo,,,
way/1417192492,Escola de Ensino Primário n°105 Chiva,,,school,,,,,
way/1417222060,,,,school,,,,,
