code_ecole,nom_ecole,nature,autorite,niveau,genre,region,gouvernorat,liwa,qada,adresse,type_zone,periode,directorate,code_directorate
113686,رفيدة الأسلمية الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,مادبا,لواء ذيبان, ذيبان,ذيبان - الحي:الحي الجنوبي - الشارع:الرئيسي,قرية,فترة واحدة,ذيبان,1402
113687,كفر ابيل الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,كفر ابيل - الحي:بلوطة - الشارع:الرئيسي,قرية,فترة واحدة,الكورة,2103
113689,انجاصة الاساسيه المختلطه,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الكرك,لواء المزار الجنوبي, المزار الجنوبي,مؤته - الحي: - الشارع:انجاصة الغربية,مدينة,فترة واحدة,المزار الجنوبي,3102
113690,فدوى طوقان الاساسية,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,مادبا,لواء قصبة مادبا, قصبة مادبا,مأدبا - الحي:الشرقي - الشارع:ابو عبيدة,مدينة,فترة واحدة,مادبا,1401
113691,حي سومرة الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش,قضاء برما,برما - الحي:سومرة - الشارع:شارع الاسكان,قرية,فترة واحدة,جرش,2301
113692,العيون الاساسية للبنين  ,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,عجلون,لواء قصبة عجلون,قضاء عرجان,باعون - الحي:راس جبيل - الشارع راس جبيل ,قرية,فترة واحدة,عجلون,2401
113696,حي الطيار الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,الزرقاء,لواء الهاشمية, الهاشمية,الهاشمية - الحي:الطيار - الشارع:الاتستراد,قرية,فترة واحدة,الزرقاء الثانية,1303
113697,الابرار الاساسية النموذجية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,المفرق,لواء قصبة المفرق, قصبة المفرق,المفرق - الحي:جامعة آل البيت - الشارع:,مدينة,فترة واحدة,قصبة المفرق,2201
113700,عنبة الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,عنبة - الحي:الشرقي - الشارع:الرئيسي,مدينة,فترة واحدة,المزار الشمالي ,2109
113701,مدرسة الثامنة الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,العقبة,لواء قصبة العقبة, قصبة العقبة,العقية - الحي:الثامنه - الشارع:الرئيسي,مدينة,فترة واحدة,العقبة,3401
113702,مدرسة الكرامة الثانوية الشاملة للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,العقبة,لواء قصبة العقبة, قصبة العقبة,العقية - الحي:الكرامه - الشارع:الكرامه,مدينة,فترة واحدة,العقبة,3401
113703,مدرسة الملك عبد الله الثاني للتميز,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الجنوب,العقبة,لواء قصبة العقبة, قصبة العقبة,العقية - الحي:الربوة - الشارع:الفارابي,مدينة,فترة واحدة,العقبة,3401
113704,مدرسة العاشرة الثانوية الشاملة المختلطة,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الجنوب,العقبة,لواء قصبة العقبة, قصبة العقبة,العقية - الحي:العاشرة - الشارع:,مدينة,فترة واحدة,العقبة,3401
113705,مدرسة الكرامة الثانوية الشاملة المختلطة,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الجنوب,العقبة,لواء قصبة العقبة, قصبة العقبة,العقية - الحي:الكرامة - الشارع::الكرامة,مدينة,فترة واحدة,العقبة,3401
113707,عثمان بن عفان الاساسية,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء ماركا, ماركا,ماركا - الحي:القصر - الشارع:عبد الكريم الزغاتيت,قرية,فترة واحدة,لواء ماركا ,1104
113708,الاندلس الثانوية المختلطة,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الوسط  ,العاصمة عمان,لواء ماركا, ماركا,العاصمة-ماركا-ماركا-طارق-حي الشهيد-خلف صالة ليالي الشرق,مدينة,فترة مسائية,لواء ماركا ,1104
113709,ضاحية الحسين الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,اربد,لواء قصبة اربد,قصبة اربد,اربد - الحي:ضاحية الحسين - شارع الأمير محمد,مدينة,فترة صباحية,قصبة اربد ,2101
113710,الحامدية الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء وادي السير, وادي السير,الحامدية - الحي:الحامدية - الشارع:الحامدية,قرية,فترة واحدة,لواء وادي السير ,1108
113711,حي الشوفيين الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء ناعور,قضاء حسبان,المشقر - الحي:حي الشوفيين - الشارع:شارع الجامعة الالمانية,قرية,فترة واحدة,ناعور,1109
113712,حي العواودة الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء ناعور,قضاء حسبان,حسبان - الحي:حي العواودة - الشارع:_,مدينة,فترة واحدة,ناعور,1109
113714,مدرسة الملك عبدالله الثاني للتميز,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الجنوب,الطفيلة,لواء قصبة الطفيلة, قصبة الطفيلة,الطفيلة - الحي:القصر - الشارع:الرئيسي,مدينة,فترة واحدة,الطفيلة,3201
113715,عفراء الانصارية الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الجنوب,الطفيلة,لواء قصبة الطفيلة, قصبة الطفيلة,العين البيضا - الحي:الحنانه - الشارع:,قرية,فترة واحدة,الطفيلة,3201
114400,عمر بن عبد العزيز الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء القويسمة, القويسمة,القويسمة,قرية,فترة واحدة,لواء القويسمة ,1113
113717,عائشة ام المؤمنين الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء سحاب, سحاب,سحاب - الحي:الحي الغربي - الشارع:مسجد الغفران,مدينة,فترة واحدة,لواء سحاب ,1103
113718,نسيبة المازنية الاساسية الاولى,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء القويسمة, القويسمة, الجويدة - الحي:الايمان - الشارع:محسن العميان,مدينة,فترة صباحية,لواء القويسمة ,1113
113719,العاليه الاساسية المختلطه,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,مادبا,لواء ذيبان, ذيبان,العالية - الحي: - الشارع:,قرية,فترة واحدة,ذيبان,1402
113720,الصفا الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,مادبا,لواء ذيبان,قضاء مليح,دليلة الحمايدة  -الحي :الصفا : - الشارع:,قرية,فترة واحدة,ذيبان,1402
113721,لب الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,مادبا,لواء ذيبان,قضاء مليح,لب - الحي:عبدالله بن  رواح - الشارع:الرئيسي,قرية,فترة واحدة,ذيبان,1402
113722,جلواخ الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,معان,لواء البتراء, البتراء,وادي موسى - الحي:جلواخ - الشارع:عين موسى,مدينة,فترة واحدة,البتراء,3302
113723,الزيتونه الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,معان,لواء البتراء, البتراء,وادي موسى - الحي:الزيتون - الشارع:الزيتون,مدينة,فترة واحدة,البتراء,3302
113724,حي حمدون الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,معان,لواء البتراء, البتراء,الطيبة - الحي:حي حمدون - الشارع:حمدون,مدينة,فترة واحدة,البتراء,3302
113725,بلال بن رباح الاساسيه  للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,ساكب - الحي:الغربي - الشارع:,قرية,فترة واحدة,جرش,2301
113726,طارق بن زياد الإساسية للبنين /لواء بصيرا,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,الطفيلة,لواء بصيرا, بصيرا,بصيرا - الحي:الحارث - الشارع:الرئيسي,قرية,فترة واحدة,بصيرا,3202
113727,أم سلمه الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الجنوب,الكرك,لواء القصر,قضاء الموجب,الجدعا - الحي:المعارف - الشارع:-,قرية,فترة واحدة,القصر,3103
113728,أم قصير الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء الجيزة, الجيزة,ام قصير - الحي:الغربي - الشارع:العام,قرية,فترة واحدة,الجيزة,1106
113729,رقية بنت الرسول الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء الجيزة,قضاء ام الرصاص,ام الرصاص - الحي:اخو صحينة - الشارع:العام,قرية,فترة واحدة,الجيزة,1106
113730,ام شجيرة الشرقية الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,مادبا,لواء ذيبان, ذيبان,أم شجيرة الشرقية - الحي:الشرقي - الشارع:الرئيسي,قرية,فترة واحدة,ذيبان,1402
113732,عمرو بن العاص الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,مادبا,لواء ذيبان, ذيبان,ذيبان - الحي:الشرقي - الشارع:السعادة,مدينة,فترة واحدة,ذيبان,1402
113733,فراس العجلوني الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء وادي السير, وادي السير,وادي السير - الحي:ام اذينه - الشارع:اكرم رشيد,مدينة,فترة واحدة,لواء وادي السير ,1108
113734,سلمان الفارسي الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,قضاء الخالدية,الخالدية القديمة - الحي:حي المثلث - الشارع:العام,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113735,ابو ذر الغفاري الأساسية بنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,البادية الشمالية الغربية,المنصورة - الحي:النعيم - الشارع العام :اربد-المفرق,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113736,ابو فراس الحمداني الأساسية بنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,قضاء حوشا,السويلمة - الحي:الغربي - الشارع:,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113737,حي المثلث الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,قضاء حوشا,فاع - الحي:حي المثلث - الشارع:الرئيسي,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113738,حي الحزام الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,قضاء الخالدية,الخالدية الجديدة - الحي:حي الحزام - الشارع:البريد,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113739,الحرش الحي الشمالي الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,قضاء حوشا,الحرش - الحي:الشمالي - الشارع:الرئيسي,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113740,الاشرفية الاساسيه المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية, البادية الشمالية,الاشرفية - الحي:الشرقي - الشارع:الرئيسي,قرية,فترة واحدة,البادية الشمالية الشرقية,2203
113741,صبحية الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية,قضاء صبحا,صبحا - الحي:صبحية  - الشارع:العام ,قرية,فترة واحدة,البادية الشمالية الشرقية,2203
113742,نزهة الروضه الاساسيه المختلطه,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية,قضاء ام الجمال,روضة بسمة - الحي:النزهة - الشارع:,قرية,فترة صباحية,البادية الشمالية الشرقية,2203
113744,خشاع القن الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية,قضاء دير الكهف,خشاع القن - الحي:الاوسط - الشارع:الرئيسي,قرية,فترة واحدة,البادية الشمالية الشرقية,2203
113745,طواحين السكر الثانوية المختلطة,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الجنوب,الكرك,لواء الاغوار الجنوبية, غور المزرعة,غور المزرعة - الحي:طواحين السكر - الشارع:65,قرية,فترة واحدة,الاغوار الجنوبية,3104
113746,الالمانية الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء وادي السير, وادي السير,البحاث - الحي:القصبات - الشارع:الرئيسي,قرية,فترة واحدة,لواء وادي السير ,1108
113747,مدين الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,الكرك,لواء قصبة الكرك, قصبة الكرك,مدين - الحي:الغربي - الشارع:الرئيسي,قرية,فترة واحدة,قصبة الكرك,3101
113748,الروضة الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الكرك,لواء القطرانة, القطرانة,القطرانة - الحي:التله - الشارع:الدفاع المدني,قرية,فترة واحدة,قصبة الكرك,3101
113754,الصبحيات الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,الكرك,لواء قصبة الكرك, قصبة الكرك,الثنيه - الحي:الصبحيات - الشارع:مديرية الشرطة سابقا,قرية,فترة واحدة,قصبة الكرك,3101
113755,محي الاساسيه الثانية المختلطه,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الكرك,لواء المزار الجنوبي,قضاء مؤاب,محي ,قرية,فترة واحدة,المزار الجنوبي,3102
113756,مؤته الاساسية الرابعة المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الكرك,لواء المزار الجنوبي, المزار الجنوبي,مؤته - الحي:الجنوبي - الشارع:الرئيسي,مدينة,فترة واحدة,المزار الجنوبي,3102
113757,حي السلم الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,كفر عوان - الحي:حي الحوطة - الشارع:,قرية,فترة واحدة,الكورة,2103
113759,عائشة أم المؤمنين الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,البلقاء,لواء الشونة الجنوبية, الشونة الجنوبية,الكرامة - الحي:الشمالي - الشارع:الرئيسي,قرية,فترة واحدة,الشونة الجنوبية,1203
113761,الغدير الاخضر الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء قصبة المفرق, قصبة المفرق,المفرق - الحي:الغدير الاخضر - الشارع: قرب مسجد الحمد,قرية,فترة واحدة,قصبة المفرق,2201
113763,مؤتة الاساسية المختلطة الثانية,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,الزرقاء,لواء قصبة الزرقاء, قصبة الزرقاء,الزرقاء - الحي:البتراوي - الشارع:26,مدينة,فترة مسائية,الزرقاء الاولى,1301
113764,ام سلمة الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,الكتة - الحي:حي المعصرة - الشارع:الرئيسي,قرية,فترة واحدة,جرش,2301
113765,الفضل بن العباس الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:حي المستشفى - الشارع:شارع المستشفى الرئيسي,مدينة,فترة واحدة,جرش,2301
113766,راحوب الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء قصبة اربد,قصبة اربد,المغير - الحي الجنوبي,قرية,فترة واحدة,قصبة اربد ,2101
113767,علي بن ابي طالب الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,قفقفا - الحي:الحي الغربي - الشارع:الرئيسي,قرية,فترة واحدة,جرش,2301
113768,أسماء بنت ابي بكر الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء الموقر, الموقر,الفيصلية - الحي:الشمالي - الشارع:,قرية,فترة واحدة,الموقر,1107
113769,أبي عبيدة عامر بن الجراح الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,اربد,لواء قصبة اربد,قصبة اربد,كفريوبا - الحي:الملك حسين - الشارع:ابو هريرة,قرية,فترة واحدة,قصبة اربد ,2101
113770,عاتكة بنت عبد المطلب الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء الموقر, الموقر,الذهيبة الشرقية - الحي:الذهيبة الشرقية الشارع الشرقي ,قرية,فترة واحدة,الموقر,1107
113771,حي العلوان الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء البادية الشمالية الغربية,البادية الشمالية الغربية,الباعج - الحي:حي العلوان - الشارع:الرئيسي,قرية,فترة واحدة,البادية الشمالية الغربية,2202
113772,حليمة السعديه الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الكرك,لواء قصبة الكرك, قصبة الكرك,الثنيه - الحي:الحي الشرقي - الشارع:خلف مدرسة نور الحسين,قرية,فترة واحدة,قصبة الكرك,3101
113773,أسماء بنت أبـي بكر الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,معان,لواء قصبة معان,قضاء المريغة,الفيصلية - الحي:الشرقي - الشارع:الرئيسي,قرية,فترة واحدة,البادية الجنوبية,3304
113774,أروى بنت عبدالمطلب الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,معان,لواء الحسينية, الحسينية,الحسينية - الحي:الشمالي - الشارع:الرئيسي,مدينة,فترة واحدة,البادية الجنوبية,3304
113775,راسون الأساسيه المختلطه,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون,قضاء عرجان,راسون - الحي:الغربي - الشارع:الشارع الرئيسي,قرية,فترة واحدة,عجلون,2401
113776,مدرسة البقيع الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الطفيلة,لواء قصبة الطفيلة, قصبة الطفيلة,الطفيلة - الحي:البقيع - الشارع:البقيع,مدينة,فترة واحدة,الطفيلة,3201
113777,مثلث الزنية الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,المفرق,لواء قصبة المفرق,قضاء بلعما,الزنية - الحي:الزنية - الشارع:الزنية,قرية,فترة واحدة,قصبة المفرق,2201
113778,الرشايده الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الجنوب,الكرك,لواء القصر, القصر,الرشاديه - الحي: - الشارع:,قرية,فترة واحدة,القصر,3103
113779,صرفا الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,الكرك,لواء الفقوع, الفقوع,صرفا - الحي:الغربي - الشارع:الرئيسي,قرية,فترة واحدة,القصر,3103
113780,ميمونه بنت الحارث الاساسية ,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:حي الجلمه - الشارع:الدلاوي,مدينة,فترة واحدة,الرمثا,2106
113781,البويضة الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - البويضة- الحي:الغربي - الشارع الرئيسي,مدينة,فترة واحدة,الرمثا,2106
113782,عثمان بن عفان الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,اربد,لواء قصبة اربد,قصبة اربد,اربد - الحي:الجنوبي - الشارع:الدفاع المدني,مدينة,فترة واحدة,قصبة اربد ,2101
113783,اسكان الفيحاء الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,مادبا,لواء قصبة مادبا, قصبة مادبا,الفيحاء - الحي:النديم - الشارع:شارع الفيحاء,قرية,فترة واحدة,مادبا,1401
113784,الهلالية الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,مادبا,لواء قصبة مادبا, قصبة مادبا,الهلالية - الحي:المريجمة - ا الريئسي شارع:----,قرية,فترة واحدة,مادبا,1401
113786,امنة بنت وهب الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:حي الطفايلة - الشارع:عبد الرحمـن الغافقي,مدينة,فترة واحدة,قصبة عمان ,1101
113787,اسامة بن زيد الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,الطفيلة,لواء قصبة الطفيلة, قصبة الطفيلة,العيص - الحي:الجامعة - الشارع:الجامعة,مدينة,فترة واحدة,الطفيلة,3201
113788,مرصع الاساسيه للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الشمال  ,جرش,لواء قصبة جرش,قضاء المصطبة,مرصع - الحي:الابرار - الشارع:شارع المدرسة الثانوية,قرية,فترة واحدة,جرش,2301
113789,ابن الهيثم الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش,قضاء برما,برما - الحي:الشرقي - الشارع:الرئيسي,مدينة,فترة واحدة,جرش,2301
113790,الجبل الاخضر الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:الجبل الاخضر - الشارع:شارع الامير بن الحسين ,مدينة,فترة واحدة,جرش,2301
113791,الملك الناصر الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,الكتة - الحي:وسط البلد - الشارع:الرئيسي,قرية,فترة واحدة,جرش,2301
113792,الحداده الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,الحدادة - الحي:المدارس - الشارع:المدارس,قرية,فترة واحدة,جرش,2301
113793,البركتين الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:البركتين - الشارع:الحسين بن علي,مدينة,فترة واحدة,جرش,2301
113794,عمر بن الخطاب س/بنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الجنوب,الطفيلة,لواء بصيرا, بصيرا,القادسية - الحي:المسجد الكبير - الشارع:الرئيسي,قرية,فترة واحدة,بصيرا,3202
113795,ضاحية جعفر الطيار الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء الجيزة, الجيزة,القسطل - الحي:ضاحية جعفر الطيار الاساسية للنين - الشارع:العام,قرية,فترة واحدة,الجيزة,1106
113796,الناصرية الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء الجيزة, الجيزة,الناصرية - الحي:الناصريه - الشارع:العام,قرية,فترة واحدة,الجيزة,1106
113798,القادسية الثانوية المختلطة,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الوسط  ,البلقاء,لواء عين الباشا, عين الباشا,صافوط - الحي:الشرقية - الشارع:الكراجات,مدينة,فترة واحدة,عين الباشا,1204
113799,زيد بن حارثه الأساسية,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,البلقاء,لواء عين الباشا, عين الباشا,صافوط - الحي:الحي الشرقي - الشارع:البقعة - صافوط-الحي الشرقي,قرية,فترة واحدة,عين الباشا,1204
113800,سكينة بنت الحسين الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,البلقاء,لواء عين الباشا, عين الباشا,عين الباشا - الحي:عين الباشا الشارع:- حي الاميرة ماجده  ,مدينة,فترة واحدة,عين الباشا,1204
113801,أم بطمة الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء الموقر, الموقر,ام بطمة - الحي: - الشارع:,قرية,فترة واحدة,الموقر,1107
113802,ام القرى الاساسية الثانية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء القويسمة, القويسمة,القويسمة و الجويدة و ابو علندا و الرجيب - الحي:النهارية - الشارع:نوري الحديد,مدينة,فترة مسائية,لواء القويسمة ,1113
113803,عاتكة بنت عبد المطلب الاساسية الثانية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء القويسمة, القويسمة,القويسمة و الجويدة و ابو علندا و الرجيب - الحي:أم نوارة - شارع سبيل الحوريات,مدينة,فترة مسائية,لواء القويسمة ,1113
113804,الاسكان الاساسية الثانية,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,الزرقاء,لواء قصبة الزرقاء, قصبة الزرقاء,الزرقاء - الحي:الزرقاء الجديدة - الشارع:ش 36,مدينة,فترة مسائية,الزرقاء الاولى,1301
113805,جبل طارق الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,الزرقاء,لواء قصبة الزرقاء, قصبة الزرقاء,الزرقاء - الحي:جبل طارق - الشارع:زيد بن ثابت,مدينة,فترة واحدة,الزرقاء الاولى,1301
113806,حسان بن ثابت الاساسية الاولى,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,الزرقاء,لواء قصبة الزرقاء, قصبة الزرقاء,الزرقاء - الحي:الزواهرة - الشارع:الرازي,مدينة,فترة صباحية,الزرقاء الاولى,1301
