code_ecole,nom_ecole,nature,autorite,niveau,genre,region,gouvernorat,liwa,qada,adresse,type_zone,periode,directorate,code_directorate
110001,خالد بن الوليد الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:الكواكبي,مدينة,فترة واحدة,قصبة عمان ,1101
110002,الفتح الثانوية الشاملة للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:قتيبة بن مسلم,مدينة,فترة واحدة,قصبة عمان ,1101
110003,الامير الحسن الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:الخلايلة - الشارع:شاهر مروح السعود,مدينة,فترة واحدة,قصبة عمان ,1101
110004,الاحنف بن قيس الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:الصناعة - الشارع:عبد الملك بن مروان,مدينة,فترة واحدة,قصبة عمان ,1101
110005,عمر بن الخطاب الثانوية الشاملة للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:خليل السكاكيني,مدينة,فترة واحدة,قصبة عمان ,1101
110006,كلية الحسين الثانويه للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:خالد بن الوليد,مدينة,فترة واحدة,قصبة عمان ,1101
110007,ضرار بن الازور الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل اللويبدة - الشارع:ضرار بن الأزور,مدينة,فترة واحدة,قصبة عمان ,1101
110008,جعفر الطيار الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الطفايلة/الجوفة - الشارع:بدوان,مدينة,فترة واحدة,قصبة عمان ,1101
110009,يعقوب هاشم الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:عرجان - الشارع:هارون الرشيد,مدينة,فترة واحدة,قصبة عمان ,1101
110010,منذر المصري الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:الصناعه - الشارع:ابو ذر الغفاري,مدينة,فترة واحدة,قصبة عمان ,1101
110011,سمير الرفاعي الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:شارع الامير محمد - الشارع:شارع الامير محمد,مدينة,فترة واحدة,قصبة عمان ,1101
110012,عبدالحميد شرف الثانوية الشاملة للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:الصناعة - الشارع:مالك بن عمرو,مدينة,فترة واحدة,قصبة عمان ,1101
110013,الاميرة عالية الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:اللويبدة - الشارع:قدري طوقان,مدينة,فترة واحدة,قصبة عمان ,1101
110014,بلاط الشهداء الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل اللويبدة - الشارع:الملك حسين,مدينة,فترة واحدة,قصبة عمان ,1101
110015,الشميساني الغربي الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:الشميساني الغربي - الشارع:شارع بلال بن رباح,مدينة,فترة صباحية,قصبة عمان ,1101
110016,حفصة ام المؤمنين الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:النجادوة - الشارع:دبي,مدينة,فترة واحدة,قصبة عمان ,1101
110017,غزية العامرية الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:التاج - الشارع:عبد الرحمن الكواكبي ,مدينة,فترة صباحية,قصبة عمان ,1101
110019,تماضر بنت عمرو الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:باب الواد/دوار المأمونية,مدينة,فترة صباحية,قصبة عمان ,1101
110020,الناصرة الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:ابراهيم ناجي,مدينة,فترة واحدة,قصبة عمان ,1101
110021,عبد الجبار الفقيه الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:الكواكبي,مدينة,فترة واحدة,قصبة عمان ,1101
110022,الرشيد الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:الظاهر بيبرس,مدينة,فترة صباحية,قصبة عمان ,1101
110023,رغدان الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:الصناعة - الشارع:مالك بن عمرو,مدينة,فترة واحدة,قصبة عمان ,1101
110024,كلية الحسين الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - جبل الحسين - الشارع الرئيسي,مدينة,فترة واحدة,قصبة عمان ,1101
110025,ابن ماجد الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,عمان-جبل التاج-شارع التاج,مدينة,فترة واحدة,قصبة عمان ,1101
110026,ابن خلدون الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل الجوفة - الشارع:الجهاد,مدينة,فترة واحدة,قصبة عمان ,1101
110027,اسعاف النشاشيبي الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل القلعة - الشارع:سلمة بن الأكوع,مدينة,فترة واحدة,قصبة عمان ,1101
110029,عمار بن ياسر الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:[جبل التاج - الشارع:الحاووز الرئيسي,مدينة,فترة واحدة,قصبة عمان ,1101
110030,بلقيس الاساسية الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل القلعة - الشارع:سلمة بن الاكوع,مدينة,فترة صباحية,قصبة عمان ,1101
110032,الخنساء الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل الجوفه - الشارع:شارع موته,مدينة,فترة واحدة,قصبة عمان ,1101
110033,فاطمه بنت الخطاب الاساسيه للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:عبدالله بن موسى,مدينة,فترة واحدة,قصبة عمان ,1101
110034,بلقيس الاساسية المختلطة الثانية,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل القلعة - الشارع:سلمة بن الاكوع,مدينة,فترة مسائية,قصبة عمان ,1101
110035,رملة بنت ابي عوف الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:الطفايلة - الشارع:عمر المختار,مدينة,فترة واحدة,قصبة عمان ,1101
110037,عين جالوت الثانوية الشاملة للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:الشميساني - الشارع:عبد الوهاب المجالي,مدينة,فترة واحدة,قصبة عمان ,1101
110038,هالة بنت خويلد الثانوية الشاملة للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:علي الريماوي,مدينة,فترة واحدة,قصبة عمان ,1101
110039,بدر الثانويه للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل الجوفة - الشارع:الحباب الظرفي ,مدينة,فترة واحدة,قصبة عمان ,1101
110040,الراشدية الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:التاج - الشارع:الريماوي,مدينة,فترة واحدة,قصبة عمان ,1101
110041,ام معبد الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل التاج - الشارع:عبدالرحمن الكواكبي,مدينة,فترة واحدة,قصبة عمان ,1101
110042,الحسين الثانوية الشاملة  للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:خالد بن الوليد,مدينة,فترة صباحية,قصبة عمان ,1101
110043,سكينة بنت الحسين الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:خالد بن الوليد,مدينة,فترة واحدة,قصبة عمان ,1101
110044,عائشة ام المؤمنين الاساسية للبنات ,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:الطهطور - الشارع:نابلس,مدينة,فترة واحدة,قصبة عمان ,1101
110045,الاميرة رحمة بنت الحسن الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:الشميساني - الشارع:معروف الرصافي,مدينة,فترة واحدة,قصبة عمان ,1101
110046,البتراء الاساسيه ,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:خالد بن الوليد,مدينة,فترة واحدة,قصبة عمان ,1101
110047, الجزائر الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:باب الواد,مدينة,فترة واحدة,قصبة عمان ,1101
110048,الاميرة هيا الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:جبل الجوفة - الشارع:الجزائر,مدينة,فترة واحدة,قصبة عمان ,1101
110049,خديجة بنت خويلد الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,  منطقة المدينة-  الحي: جبل الجوفة - الشارع:بركة بنت ثعلبة,مدينة,فترة واحدة,قصبة عمان ,1101
110052,مصعب بن عمير الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة المدينة - الحي:جبل الجوفة - الشارع:الجزائر,مدينة,فترة واحدة,قصبة عمان ,1101
110053,عبد الله بن رواحة الأساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الاخضر - الشارع:هاشم الاتاسي,مدينة,فترة واحدة,قصبة عمان ,1101
110055,عكا الأساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل الحسين - الشارع:شارع نابلس,مدينة,فترة واحدة,قصبة عمان ,1101
110056,فيلادلفيا الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:التاج - الشارع:الشهيد,مدينة,فترة واحدة,قصبة عمان ,1101
110060,الاسراء الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:عرجان - الشارع:المدينة الرياضية,مدينة,فترة واحدة,قصبة عمان ,1101
110062,حطين الثانوية المهنية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:ضاحية الحاج حسن - الشارع:عبدالوهاب الملجي,مدينة,فترة واحدة,قصبة عمان ,1101
110063,صلاح الدين الثانويه للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الاشرفية - الشارع:شارع بارطو,مدينة,فترة واحدة,قصبة عمان ,1101
110065,ابن زهر الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:الزهور - الشارع:شارع ميمونة بنت الحارث,مدينة,فترة صباحية,قصبة عمان ,1101
110066,تيسير ظبيان الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:أم اذينة - الشارع:مأرب,مدينة,فترة واحدة,قصبة عمان ,1101
110067,سمير الرفاعي الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة العبدلي - الحي:جبل اللويبدة - الشارع:الامير محمد,مدينة,فترة واحدة,قصبة عمان ,1101
110068,العبدلية الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:جبل عمان - الشارع:طاهر الجقة,مدينة,فترة واحدة,قصبة عمان ,1101
110069,شكري شعشاعة الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:جبل عمان - الشارع:فوزي المعلوف,مدينة,فترة واحدة,قصبة عمان ,1101
110070,زهران الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:حي عبدون الجنوبي - الشارع:شارع إربد,مدينة,فترة واحدة,قصبة عمان ,1101
110071,برهان كمال الثانوية المهنية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الذراع الغربي - الشارع:الشورى,مدينة,فترة واحدة,قصبة عمان ,1101
110072,علي سيدو الكردي الثانوية المهنية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:ام تينة - الشارع:الريان,مدينة,فترة واحدة,قصبة عمان ,1101
110073,حسن البرقاوي الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:ام تينة الشمالي - الشارع:الامام البخاري,مدينة,فترة واحدة,قصبة عمان ,1101
110074,مسجد محمد منور الحديد الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:حي النظيف - الشارع:شارع المريخ,مدينة,فترة واحدة,قصبة عمان ,1101
110075,معاذ بن جبل الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:جبل النظيف - الشارع:عبد اللطيف كريشان,مدينة,فترة واحدة,قصبة عمان ,1101
110076,الامير محمد الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:وادي سرور - الشارع:الاحنف بن قيس,مدينة,فترة واحدة,قصبة عمان ,1101
110077,محمد اقبال الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الاشرفية - الشارع:حي ام تينة,مدينة,فترة واحدة,قصبة عمان ,1101
110078,الامير راشد الثانوية للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:الوحدات - الشارع:الدبايبة,مدينة,فترة واحدة,قصبة عمان ,1101
110079,علي ابن ابي طالب الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:بدر - الشارع:فوزي الشريدة,مدينة,فترة واحدة,قصبة عمان ,1101
110081,بلال بن رباح الأساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:جبل عمان - الشارع:رفاعة  الطهطاوي,مدينة,فترة واحدة,قصبة عمان ,1101
110082,ضاحية الحسين الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:ام اذينه - الشارع:الكوفة,مدينة,فترة واحدة,قصبة عمان ,1101
110083,عاتكة بنت زيد الاساسية الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:النظيف - الشارع:ناجي العزام,مدينة,فترة صباحية,قصبة عمان ,1101
110084,حي العماوي الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:حي العماوي - الشارع:شارع الاميرة بسمة,مدينة,فترة واحدة,قصبة عمان ,1101
110085,الملكة رانيا العبد الله الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:عبدون الشمالي - الشارع:الاسماعيلية,مدينة,فترة واحدة,قصبة عمان ,1101
110086,جبل عمان الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:جبل عمان الجديد - الشارع:خليل مطران عبد القدر كوشك,مدينة,فترة واحدة,قصبة عمان ,1101
110087,الملكة زين الشرف الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:جبل عمان - الشارع:ش.عباس محمود العقاد,مدينة,فترة واحدة,قصبة عمان ,1101
110088,حي نزال الثانوية الشاملة للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الذراع - الشارع:يوسف العظمة,مدينة,فترة واحدة,قصبة عمان ,1101
110089,الملكة نور الحسين الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:حي الدبايبة - الشارع:حنين,مدينة,فترة واحدة,قصبة عمان ,1101
110090,الاشرفية الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الاشرفيه - الشارع:الكويت,مدينة,فترة واحدة,قصبة عمان ,1101
110091,رابعة العدوية الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:ام تينه - الشارع:ذات الصواري,مدينة,فترة واحدة,قصبة عمان ,1101
110094,حليمة السعدية الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:المصدار -شارع الاحنف بن قيس,مدينة,فترة واحدة,قصبة عمان ,1101
110095,سودة بنت زمعة الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الأرمن - الشارع:الكويت,مدينة,فترة صباحية,قصبة عمان ,1101
110096,يوسف بن تاشفين الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الاخضر - شارع:نور الدين زنكي,مدينة,فترة واحدة,قصبة عمان ,1101
110097,حنين الثانوية الشاملة للبنين,publique,وزارة التربية و التعليم,المرحلة الثانوية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر -  الحي : نزال / الجبل الاخضر - الشارع: شكري القوتلي,مدينة,فترة واحدة,قصبة عمان ,1101
110098,ابو هريرة الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الذراع الشرقي - الشارع:احمد بن الازرق,مدينة,فترة واحدة,قصبة عمان ,1101
110099,المهاجرين الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:المهاجرين - الشارع:كامل قصاب,مدينة,فترة واحدة,قصبة عمان ,1101
110100,ابو حنيفة الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الارمن - الشارع:ورقة بن نوفل,مدينة,فترة واحدة,قصبة عمان ,1101
110102,غرناطة الاساسية الثانية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الجبل الاخضر - الشارع:حمدي حجازين_الجبل الاخضر,مدينة,فترة مسائية,قصبة عمان ,1101
110105,بيت المقدس الاساسيه الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:الا خضر - الشارع:شارع القدس,مدينة,فترة صباحية,قصبة عمان ,1101
110106,الجبل الاخضر الاساسية الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الاخضر - الشارع:شارع السنابل,مدينة,فترة صباحية,قصبة عمان ,1101
110107,عبدون الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:عبدون الشمالي الغربي - الشارع:اربد,مدينة,فترة واحدة,قصبة عمان ,1101
110108,الاميرة  سلمى الثانوية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:حي نزال - الشارع:يوسف العظم,مدينة,فترة صباحية,قصبة عمان ,1101
110109,نسيبة بنت كعب الاساسية الثانية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:نزال - الشارع:يوسف العظمة,مدينة,فترة مسائية,قصبة عمان ,1101
110110,السميراء بنت قيس الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الذراع - الشارع:عيسى القيسي,مدينة,فترة واحدة,قصبة عمان ,1101
110111,ماريا القبطية الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,الذراع - مثلث المدارس - شارع ياسر العظمة,مدينة,فترة واحدة,قصبة عمان ,1101
