id,الاسم,الاسم_بالانجليزي,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة,القضاء,الناحية,adm4,المدينة,العنوان,خط_الطول,خط_العرض,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المصدر
node/4487192489,ثانويه العراق,,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0326531,32.6044733,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4504275590,اعدادية كربلاء للبنين,Karbala high school for boys,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0322113,32.6045206,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192219,Junior Karbala for Boys,Junior Karbala for Boys,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0320427,32.6047418,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192167,School or delivered Primary School for Girls,School or delivered Primary School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0317695,32.6057219,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337191984,مدرسة جبل العقيق,Jabal Al-Aqiq School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0311786,32.6067863,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4504175290,متوسطة زيد بن حارثة المسائية,Zaid Bin Haretha,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.034361,32.605972,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192202,Mohammed Baqir Al Sadr Middle School,Mohammed Baqir Al Sadr Middle School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0342392,32.605961,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502898991,اعدادية كربلاء المهنية للبنات,Kerbala technical school for girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0325,32.608389,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192126,اعدادية كربلاء المهنية للبنات,Karbala Vocational Secondary School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0323187,32.608405,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4504443193,ثانوية الزهراء للبنات,Al-Zahraa Secondary School for Girls,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0297666,32.6060332,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192284,Al Zahra Secondary School for Girls,Al Zahra Secondary School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0295667,32.6059704,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
way/1208304502,,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,"[[44.0290984, 32.6062788], [44.0290307, 32.605997], [44.0290028, 32.605882], [44.0290014, 32.6058662], [44.0290041, 32.6058504], [44.0290122, 32.605838], [44.0290309, 32.6058323], [44.0290645, 32.6058267], [44.029668, 32.6057193], [44.0296948, 32.6057205], [44.0297216, 32.6057261], [44.0297431, 32.6057374], [44.0297645, 32.605751], [44.0297806, 32.605769], [44.029794, 32.6057916], [44.0298034, 32.6058255], [44.0298718, 32.6061419], [44.0297075, 32.606171], [44.0290984, 32.6062788]]",,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4504321794,النهوض المسائية,Al-nehodh (evening),غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0293117,32.6058548,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192115,المدرسة المازندرانية,Mazandaran School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0305051,32.6132885,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505930892,ابتدائية خديجة الكبرى,Khadeeja Al-Koubraa,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0296427,32.6106311,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192252,Alsajjad School,Alsajjad School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0295446,32.6105635,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505938189,ابتدائية السجاد ع,Al-Sajjad,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.029722,32.61075,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192030,مدرسة الخديجة للبنات,Al-Khadija School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0332201,32.6130767,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192083,حوزة سيدالشهدا,Sayyid Al-Shuhada Hawza,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0314138,32.6128568,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505936990,ابتدائية السبط,Al-Sebt,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0307766,32.6135691,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4504214589,ثانوية عمورية,Ammoureeya,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.030806,32.613694,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192250,Amuriyah School for Girls,Amuriyah School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0308181,32.613705,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11029929205,جامع العطارين ومدرسه الإمام جعفر الصادق (ع),,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0341692,32.617211,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192265,Al-Mokhayam School,Al-Mokhayam School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0292764,32.6146981,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502753890,المخيم,Sl-Mukhaim,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.02925,32.614694,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/8331032318,مدرسة المخيم,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.029032,32.6146913,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505704993,ابتدائية الفضيلة,Al-fadheela,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.021944,32.614861,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192257,Alfathila Primary School for Boys,Alfathila Primary School for Boys,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0222027,32.6147023,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505930692,ابتدائية الزرقاء,Al-zarkaa,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.022861,32.61475,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502645390,متوسطة النفحات,Al-nafahat,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.023111,32.615,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337191943,معهد نور العترة الطاهرة النسوي,Noor Al-Attra Al-Tahira Women's Institute,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0240609,32.612886,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192159,Security guarantor,Security guarantor,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0183705,32.6141717,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502281589,ابتدائية البشائر,Al-bashaa'er,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.016528,32.614389,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192303,Al Bashaer Primary School,Al Bashaer Primary School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0165634,32.6145586,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
way/1192500675,,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,"[[44.0159317, 32.6151599], [44.0161181, 32.6156493], [44.0161329, 32.6156765], [44.0161497, 32.6156931], [44.0161712, 32.6157001], [44.0161936, 32.6156978], [44.0162338, 32.6156828], [44.016401, 32.6156018], [44.0169547, 32.6152097], [44.0170213, 32.6151626], [44.0173275, 32.6149457], [44.0171636, 32.6147098], [44.0170906, 32.6145967], [44.0159317, 32.6151599]]",,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502294090,ثانوية اليرموك للبنات,Al-Yarmouk Secondary School for Girls,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0168839,32.6150732,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
way/1192502647,,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,"[[44.0159317, 32.6151599], [44.0170906, 32.6145967], [44.0168797, 32.6142287], [44.0165532, 32.6143442], [44.0164889, 32.614367], [44.0157231, 32.6146379], [44.0159317, 32.6151599]]",,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192203,Mofid Primary School,Mofid Primary School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0164071,32.6169664,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4503897595,ابتدائية المفيد,Al-Moofeed,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.016111,32.616889,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4501983891,القصر الاخضر,Alqasr Alakhdhar,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.033032,32.620881,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4503922290,ابتدائية المهدي عج,Al-Mahdee,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.033194,32.620917,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502281590,ابتدائية اللاذقية,Al-latheeqiya,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.034306,32.621944,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502738293,متوسطة السدرة,,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0327676,32.6217015,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4501896493,معهد تعليم القرآن للنساء,Quran institute for women,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.033016,32.621692,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4500044889,اعدادية السما,Al-sama,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.032778,32.621583,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192154,Sidra School,Sidra School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0328324,32.6216417,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4504835889,ابتدائية مصطفى جواد,Mostafa Jawaad,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.008806,32.620583,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505704994,ابتدائية قريش,Qouraish,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0088763,32.6205121,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192187,Quraish School for Girls,Quraish School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0088721,32.6202498,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192164,School-Zahra (AS) Quranic,School-Zahra AS Quranic,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0022712,32.6270692,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/5497615121,ثانوية اسباط الوارث للبنين,,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0022464,32.6271564,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192297,Al Hussain Vocational Secondary School,Al Hussain Vocational Secondary School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0043513,32.6248409,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11172556737,اعدادية الحسين الصناعية,Al-hussain technical school,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0042243,32.6248212,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505616492,ابتدائية التوجيه,Al-taojeeh,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.000917,32.6225,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192248,Aws School for Boys,Aws School for Boys,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0010123,32.6225772,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/12766471666,مدرسة التوجيه للبنين,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0009977,32.6225989,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505937289,ابتدائية العربية,Al-Arabeeya,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0008145,32.6224295,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/12766471664,اعدادية الحوراء للتمريض,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9966146,32.621687,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192310,Abu Talib Elementary School for Boys p,Abu Talib Elementary School for Boys p,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9957434,32.6200394,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/12766471658,مدرسة ابو طالب ع الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9957541,32.6200529,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505636789,مدرسة الاخلاص الابتدائية,Al-ekhlaas,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.995833,32.6199105,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
way/1433413365,,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,"[[43.994818, 32.625316], [43.9956924, 32.6257813], [43.9961055, 32.6252308], [43.9952311, 32.6247654], [43.994818, 32.625316]]",,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505636889,مدرسة الاستقلال الابتدائية,Al-estiklal Primary School ,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9959431,32.6253047,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505699399,مدرسة المدينة المنورة الابتدائية,Al-madeena Al -mounawera,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9956875,32.625606,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502306191,متوسطة امام المتقين (ع),Imam Al-motaqeen,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.995424,32.6259998,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
way/1433413305,,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,"[[43.994405, 32.6258988], [43.994818, 32.625316], [43.9956924, 32.6257813], [43.9952621, 32.626355], [43.994405, 32.6258988]]",,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/12766471665,متوسطة الفهد المسائية,,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9956387,32.6299057,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192062,مدارس العتبة الحسينية,Holy Hussain Shrine Schools,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0017466,32.6286449,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192305,Al Ameed schools,Al Ameed schools,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0009903,32.6307958,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/7129293685,موقع ا ضافر,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0008639,32.6309301,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/9836210717,مدارس الاوائل الاهلية النموذجية,AL-AWOAEL SHOOLS,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9968456,32.6329478,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
way/1216582526,ثانوية الصالحات الأهلية للبنات,,خاصة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,"[[43.9942799, 32.6340031], [43.9943013, 32.634015], [43.9943286, 32.6340303], [43.9944634, 32.6341056], [43.9950805, 32.6344503], [43.9951895, 32.634312], [43.9945724, 32.6339673], [43.9944375, 32.6338919], [43.9944103, 32.6338767], [43.9943889, 32.6338648], [43.994246, 32.6337849], [43.994137, 32.6339233], [43.9942799, 32.6340031]]",,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/6250944685,ثانوية الصالحات الاهلية للبنات,,خاصة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9944589,32.6340223,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337191948,معهد الامام الحسين ( متلازمة داون ),Imam Al-Hussain Institute (Down Syndrome),غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9983398,32.644807,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192294,Al Kunuz Private Schools,Al Kunuz Private Schools,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0006259,32.6424197,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/6810506385,مدرسة الكنوز / البوبيات,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0005855,32.6426445,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13266235240,مدرسة اولاد مسلم الابتدائية للأيتام,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0012575,32.6441203,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13266235241,اعدادية الثقلين المهنية للبنات,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0010376,32.6440367,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192005,مدرسة العطاء الابتدائية الاهلية,Al-Ataa Private Primary School,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.004303,32.6492879,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11266328469,متوسطة البصيرة للبنات,,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0033021,32.6468827,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278352,مدرسة الجواد الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0035638,32.6466088,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278350,متوسطة آل البيت للبنين,,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0033352,32.6468105,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192300,Al Hady Primary School,Al Hady Primary School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0036935,32.6465655,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278351,مدرسة الهادي الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.003577,32.646499,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278353,مدرسة ولي العصر الابتدائية المختلطة,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0035714,32.6465506,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278359,مدرسة السحاب الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9956832,32.651228,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278358,مدرسة الشهيد هيثم اليساري الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,43.9956367,32.651109,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278361,مدرسة الشهيد حازم الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0078335,32.6550075,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278360,مدرسة الوديان الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0077815,32.6549447,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278362,مدرسة الاعتدال الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0170484,32.6426116,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192275,al-Ghazali school,al-Ghazali school,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.019034,32.6392493,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13103278363,مدرسة الغزالي,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0188774,32.6391131,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192098,ثانوية الشهباء,Al-Shahbaa High School,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0327656,32.6384375,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/6165389886,مدرسة سيد الماء الابتدائيه,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0411782,32.6366817,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11700769982,Halima Saadia school,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0408857,32.6443321,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192116,السيدة حكيمة للبنات,Sayyida Hakima Secondary School for Girls,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0411388,32.6443779,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11700769981,المدرسة المحمدية,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0405867,32.6418919,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11700769983,المدرسة المحمدية الأبتدائية,,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0415702,32.6445753,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11700769978,مدارس البدور الساطعة الاهلية,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0451723,32.6413197,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/7230370385,مدرسة ابناء,تجمع جبناء تلعفر في كربلاء,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0483141,32.6402789,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4502279190,ثانوية نينوى للنازحين,Neenawa for emigrants,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0483484,32.6402743,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/4505705092,ابتدائية الخليل,Al-Khaleel,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.049556,32.636889,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337192253,Alkhalil Primary Scool,Alkhalil Primary Scool,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0494843,32.6368473,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337191970,مدرسة مفاتيح الخير المختلطة,Mafatih Al-Khair Mixed School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Al-Hassainya,,,,44.0556977,32.6451559,IRQ,IQG12,IQG12Q03,IQG12Q03N02,,
node/13337192238,Emad National Boys High School,Emad National Boys High School,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0499471,32.6434449,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11700739368,ثانوية ذات العماد الاهلية للبنين,,غير محددة,ثانوية,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0484219,32.6411642,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/11693978743,‏معهد نور الإمام الحسين للمكفوفين وضعاف البصر,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0514798,32.648075,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
node/13337191947,معهد التوحد التابع للعتبة الحسينية المقدسة,Autism Institute affiliated with the Holy Husseini Shrine,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Al-Hassainya,,,,44.0617223,32.6577659,IRQ,IQG12,IQG12Q03,IQG12Q03N02,,
node/13337191976,مدرسة صدى الكفاءات الابتدائية الاهلية المختلطةفي كربلاء,Sada Al-Kafa’at Private Mixed Primary School – Karbala,غير محددة,ابتدائية,مدرسة,Kerbala,Kerbela,Al-Hassainya,,,,44.0615625,32.6601875,IRQ,IQG12,IQG12Q03,IQG12Q03N02,,
node/13337192117,الإعدادية القرآنية النموذجية,Model Quranic Secondary School,غير محددة,إعدادية,مدرسة,Kerbala,Kerbela,Al-Hassainya,,,,44.0648447,32.6631972,IRQ,IQG12,IQG12Q03,IQG12Q03N02,,
node/11768306208,مدرسة البيضاء للبنات,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Al-Hassainya,,,,44.0782297,32.6400277,IRQ,IQG12,IQG12Q03,IQG12Q03N02,,
node/11768306200,اعدادية الرضوي للبنين,,غير محددة,غير محدد,مدرسة,Kerbala,Kerbela,Al-Hassainya,,,,44.0758593,32.6267186,IRQ,IQG12,IQG12Q03,IQG12Q03N02,,
node/11768306184,متوسطة الفرقان للبنات,,غير محددة,متوسطة,مدرسة,Kerbala,Kerbela,Markaz Kerbela,,,,44.0597566,32.627498,IRQ,IQG12,IQG12Q03,IQG12Q03N01,,
