id,الاسم,الاسم_بالانجليزي,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة,القضاء,الناحية,adm4,المدينة,العنوان,خط_الطول,خط_العرض,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المصدر
node/11951801330,مدرسة الوركاء الأبتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7732405,30.4959829,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801328,ثانوية الوركاء للبنات,,غير محددة,ثانوية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7719517,30.4957827,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801329,متوسطة الربيع للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7722592,30.4959398,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801332,Aden School,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7709894,30.4930052,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11292066647,متوسطة صاحبة اللواء للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,47.7704073,30.4909813,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216203524,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7700877, 30.4908568], [47.7703834, 30.4910046], [47.7707126, 30.4911691], [47.771169, 30.4904838], [47.7705441, 30.4901799], [47.7700877, 30.4908568]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11292066646,مدرسة علي بن يقطين الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,47.7716727,30.4896296,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216203529,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7715597, 30.4895952], [47.7719451, 30.489022], [47.7726206, 30.4893592], [47.7722352, 30.4899324], [47.7715597, 30.4895952]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216203528,متوسطة الأوسمة للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7714444, 30.4879014], [47.772014, 30.4871025], [47.7715379, 30.4868595], [47.7709628, 30.4876683], [47.7714444, 30.4879014]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216203526,مدرسة أزهار الغد الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7714444, 30.4879014], [47.7718604, 30.4881181], [47.7722493, 30.4883207], [47.772812, 30.4875258], [47.772014, 30.4871025], [47.7714444, 30.4879014]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801331,مدرسة اقرأ الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7675213,30.4889633,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420695,مدرسة الشفق الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الثالثة,,"[[47.7809045, 30.4904394], [47.7813003, 30.4898354], [47.7805928, 30.4894725], [47.7801728, 30.4900846], [47.7809045, 30.4904394]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420694,مدرسة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.781595, 30.4890296], [47.7810855, 30.4887932], [47.7814074, 30.4883309], [47.7818892, 30.4885747], [47.781595, 30.4890296]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/412646452,مدرسة المصير الواحد,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,"[[47.7769659, 30.4963245], [47.7763363, 30.4960143], [47.7767136, 30.4954457], [47.7773433, 30.4957559], [47.7769659, 30.4963245]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4970699321,مدرسة الريادة الاهلية,alryadah private school,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7831184,30.4983797,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/412646456,مدرسة التجديد,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الثالثة,,"[[47.7805784, 30.4908485], [47.7808013, 30.4905234], [47.7802365, 30.4902358], [47.7800136, 30.4905609], [47.7805784, 30.4908485]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/412646457,ام حبيب الانصاريه,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,"[[47.7834725, 30.4920081], [47.7839872, 30.4912635], [47.7833556, 30.4909475], [47.78286, 30.4916983], [47.7834725, 30.4920081]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/412646455,مدرسة فتح الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7832099, 30.4923952], [47.7834725, 30.4920081], [47.78286, 30.4916983], [47.7825935, 30.4920803], [47.7832099, 30.4923952]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420692,مدرسة البيتول للبنات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,"[[47.7838375, 30.4910074], [47.7840793, 30.4905619], [47.7837154, 30.4903859], [47.7834376, 30.4908076], [47.7838375, 30.4910074]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/6257440688,ابتدائية الرسالة,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.784038,30.4903313,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420693,مدرسة احمد اسماعيل الساري,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الثالثة,,"[[47.784154, 30.4905313], [47.7843686, 30.4901938], [47.7840199, 30.4900136], [47.7837946, 30.4903556], [47.784154, 30.4905313]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801340,ثانوية الانجاز الاهلية للبنين,,غير محددة,ثانوية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.78891,30.4964052,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801341,مدارس الانجاز الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7873097,30.4958494,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801339,مدارس أنوار البديع الاهليه المختلطة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7924294,30.4983497,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801342,مدارس الخلدونية الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7919979,30.4924034,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951802748,روضة الفرح,,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.791844,30.4903744,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/404807368,إعدادية الطلائع للبنين,,غير محددة,إعدادية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,حي الخليج العربي,,"[[47.7935118, 30.4902528], [47.7928627, 30.4899338], [47.7933187, 30.4892312], [47.7939946, 30.4895825], [47.7935118, 30.4902528]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801343,مدرسة دار الحكمة الأهلية / محمد طالب ثامر,,خاصة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7903999,30.4880795,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/6886770686,مدرسة علي الوردي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7910154,30.4890446,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414419571,مدرسة الرازي الابتدائيه,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الرابعة,,"[[47.7872707, 30.4863154], [47.7875255, 30.4859201], [47.7869971, 30.4856659], [47.7867423, 30.4860519], [47.7872707, 30.4863154]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801344,Hadramout School,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7874177,30.4858976,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414419572,متوسطة التظامن للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الرابعة,,"[[47.7875215, 30.4858765], [47.7870191, 30.4856226], [47.7873061, 30.4852009], [47.7878086, 30.4854548], [47.7875215, 30.4858765]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420696,مدرسة الاجيال الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,"[[47.7851082, 30.4841206], [47.7853761, 30.4837464], [47.784649, 30.4833812], [47.78439, 30.4837756], [47.7851082, 30.4841206]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420697,مدرسة التحدي الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,"[[47.7853761, 30.4837464], [47.7856999, 30.4832363], [47.7849779, 30.4828825], [47.784649, 30.4833812], [47.7853761, 30.4837464]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/414420698,مدرسة حليمة السعدية الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,الحيانية,,"[[47.7856999, 30.4832363], [47.7849779, 30.4828825], [47.7852322, 30.4825061], [47.7859499, 30.4828556], [47.7856999, 30.4832363]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801345,متوسطة اهل الولاية للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7940813,30.4855997,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4070639447,مدرسة سلمان المحمدي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7942306,30.4852464,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5582320221,اعدادية الطلائع(محمد قاسم رحيم),,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7945868,30.4818985,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4558849012,مدرسة الشهيد برزان,مدرسة الشهيد برزان,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7810819,30.473037,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4986880723,مدرسة الأكبر,مدرسة الأكبر,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7812608,30.4745587,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/6328598785,اعدادية زينب,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7822474,30.4709511,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806975,مدرسه التفوق الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7820204,30.4693974,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806976,مدرسة الشهيد باري علي رومي الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7819185,30.469697,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4306881589,اعدادية الصناعة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7810071,30.4689498,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4742103923,زهور حمورابي,زهور حمورابي,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7802565,30.468481,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4558834334,روضة زهور النصر,روضة زهور النصر,غير محددة,روضة أطفال,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7814638,30.4705962,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216398085,مدرسة البحتري,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7745516, 30.4672139], [47.7749989, 30.4667277], [47.7755273, 30.4670837], [47.7750848, 30.4675757], [47.7745516, 30.4672139]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4385072795,مدرسة حمورابي الاهلية,مدرسة حمورابي الاهلية,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7823362,30.4649447,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801351,مدارس الامام جعفر الصادق الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7853527,30.4609017,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801350,مدرسة الاوائل الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7849245,30.4591926,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801349,مدرسة بركات اهل البيت الإبتدائية للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7843847,30.4557736,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/9792628617,مدرسة الجواهر الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.790267,30.4555656,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/881420233,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.793714, 30.4585088], [47.7937931, 30.458463], [47.7941964, 30.458229], [47.7947937, 30.4578813], [47.7946657, 30.4577175], [47.7946385, 30.4575169], [47.7944679, 30.4572428], [47.7940297, 30.4574835], [47.7939909, 30.4576439], [47.7933563, 30.4580459], [47.793714, 30.4585088]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801359,مدرسة السرور الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7945185,30.4575695,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801358,متوسطه ثمره النبوه للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7943562,30.4573513,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216398081,مدرسة حي القضاة النموذجية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7760505, 30.4478688], [47.7764678, 30.4483682], [47.7771873, 30.4479364], [47.7767683, 30.4474227], [47.7760505, 30.4478688]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1419275791,مدرسة حي القضاة الحكومية,,حكومية,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,basra,,"[[47.7775202, 30.4484355], [47.777149, 30.4480211], [47.7765138, 30.4484133], [47.7768872, 30.4488128], [47.7775202, 30.4484355]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801361,مدرسة البسمة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7839935,30.4560583,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801360,مدرسة الشهيد ضياء حسين الاسدي الإبتدائية للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7842513,30.456197,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682125,مدارس مريم الأهلية النموذجية,,خاصة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7809833,30.4592838,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5224416729,مدرسة الاشعاع الابتدائيه,ul ashaa,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7678514,30.4562982,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12762437985,مدرسة الغد الامثل,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7680477,30.455784,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/9816785520,مركز التعليم المستمر,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7678109,30.4535445,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5224416727,المعهد التقني بصره,Technical Institute Basrah,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7703429,30.4512891,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5371741421,الجامعة التقنية الجنوبية,south technical univercity,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.77202,30.4520718,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1459542988,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8314929, 30.4613741], [47.8321081, 30.4609899], [47.8327964, 30.4618091], [47.8329365, 30.461976], [47.8323215, 30.46236], [47.8314929, 30.4613741]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1459542987,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8317619, 30.462695], [47.8309443, 30.4617066], [47.8314929, 30.4613741], [47.8323215, 30.46236], [47.8322741, 30.4623904], [47.8317619, 30.462695]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682126,محطة كهرباء بريد الثانوية,,غير محددة,ثانوية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8055239,30.4604835,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12847817838,الشهيد عبدالقادر سعيد,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8077344,30.4581468,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216404455,مدرسة الاعمار الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8102652, 30.4553611], [47.8104879, 30.4556479], [47.8112497, 30.4552083], [47.8110272, 30.4549216], [47.8102652, 30.4553611]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801347,مدرسة المفاخر للبنات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8088639,30.4506076,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801348,متوسطة الجهاد للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8086966,30.4503163,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216404454,مدرسة التربوي سمير مطشر الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8100539, 30.4550881], [47.8102652, 30.4553611], [47.8110272, 30.4549216], [47.8108158, 30.4546506], [47.8100539, 30.4550881]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216405853,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.8054904, 30.4528221], [47.8058366, 30.4532625], [47.8054487, 30.4534711], [47.8050883, 30.4530225], [47.8054904, 30.4528221]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216404451,مدرسة سعد الابتدائية,Saad primary school,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.8061997, 30.4543647], [47.806357, 30.4545668], [47.8065696, 30.45484], [47.8071711, 30.4544923], [47.8069026, 30.454157], [47.8067785, 30.4542259], [47.8066723, 30.4540911], [47.8061997, 30.4543647]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801356,مدرسة الشهيد فراس الابتدائية للبنين 93,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8023227,30.4525184,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801355,مدرسة انوار القبلة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8024659,30.4526955,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801357,مدرسة الميامين الابتدائية المستندة للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8032836,30.4521952,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1209656680,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8029963, 30.4528487], [47.8026115, 30.4523428], [47.8032826, 30.4519355], [47.8036977, 30.4524584], [47.8029963, 30.4528487]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5322841921,متوسطة الاكرمين للبنين,Al Akrameen secondary school,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8029004,30.4499082,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1459542985,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8010731, 30.44752], [47.8019157, 30.4470278], [47.8014605, 30.4464487], [47.8006179, 30.446941], [47.8010731, 30.44752]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1209653864,مدرسة الدار البيضاء,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7970943, 30.4492629], [47.7972696, 30.449503], [47.7966764, 30.4498604], [47.7964863, 30.4496061], [47.7970943, 30.4492629]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/881420237,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7955283, 30.4596777], [47.7951462, 30.4591881], [47.7957217, 30.4588544], [47.7961038, 30.4593439], [47.7955283, 30.4596777]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216405855,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8031221, 30.4605384], [47.8038182, 30.4601369], [47.8033559, 30.459556], [47.8026626, 30.4599562], [47.8031221, 30.4605384]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801353,مدرسة الأشاوس,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8029775,30.4598365,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801354,إعدادية اليمامة,,غير محددة,إعدادية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8032705,30.4606044,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5256861222,مدارس العصر الحديث,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7995376,30.4654933,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801367,مدرسه ابو شرار الموسوي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.797946,30.4671578,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/443750207,مدرسة الاستبرق,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.7980896, 30.4680902], [47.7978735, 30.4678052], [47.7983825, 30.4675185], [47.7985985, 30.4678034], [47.7980896, 30.4680902]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/443758671,مدرسة المهلب بن ابي صفره الابتدائيه,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.7978735, 30.4678052], [47.7975226, 30.4673456], [47.7980426, 30.4670716], [47.7983825, 30.4675185], [47.7978735, 30.4678052]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801368,اعدادية الهدى للبنات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8017933,30.4718681,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/419903527,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.8017284, 30.4723477], [47.8014441, 30.4719778], [47.8022111, 30.4715756], [47.8024847, 30.4719455], [47.8017284, 30.4723477]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806974,متوسطة الاسماء الحسنى للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8022469,30.4719103,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/443750204,مدرسة الشهداء,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,حي القبلة,,"[[47.8000758, 30.4685689], [47.7996673, 30.4680316], [47.8004762, 30.4675746], [47.8008847, 30.4681119], [47.8000758, 30.4685689]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801352,مدارس العليم الأهلية المطورة,,خاصة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8058843,30.4648188,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5270566521,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,47.8149444,30.4674488,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/419903531,مدرسة الحسين الابتدائية,Hussain primary school,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.8063629, 30.4702162], [47.8067946, 30.4699588], [47.806709, 30.4698522], [47.806381, 30.4694434], [47.8059492, 30.4697008], [47.8063629, 30.4702162]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
