id,الاسم_بالعربية,الاسم_بالانجليزية,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة_AR,المنطقة_AR,الناحية_AR,المحافظة_EN,المنطقة_EN,الناحية_EN,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المدينة,العنوان,خط_الطول,خط_العرض,المصدر
node/4380159793,ثانوية اسطفان,ثانوية اسطفان,غير محددة,ثانوية,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"ثانوية اسطفان, الكورنيش البحري, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.878689,34.888372,
node/4380157495,كلية الآداب,كلية الآداب,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"كلية الآداب, شارع هنانو, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.879478,34.887972,
node/4380157491,رياض حجار,رياض حجار,غير محددة,روضة أطفال,روضة أطفال,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"رياض حجار, الكورنيش البحري, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.877222,34.895,
node/4391815789,معهد سامر إسماعيل,معهد سامر إسماعيل,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,الميناء,"معهد سامر إسماعيل, شارع المينا, الميناء, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.876868,34.896452,
node/4464815194,الجامعة السورية الافتراضية,الجامعة السورية الافتراضية,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"الجامعة السورية الافتراضية, شارع الثورة, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.880272,34.895131,
node/10056098607,مدرسة ذات النطاقين,مدرسة ذات النطاقين,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"مدرسة ذات النطاقين, شارع الثورة, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.882642,34.896195,
node/10058176568,معهد الرواد طرطوس,معهد الرواد طرطوس,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"معهد الرواد طرطوس, شارع 6 تشرين, حي السجن, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.883316,34.896083,
node/4391746493,معهد الشيخ ديب,Sikh dib Institute,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"معهد الشيخ ديب, شارع 6 تشرين, حي السجن, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.883268,34.895538,
way/160596981,مدرسة حطين,Heten School,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"مدرسة حطين, جسر العجمي _ حي السجن, حي السجن, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.890176,34.89946,
node/10056252907,معهد المنارة,معهد المنارة,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"معهد المنارة, شارع 6 تشرين, حي السجن, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.882812,34.901419,
node/10056253602,معهد زهرة,معهد زهرة,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"معهد زهرة, شارع 6 تشرين, حي السجن, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.883264,34.89925,
node/1715242613,Mustafa Khallouf High School مدرسة الشهيد مصطفى خلوف,Mustafa Khallouf High School مدرسة الشهيد مصطفى خلوف,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"Mustafa Khallouf High School مدرسة الشهيد مصطفى خلوف, شارع الثورة, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.880542,34.897235,
node/4380156492,مدرسة خليفة,مدرسة خليفة,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,الميناء,"مدرسة خليفة, شارع المينا, الميناء, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.877115,34.899548,
node/10058261357,مدرسة الشهيد كرم حسون,مدرسة الشهيد كرم حسون,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"مدرسة الشهيد كرم حسون, 2, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.898123,34.860037,
node/10058276875,مدرسة وادي الشاطر,مدرسة وادي الشاطر,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"مدرسة وادي الشاطر, 2, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.897267,34.859492,
node/10058243499,روضة حبّات الّسكّر الخاصّة,روضة حبّات الّسكّر الخاصّة,خاصة,روضة أطفال,روضة أطفال,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"روضة حبّات الّسكّر الخاصّة, 2, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.906051,34.854497,
node/10058262829,روضة فراشات الربيع,روضة فراشات الربيع,غير محددة,روضة أطفال,روضة أطفال,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"روضة فراشات الربيع, 2, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.90751,34.857979,
node/10058245694,مدرسة الرادار,مدرسة الرادار,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"مدرسة الرادار, 2, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.908276,34.859647,
node/4807607821,المعهد الزراعي,المعهد الزراعي,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,طرطوس,"المعهد الزراعي, 2, طرطوس, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.918293,34.830708,
way/1022243753,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,الزرقات,"43, الزرقات, ناحية خربة المعزة, منطقة طرطوس, محافظة طرطوس, سوريا",35.978003,34.827692,
way/1293391987,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,حكر شحود,"43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.972016,34.838758,
way/1293391983,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,حكر شحود,"43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.965733,34.838458,
way/1293959472,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,حكر شحود,"43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.953726,34.842849,
node/4807607721,كلية هندسة تكنولوجيا المعلومات و الاتصالات,Faculty Of Information and Communication Technology Engineering,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,بيت كمونة,"كلية هندسة تكنولوجيا المعلومات و الاتصالات, 43, بيت إسماعيل, بيت كمونة, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.93884,34.864974,
node/3944895585,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,بيت كمونة,"43, بيت إسماعيل, بيت كمونة, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.944076,34.865626,
way/1293625887,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,بيت كمونة,"43, بيت إسماعيل, بيت كمونة, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.944263,34.865706,
node/10218640221,مدرسة بيت ناصر,مدرسة بيت ناصر,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,بيت كمونة,"مدرسة بيت ناصر, 43, بيت إسماعيل, بيت كمونة, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.94312,34.889403,
way/1272663299,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.972366,34.898949,
way/1272663295,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.975848,34.897364,
way/1296345895,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,بيت كمونة,"43, بيت إسماعيل, بيت كمونة, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.959045,34.881015,
node/10125560618,مدرسة بيت باسط,مدرسة بيت باسط,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,حكر شحود,"مدرسة بيت باسط, 43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.979774,34.870886,
way/1297594757,مدرسة بيت باسط,مدرسة بيت باسط,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,حكر شحود,"مدرسة بيت باسط, 43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.979869,34.870638,
way/1297605388,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,حكر شحود,"43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.98416,34.862875,
node/3945135844,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,تيشور,"كفران, تيشور, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",36.014115,34.877771,
way/1292280774,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,تيشور,"كفران, تيشور, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",36.014075,34.877734,
way/1291991203,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,حكر شحود,"43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.990611,34.872402,
way/1291891412,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.991114,34.880387,
node/10134014117,مدرسة شباط الثانوية,مدرسة شباط الثانوية,غير محددة,ثانوية,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"مدرسة شباط الثانوية, Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.997368,34.89609,
node/10134019417,مدرسة شباط الابتدائية,مدرسة شباط الابتدائية,غير محددة,ابتدائية,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"مدرسة شباط الابتدائية, Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.99997,34.899465,
node/10134028117,مدرسة المصطبة,مدرسة المصطبة,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"مدرسة المصطبة, Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",36.016843,34.894552,
node/3945135843,,,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Hamin,Tartous,Dreikish,Hamin,SYR,SY10,SY1004,SY100402,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.035337,34.874918,
way/1292280771,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,مرسحين,"Alkhawabi River Road طريق نهر الخوابي, مرسحين, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",36.014848,34.878105,
node/10133695318,مدرسة بسورم الاعدادية,مدرسة بسورم الاعدادية,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,رأس الخشوفة,"مدرسة بسورم الاعدادية, 43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.024366,34.861072,
node/10133701618,مدرسة بسورم الثانوية,مدرسة بسورم الثانوية,غير محددة,ثانوية,مدرسة,طرطوس,Tartous,Tartous,Tartous,Tartous,Tartous,SYR,SY10,SY1000,SY100000,,رأس الخشوفة,"مدرسة بسورم الثانوية, 43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.022612,34.861131,
node/10148415918,مدرسة المكيشفاني,مدرسة المكيشفاني,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,حكر شحود,"مدرسة المكيشفاني, 43, بيت إسماعيل, حكر شحود, ناحية مركز طرطوس, منطقة طرطوس, محافظة طرطوس, سوريا",35.984047,34.855609,
way/1292989462,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة طرطوس, محافظة طرطوس, سوريا",36.008591,34.838126,
way/1292989463,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة طرطوس, محافظة طرطوس, سوريا",36.009319,34.83772,
way/1293016225,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية خربة المعزة, منطقة طرطوس, محافظة طرطوس, سوريا",36.004013,34.835296,
way/1293016220,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,الزرقات,"43, الزرقات, ناحية خربة المعزة, منطقة طرطوس, محافظة طرطوس, سوريا",35.998318,34.838203,
way/1292558198,,,غير محددة,غير محدد,مدرسة,طرطوس,Tartous,Kherbet Elma'aza,Tartous,Tartous,Kherbet Elma'aza,SYR,SY10,SY1000,SY100003,,الزرقات,"43, الزرقات, ناحية خربة المعزة, منطقة طرطوس, محافظة طرطوس, سوريا",35.989642,34.838668,
node/3945122586,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Ras El-Khashufeh,Tartous,Safita,Ras El-Khashufeh,SYR,SY10,SY1003,SY100305,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.020475,34.841539,
way/1292783013,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Ras El-Khashufeh,Tartous,Safita,Ras El-Khashufeh,SYR,SY10,SY1003,SY100305,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.032045,34.822312,
node/3945123179,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.087348,34.851165,
node/3945123243,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,صافيتا,"43, صافيتا, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.10698,34.859055,
node/10179043020,مدرسة عين الحداد,مدرسة عين الحداد,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,صافيتا,"مدرسة عين الحداد, 43, صافيتا, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.12879,34.824563,
way/1228213273,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,صافيتا,"43, صافيتا, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.144317,34.825659,
way/1271998361,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,صافيتا,"43, صافيتا, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.140962,34.828347,
way/1232577008,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,المآب,"43, المآب, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.148682,34.859027,
way/1228261427,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,المآب,"43, المآب, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.134092,34.856253,
way/1228261415,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,المآب,"43, المآب, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.137721,34.847456,
way/1232577001,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,المآب,"43, المآب, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.151619,34.865605,
way/1231353246,,,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,المآب,"43, المآب, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.155953,34.89012,
node/10178042317,مدرسة الشهيد محمد علي مصطفى,مدرسة الشهيد محمد علي مصطفى,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"مدرسة الشهيد محمد علي مصطفى, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.143976,34.894787,
way/1232154105,مدرسة الشهيد محمد علي مصطفى,مدرسة الشهيد محمد علي مصطفى,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"مدرسة الشهيد محمد علي مصطفى, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.144289,34.895023,
node/10178051218,الثانوية النسوية للفنون الجميلة,الثانوية النسوية للفنون الجميلة,غير محددة,ثانوية,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"الثانوية النسوية للفنون الجميلة, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.144965,34.894976,
node/10178041917,مدرسة الثورة للتعليم الاساسي,مدرسة الثورة للتعليم الاساسي,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"مدرسة الثورة للتعليم الاساسي, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.1404,34.894679,
node/10131988717,مدرسة خالد بن الوليد,مدرسة خالد بن الوليد,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"مدرسة خالد بن الوليد, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.133263,34.899349,
node/10131988718,ثانوية الشهيد امين دبرها,ثانوية الشهيد امين دبرها,غير محددة,ثانوية,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"ثانوية الشهيد امين دبرها, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.131927,34.89587,
node/10120390417,الثانوية الصناعية,الثانوية الصناعية,غير محددة,ثانوية,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"الثانوية الصناعية, دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.115325,34.899069,
way/391305483,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية مركز صافيتا, منطقة صافيتا, محافظة طرطوس, سوريا",36.0998,34.86573,
node/3945123295,,,غير محددة,غير محدد,مدرسة,طرطوس,Safita,Safita,Tartous,Safita,Safita,SYR,SY10,SY1003,SY100300,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.079799,34.868305,
node/3945123297,,,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Hamin,Tartous,Dreikish,Hamin,SYR,SY10,SY1004,SY100402,,رأس الخشوفة,"43, النعاصات, رأس الخشوفة, ناحية رأس الخشوفة, منطقة صافيتا, محافظة طرطوس, سوريا",36.056851,34.873899,
way/1240935562,ثانوية بقعو,ثانوية بقعو,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,بغمليخ,"ثانوية بقعو, طريق خربة الفرس, ضهر مازوغة, بوردة, بغمليخ, ناحية مركز الشيخ بدر, منطقة دريكيش, محافظة طرطوس, سوريا",36.072003,34.93278,
node/10245262309,ثانوية بقعو,ثانوية بقعو,غير محددة,ثانوية,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,بغمليخ,"ثانوية بقعو, طريق خربة الفرس, ضهر مازوغة, بوردة, بغمليخ, ناحية مركز الشيخ بدر, منطقة دريكيش, محافظة طرطوس, سوريا",36.072001,34.932717,
node/10204809918,مدرسة بقعو,مدرسة بقعو,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,بغمليخ,"مدرسة بقعو, طريق خربة الفرس, ضهر مازوغة, بوردة, بغمليخ, ناحية مركز الشيخ بدر, منطقة دريكيش, محافظة طرطوس, سوريا",36.07549,34.92976,
way/1240935563,ابتدائية بقعو,ابتدائية بقعو,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,بغمليخ,"ابتدائية بقعو, طريق خربة الفرس, ضهر مازوغة, بوردة, بغمليخ, ناحية مركز الشيخ بدر, منطقة دريكيش, محافظة طرطوس, سوريا",36.065937,34.930392,
node/10245531809,ابتدائية بقعو,ابتدائية بقعو,غير محددة,ابتدائية,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,بغمليخ,"ابتدائية بقعو, طريق خربة الفرس, ضهر مازوغة, بوردة, بغمليخ, ناحية مركز الشيخ بدر, منطقة دريكيش, محافظة طرطوس, سوريا",36.066078,34.930437,
way/1244038409,,,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,بغمليخ,"طريق خربة الفرس, ضهر مازوغة, بوردة, بغمليخ, ناحية مركز الشيخ بدر, منطقة دريكيش, محافظة طرطوس, سوريا",36.09882,34.916063,
way/1244669006,,,غير محددة,غير محدد,مدرسة,طرطوس,Dreikish,Dreikish,Tartous,Dreikish,Dreikish,SYR,SY10,SY1004,SY100400,,دريكيش,"دريكيش, ناحية مركز دريكيش, منطقة دريكيش, محافظة طرطوس, سوريا",36.093212,34.903931,
