id,الاسم_بالعربية,الاسم_بالانجليزية,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة_AR,المنطقة_AR,الناحية_AR,المحافظة_EN,المنطقة_EN,الناحية_EN,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المدينة,العنوان,خط_الطول,خط_العرض,المصدر
way/353076085,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,الهري,"M15, الهري, ناحية مركز البوكمال, منطقة البوكمال, محافظة دير الزور, سوريا",40.935132,34.434928,
way/353076087,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,الهري,"M15, الهري, ناحية مركز البوكمال, منطقة البوكمال, محافظة دير الزور, سوريا",40.935593,34.435289,
way/353075906,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,البوكمال,"حلب - الرمادي, البوكمال, ناحية مركز البوكمال, منطقة البوكمال, محافظة دير الزور, سوريا",40.92565,34.450368,
way/353075907,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,البوكمال,"حلب - الرمادي, البوكمال, ناحية مركز البوكمال, منطقة البوكمال, محافظة دير الزور, سوريا",40.925095,34.450418,
way/1458257167,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,الحويجة,"الحويجة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.966061,34.461328,
way/1458257166,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,الحويجة,"الحويجة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.966667,34.461245,
way/1464348213,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,الهري,"M15, الهري, ناحية مركز البوكمال, منطقة البوكمال, محافظة دير الزور, سوريا",40.964101,34.399856,
way/1458530381,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,العشاير,"طريق حلب - الرمادي, العشاير, ناحية مركز البوكمال, منطقة البوكمال, محافظة دير الزور, سوريا",40.849963,34.528316,
way/1458562200,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,الحويجة,"الحويجة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.95108,34.554841,
way/1458562203,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,الشعفة,"الشعفة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.935967,34.560809,
way/1458562199,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,السوسة,"شارع المريح, السوسة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.956274,34.556613,
way/1458562195,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,السوسة,"شارع المريح, السوسة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.963722,34.536985,
way/1458257122,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,السوسة,"شارع المريح, السوسة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.951324,34.514514,
way/1501786456,مدرسة السوسة الإعدادية,مدرسة السوسة الإعدادية,غير محددة,إعدادية,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,السوسة,"مدرسة السوسة الإعدادية, شارع المريح, السوسة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.950457,34.51534,
way/1501786454,مدرسة السوسة الثانوية,مدرسة السوسة الثانوية,غير محددة,ثانوية,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,السوسة,"مدرسة السوسة الثانوية, شارع المريح, السوسة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.950928,34.514894,
way/1501786455,مدرسة السوسة الريفية,مدرسة السوسة الريفية,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,السوسة,"مدرسة السوسة الريفية, شارع المريح, السوسة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.950249,34.516022,
relation/19955512,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,الحويجة,"الحويجة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.929068,34.515738,
way/1458701181,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Susat,Deir-ez-Zor,Abu Kamal,Susat,SYR,SY09,SY0902,SY090203,,الحويجة,"الحويجة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.937108,34.509107,
way/1456463155,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,الشعفة,"الشعفة, ناحية السوسة, منطقة البوكمال, محافظة دير الزور, سوريا",40.939596,34.595038,
way/1458491730,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Abu Kamal,Deir-ez-Zor,Abu Kamal,Abu Kamal,SYR,SY09,SY0902,SY090200,,العشاير,"طريق حلب - الرمادي, العشاير, ناحية الجلاء, منطقة البوكمال, محافظة دير الزور, سوريا",40.874267,34.638118,
relation/19925263,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,الكشمة,"طريق حلب - الرمادي, الكشمة, ناحية العشارة, منطقة البوكمال, محافظة دير الزور, سوريا",40.789891,34.742288,
relation/19925264,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,الكشمة,"طريق حلب - الرمادي, الكشمة, ناحية العشارة, منطقة البوكمال, محافظة دير الزور, سوريا",40.790515,34.742939,
way/1458502256,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,,"ناحية هجين, منطقة البوكمال, محافظة دير الزور, سوريا",40.808982,34.741045,
way/1458491661,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,هجين,"هجين, ناحية هجين, منطقة البوكمال, محافظة دير الزور, سوريا",40.826977,34.712441,
way/1458491658,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,هجين,"هجين, ناحية هجين, منطقة البوكمال, محافظة دير الزور, سوريا",40.837188,34.705987,
relation/19960562,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,القطعة,"طريق حلب - الرمادي, القطعة, ناحية الجلاء, منطقة البوكمال, محافظة دير الزور, سوريا",40.831864,34.683098,
way/1458502254,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,الكشمة,"طريق حلب - الرمادي, الكشمة, ناحية العشارة, منطقة البوكمال, محافظة دير الزور, سوريا",40.791683,34.74055,
way/703340992,,,غير محددة,غير محدد,مدرسة,دير الزور,Al Mayadin,Ashara,Deir-ez-Zor,Al Mayadin,Ashara,SYR,SY09,SY0903,SY090302,,الكشمة,"طريق حلب - الرمادي, الكشمة, ناحية العشارة, منطقة الميادين, محافظة دير الزور, سوريا",40.652599,34.772466,
way/1456456944,,,غير محددة,غير محدد,مدرسة,دير الزور,Abu Kamal,Hajin,Deir-ez-Zor,Abu Kamal,Hajin,SYR,SY09,SY0902,SY090201,,صفصافة,"Decumanus, صفصافة, ناحية الجلاء, منطقة البوكمال, محافظة دير الزور, سوريا",40.728986,34.770306,
way/857565122,,,غير محددة,غير محدد,مدرسة,دير الزور,Al Mayadin,Ashara,Deir-ez-Zor,Al Mayadin,Ashara,SYR,SY09,SY0903,SY090302,,دبلان,"طريق حلب - الرمادي, دبلان, ناحية العشارة, منطقة الميادين, محافظة دير الزور, سوريا",40.602338,34.819669,
way/415266633,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Afrin,Aleppo,Afrin,Afrin,SYR,SY02,SY0203,SY020300,,عفرين,"217, شيخ عبد الرحمن, ناحية مركز عفرين, منطقة عفرين, محافظة حلب, سوريا",36.79837,36.497632,
way/1347715171,مدرسة عقيبة,Aqibah School,غير محددة,غير محدد,مدرسة,حلب,Afrin,Afrin,Aleppo,Afrin,Afrin,SYR,SY02,SY0203,SY020300,,عفرين,"مدرسة عقيبة, Sand/dirt road, زنعريرته, ناحية مركز عفرين, منطقة عفرين, محافظة حلب, سوريا",36.965827,36.439753,
way/350374283,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,كفر أنطون,"214, كفر أنطون, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.029994,36.447248,
way/350374284,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,كفر أنطون,"214, كفر أنطون, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.029919,36.447743,
way/350940356,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,,"طريق اعزاز, ناحية مركز أعزاز, منطقة أعزاز, محافظة حلب, سوريا",37.076402,36.524742,
way/232539839,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,A'zaz,Aleppo,A'zaz,A'zaz,SYR,SY02,SY0204,SY020400,,منق,"214, Al-Zahraa industrial area, منق, ناحية حريتان, ناحية مركز أعزاز, منطقة أعزاز, محافظة حلب, سوريا",37.045097,36.523698,
way/232539838,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,A'zaz,Aleppo,A'zaz,A'zaz,SYR,SY02,SY0204,SY020400,,منق,"214, Al-Zahraa industrial area, منق, ناحية حريتان, ناحية مركز أعزاز, منطقة أعزاز, محافظة حلب, سوريا",37.045436,36.52398,
way/350940442,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,A'zaz,Aleppo,A'zaz,A'zaz,SYR,SY02,SY0204,SY020400,,منق,"طريق اعزاز, ناحية مركز أعزاز, منطقة أعزاز, محافظة حلب, سوريا",37.11936,36.537743,
way/502774733,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,,"طريق اعزاز, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.143264,36.479235,
way/502774965,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,,"طريق اعزاز, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.149039,36.481901,
way/232718923,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,تل رفعت,"طريق المعلم حسين الشيخ, تل رفعت, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.098518,36.468082,
way/232718921,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,تل رفعت,"طريق المعلم حسين الشيخ, تل رفعت, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.098078,36.477575,
way/1144400534,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.071524,36.420734,
node/10652090474,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.074056,36.420096,
way/1144400532,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Tall Refaat,Aleppo,A'zaz,Tall Refaat,SYR,SY02,SY0204,SY020402,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية تل رفعت, منطقة أعزاز, محافظة حلب, سوريا",37.074044,36.420104,
way/350940112,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.046584,36.41365,
way/350377835,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.055813,36.346072,
way/366708422,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.081942,36.292748,
way/313772436,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.08625,36.286755,
way/313772437,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.08621,36.286352,
way/350870862,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.091224,36.286882,
way/366705660,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.057808,36.330354,
way/366706760,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.063982,36.321379,
way/366705060,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.057501,36.322037,
way/366702181,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Haritan,Aleppo,Jebel Saman,Haritan,SYR,SY02,SY0200,SY020003,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, منطقة جبل سمعان, منطقة أعزاز, محافظة حلب, سوريا",37.05553,36.319034,
way/350428311,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Daret Azza,Aleppo,Jebel Saman,Daret Azza,SYR,SY02,SY0200,SY020004,,al-Salloum,"62, al-Salloum, ناحية دارة عزة, منطقة جبل سمعان, محافظة حلب, سوريا",36.952287,36.263168,
way/366748575,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.015113,36.357397,
way/366748442,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.008085,36.356283,
way/350379335,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.009737,36.366807,
way/350378744,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.010925,36.364283,
way/350378626,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.010845,36.364969,
way/366748679,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.016245,36.365196,
way/350381390,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.001506,36.375069,
way/350386322,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.997082,36.374449,
way/350386321,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.997661,36.374385,
way/350399513,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.989018,36.377114,
way/350399512,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.989014,36.376818,
way/350387203,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.992327,36.373128,
way/366748940,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.989493,36.368722,
way/366748913,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.992715,36.382156,
way/350399742,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.994439,36.378851,
way/350399743,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.99492,36.378946,
way/366748879,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",36.997703,36.382044,
way/350384588,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.002889,36.379145,
way/350384586,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.002885,36.378865,
way/350938086,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.028636,36.386746,
way/350377415,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.022882,36.385877,
way/350377247,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.02026,36.389048,
way/350377229,,,غير محددة,غير محدد,مدرسة,حلب,A'zaz,Nabul,Aleppo,A'zaz,Nabul,SYR,SY02,SY0204,SY020404,,ماير,"214, Al-Zahraa industrial area, ماير, ناحية حريتان, ناحية نبل, منطقة أعزاز, محافظة حلب, سوريا",37.021832,36.390021,
node/11247721437,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"شارع الفريرية, رمادية, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.740737,36.388598,
node/11247661140,مدرسة الرمادية,مدرسة الرمادية,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"مدرسة الرمادية, شارع الفريرية, رمادية, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.746327,36.399734,
way/414380519,مدرسة بافللور,مدرسة بافللور,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"مدرسة بافللور, شارع شيخ الحديد, حسيركة, مروانة فوقاني, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.66496,36.399836,
way/366749049,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"زقاق 260, الحي القديم, جنديرس, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.692512,36.389661,
node/11247691337,مدرسة,مدرسة,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"مدرسة, شارع الوادي, حاجيلار, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.719455,36.384956,
node/11247678139,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"شارع الوادي, حاجيلار, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.719497,36.384963,
node/11238080637,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"شارع المحمدية, الحي القديم, دير بلوط, جنديرس, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.680902,36.34781,
way/415836617,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"شارع المنصورة, زلاقة, فريرية, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.770004,36.355102,
way/415837435,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Daret Azza,Aleppo,Jebel Saman,Daret Azza,SYR,SY02,SY0200,SY020004,,صلوة,"+s, صلوة, ناحية الدانا, منطقة حارم, محافظة إدلب, سوريا",36.758163,36.307823,
way/415837432,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Daret Azza,Aleppo,Jebel Saman,Daret Azza,SYR,SY02,SY0200,SY020004,,صلوة,"+s, صلوة, ناحية الدانا, منطقة حارم, محافظة إدلب, سوريا",36.753464,36.309717,
