CCT,NOMBRE,SECTOR,ESTADO,MUNICIPIO,LOCALIDAD,AMBITO,VIALIDAD,NUM_EXT,COLONIA,CP,LATITUD,LONGITUD
32DPR0077D,VICTOR ROSALES,PÚBLICO,ZACATECAS,CALERA,VÍCTOR ROSALES,URBANO,CALLE COSTA RICA COL. SAN JUDAS,206,CENTRO,98500,22.949,-102.702
32DPR0078C,FLORES MAGÓN,PÚBLICO,ZACATECAS,GENERAL PÁNFILO NATERA,SAN PABLO,RURAL,CALLE SALVADOR RUIZ BARRIOS,0,NINGUNO,98760,22.5588,-102.1
32DPR0080R,FRANCISCO I. MADERO,PÚBLICO,ZACATECAS,VALPARAÍSO,ACATITA DE AMECA,RURAL,CALLE ACATITA DE AMECA,0,NINGUNO,99200,22.9047,-104.09
32DPR0082P,INDEPENDENCIA,PÚBLICO,ZACATECAS,TEPETONGO,IGNACIO ZARAGOZA (ZARAGOZA),RURAL,CALLE IGNACIO ZARAGOZA,0,NINGUNO,99750,22.4802,-103.076
32DPR0084N,MARIANO MATAMOROS,PÚBLICO,ZACATECAS,PÁNUCO,LA INDIA,RURAL,CALLE PANFILO NATERA,0,NINGUNO,98540,22.9943,-102.552
32DPR0087K,PANFILO NATERA,PÚBLICO,ZACATECAS,FRESNILLO,SANTA LUCÍA,RURAL,CALLE SANTA LUCIA (ESTABA MUN.049 VALP. LOC.0584),0,NINGUNO,99150,23.1716,-102.721
32DPR0088J,ADOLFO LOPEZ MATEOS,PÚBLICO,ZACATECAS,FRESNILLO,FRESNILLO,URBANO,AVENIDA CAMELIAS,43,CENTRO,0,23.1749,-102.868
32DPR0089I,JOSE MA MORELOS,PÚBLICO,ZACATECAS,GENERAL PÁNFILO NATERA,COLONIA AURELIO PÁMANES ESCOBEDO (EL SOCORRO),RURAL,CALLE LOCALIDAD EL SOCORRO (FUSIONADA),0,NINGUNO,98705,22.6516,-101.955
32DPR0090Y,LEONA VICARIO,PÚBLICO,ZACATECAS,GENERAL PÁNFILO NATERA,SAN RAFAEL,RURAL,CALLE SAN RAFAEL,0,NINGUNO,98730,22.6272,-102.052
32DPR0091X,FRANCISCO GONZÁLEZ BOCANEGRA,PÚBLICO,ZACATECAS,GUADALUPE,COLONIA OSIRIS,RURAL,CALLE OSIRIS,0,NINGUNO,98600,22.7655,-102.455
32DPR0092W,EL NIÑO ARTILLERO,PÚBLICO,ZACATECAS,JALPA,BARRIO DE LA CRUZ (PAREDONES BLANCOS),RURAL,CALLE JALPA,0,NINGUNO,99600,21.655,-102.97
32DPR0093V,LEONA VICARIO,PÚBLICO,ZACATECAS,JALPA,EL BARREAL,RURAL,CALLE EL BARREAL,0,NINGUNO,99600,21.6947,-102.949
32DPR0097R,BENITO JUAREZ,PÚBLICO,ZACATECAS,RÍO GRANDE,GUADALUPE (EX-HACIENDA DE GUADALUPE),RURAL,CALLE GUADALUPE,0,NINGUNO,98400,23.8237,-103.148
32DPR0100O,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,ZACATECAS,MAZAPIL,LOS INDIOS ROMUALDO (ROMUALDO),RURAL,CALLE VEINTIUNO DE MARZO,0,NINGUNO,98270,24.9091,-102.293
32DPR0101N,MELCHOR OCAMPO,PÚBLICO,ZACATECAS,MEZQUITAL DEL ORO,AGUA CALIENTE,RURAL,CALLE AGUA CALIENTE,0,NINGUNO,99860,21.187,-103.373
32DPR0102M,JUSTO SIERRA,PÚBLICO,ZACATECAS,MEZQUITAL DEL ORO,EL OCOTE,RURAL,CALLE EL OCOTE,0,NINGUNO,99860,21.12,-103.317
32DPR0105J, JOSE MINERO ROQUE,PÚBLICO,ZACATECAS,NOCHISTLÁN DE MEJÍA,NOCHISTLÁN DE MEJÍA,URBANO,CALLE PASTORES,14,CENTRO,0,21.3633,-102.847
32DPR0106I,FELIPE CARRILLO PUERTO,PÚBLICO,ZACATECAS,SOMBRERETE,FELIPE CARRILLO PUERTO (EL ARENAL),RURAL,CALLE FELIPE CARRILLO PUERTO (EL ARENAL),0,NINGUNO,99100,23.6526,-103.446
32DPR0107H,JOSEFA ORTIZ DE DOMINGUEZ,PÚBLICO,ZACATECAS,FRESNILLO,ERÉNDIRA,RURAL,CALLE ERENDIRA,0,NINGUNO,99150,23.2103,-103.021
32DPR0109F,AQUILES SERDÁN,PÚBLICO,ZACATECAS,PÁNUCO,MULEROS,RURAL,CALLE MULEROS,0,NINGUNO,98540,22.8936,-102.584
32DPR0110V,IGNACIO ZARAGOZA,PÚBLICO,ZACATECAS,PÁNUCO,POZO DE GAMBOA,URBANO,CALLE POZO DE GAMBOA,0,NINGUNO,0,22.9467,-102.572
32DPR0111U,TIERRA Y LIBERTAD,PÚBLICO,ZACATECAS,PÁNUCO,LOS POZOS,RURAL,CALLE LOS POZOS,0,NINGUNO,98540,22.9957,-102.49
32DPR0112T,GABINO BARREDA,PÚBLICO,ZACATECAS,PÁNUCO,SAN ANTONIO DEL CIPRÉS,URBANO,CALLE SAN ATONIO DEL CIPRES,0,NINGUNO,98540,22.9384,-102.484
32DPR0113S,CINCO DE MAYO,PÚBLICO,ZACATECAS,PÁNUCO,SAN JUAN,RURAL,CALLE SAN JUAN,0,NINGUNO,98540,23.0122,-102.379
32DPR0114R,20 DE NOVIEMBRE,PÚBLICO,ZACATECAS,SAIN ALTO,LUIS MOYA,RURAL,CALLE 20 DE NOVIEMBRE,0,NINGUNO,99140,23.5815,-103.442
32DPR0115Q,MIGUEL AUZA,PÚBLICO,ZACATECAS,PÁNUCO,LAGUNA SECA,RURAL,CALLE MIGUEL AUZA,0,NINGUNO,98540,23.0609,-102.498
32DPR0116P,BENITO JUAREZ,PÚBLICO,ZACATECAS,PINOS,AGUA GORDA DE LOS PATOS,RURAL,CALLE AGUA GORDA DE LOS PATOS,0,NINGUNO,98970,21.8792,-101.469
32DPR0117O, ADOLFO LOPEZ MATEOS,PÚBLICO,ZACATECAS,PINOS,AHIJADEROS,RURAL,CALLE AHIJADEROS,0,NINGUNO,98940,22.3701,-101.473
32DPR0118N,JOSEFA ORTIZ DE DOMINGUEZ,PÚBLICO,ZACATECAS,PINOS,BUENAVISTA,RURAL,CALLE BUENAVISTA DE LA PENDENCIA,0,NINGUNO,99950,22.0426,-101.731
32DPR0119M,FRANCISCO VILLA,PÚBLICO,ZACATECAS,PINOS,EL CANALIZO,RURAL,CALLE EL CANALIZO,0,NINGUNO,98969,22.2087,-101.346
32DPR0120B,FRANCISCO I. MADERO,PÚBLICO,ZACATECAS,PINOS,CASTELLANOS (CASTELLANO DE ARRIBA),RURAL,CALLE SAN JOSE DE CASTELLANOS,0,NINGUNO,98920,22.0972,-101.54
32DPR0121A,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,CERRITO DE DOLORES,RURAL,AVENIDA ARREAGA,1,NINGUNO,98965,22.0032,-101.41
32DPR0122Z,LEANDRO VALLE,PÚBLICO,ZACATECAS,PINOS,CIENEGUILLA,RURAL,CALLE CIENEGUITAS (LA CIENEGUILLA),0,NINGUNO,98969,22.2016,-101.429
32DPR0124Y,PLAN DE AYALA,PÚBLICO,ZACATECAS,PINOS,LA CRUZ,RURAL,CALLE LA CRUZ,0,NINGUNO,98965,22.0833,-101.418
32DPR0125X,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PÁNUCO,JESÚS MARÍA,RURAL,CALLE JESUS MARIA,0,NINGUNO,98800,22.9332,-102.588
32DPR0126W,LAZARO CARDENAS,PÚBLICO,ZACATECAS,PINOS,EL CHINO,RURAL,CALLE EL CHINO,0,NINGUNO,98920,22.3215,-101.661
32DPR0127V,18 DE MARZO,PÚBLICO,ZACATECAS,PINOS,LA CHIQUILLA,RURAL,CALLE CENTENARIO,1,NINGUNO,98969,22.1564,-101.398
32DPR0128U,VALENTIN GOMEZ FARIAS,PÚBLICO,ZACATECAS,PINOS,LA ESMERALDA,RURAL,CALLE LA ESMERALDA,0,NINGUNO,98969,22.2434,-101.41
32DPR0129T,IGNACIO M ALTAMIRANO,PÚBLICO,ZACATECAS,PINOS,ESPÍRITU SANTO,RURAL,CALLE ESPIRITU SANTO,0,NINGUNO,98930,22.6027,-101.439
32DPR0130I,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,ESPÍRITU SANTO [ESTACIÓN],RURAL,CALLE ESPIRITU SANTO,0,NINGUNO,98930,22.5758,-101.479
32DPR0131H,RAMON LOPEZ VELARDE,PÚBLICO,ZACATECAS,PINOS,ESTANCIA DE GUADALUPE,RURAL,CALLE ESTANCIA DE GUADALUPE,0,NINGUNO,98959,22.2752,-101.658
32DPR0132G,GRAL JESUS GONZALEZ ORTEGA,PÚBLICO,ZACATECAS,PINOS,EL GOLPE,RURAL,CALLE RANCHO SAN JOSE (SAN JOSE DE GRACIA),0,NINGUNO,98920,22.4072,-101.535
32DPR0133F,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,GUADALUPE VICTORIA (TIERRA BOFA),RURAL,CALLE LOPEZ MATEOS,0,NINGUNO,98920,22.5024,-101.623
32DPR0134E,VEINTE DE NOVIEMBRE,PÚBLICO,ZACATECAS,PINOS,HUERTAS DEL MEZQUITE,RURAL,CALLE HUERTA DEL MEZQUITE,0,NINGUNO,98969,22.2559,-101.404
32DPR0135D,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,EL JAIBITO,RURAL,CALLE EL JAIBITO,0,NINGUNO,98930,22.5859,-101.546
32DPR0136C,PRIMERO DE MAYO,PÚBLICO,ZACATECAS,PINOS,JALTOMATE,RURAL,CALLE 10 DE ABRIL,0,NINGUNO,98955,22.165,-101.781
32DPR0137B,JUAN ESCUTIA,PÚBLICO,ZACATECAS,PINOS,JAULA DE ABAJO,RURAL,CALLE JAULA DE ABAJO,0,NINGUNO,98970,22.0284,-101.589
32DPR0138A,EMILIANO ZAPATA,PÚBLICO,ZACATECAS,PINOS,JAULA DE ARRIBA,RURAL,CALLE JAULA DE ARRIBA,0,NINGUNO,98970,22.0367,-101.558
32DPR0139Z,EMILIANO ZAPATA,PÚBLICO,ZACATECAS,PINOS,LA LABORCILLA,RURAL,CALLE LA LABORCILLA,0,NINGUNO,99950,22.1085,-101.723
32DPR0140P,MARIANO MATAMOROS,PÚBLICO,ZACATECAS,PINOS,LA LOBEÑA,RURAL,CALLE CAMPO DEPORTIVO,514,NINGUNO,98920,22.2967,-101.7
32DPR0141O,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,EL MACHUCADO (COLONIA EL ROSARIO),RURAL,CALLE EL MACHUCADO (ROSARIO),0,NINGUNO,98920,21.9464,-101.443
32DPR0142N,GARCIA DE LA CADENA,PÚBLICO,ZACATECAS,PINOS,MANUEL MARÍA,RURAL,CALLE MANUEL MARIA,0,NINGUNO,98920,22.5842,-101.584
32DPR0143M,LUZ Y LIBERTAD,PÚBLICO,ZACATECAS,PINOS,EL MEZQUITE,RURAL,CALLE ADOLFO LOPEZ MATEOS,0,NINGUNO,98920,22.1697,-101.456
32DPR0144L,LUZ Y LIBERTAD,PÚBLICO,ZACATECAS,PINOS,EL NIGROMANTE,RURAL,CALLE EL NIGROMANTE,0,NINGUNO,98950,22.1546,-101.71
32DPR0145K,JUSTO SIERRA MENDEZ,PÚBLICO,ZACATECAS,PINOS,NORIA DE SAN PABLO (SAN PABLO),RURAL,CALLE NORIA DE SAN PABLO,0,NINGUNO,98920,22.2407,-101.584
32DPR0146J,"BAEZ, ZAPATA Y HERNANDEZ",PÚBLICO,ZACATECAS,PINOS,EL OBRAJE,RURAL,CALLE EL OBRAJE,0,NINGUNO,98951,22.1833,-101.592
32DPR0147I,ADOLFO RUIZ CORTINEZ,PÚBLICO,ZACATECAS,PINOS,OJO DE AGUA DE LA PALMA,RURAL,CALLE OJO DE AGUA DE LA PALMA,0,NINGUNO,98979,22.0053,-101.729
32DPR0148H,VEINTE DE NOVIEMBRE,PÚBLICO,ZACATECAS,PINOS,LA PACHONA (SAN ANDRÉS),RURAL,CALLE LA PACHONA,0,NINGUNO,98959,22.2263,-101.738
32DPR0149G,JOSE CASTAÑON,PÚBLICO,ZACATECAS,PINOS,PASO BLANCO,RURAL,CALLE PASO BLANCO,0,NINGUNO,98965,22.1026,-101.414
32DPR0150W,JUSTO SIERRA,PÚBLICO,ZACATECAS,PINOS,PEDREGOSO,URBANO,CALLE ZARAGOZA,1,NINGUNO,98959,22.254,-101.757
32DPR0151V,FRANCISCO I. MADERO,PÚBLICO,ZACATECAS,PINOS,JOSÉ MARÍA PINO SUÁREZ (LA COLORADA),RURAL,CALLE EDUCACION,0,NINGUNO,98960,22.1264,-101.396
32DPR0152U,FRAY PEDRO DE GANTE,PÚBLICO,ZACATECAS,PINOS,LAS POLLAS,RURAL,CALLE LAS POLLAS,0,NINGUNO,98920,22.1522,-101.559
32DPR0153T,ADOLFO LOPEZ MATEOS,PÚBLICO,ZACATECAS,PINOS,LA PRESITA,RURAL,CALLE LA PRESITA,0,NINGUNO,98970,21.9586,-101.628
32DPR0154S,NIÑOS HEROES,PÚBLICO,ZACATECAS,PINOS,PUEBLITO DE GUADALUPE (EL PUEBLITO),RURAL,CALLE EL PUEBLITO,0,NINGUNO,99950,22.0359,-101.581
32DPR0155R,ADOLFO LOPEZ MATEOS,PÚBLICO,ZACATECAS,PINOS,PURÍSIMA DEL SALTO DE ARRIBA,RURAL,AVENIDA INSURGENTES,127,NINGUNO,98920,22.5032,-101.567
32DPR0156Q,21 DE AGOSTO,PÚBLICO,ZACATECAS,PINOS,LA PURÍSIMA,RURAL,CALLE LA PURISIMA,0,NINGUNO,98965,22.2823,-101.787
32DPR0157P,FERNANDO MONTES DE OCA,PÚBLICO,ZACATECAS,PINOS,EL RAMONAL,RURAL,CALLE EL RAMONAL,0,NINGUNO,98969,22.1667,-101.372
32DPR0158O,VEINTE DE NOVIEMBRE,PÚBLICO,ZACATECAS,PINOS,REFUGIO DE LOS ORTIZ,RURAL,CALLE FRANCISCO I. MADERO,105,NINGUNO,98970,21.9981,-101.516
32DPR0159N,RICARDO FLORES MAGON,PÚBLICO,ZACATECAS,PINOS,EL REMANENTE,RURAL,CALLE EL REMANENTE,0,NINGUNO,98950,22.1881,-101.721
32DPR0160C,JUSTO SIERRA MENDEZ,PÚBLICO,ZACATECAS,PINOS,EL SALITRILLO,RURAL,CALLE SALITRILLOS,0,NINGUNO,98920,22.6291,-101.462
32DPR0161B,IGNACIO ZARAGOZA,PÚBLICO,ZACATECAS,PINOS,EL SALTO,RURAL,CALLE EL SALTO,0,NINGUNO,98920,22.4958,-101.52
32DPR0162A,BENITO JUAREZ,PÚBLICO,ZACATECAS,PINOS,SAN ANDRÉS,RURAL,CALLE SAN ANDRES,0,NINGUNO,98920,22.4106,-101.594
32DPR0163Z,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,SAN CARLOS,RURAL,CALLE SAN CARLOS,0,NINGUNO,98940,22.3506,-101.48
32DPR0164Z,JOSE MARIA MORELOS,PÚBLICO,ZACATECAS,PINOS,SAN JOSÉ DE BERNALEJO,RURAL,CALLE SAN JOSE DE BERNALEJO,0,NINGUNO,98920,22.0562,-101.544
32DPR0165Y,BENITO JUAREZ,PÚBLICO,ZACATECAS,PINOS,SAN JOSÉ DE CASTELLANOS,RURAL,CALLE VENUSTIANO CARRANZA,3,NINGUNO,98920,22.1041,-101.549
32DPR0166X,MATIAS RAMOS SANTOS,PÚBLICO,ZACATECAS,PÁNUCO,LLANO BLANCO NORTE,RURAL,CALLE LLANO BLANCO DEL NORTE,0,NINGUNO,98540,23.0241,-102.621
32DPR0167W,VICENTE GUERRERO,PÚBLICO,ZACATECAS,PINOS,SAN JUAN DE LOS HERRERA,RURAL,CALLE SAN JUAN DE LOS HERRERA,0,NINGUNO,98920,22.208,-101.517
32DPR0168V,INDEPENDENCIA,PÚBLICO,ZACATECAS,PINOS,SAN MARTÍN,RURAL,CALLE INDEPENDENCIA SUR,28,NINGUNO,98969,22.2257,-101.376
32DPR0169U,EMILIANO ZAPATA,PÚBLICO,ZACATECAS,PINOS,SAN MIGUEL (SAN MIGUEL DEL ZACATAL),RURAL,CALLE SAN MIGUEL,0,NINGUNO,98920,22.1775,-101.538
32DPR0170J,GRAL VICENTE GUERRERO,PÚBLICO,ZACATECAS,PINOS,SANTA ANA,RURAL,CALLE SANTA ANA,0,NINGUNO,98940,22.3905,-101.473
32DPR0171I,VICENTE GUERRERO,PÚBLICO,ZACATECAS,PINOS,SANTA ELENA,RURAL,CALLE SANTA ELENA,0,NINGUNO,98970,21.9749,-101.508
32DPR0172H,IGNACIO ZARAGOZA,PÚBLICO,ZACATECAS,PINOS,SANTA FE,RURAL,CALLE SANTA FE,0,NINGUNO,98920,22.6578,-101.536
32DPR0173G,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,SANTA GERTRUDIS,RURAL,AVENIDA MEXICO,18,NINGUNO,98931,22.6006,-101.317
32DPR0174F,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,PINOS,SANTIAGO,RURAL,CALLE SANTIAGO,0,NINGUNO,98940,22.4535,-101.461
32DPR0175E,FRANCISCO JAVIER MINA,PÚBLICO,ZACATECAS,VILLA DE COS,SAN RAMÓN,RURAL,CALLE SAN RAMON,0,NINGUNO,98470,23.1505,-102.428
32DPR0176D,RAMON LOPEZ VELARDE,PÚBLICO,ZACATECAS,SOMBRERETE,JOSÉ SANTOS BAÑUELOS (BAÑUELOS NUEVO),RURAL,CALLE JOSE SANTOS BAÑUELOS,0,NINGUNO,99110,23.9927,-103.459
32DPR0177C,BENITO JUAREZ,PÚBLICO,ZACATECAS,PINOS,EL SITIO,RURAL,CALLE EL SITIO,0,NINGUNO,98970,21.9664,-101.59
32DPR0178B,BENITO JUAREZ,PÚBLICO,ZACATECAS,PINOS,EL TECOMATE,RURAL,CALLE EL TECOMATE,0,NINGUNO,98920,22.5339,-101.614
32DPR0180Q,CINCO DE JUNIO,PÚBLICO,ZACATECAS,GUADALUPE,FRANCISCO E. GARCÍA (LOS RANCHEROS),RURAL,CALLE FRANCISCO E. GARCIA (LOS RANCHEROS),0,NINGUNO,98620,22.9901,-102.29
32DPR0181P,JUSTO SIERRA,PÚBLICO,ZACATECAS,PINOS,TRINIDAD NORTE,RURAL,CALLE TRINIDAD NORTE,0,NINGUNO,98940,22.4589,-101.522
32DPR0182O,MARTIRES DE LA REVOLUCION,PÚBLICO,ZACATECAS,PINOS,LA VAQUITA,RURAL,CALLE LA VAQUITA,0,NINGUNO,98920,22.0602,-101.508
32DPR0183N,MARTIRES DE LA REVOLUCION,PÚBLICO,ZACATECAS,PINOS,LA VICTORIA,RURAL,CALLE LA VICTORIA,0,NINGUNO,98920,22.2594,-101.631
32DPR0184M,VICENTE GUERRERO,PÚBLICO,ZACATECAS,PINOS,EL ZACATAL,RURAL,CALLE EL ZACATAL,0,NINGUNO,98920,22.4585,-101.479
32DPR0185L,20 DE NOVIEMBRE,PÚBLICO,ZACATECAS,RÍO GRANDE,TETILLAS (EX-HACIENDA DE TETILLAS),RURAL,CALLE TETILLAS,0,NINGUNO,98420,23.718,-102.91
32DPR0186K,JUSTO SIERRA,PÚBLICO,ZACATECAS,RÍO GRANDE,RÍO GRANDE,URBANO,CALLE ALFONSO MEDINA,19,CENTRO,0,23.8274,-103.034
32DPR0187J,VICENTE GUERRERO,PÚBLICO,ZACATECAS,RÍO GRANDE,ANASTASIO V. HINOJOSA,RURAL,CALLE ANASTACIO V. HINOJOSA,0,NINGUNO,98400,23.7143,-102.956
32DPR0188I,JOSE MARIA MORELOS Y PAVON,PÚBLICO,ZACATECAS,RÍO GRANDE,BOQUILLA DE ARRIBA,RURAL,CALLE BOQUILLA DE ARRIBA,0,NINGUNO,98400,23.5645,-102.892
32DPR0189H,BENITO JUAREZ,PÚBLICO,ZACATECAS,RÍO GRANDE,CIÉNEGA Y MANCILLAS,RURAL,CALLE CIENEGA ,0,NINGUNO,98400,23.7926,-103.075
32DPR0190X,JOSE MARIA MORELOS,PÚBLICO,ZACATECAS,RÍO GRANDE,LOS CONDE,RURAL,CALLE LOS CONDE,0,NINGUNO,98400,23.8366,-103.079
32DPR0191W,JOSEFA ORTIZ DE DOMINGUEZ,PÚBLICO,ZACATECAS,RÍO GRANDE,EMILIANO ZAPATA (MORONES),RURAL,CALLE EMILIANO ZAPATA,0,NINGUNO,98419,23.7165,-103.194
32DPR0192V,ALFONSO MEDINA,PÚBLICO,ZACATECAS,RÍO GRANDE,LA FLORIDA,RURAL,CALLE LA FLORIDA,0,NINGUNO,98400,23.8049,-103.076
32DPR0193U,MEXICO,PÚBLICO,ZACATECAS,RÍO GRANDE,FRANCISCO GARCÍA SALINAS,RURAL,CALLE RAFAEL RAMIREZ,0,NINGUNO,98400,23.8122,-103.182
32DPR0194T,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,VILLA GARCÍA,VILLA GARCÍA,URBANO,CALLE LOPEZ PORTILLO COLONIA LA FLORIDA,125,CENTRO,0,22.1649,-101.956
32DPR0195S,JUSTO SIERRA,PÚBLICO,ZACATECAS,RÍO GRANDE,RÍO GRANDE,URBANO,PROLONGACIÓN LIBERTAD COLONIA LOS ALAMOS,0,CENTRO,0,23.8274,-103.034
32DPR0196R,FRANCISCO FERRER GUARDIA,PÚBLICO,ZACATECAS,RÍO GRANDE,IGNACIO LÓPEZ RAYÓN (LOS DELGADO),RURAL,CALLE IGNACIO LOPEZ RAYON,0,NINGUNO,98400,23.8199,-103.071
32DPR0197Q,NIÑOS HEROES,PÚBLICO,ZACATECAS,RÍO GRANDE,RÍO GRANDE,URBANO,PROLONGACIÓN LIBERTAD COLONIA LOS ALAMOS,0,CENTRO,0,23.8274,-103.034
32DPR0198P,18 DE MARZO,PÚBLICO,ZACATECAS,RÍO GRANDE,JOSÉ MARÍA MORELOS Y PAVÓN (LA ALMOLOYA),RURAL,CALLE JOSE MARIA MORELOS,0,NINGUNO,98400,23.8614,-103.139
32DPR0199O,FELIPE CARRILLO PUERTO,PÚBLICO,ZACATECAS,RÍO GRANDE,LORETO,URBANO,CALLE LORETO,0,NINGUNO,98400,23.8503,-103.011
32DPR0200N,FRANCISCO I. MADERO,PÚBLICO,ZACATECAS,RÍO GRANDE,RÍO GRANDE,URBANO,PROLONGACIÓN LIBERTAD COLONIA LOS ALAMOS,0,CENTRO,0,23.8274,-103.034
32DPR0201M,BENITO JUAREZ,PÚBLICO,ZACATECAS,RÍO GRANDE,LOS MÁRQUEZ,RURAL,CALLE PRINCIPAL,0,NINGUNO,98400,23.8118,-103.07
32DPR0202L,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,RÍO GRANDE,PASTELERA,RURAL,CALLE PASTELERA,0,NINGUNO,98400,23.7451,-103.098
32DPR0203K,EMILIANO ZAPATA,PÚBLICO,ZACATECAS,RÍO GRANDE,LAS PIEDRAS,RURAL,CALLE LAS PIEDRAS,0,NINGUNO,98400,23.8023,-103.062
32DPR0204J,ALFONSO MEDINA,PÚBLICO,ZACATECAS,RÍO GRANDE,PROGRESO DE ALFONSO MEDINA (COLONIA PROGRESO),RURAL,NINGUNO NINGUNO,0,NINGUNO,98410,23.8155,-103.341
32DPR0205I,VICENTE RIVAPALACIO,PÚBLICO,ZACATECAS,RÍO GRANDE,LOS RAMÍREZ,RURAL,CALLE LOS RAMIREZ,0,NINGUNO,98400,23.8464,-103.032
32DPR0206H,AMADO NERVO,PÚBLICO,ZACATECAS,RÍO GRANDE,SAN FELIPE,RURAL,CALLE SAN FELIPE,0,NINGUNO,98400,23.7889,-103.107
32DPR0207G,REVOLUCION,PÚBLICO,ZACATECAS,RÍO GRANDE,TIERRA BLANCA,RURAL,CALLE TIERRA BLANCA,0,NINGUNO,98400,23.8264,-103.077
32DPR0208F,MIGUEL HIDALGO,PÚBLICO,ZACATECAS,SAIN ALTO,SAIN ALTO,URBANO,CALLE MORELOS,32,CENTRO,99130,23.5798,-103.247
32DPR0209E,NETZAHUALCOYOTL,PÚBLICO,ZACATECAS,SAIN ALTO,CANTUNA,RURAL,CALLE CANTUNA,0,NINGUNO,99130,23.6256,-103.343
32DPR0210U,ANTONIO P DE CASTILLA,PÚBLICO,ZACATECAS,SAIN ALTO,EMILIANO ZAPATA (SAN JOSÉ),RURAL,CALLE EMILIANO ZAPATA (SAN JOSE),0,NINGUNO,99140,23.5733,-103.299
32DPR0211T,EMILIANO ZAPATA,PÚBLICO,ZACATECAS,SAIN ALTO,FRANCISCO I. MADERO (SAN ISIDRO),RURAL,CALLE FRANCISCO I. MADERO,0,NINGUNO,99130,23.6068,-103.409
32DPR0212S,BENITO JUAREZ,PÚBLICO,ZACATECAS,SAIN ALTO,EL FRESNO,RURAL,CALLE EL FRESNO,0,NINGUNO,99140,23.6637,-103.351
32DPR0213R,EVA SAMANO DE LOPEZ MATEOS,PÚBLICO,ZACATECAS,SAIN ALTO,LA LABORCITA,RURAL,CALLE LA LABORCITA,0,NINGUNO,99130,23.6388,-103.141
32DPR0214Q,FRANCISCO I. MADERO,PÚBLICO,ZACATECAS,SAIN ALTO,MIGUEL HIDALGO (LAS CUEVAS),RURAL,CALLE MIGUEL HIDALGO,0,NINGUNO,99130,23.5454,-103.281
32DPR0215P,JESUS GONZALEZ ORTEGA,PÚBLICO,ZACATECAS,SAIN ALTO,NICOLÁS BRAVO (SAN NICOLÁS),RURAL,CALLE NICOLAS BRAVO,0,NINGUNO,99140,23.6727,-103.325
32DPR0217N,RAFAEL RAMIREZ,PÚBLICO,ZACATECAS,EL SALVADOR,MATEHUAPIL (EL MACHETAZO),RURAL,CALLE MATEHUAPIL (EL MACHETAZO),0,NINGUNO,98290,24.514,-100.996
32DPR0219L,MATIAS RAMOS,PÚBLICO,ZACATECAS,EL SALVADOR,TANQUE NUEVO,RURAL,CALLE TANQUE NUEVO,0,NINGUNO,98290,24.3817,-100.967
32DPR0220A,INDEPENDENCIA,PÚBLICO,ZACATECAS,SOMBRERETE,SOMBRERETE,URBANO,CALLE SANTIAGO ZUBIRIA,108,CENTRO,0,23.6314,-103.641
32DPR0221Z,VICENTE GUERRERO,PÚBLICO,ZACATECAS,SOMBRERETE,COLONIA AQUILES SERDÁN,RURAL,CALLE COLONIA AQUILES SERDAN,0,NINGUNO,99120,23.529,-103.71
32DPR0223Y,IGNACIO ALLENDE,PÚBLICO,ZACATECAS,SOMBRERETE,SAN ANTONIO DEL CERRITO (EL CERRITO),RURAL,CALLE SAN ANTONIO DEL CERRITO,0,NINGUNO,99120,23.5316,-103.76
32DPR0224X,FRANCISCO VILLA,PÚBLICO,ZACATECAS,SOMBRERETE,DOROTEO ARANGO (GATAS MOCHAS),RURAL,CALLE DOROTEO ARANGO,0,NINGUNO,99100,23.8206,-103.799
32DPR0225W,IGNACIO ZARAGOZA,PÚBLICO,ZACATECAS,SOMBRERETE,ESTANCIA DE GUADALUPE,RURAL,CALLE ESTANCIA DE GUADALUPE,0,NINGUNO,99100,23.2657,-103.695
32DPR0226V,JOSEFA ORTIZ DE DOMINGUEZ,PÚBLICO,ZACATECAS,SOMBRERETE,COLONIA FELIPE ÁNGELES (EL BARRANCO),RURAL,CALLE COLONIA FELIPE ANGELES (EL BARRANCO),0,NINGUNO,99120,23.9312,-103.355
32DPR0227U,FELIPE ANGELES,PÚBLICO,ZACATECAS,SOMBRERETE,COLONIA FLORES GARCÍA,RURAL,CALLE COLONIA FLORES GARCIA,0,NINGUNO,99210,23.8833,-103.456
32DPR0228T,IGNACIO ZARAGOZA,PÚBLICO,ZACATECAS,SOMBRERETE,IGNACIO ZARAGOZA (ESTACIÓN FRÍO),RURAL,CALLE IGNACIO ZARAGOZA,0,NINGUNO,99106,23.6237,-103.53
