CCT,NOMBRE,SECTOR,ESTADO,MUNICIPIO,LOCALIDAD,AMBITO,VIALIDAD,NUM_EXT,COLONIA,CP,LATITUD,LONGITUD
01DPR0001V,RODRIGO RINCON GALLARDO,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,CALLE ALVARO OBREGON,0,NINGUNO,20408,22.227499,-102.312046
01DPR0002U,ANTONIO VENTURA MEDINA,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN JOSÉ DE GRACIA,URBANO,CALLE CRISTOBAL LANDIN,102,NINGUNO,20500,22.145161,-102.416397
01DPR0003T,BENIGNO CHAVEZ,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,AVENIDA SAN LORENZO,0,NINGUNO,0,21.954336,-102.344658
01DPR0005R,15 DE SEPTIEMBRE,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE TENOCHTITLAN,0,CASA BLANCA,20297,21.857052,-102.274114
01DPR0006Q,TIERRA SOLIDARIA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE 2 AVENIDA SIGLO XXI,0,TIERRA BUENA,20263,21.85968,-102.250393
01DPR0007P,MIGUEL ANGEL BARBERENA VEGA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE TRABAJO,401,SOLIDARIDAD 1A SECCION,20190,21.870704,-102.24613
01DPR0008O,CUITLAHUAC,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE ARTILLERO MIER MORELOS,0,MORELOS I,20298,21.856891,-102.256287
01DPR0009N,ELOISA BARBOSA CHAVEZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE 30 DE JULIO,0,NINGUNO,0,21.851048,-102.266969
01DPR0010C,15 DE SEPTIEMBRE,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE TENOCHTITLAN,0,CASA BLANCA,20297,21.857052,-102.274114
01DPR0013Z,TENOCHTITLAN,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE UXMAL,0,INFONAVIT MORELOS,20270,21.86381,-102.257647
01DPR0014Z,OTTO GRANADOS ROLDAN,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,CALLE MANUEL DELGADO,323,NINGUNO,20408,22.223635,-102.328446
01DPR0015Y,SOLIDARIDAD,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE LEONA VICARIO,0,SOLIDARIDAD,20926,21.953631,-102.348619
01DPR0017W,J. REFUGIO MIRANDA AGUAYO,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,URBANO,CALLE 10 DE NOVIEMBRE,202,28 DE ABRIL,20304,22.06607,-102.264767
01DPR0018V,TENOCHTITLAN,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE UXMAL,0,INFONAVIT MORELOS,20270,21.86381,-102.257647
01DPR0019U,PRIMERO DE MAYO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE FRANCISCO GUEL JIMENEZ,0,LIC. BENITO PALOMINO DENA,20170,21.915945,-102.251489
01DPR0020J,HUMBERTO RAMIREZ DIAZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE SAN PEDRO,0,OJOCALIENTE 3A SECCION,20196,21.876116,-102.244737
01DPR0021I,HUMBERTO RAMIREZ DIAZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE SAN PEDRO,0,OJOCALIENTE 3A SECCION,20196,21.876116,-102.244737
01DPR0023G,SIGLO XXI,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MURGUIA,0,MORELOS,20140,21.85236,-102.257584
01DPR0024F,MIGUEL RICARDO,PÚBLICO,AGUASCALIENTES,ASIENTOS,VILLA JUÁREZ,URBANO,CALLE FRANCISCO I. MADERO,1,AGUA NUEVA,0,22.095562,-102.069671
01DPR0025E,DAVID DIOSDADO PALAFOX,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE IGNACIO LOPEZ RAYON,0,LOS ARROYITOS,20923,21.963717,-102.338246
01DPR0026D,SIGLO XXI,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MURGUIA,0,MORELOS,20140,21.85236,-102.257584
01DPR0027C,PRIMERO DE MAYO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE FRANCISCO GUEL JIMENEZ,0,LIC. BENITO PALOMINO DENA,20170,21.915945,-102.251489
01DPR0028B,TIERRA SOLIDARIA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE 2 AVENIDA SIGLO XXI,0,TIERRA BUENA,20263,21.85968,-102.250393
01DPR0031P,JOSE EFREN GARCIA ESPARZA,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,URBANO,CALLE PARAISO,101,CEDROS,0,22.070852,-102.272081
01DPR0032O,JUAN RULFO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE LA MANZANA,110,OJOCALIENTE 3A SECCION,20196,21.88301,-102.24727
01DPR0033N,ALFONSO REYES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA MIGUEL ANGEL BARBERENA VEGA,0,MUNICIPIO LIBRE,20199,21.897747,-102.251527
01DPR0034M,ALFONSO REYES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA MIGUEL ANGEL BARBERENA VEGA,0,MUNICIPIO LIBRE,20199,21.897747,-102.251527
01DPR0036K,RUFINO TAMAYO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MA. ELENA TORRES,102,RODOLFO LANDEROS GALLEGOS,20170,21.901864,-102.257095
01DPR0037J,GERARDO MARIN MARTINEZ,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,URBANO,CALLE PARAISO,101,CEDROS,0,22.070852,-102.272081
01DPR0038I,JUAN RULFO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE LA MANZANA,110,OJOCALIENTE 3A SECCION,20196,21.88301,-102.24727
01DPR0039H,RUFINO TAMAYO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MA. ELENA TORRES,102,RODOLFO LANDEROS GALLEGOS,20170,21.901864,-102.257095
01DPR0040X,SALVADOR NOVO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,LOS PARGAS [RANCHO],RURAL,NINGUNO NINGUNO,0,NINGUNO,20340,21.811944,-102.255556
01DPR0041W,JOSE GUADALUPE POSADA AGUILAR,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,MACARIO J. GÓMEZ [COLONIA],URBANO,CALLE FRANCISCO PONCE,0,NINGUNO,20320,21.980556,-102.251389
01DPR0042V,ANTONIO ARIAS BERNAL,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,ARDILLAS DE ABAJO (LAS ARDILLAS),RURAL,NINGUNO NINGUNO,0,NINGUNO,20280,21.945278,-102.192222
01DPR0044T,MIGUEL ALEMAN,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,MIGUEL ALEMÁN [SECADORA],RURAL,CALLE MIGUEL ALEMAN,204,NINGUNO,20660,22.127222,-102.285556
01DPR0045S,JOSE F. ELIZONDO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA POLIDUCTO MANZANA,16,RODOLFO LANDEROS GALLEGOS,20170,21.90518,-102.249435
01DPR0046R,OCTAVIO PAZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE LOS ARBOLITOS,201,LAS CUMBRES,20179,21.909967,-102.263137
01DPR0047Q,EDUARDO J. CORREA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE PASTORES,0,MUNICIPIO LIBRE,20199,21.895042,-102.261678
01DPR0048P,RAMON LOPEZ VELARDE,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,URBANO,CALLE NARCISO PERALES AVILA,0,PLUTARCO ELIAS CALLES,20660,22.145754,-102.287065
01DPR0049O,JOSE ISABEL RODRIGUEZ MONTOYA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,OJO DE AGUA DE PALMITAS,RURAL,CALLE MA. ISABEL,0,NINGUNO,20260,21.860833,-102.228056
01DPR0050D,FRANCISCO DE QUEVEDO Y VILLEGAS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MANZANA,8,OJOCALIENTE LAS TORRES,20256,21.874407,-102.258159
01DPR0051C,JEAN PIAGET,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE CERRO DEL LAUREL,0,JARDINES DE LA CONCEPCION 1A SECCION,20129,21.923247,-102.312138
01DPR0052B,JOSE F. ELIZONDO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA POLIDUCTO MANZANA,16,RODOLFO LANDEROS GALLEGOS,20170,21.90518,-102.249435
01DPR0055Z,RAMON LOPEZ VELARDE,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,URBANO,CALLE NARCISO PERALES AVILA,0,PLUTARCO ELIAS CALLES,20660,22.145754,-102.287065
01DPR0057X,JEAN PIAGET,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE CERRO DEL LAUREL,0,JARDINES DE LA CONCEPCION 1A SECCION,20129,21.923247,-102.312138
01DPR0058W,FEDERICO ENGELS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,VILLA LICENCIADO JESÚS TERÁN (CALVILLITO),URBANO,NINGUNO NINGUNO,0,LOS VALDEZ,0,21.823219,-102.196696
01DPR0059V,OTTO GRANADOS ROLDAN,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE FEDERALISMO,0,MUNICIPIO LIBRE,20199,21.897016,-102.267657
01DPR0064G,CARLOS FUENTES,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,COLONIA NUEVA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20900,22.058056,-102.326111
01DPR0065F,SOLIDARIDAD,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE LEONA VICARIO,0,SOLIDARIDAD,20926,21.953631,-102.348619
01DPR0066E,OTTO GRANADOS ROLDAN,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,CALLE MANUEL DELGADO,323,NINGUNO,20408,22.223635,-102.328446
01DPR0067D,CONVENCION DE AGUASCALIENTES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE TLAQUEPAQUE,202,NINGUNO,0,21.883868,-102.334483
01DPR0068C,GREGORIO TORRES QUINTERO,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE SANTIAGO APOSTOL,500,CHICAHUALES I,0,21.948986,-102.349818
01DPR0069B,MANUEL ACUÑA NARRO,PÚBLICO,AGUASCALIENTES,CALVILLO,JARDINES DE SAN ISIDRO (COLONIA LIMÓN),RURAL,NINGUNO NINGUNO,0,NINGUNO,20830,21.881111,-102.704444
01DPR0070R,PABLO ALONSO LOZANO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,LA PROVIDENCIA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20350,21.709167,-102.346667
01DPR0071Q,CARLOS PELLICER,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,PROLONGACIÓN PARRAS,0,PARRAS,20157,21.910999,-102.279548
01DPR0072P,RAMON G. BONFIL,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE DE LA TORRE,102,LOMAS DEL AJEDREZ,20299,21.844069,-102.253922
01DPR0073O,JARDINES DE AGUASCALIENTES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE JARDIN DE ZARAGOZA,0,JARDINES DE LA ASUNCION,20270,21.864155,-102.2873
01DPR0074N,GABRIELA MISTRAL,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE CRISTOBAL COLON,0,EL TORITO,20928,21.970889,-102.351195
01DPR0075M,GREGORIO TORRES QUINTERO,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE SANTIAGO APOSTOL,500,CHICAHUALES I,0,21.948986,-102.349818
01DPR0076L,RAMON G. BONFIL,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE DE LA TORRE,102,LOMAS DEL AJEDREZ,20299,21.844069,-102.253922
01DPR0078J,MARIO AGUILERA DORANTES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE SAN FRANCISCO DE LOS ROMO,101,OJOCALIENTE I,20190,21.889815,-102.258618
01DPR0079I,J. REFUGIO NIETO BERMUDEZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE VISTA HERMOSA,0,MUNICIPIO LIBRE,20199,21.897936,-102.25057
01DPR0080Y,GABRIELA MISTRAL,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE CRISTOBAL COLON,0,EL TORITO,20928,21.970889,-102.351195
01DPR0081X,PASCUAL ROMO CONCHOS,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,CALLE 5,102,NINGUNO,20408,22.232279,-102.328329
01DPR0082W,BENITO TOVAR APARICIO,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,AMPLIACIÓN LOS HORNOS (EL LAGUNAZO) [COLONIA],RURAL,CALLE IGNACIO ZARAGOZA,0,NINGUNO,20600,22.265,-102.253056
01DPR0084U,ROSARIO CASTELLANOS,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,TEPETATES,RURAL,CALLE AGUSTIN MELGAR,108,NINGUNO,20900,21.956667,-102.321667
01DPR0085T,BEATRIZ ALICIA GUTIERREZ ROMO,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,AVENIDA RICARDO NIEVES,202,NINGUNO,20408,22.229722,-102.3225
01DPR0086S,PLAN DE IGUALA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE POZO DE LA CRUZ,125,POZO BRAVO NORTE,20126,21.926112,-102.280102
01DPR0087R,PLAN DE IGUALA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE POZO DE LA CRUZ,125,POZO BRAVO NORTE,20126,21.926112,-102.280102
01DPR0090E,MARIA CURIE,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE DE LA INFANTERIA,0,MUJERES ILUSTRES,20299,21.848976,-102.25035
01DPR0091D,MARIA CURIE,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE DE LA INFANTERIA,0,MUJERES ILUSTRES,20299,21.848976,-102.25035
01DPR0092C,FUNDADORES MEXICANOS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,PROLONGACIÓN DIAGONAL ALFIL,0,LOMAS DEL AJEDREZ,20299,21.844461,-102.248307
01DPR0093B,JUAN JOSE ARREOLA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,CORRAL DE BARRANCOS,URBANO,NINGUNO NINGUNO,0,NINGUNO,20900,21.942559,-102.328491
01DPR0094A,HACIENDA DE PABELLON DE HIDALGO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE HACIENDA SAN JOSE DE GUADALUPE,105,HACIENDAS DE AGUASCALIENTES 1A SECCION,20133,21.888577,-102.245863
01DPR0095Z,HACIENDA DE PABELLON DE HIDALGO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE HACIENDA SAN JOSE DE GUADALUPE,105,HACIENDAS DE AGUASCALIENTES 1A SECCION,20133,21.888577,-102.245863
01DPR0096Z,AZTLAN,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE BALCONES DEL NORTE,0,BALCONES DE OJOCALIENTE,20263,21.862738,-102.25012
01DPR0098X,FUNDADORES MEXICANOS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,PROLONGACIÓN DIAGONAL ALFIL,0,LOMAS DEL AJEDREZ,20299,21.844461,-102.248307
01DPR0099W,VICENTA TRUJILLO,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,PUERTECITO DE LA VIRGEN,RURAL,CALLE 16 DE SEPTIEMBRE,0,NINGUNO,20320,21.960278,-102.268889
01DPR0100V,ANDANAC-NISSAN NUM. 8,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE AMALIA GOMEZ ZEPEDA,0,PERIODISTAS,20299,21.853629,-102.24993
01DPR0101U,JOSE MARIA MORELOS Y PAVON,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,NORIAS DEL PASO HONDO,URBANO,NINGUNO NINGUNO,0,NINGUNO,0,21.861389,-102.208889
01DPR0102T,MARIE CURIE,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE PASEOS DE CIENEGA GRANDE,101,PASEOS DE AGUASCALIENTES,20911,21.966821,-102.297951
01DPR0103S,ANDANAC-NISSAN NUM. 8,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE AMALIA GOMEZ ZEPEDA,0,PERIODISTAS,20299,21.853629,-102.24993
01DPR0104R,ISIDRO SALAZAR MORALES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE LA SALUD,0,JOSE GUADALUPE PERALTA GAMEZ,20196,21.868176,-102.23762
01DPR0105Q,JOSE MARIA IGLESIAS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MAR DE GALILEA,197,OLIVARES SANTANA,20010,21.894332,-102.315543
01DPR0106P,CARLOS MARX,PÚBLICO,AGUASCALIENTES,ASIENTOS,EL EPAZOTE,RURAL,CALLE HIDALGO,3,NINGUNO,20700,22.045,-101.869167
01DPR0108N,IGNACIO ALLENDE,PÚBLICO,AGUASCALIENTES,CALVILLO,LAS TINAJAS,RURAL,NINGUNO NINGUNO,0,NINGUNO,20800,21.813056,-102.775833
01DPR0109M,CARLOS A. CARRILLO,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS GÓMEZ PORTUGAL (MARGARITAS),URBANO,CALLE ALEGRIA,220,CENTRO,0,21.994874,-102.284515
01DPR0110B,EMILIANO ZAPATA,PÚBLICO,AGUASCALIENTES,ASIENTOS,TANQUE VIEJO,RURAL,CALLE EMILIANO ZAPATA,10,NINGUNO,20700,22.057222,-101.928889
01DPR0112Z,IGNACIO MANUEL ALTAMIRANO,PÚBLICO,AGUASCALIENTES,CALVILLO,LA RINCONADA,RURAL,CALLE IGNACIO M. ALTAMIRANO,0,NINGUNO,20800,21.789167,-102.797778
01DPR0113Z,DAVID SERNA,PÚBLICO,AGUASCALIENTES,CALVILLO,PRESA DE LOS SERNA,RURAL,AVENIDA MIGUEL HIDALGO,0,NINGUNO,20800,21.806389,-102.839444
01DPR0114Y,18 DE MARZO,PÚBLICO,AGUASCALIENTES,CALVILLO,LOS PATOS,RURAL,CALLE ZARAGOZA,104,NINGUNO,20800,21.853889,-102.748889
01DPR0115X,FRANCISCO GONZALEZ BOCANEGRA,PÚBLICO,AGUASCALIENTES,CALVILLO,LA PANADERA,RURAL,CALLE JALISCO,0,NINGUNO,20800,21.865,-102.6975
01DPR0116W,PROF. ENRIQUE OLIVARES SANTANA,PÚBLICO,AGUASCALIENTES,COSÍO,COSÍO,URBANO,CALLE MEXICO,902,NINGUNO,20460,22.363941,-102.302086
01DPR0117V,TERESA ARTEAGA DE FLORES MAGON,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE ALTEA,102,LOMAS DEL CHAPULIN,20289,21.856493,-102.245822
01DPR0118U,EMILIANO ZAPATA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MIGUEL HIDALGO,0,SALTO DE OJOCALIENTE,20263,21.867206,-102.247091
01DPR0119T,FERNANDO MONTES DE OCA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MARIANO AZUELA,0,INSURGENTES,20287,21.854853,-102.311575
01DPR0121H,AGUSTIN MELGAR,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE LIC. LUIS CABRERA,411,INSURGENTES,20287,21.848473,-102.305797
01DPR0123F,AGUSTIN MELGAR,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE LIC. LUIS CABRERA,411,INSURGENTES,20287,21.848473,-102.305797
01DPR0124E,GENERAL MANUEL PEREZ TREVIÑO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE JARDIN DE GUADALUPE ORIENTE,108,DE GUADALUPE,0,21.884672,-102.301609
01DPR0126C,JUAN DE LA BARRERA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE BELIZARIO DOMINGUEZ,418,INSURGENTES,20287,21.853335,-102.306286
01DPR0129Z,VICENTE SUAREZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA DE LOS MAESTROS,0,INSURGENTES,20287,21.853552,-102.316467
01DPR0131O,MARGARITA MAZA DE JUAREZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE FATIMA,0,SAN MARCOS,20070,21.875632,-102.316404
01DPR0134L,BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,PABELLÓN DE HIDALGO,URBANO,CALLE OLIVARES SANTANA,0,NINGUNO,20420,22.172693,-102.338089
01DPR0136J,IRINEO RUIZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,EL OCOTE,RURAL,NINGUNO NINGUNO,0,NINGUNO,20373,21.781691,-102.51723
01DPR0137I,JUSTO SIERRA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,PEDERNAL PRIMERO,RURAL,CALLE ALFONSO RUIZ REQUENA,202,NINGUNO,20980,21.891389,-102.506389
01DPR0138H,LEONA VICARIO,PÚBLICO,AGUASCALIENTES,EL LLANO,LA UNIÓN (LA PAZ),RURAL,NINGUNO NINGUNO,0,NINGUNO,20330,21.87,-102.038333
01DPR0139G,DR. PEDRO DE ALBA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE RICARDO R. GARCIA,133,MODELO,20080,21.877477,-102.309272
01DPR0141V,RICARDO FLORES MAGON,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,EL SALITRILLO,RURAL,CALLE LATERAL ORIENTE,101,NINGUNO,20400,22.1825,-102.295556
01DPR0142U,CARMEN SERDAN,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MARIANO ABAD,205,MARTINEZ DOMINGUEZ,20280,21.854613,-102.298454
01DPR0143T,DAVID G. BERLANGA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE DR. SALVADOR QUEZADA LIMON,2024,CURTIDORES,20040,21.88608,-102.319138
01DPR0144S,IGNACIO RAMIREZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE AQUILES SERDAN,1031,SAN PABLO,20050,21.89575,-102.303426
01DPR0146Q,LAZARO CARDENAS,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,EL CHAYOTE,RURAL,CALLE VENUSTIANO CARRANZA,0,NINGUNO,20600,22.287222,-102.238333
01DPR0147P,IGNACIO ZARAGOZA,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,MESILLAS,RURAL,CALLE IGNACIO ZARAGOZA,9,NINGUNO,20600,22.315,-102.167778
01DPR0149N,VICENTE GUERRERO,PÚBLICO,AGUASCALIENTES,CALVILLO,CALVILLO,URBANO,CALLE RASTRO,0,NINGUNO,20800,21.849105,-102.718078
01DPR0150C,TEODORO OLIVARES,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,URBANO,CALLE EFRÉN GONZÁLEZ,1,JARDINES DE PABELLÓN,20673,22.152332,-102.27861
01DPR0151B,FRANCISCO GONZALEZ BOCANEGRA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,LA TOMATINA,RURAL,AVENIDA LA TOMATINA,109,NINGUNO,20040,21.901944,-102.415
01DPR0152A,JOSE GUADALUPE POSADA,PÚBLICO,AGUASCALIENTES,CALVILLO,PUERTA DE FRAGUA (PRESA LA CODORNIZ),RURAL,CALLE EUCALIPTO,0,NINGUNO,20800,21.998056,-102.673611
01DPR0153Z,RICARDO FLORES MAGON,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,EL SAUCILLO,RURAL,CALLE LIBERTAD,0,NINGUNO,20400,22.258611,-102.298056
01DPR0154Z,JARDINES DE AGUASCALIENTES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE JARDIN DE ZARAGOZA,0,JARDINES DE LA ASUNCION,20270,21.864155,-102.2873
01DPR0155Y,EZEQUIEL A. CHAVEZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA PARQUE VIA,605,SANTA ANITA,20169,21.897535,-102.273212
01DPR0158V,JOSE LANDEROS GUTIERREZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA FUNDADORES,0,IV CENTENARIO,20260,21.870117,-102.280125
