nom_ar,nom_en,muhafaza_ar,muhafaza_en,wilaya_ar,wilaya_en,type
الشيخ حمدان بن خميس اليوسفي للتعليم الأساسي للبنين الصفوف (7-10),Alsheikh Hamdan bin khamis AL-yousufi boys (7-10(,محافظه مسقط,Muscat,السـيب,,حكومية / Public
الشيخ سعيد بن حمد الحارثى للتعليم الاساسى للبنين الصفوف (7-9),Alsheikh Said bin Hamad AL-Harthi boys (7-9),محافظه مسقط,Muscat,السـيب,,حكومية / Public
الشيخ سالم بن حمود السيابي للتعليم الأساسي للبنين الصفوف (5-8),Alsheikh Salem bin Hmoud Al-Siyabi school boy5-8,محافظه مسقط,Muscat,السـيب,,حكومية / Public
اميمه بنت خلف للتعليم الاساسى للبنات الصفوف (5-10) مسائى,Amaima bint Khalaf basic school for girl{5-10},محافظه مسقط,Muscat,السـيب,,حكومية / Public
روضة الطفل الطموح الخاصة,Ambitious Kids Private Kindergarten,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة أنس بن مالك الخاصة,Anas Bin Malik Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
أنس بن النضر للتعليم الأساسي للبنين الصفوف (7-10),Anes bin AL-Nazer school for boys (7-10),محافظه مسقط,Muscat,السـيب,,حكومية / Public
السيب للتعليم الاساسى الصفوف (1-4),Aseeb basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
أصيلة بنت قيس البوسعيدية للتعليم الأساسي للبنات الصفوف (5-8),Aseela bint Qais Ai_Busaeediya basic school for g,محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة السلام الخاصة,Assalam Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
عاتكه بنت زيد للتعليم الاساسي للبنات الصفوف(6-10),Ateeka bint Zaid basic school for girls {6-10},محافظه مسقط,Muscat,السـيب,,حكومية / Public
عائشة بنت عبدالله الراسبية للتعليم الأساسي للبنات الصفوف (5-8),Aysha bint Abdullah AL-Raseebiya basic school gir,محافظه مسقط,Muscat,السـيب,,حكومية / Public
عائشة بنت مسعود العامرية للتعليم الأساسي للبنات الصفوف (7-10),Aysha bint Masoud Al-Ameriya basic school (10-7),محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة الناشئ الذكي الخاصة,BYPS Brilliant Youth Private School - Al Khod,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
بهجه الانوار للتعليم الاساسى الصفوف (1-4),Bahjat Al-Anwaar basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
بركة بنت ثعلبة للبنات الصفوف (11-12),Barka bint Thaalaba school for girls (11-12),محافظه مسقط,Muscat,السـيب,,حكومية / Public
بساتين المعرفه للتعليم الاساسى الصفوف(1-4),Basatin Al-Maarefa basic school grade(1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة شلتنهام كوليدج,Cheltenham Muscat School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة دانة العلوم الخاصة,Danat Aluloom Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة ضياء المستقبل الخاصة,Dhiya Al Mostaqbal Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة داون هاوس مسقط,Downe House Muscat,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة دروب العلم الخاصة,Droob Al-Elm private school,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
دره الاجيال للتعليم الاساسى الصفوف (1-4),Durat Al-Ajyaal basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
فاطمة بنت الوليد للتعليم الأساسي للبنات الصفوف (8-10),Fatima bint Al-walid basic school for girls{8-10{,محافظه مسقط,Muscat,السـيب,,حكومية / Public
أجيال المعرفة الخاصة,Generations of knowledge private school,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
روضة غراس المستقبل الخاصة,Gerass Al Mostakbal School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
Granada Private School,Granada Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
Gulf Star Private School,Gulf Star Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة نجم الخليج الخاصة,Gulf Star Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
حفص بن راشد للتعليم الأساسي للبنين الصفوف (9-12),Hafs bin Rashid school for boys (9-12,محافظه مسقط,Muscat,السـيب,,حكومية / Public
حيل العوامر للتعليم الأساسي للبنات الصفوف (9-12),Hail Al-Awamer basic school for girls (9-12),محافظه مسقط,Muscat,السـيب,,حكومية / Public
المدرسة الهندية بالمعبيلة,Indian School Al Maabela (ISAM),محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
المدرسة الهندية بالسيب,Indian School Al Seeb (ISAS),محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة حيفر بن الجلندى الخاصة,Jaifar Ibn Al Julanda Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
جميله بنت ثابت للتعليم الاساسي الصفوف(1-9),Jameela bint Thabet basic school{1-9},محافظه مسقط,Muscat,السـيب,,حكومية / Public
جوهره مسقط للتعليم الاساسى للبنات الصفوف(5-6),Jawharat Muscat basic for girls (5-6),محافظه مسقط,Muscat,السـيب,,حكومية / Public
جنادة بن مالك الازدي للتعليم الأساسي للبنين الصفوف (5-6) مسائي,Junada Malik Al-uzdi basic school for boys(5-6),محافظه مسقط,Muscat,السـيب,,حكومية / Public
كعب بن زيد للتعليم الأساسي للبنين الصفوف (5-10),Kaab bin Zaid basic school boys (5-10),محافظه مسقط,Muscat,السـيب,,حكومية / Public
خريس الحبوس للتعليم الاساسي للبنبن الصفوف(8-10),Khreis Alabous basic school for boys (8-10),محافظه مسقط,Muscat,السـيب,,حكومية / Public
حضانة عالم الأطفال,Kids World Nursery,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
كنوز المعرفه للتعليم الاساسى الصفوف(1-4) صباحى,Kounuz Al-Maareefa basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
كنوز المعرفه للتعليم الاساسى الصفوف (1-4) مسائى,Kounuz Al-Maareefa basic school(1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة القادة الخاصة,Leaders Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الحياة الخاصة,Life private school,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
حضانة المستكشفون الصغار,Little Explorers Nursery,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة القائد الصغير الخاصة,Little Leader Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة ماس الخاصة,Maas Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
Manar Alhikmah Private School,Manar Alhikmah Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
منار العلم للتعليم الاساسى للبنين الصفوف(5-9),Mannar Al-Elm basic for boys {5 - 9},محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة مشاعل مسقط الخاصة فرع السيب,Mashaail Muscat Private School (MMPS),محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة مشاعل مسقط الخاصة فرع السيب,Mashaail Muscat Private School - Maabela,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة مازن بن غضوبة الخاصة(ثنائية اللغة),Mazin Bin Ghadoubah Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة المعرفة الحديثة الخاصة,Modern Knowledge Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
محمد بن شيخان السالمي للتعليم الأساسي للبنين الصفوف (7-10),Mohamed bin Sheikhan AL-Salmi school boys (7-10),محافظه مسقط,Muscat,السـيب,,حكومية / Public
محمد بن على المنذرى للتعليم الاساسى للبنين الصفوف(5-9),Mohammed bin Ali Al-Munzary  basic school grade(5-,محافظه مسقط,Muscat,السـيب,,حكومية / Public
موسى بن نصير للتعليم الاساسى للبنين الصفوف (10-12),Moosa bin Naseer basic school for boys (10-12),محافظه مسقط,Muscat,السـيب,,حكومية / Public
مصعب بن الزبير للتعليم الاساسى للبنين الصفوف (5-9),Musaab bin Al-Zubair basic school { 5 - 9 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة متعة التعليم الخاصة,Muscat Academy Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
نجيه بنت عامر الحجريه للتعليم الاساسى للبنات الصفوف (5-7),Najia bint Amer Al-Hajria basic school for girls,محافظه مسقط,Muscat,السـيب,,حكومية / Public
نسيبه بنت كعب للتعليم الاساسى للبنات الصفوف (10-12),Naseeba bint Kaab for girls { 10 - 12 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
National Private School Mabelah,National Private School Mabelah,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة نبراس الهدى الخاصة,Nebras Al Huda Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
New Generation Private School,New Generation Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة نور الإبداع الخاصة,Noor Al Ibdaa Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الهندية القديمة - الحيل,Old Indian School - Al Hail,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
المركز الإسلامي الهندي بعمان,Oman Indian Islahi Centre,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة وادي الجنان الخاصة,Paradise Valley Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة قبس المعرفة الخاصة,Qabas Al Maarifa Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة قطوف المعرفة الخاصة,Qatouf Almarifah Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
روضه الفكر للتعليم الاساسى الصفوف (1-4),Raudhat Al-Fikr basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة شعاع الأمل الخاصة,Ray of Hope Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة ربوع العلم الخاصة,Reboa Alelm Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
رحاب المعرفه للتعليم الاساسى الصفوف (1-4),Rihaab Al-Maarefa basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
رؤى المستقبل للتعليم الاساسى  الصفوف (1-4),Roaa Al mostaqbal basic school {1-4},محافظه مسقط,Muscat,السـيب,,حكومية / Public
Sama Muscat Private School,Sama Muscat Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة سناء العلم الخاصة,Sanaa Al-Elm Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة صرح الجامعة الخاصة,Sarh Al Jaameah Private School (SAPS),محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة صرح التفوق الخاصة,Sarh Al Tafaouq Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة التميز العلمي الخاصة للتعليم المبكر,Scientific Excellence Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
