id,nom_ecole,type_code,type_nom,statut,annee,latitude,longitude,commune_code,commune_fi,commune_sv,seutukunta_code,seutukunta_fi,seutukunta_sv,maakunta_code,maakunta_fi,maakunta_sv
08888,Tusby träsk svenska skola,11,Peruskoulut,0,2025,60.415303,25.054554,245,Kerava,Kervo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08871,Aapiskujan koulu,11,Peruskoulut,0,2025,63.16205,23.831721,934,Vimpeli,Vimpeli,146,Järviseutu,Järviseutu,14,Etelä-Pohjanmaa,Södra Österbotten
03117,Aarnivalkean koulu,11,Peruskoulut,0,2025,60.182315,24.806708,049,Espoo,Esbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03874,Aavan koulu,12,Peruskouluasteen erityiskoulut,0,2025,60.926024,24.655727,165,Janakkala,Janakkala,051,Hämeenlinna,Tavastehus,05,Kanta-Häme,Egentliga Tavastland
03584,Ahjon koulu,11,Peruskoulut,0,2025,60.399352,25.140696,245,Kerava,Kervo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
05773,Ahlaisten koulu,11,Peruskoulut,0,2025,61.671818,21.630714,609,Pori,Björneborg,043,Pori,Björneborg,04,Satakunta,Satakunta
08458,Ahlströmin alakoulu,11,Peruskoulut,0,2025,61.862626,21.503206,484,Merikarvia,Sastmola,043,Pori,Björneborg,04,Satakunta,Satakunta
08374,Ahmasojan koulu,12,Peruskouluasteen erityiskoulut,0,2025,61.124552,22.130973,050,Eura,Eura,041,Rauma,Raumo,04,Satakunta,Satakunta
07735,Ahmon koulu,11,Peruskoulut,0,2025,63.08006,27.668579,749,Siilinjärvi,Siilinjärvi,112,Kuopio,Kuopio,11,Pohjois-Savo,Norra Savolax
06811,Ahokkalan koulu,11,Peruskoulut,0,2025,62.700734,29.921232,276,Kontiolahti,Kontiolahti,122,Joensuu,Joensuu,12,Pohjois-Karjala,Norra Karelen
07046,Ahonkylän koulu,11,Peruskoulut,0,2025,62.766675,22.677511,145,Ilmajoki,Ilmajoki,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
06565,Ahteen koulu,11,Peruskoulut,0,2025,63.931924,25.041888,535,Nivala,Nivala,176,Nivala-Haapajärvi,Nivala-Haapajärvi,17,Pohjois-Pohjanmaa,Norra Österbotten
03636,Ahtialan peruskoulu,11,Peruskoulut,0,2025,61.003616,25.771578,398,Lahti,Lahtis,071,Lahti,Lahtis,07,Päijät-Häme,Päijänne-Tavastland
08656,Ahvenisjärven koulu,11,Peruskoulut,0,2025,61.448785,23.860014,837,Tampere,Tammerfors,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
04753,Aitoon koulu,11,Peruskoulut,0,2025,61.337172,24.491775,635,Pälkäne,Pälkäne,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
06616,Aittakorven koulu,11,Peruskoulut,0,2025,60.493613,26.868959,285,Kotka,Kotka,082,Kotka-Hamina,Kotka-Fredrikshamn,08,Kymenlaakso,Kymmenedalen
06566,Aittolan koulu,11,Peruskoulut,2,2025,63.852372,24.986102,535,Nivala,Nivala,176,Nivala-Haapajärvi,Nivala-Haapajärvi,17,Pohjois-Pohjanmaa,Norra Österbotten
00827,Akaan lukio,15,Lukiot,0,2025,61.16206,23.871111,020,Akaa,Akaa,063,Etelä-Pirkanmaa,Södra Birkaland,06,Pirkanmaa,Birkaland
08181,Akvarellin koulu,11,Peruskoulut,0,2025,60.806911,23.615361,061,Forssa,Forssa,053,Forssa,Forssa,05,Kanta-Häme,Egentliga Tavastland
05555,Alahärmän yhtenäiskoulu,11,Peruskoulut,0,2025,63.237528,22.8617,233,Kauhava,Kauhava,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
00002,Alajärven lukio,15,Lukiot,0,2025,63.007964,23.818708,005,Alajärvi,Alajärvi,146,Järviseutu,Järviseutu,14,Etelä-Pohjanmaa,Södra Österbotten
06593,Alajärven yläkoulu,11,Peruskoulut,0,2025,63.007964,23.818708,005,Alajärvi,Alajärvi,146,Järviseutu,Järviseutu,14,Etelä-Pohjanmaa,Södra Österbotten
04279,Alakorkalon koulu,11,Peruskoulut,0,2025,66.462285,25.606053,698,Rovaniemi,Rovaniemi,191,Rovaniemi,Rovaniemi,19,Lappi,Lappland
04108,Alakylän koulu,11,Peruskoulut,0,2025,67.354364,24.890787,261,Kittilä,Kittilä,196,Tunturi-Lappi,Tunturi-Lappi,19,Lappi,Lappland
06594,Alakylän koulu,11,Peruskoulut,0,2025,63.023802,23.682694,005,Alajärvi,Alajärvi,146,Järviseutu,Järviseutu,14,Etelä-Pohjanmaa,Södra Österbotten
06899,Alakylän koulu,11,Peruskoulut,0,2025,62.792489,22.774803,743,Seinäjoki,Seinäjoki,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
06788,Alanurmon koulu,11,Peruskoulut,0,2025,62.944654,23.004381,408,Lapua,Lappo,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
06018,Alapitkän koulu,11,Peruskoulut,0,2025,63.201709,27.538584,402,Lapinlahti,Lapinlahti,111,Ylä-Savo,Norra Savolax,11,Pohjois-Savo,Norra Savolax
07782,Alarannan koulu,11,Peruskoulut,0,2025,65.322763,25.31542,139,Ii,Ii,173,Oulunkaari,Oulunkaari,17,Pohjois-Pohjanmaa,Norra Österbotten
07903,Alasenjärven peruskoulu,11,Peruskoulut,0,2025,61.01291,25.800613,398,Lahti,Lahtis,071,Lahti,Lahtis,07,Päijät-Häme,Päijänne-Tavastland
03294,Alavan koulu,12,Peruskouluasteen erityiskoulut,0,2025,62.885932,27.663429,297,Kuopio,Kuopio,112,Kuopio,Kuopio,11,Pohjois-Savo,Norra Savolax
06252,Alavieskan yhtenäiskoulu,11,Peruskoulut,0,2025,64.165061,24.30134,009,Alavieska,Alavieska,177,Ylivieska,Ylivieska,17,Pohjois-Pohjanmaa,Norra Österbotten
06931,Alaviitalan koulu,11,Peruskoulut,0,2025,62.625752,22.975605,743,Seinäjoki,Seinäjoki,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
00003,Alavuden lukio,15,Lukiot,0,2025,62.592401,23.614762,010,Alavus,Alavus,144,Kuusiokunnat,Kuusiokunnat,14,Etelä-Pohjanmaa,Södra Österbotten
05295,Alavuden yläkoulu,11,Peruskoulut,0,2025,62.592986,23.619977,010,Alavus,Alavus,144,Kuusiokunnat,Kuusiokunnat,14,Etelä-Pohjanmaa,Södra Österbotten
03148,Alberga skola,11,Peruskoulut,0,2025,60.416237,22.319209,202,Kaarina,S:t Karins,023,Turku,Åbo,02,Varsinais-Suomi,Egentliga Finland
08847,Albert Edelfeltin koulu,11,Peruskoulut,0,2025,60.38817,25.647474,638,Porvoo,Borgå,015,Porvoo,Borgå,01,Uusimaa,Nyland
04498,Aleksanterin koulu,11,Peruskoulut,0,2025,64.504841,25.650431,791,Siikalatva,Siikalatva,175,Haapavesi-Siikalatva,Haapavesi-Siikalatva,17,Pohjois-Pohjanmaa,Norra Österbotten
03380,Aleksis Kiven koulu,11,Peruskoulut,0,2025,60.137063,24.226387,755,Siuntio,Sjundeå,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03002,Aleksis Kiven peruskoulu,11,Peruskoulut,0,2025,60.188114,24.951266,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08524,Alhaisten koulu,11,Peruskoulut,0,2025,60.374306,23.132915,734,Salo,Salo,022,Salo,Salo,02,Varsinais-Suomi,Egentliga Finland
03383,Alhoniityn koulu,11,Peruskoulut,0,2025,61.486285,23.491346,536,Nokia,Nokia,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
03812,Ali-Juhakkalan koulu,12,Peruskouluasteen erityiskoulut,2,2025,60.993679,25.566563,398,Lahti,Lahtis,071,Lahti,Lahtis,07,Päijät-Häme,Päijänne-Tavastland
08903,Ali-Keravan koulu,11,Peruskoulut,0,2025,60.398661,25.115123,245,Kerava,Kervo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
00004,Alppilan lukio,15,Lukiot,0,2025,60.192579,24.939768,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03837,Alvarin koulu,11,Peruskoulut,0,2025,62.809504,23.507295,300,Kuortane,Kuortane,144,Kuusiokunnat,Kuusiokunnat,14,Etelä-Pohjanmaa,Södra Österbotten
08121,Alvettulan koulu,11,Peruskoulut,0,2025,61.19894,24.487124,109,Hämeenlinna,Tavastehus,051,Hämeenlinna,Tavastehus,05,Kanta-Häme,Egentliga Tavastland
03256,Amosparkens skola,11,Peruskoulut,0,2025,60.171076,22.731067,322,Kemiönsaari,Kimitoön,021,Åboland-Turunmaa,Åboland-Turunmaa,02,Varsinais-Suomi,Egentliga Finland
00028,Anna Tapion koulu,11,Peruskoulut,0,2025,61.340082,24.493225,635,Pälkäne,Pälkäne,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
03379,Annalan koulu,11,Peruskoulut,0,2025,61.464161,23.89698,837,Tampere,Tammerfors,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
08842,Antinkankaan koulu,11,Peruskoulut,0,2025,64.690219,24.518043,678,Raahe,Brahestad,174,Raahe,Brahestad,17,Pohjois-Pohjanmaa,Norra Österbotten
08103,Anttilan koulu,11,Peruskoulut,0,2025,60.493157,25.095276,186,Järvenpää,Träskända,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
07161,Anttolan koulu,11,Peruskoulut,0,2025,61.884992,29.0871,740,Savonlinna,Nyslott,103,Savonlinna,Nyslott,10,Etelä-Savo,Södra Savolax
06133,Anttolan yhtenäiskoulu,11,Peruskoulut,0,2025,61.584436,27.647163,491,Mikkeli,S:t Michel,101,Mikkeli,S:t Michel,10,Etelä-Savo,Södra Savolax
03391,Apollon yhteiskoulu,19,Perus- ja lukioasteen koulut,0,2025,60.201696,24.878242,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03743,Arabian peruskoulu,11,Peruskoulut,0,2025,60.204402,24.973114,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
00007,Arkadian yhteislyseon lukio,15,Lukiot,0,2025,60.380001,24.737761,543,Nurmijärvi,Nurmijärvi,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08376,Armfeltin koulu,11,Peruskoulut,0,2025,60.400881,23.078047,734,Salo,Salo,022,Salo,Salo,02,Varsinais-Suomi,Egentliga Finland
07023,Aron koulu,11,Peruskoulut,0,2025,62.455253,22.221123,232,Kauhajoki,Kauhajoki,141,Suupohja,Suupohja,14,Etelä-Pohjanmaa,Södra Österbotten
04002,Arpelan koulu,11,Peruskoulut,0,2025,66.020659,24.382027,851,Tornio,Torneå,192,Kemi-Tornio,Kemi-Torneå,19,Lappi,Lappland
05105,Arppen koulu,11,Peruskoulut,0,2025,62.102772,30.133284,260,Kitee,Kitee,124,Keski-Karjala,Mellersta Karelen,12,Pohjois-Karjala,Norra Karelen
08226,Arvo Ylpön koulu,11,Peruskoulut,0,2025,61.166097,23.863847,020,Akaa,Akaa,063,Etelä-Pirkanmaa,Södra Birkaland,06,Pirkanmaa,Birkaland
04400,Aseman koulu,11,Peruskoulut,0,2025,65.198624,25.396958,564,Oulu,Uleåborg,171,Oulu,Uleåborg,17,Pohjois-Pohjanmaa,Norra Österbotten
04522,Aseman koulu,11,Peruskoulut,0,2025,62.303856,26.485098,077,Hankasalmi,Hankasalmi,131,Jyväskylä,Jyväskylä,13,Keski-Suomi,Mellersta Finland
05311,Aseman koulu,11,Peruskoulut,0,2025,62.620053,23.606087,010,Alavus,Alavus,144,Kuusiokunnat,Kuusiokunnat,14,Etelä-Pohjanmaa,Södra Österbotten
06948,Aseman koulu,11,Peruskoulut,0,2025,62.912305,22.523334,743,Seinäjoki,Seinäjoki,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
07783,Aseman koulu,11,Peruskoulut,0,2025,65.31903,25.4476,139,Ii,Ii,173,Oulunkaari,Oulunkaari,17,Pohjois-Pohjanmaa,Norra Österbotten
07794,Aseman koulu,11,Peruskoulut,0,2025,60.570545,27.18829,075,Hamina,Fredrikshamn,082,Kotka-Hamina,Kotka-Fredrikshamn,08,Kymenlaakso,Kymmenedalen
07992,Aseman koulu,11,Peruskoulut,0,2025,61.061128,23.633117,887,Urjala,Urjala,063,Etelä-Pirkanmaa,Södra Birkaland,06,Pirkanmaa,Birkaland
08086,Aseman koulu,11,Peruskoulut,0,2025,60.632844,24.858063,106,Hyvinkää,Hyvinge,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08464,Aseman koulu,11,Peruskoulut,0,2025,60.656067,21.956005,503,Mynämäki,Mynämäki,023,Turku,Åbo,02,Varsinais-Suomi,Egentliga Finland
08013,Asemanpellon koulu,11,Peruskoulut,0,2025,60.259131,24.125383,444,Lohja,Lojo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
07956,Asemanseudun koulu,11,Peruskoulut,0,2025,60.785441,22.91148,430,Loimaa,Loimaa,025,Loimaa,Loimaa,02,Varsinais-Suomi,Egentliga Finland
04614,Askaisten koulu,11,Peruskoulut,0,2025,60.573312,21.874968,481,Masku,Masku,023,Turku,Åbo,02,Varsinais-Suomi,Egentliga Finland
03498,Askiston koulu,11,Peruskoulut,0,2025,60.27854,24.776825,092,Vantaa,Vanda,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
07253,"Askolan koulu, alakoulu",11,Peruskoulut,0,2025,60.52671,25.584971,018,Askola,Askola,015,Porvoo,Borgå,01,Uusimaa,Nyland
07251,"Askolan koulu, yläkoulu",11,Peruskoulut,0,2025,60.52671,25.584971,018,Askola,Askola,015,Porvoo,Borgå,01,Uusimaa,Nyland
00009,Askolan lukio,15,Lukiot,0,2025,60.52671,25.584971,018,Askola,Askola,015,Porvoo,Borgå,01,Uusimaa,Nyland
03500,Atalan koulu,11,Peruskoulut,0,2025,61.507996,23.916398,837,Tampere,Tammerfors,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
08548,Aunelan koulu,11,Peruskoulut,0,2025,60.45693,22.200665,853,Turku,Åbo,023,Turku,Åbo,02,Varsinais-Suomi,Egentliga Finland
08363,Auran yhtenäiskoulu,11,Peruskoulut,0,2025,60.650413,22.589845,019,Aura,Aura,025,Loimaa,Loimaa,02,Varsinais-Suomi,Egentliga Finland
04021,Auranlaakson koulu,11,Peruskoulut,0,2025,60.448622,22.381392,202,Kaarina,S:t Karins,023,Turku,Åbo,02,Varsinais-Suomi,Egentliga Finland
03851,Aurinkokiven koulu,11,Peruskoulut,0,2025,60.319144,24.8519,092,Vantaa,Vanda,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03724,Aurinkolahden peruskoulu,11,Peruskoulut,0,2025,60.203473,25.145298,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03732,Aurinkorinteen koulu,11,Peruskoulut,0,2025,62.837088,27.668611,297,Kuopio,Kuopio,112,Kuopio,Kuopio,11,Pohjois-Savo,Norra Savolax
03911,Aurinkovuoren koulu,11,Peruskoulut,0,2025,61.176479,25.525296,016,Asikkala,Asikkala,071,Lahti,Lahtis,07,Päijät-Häme,Päijänne-Tavastland
03118,Auroran koulu,11,Peruskoulut,0,2025,60.232473,24.713623,235,Kauniainen,Grankulla,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03814,Auroran koulu,11,Peruskoulut,0,2025,61.422477,21.871372,886,Ulvila,Ulvsby,043,Pori,Björneborg,04,Satakunta,Satakunta
05436,Axåkers skola,11,Peruskoulut,0,2025,63.601313,22.784801,599,Pedersören kunta,Pedersöre,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
07928,Bergö skola,11,Peruskoulut,0,2025,62.973853,21.175889,475,Maalahti,Malax,152,Vaasa,Vasa,15,Pohjanmaa,Österbotten
08856,Billnäs skola,11,Peruskoulut,0,2025,60.081843,23.647718,710,Raasepori,Raseborg,014,Raasepori,Raseborg,01,Uusimaa,Nyland
03392,Björneborgs svenska samskola,19,Perus- ja lukioasteen koulut,0,2025,61.484681,21.789439,609,Pori,Björneborg,043,Pori,Björneborg,04,Satakunta,Satakunta
08758,Bobäcks skola,11,Peruskoulut,0,2025,60.176611,24.54402,257,Kirkkonummi,Kyrkslätt,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
07892,Bonäs-Vestersundsby skola,11,Peruskoulut,0,2025,63.6767,22.672116,598,Pietarsaari,Jakobstad,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
07761,Borgaregatans skola,11,Peruskoulut,0,2025,63.113721,21.632204,905,Vaasa,Vasa,152,Vaasa,Vasa,15,Pohjanmaa,Österbotten
05671,Borgby skola,11,Peruskoulut,0,2025,60.407413,25.308801,753,Sipoo,Sibbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
00024,Borgå Gymnasium,15,Lukiot,0,2025,60.390528,25.665915,638,Porvoo,Borgå,015,Porvoo,Borgå,01,Uusimaa,Nyland
05565,Bosund skola,11,Peruskoulut,0,2025,63.819541,22.849826,440,Luoto,Larsmo,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
03104,Botby grundskola,11,Peruskoulut,0,2025,60.218785,25.09143,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
05672,Boxby skola,11,Peruskoulut,0,2025,60.305756,25.390202,753,Sipoo,Sibbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08787,Bromarv skola,11,Peruskoulut,0,2025,59.989716,23.034908,710,Raasepori,Raseborg,014,Raasepori,Raseborg,01,Uusimaa,Nyland
00026,Brändö gymnasium,15,Lukiot,0,2025,60.186023,25.002022,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
06859,Brändö låg- och högstadium,11,Peruskoulut,0,2025,60.419042,21.023319,035,Brändö,Brändö,213,Ålands skärgård,Ålands skärgård,21,Ahvenanmaa,Åland
03059,Brändö lågstadieskola,11,Peruskoulut,0,2025,60.186023,25.002022,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
05630,Bäckby skola,11,Peruskoulut,0,2025,63.624129,23.114472,599,Pedersören kunta,Pedersöre,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
03682,Carea-koulu,12,Peruskouluasteen erityiskoulut,2,2025,60.902025,26.572735,286,Kouvola,Kouvola,081,Kouvola,Kouvola,08,Kymenlaakso,Kymmenedalen
06755,Centralskolan,11,Peruskoulut,0,2025,63.730581,23.034144,288,Kruunupyy,Kronoby,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
06764,Chydenius skola,11,Peruskoulut,0,2025,63.843174,23.145224,272,Kokkola,Karleby,162,Kokkola,Karleby,16,Keski-Pohjanmaa,Mellersta Österbotten
03693,Cronhjelmskolan,11,Peruskoulut,0,2025,63.758433,22.745905,440,Luoto,Larsmo,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
03662,Crusellin peruskoulu,11,Peruskoulut,0,2025,60.162557,24.919354,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
05776,Cygnaeuksen koulu,11,Peruskoulut,0,2025,61.481642,21.789967,609,Pori,Björneborg,043,Pori,Björneborg,04,Satakunta,Satakunta
08808,Cygnaeus skola,11,Peruskoulut,0,2025,60.453192,22.263769,853,Turku,Åbo,023,Turku,Åbo,02,Varsinais-Suomi,Egentliga Finland
04619,Dalsbruks skola,11,Peruskoulut,0,2025,60.023163,22.497159,322,Kemiönsaari,Kimitoön,021,Åboland-Turunmaa,Åboland-Turunmaa,02,Varsinais-Suomi,Egentliga Finland
08777,Degerby skola,11,Peruskoulut,0,2025,60.090575,24.181602,149,Inkoo,Ingå,014,Raasepori,Raseborg,01,Uusimaa,Nyland
03607,Degerö lågstadieskola,11,Peruskoulut,0,2025,60.186774,25.043927,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03205,Dickursby skola,11,Peruskoulut,0,2025,60.295902,25.058688,092,Vantaa,Vanda,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
06763,Donnerska skolan,11,Peruskoulut,0,2025,63.843184,23.139909,272,Kokkola,Karleby,162,Kokkola,Karleby,16,Keski-Pohjanmaa,Mellersta Österbotten
03061,Drumsö lågstadieskola,11,Peruskoulut,0,2025,60.157571,24.87743,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
06863,Eckerö lågstadium,11,Peruskoulut,0,2025,60.224144,19.55673,043,Eckerö,Eckerö,212,Ålands landsbygd,Ålands landsbygd,21,Ahvenanmaa,Åland
03356,Edsevö skola,11,Peruskoulut,0,2025,63.632028,22.838655,599,Pedersören kunta,Pedersöre,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
03345,Edsevön koulu,11,Peruskoulut,0,2025,63.632028,22.838655,599,Pedersören kunta,Pedersöre,154,Jakobstadsregionen,Jakobstadsregionen,15,Pohjanmaa,Österbotten
06001,Edvin Laineen koulu,11,Peruskoulut,0,2025,63.557635,27.184889,140,Iisalmi,Idensalmi,111,Ylä-Savo,Norra Savolax,11,Pohjois-Savo,Norra Savolax
03563,Eestinkallion koulu,11,Peruskoulut,0,2025,60.318203,24.760637,092,Vantaa,Vanda,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08025,Ehnroosin koulu,11,Peruskoulut,0,2025,60.630055,25.321959,505,Mäntsälä,Mäntsälä,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
06082,Einari Vuorelan koulu,11,Peruskoulut,0,2025,62.300798,24.804291,249,Keuruu,Keuruu,133,Keuruu,Keuru,13,Keski-Suomi,Mellersta Finland
00316,Eiran aikuislukio,15,Lukiot,0,2025,60.155657,24.9428,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
00036,Ekenäs gymnasium,15,Lukiot,0,2025,59.973502,23.451771,710,Raasepori,Raseborg,014,Raasepori,Raseborg,01,Uusimaa,Nyland
08771,Ekenäs högstadieskola,11,Peruskoulut,0,2025,59.972702,23.447105,710,Raasepori,Raseborg,014,Raasepori,Raseborg,01,Uusimaa,Nyland
07643,Eklöfska skola,11,Peruskoulut,0,2025,60.343444,25.58748,638,Porvoo,Borgå,015,Porvoo,Borgå,01,Uusimaa,Nyland
03540,Elias-koulu,19,Perus- ja lukioasteen koulut,0,2025,60.157337,24.936514,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
07425,Elimäen yhtenäiskoulu,11,Peruskoulut,0,2025,60.721114,26.46106,286,Kouvola,Kouvola,081,Kouvola,Kouvola,08,Kymenlaakso,Kymmenedalen
00037,Elisenvaaran lukio,15,Lukiot,0,2025,60.707616,22.749425,636,Pöytyä,Pöytyä,025,Loimaa,Loimaa,02,Varsinais-Suomi,Egentliga Finland
03864,Elisenvaaran yhtenäiskoulu,11,Peruskoulut,0,2025,60.707616,22.749425,636,Pöytyä,Pöytyä,025,Loimaa,Loimaa,02,Varsinais-Suomi,Egentliga Finland
08878,Elomaan koulu,11,Peruskoulut,0,2025,61.636833,26.784281,097,Hirvensalmi,Hirvensalmi,101,Mikkeli,S:t Michel,10,Etelä-Savo,Södra Savolax
08641,Emäkosken koulu,11,Peruskoulut,0,2025,61.462716,23.497023,536,Nokia,Nokia,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
00394,Englantilainen koulu,19,Perus- ja lukioasteen koulut,0,2025,60.193608,24.896011,091,Helsinki,Helsingfors,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
06827,Enon koulu,11,Peruskoulut,0,2025,62.78888,30.15352,167,Joensuu,Joensuu,122,Joensuu,Joensuu,12,Pohjois-Karjala,Norra Karelen
07199,Enonkosken koulu,11,Peruskoulut,0,2025,62.088561,28.918893,046,Enonkoski,Enonkoski,103,Savonlinna,Nyslott,10,Etelä-Savo,Södra Savolax
00497,Enontekiön Erälukio,15,Lukiot,0,2025,68.384926,23.636999,047,Enontekiö,Enontekis,196,Tunturi-Lappi,Tunturi-Lappi,19,Lappi,Lappland
05777,Enäjärven koulu,11,Peruskoulut,0,2025,61.551299,21.631665,609,Pori,Björneborg,043,Pori,Björneborg,04,Satakunta,Satakunta
07619,Epoon koulu,11,Peruskoulut,0,2025,60.349513,25.837793,638,Porvoo,Borgå,015,Porvoo,Borgå,01,Uusimaa,Nyland
06567,Erkkilän koulu,11,Peruskoulut,0,2025,63.970708,25.044672,535,Nivala,Nivala,176,Nivala-Haapajärvi,Nivala-Haapajärvi,17,Pohjois-Pohjanmaa,Norra Österbotten
00594,Erkko-lukio,15,Lukiot,2,2025,60.816518,25.733859,560,Orimattila,Orimattila,071,Lahti,Lahtis,07,Päijät-Häme,Päijänne-Tavastland
07509,Eräjärven koulu,11,Peruskoulut,0,2025,61.572501,24.564809,562,Orivesi,Orivesi,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
07438,Eskolanmäen koulu,11,Peruskoulut,0,2025,60.852184,26.709737,286,Kouvola,Kouvola,081,Kouvola,Kouvola,08,Kymenlaakso,Kymmenedalen
03804,Eskon koulu,11,Peruskoulut,0,2025,60.759101,24.914116,086,Hausjärvi,Hausjärvi,052,Riihimäki,Riihimäki,05,Kanta-Häme,Egentliga Tavastland
03728,Espoo International School,11,Peruskoulut,0,2025,60.224781,24.322303,755,Siuntio,Sjundeå,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03725,Espoon kristillinen koulu,11,Peruskoulut,0,2025,60.161396,24.75108,049,Espoo,Esbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03554,Espoon steinerkoulu,19,Perus- ja lukioasteen koulut,0,2025,60.179465,24.732855,049,Espoo,Esbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
00039,Espoon yhteislyseo,15,Lukiot,0,2025,60.210106,24.751443,235,Kauniainen,Grankulla,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03157,Espoonlahden koulu,11,Peruskoulut,0,2025,60.239081,24.657825,049,Espoo,Esbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
00093,Espoonlahden lukio,15,Lukiot,0,2025,60.239081,24.657825,049,Espoo,Esbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03359,Etelä-Hervannan koulu,11,Peruskoulut,0,2025,61.443389,23.850066,837,Tampere,Tammerfors,064,Tampere,Tammerfors,06,Pirkanmaa,Birkaland
03898,Etelä-Nummelan koulu,11,Peruskoulut,0,2025,60.322149,24.313815,927,Vihti,Vichtis,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
03547,Etelä-Pohjanmaan Steiner-koulu,11,Peruskoulut,0,2025,62.772535,22.830268,743,Seinäjoki,Seinäjoki,142,Seinäjoki,Seinäjoki,14,Etelä-Pohjanmaa,Södra Österbotten
00494,Etelä-Tapiolan lukio,15,Lukiot,0,2025,60.179008,24.794684,049,Espoo,Esbo,011,Helsinki,Helsingfors,01,Uusimaa,Nyland
08146,Eteläinen koulu,11,Peruskoulut,0,2025,60.73334,24.764555,694,Riihimäki,Riihimäki,052,Riihimäki,Riihimäki,05,Kanta-Häme,Egentliga Tavastland
08122,Eteläisten koulu,11,Peruskoulut,0,2025,61.072793,24.682052,109,Hämeenlinna,Tavastehus,051,Hämeenlinna,Tavastehus,05,Kanta-Häme,Egentliga Tavastland
