"unique_id","province_code","geocode","source_id","provider","authority_id","authority_name","full_address","school_id","facility_name","streetAddress","postalCode","addressLocality","min_grade","max_grade","ISCED010","ISCED020","ISCED1","ISCED2","ISCED3","ISCED4Plus","is_OLMS","french_immersion","early_immersion","middle_immersion","late_immersion","facility_type","dguid","csdname","geometry","date_updated"
"b6326b14a88a60d3c896","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 129, Arnold's Cove A0B 1A0","400924","Tricentia Academy","Box 129","A0B 1A0","Arnold's Cove","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051001270","Arnold's Cove","POINT (-53.9840877 47.7650123)","2023-09-30"
"4b0989cde122afea0a95","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P. O. Box 260, Avondale A0A 1B0","400247","Roncalli Central High","P. O. Box 260","A0A 1B0","Avondale","7","12","0","0","0","1","1","0","0","0","0","0","0","H","2021A00051001464","Avondale","POINT (-53.1945927 47.419187)","2023-09-30"
"79dcae69af352dcf6fc2","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 190, Badger A0H 1A0","300398","Avoca Collegiate","Box 190","A0H 1A0","Badger","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051006026","Badger","POINT (-56.0419741 48.9763664)","2023-09-30"
"c56df2243c349da99c01","NL",10,74,"Employment and Social Development Canada","..","..","P.O Box 400, Badger","JPBE","Central Training Academy","","..","Badger","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051006026","Badger","","2024-08-09"
"1f9868f1625715eb721d","NL",10,74,"Employment and Social Development Canada","..","..","Baie Verte Campus, Baie Verte","JVAD","College of the North Atlantic, Baie Verte campus","Baie Verte Campus","..","Baie Verte","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","2021A00051008079","Baie Verte","POINT (-56.22679676 49.92035428)","2024-08-09"
"a4d11e968271c57fe5a1","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 430, 9 Columbus Drive, Baie Verte A0K 1B0","300125","Copper Ridge Academy","Box 430, 9 Columbus Drive","A0K 1B0","Baie Verte","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051008079","Baie Verte","POINT (-56.2269717 49.9243646)","2023-09-30"
"5fd30011cac993fe37e4","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 460, Bay Roberts A0A 1G0","400248","Amalgamated Academy","P.O. Box 460","A0A 1G0","Bay Roberts","6","9","0","0","1","1","0","0","0","1","0","0","1","I","2021A00051001409","Bay Roberts","POINT (-53.2768672 47.5908538)","2023-09-30"
"0e51ac167b7ad5ec390b","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 370, Bay Roberts A0A 1G0","400249","Ascension Collegiate","Box 370","A0A 1G0","Bay Roberts","10","12","0","0","0","0","1","0","0","1","0","0","1","SH","2021A00051001409","Bay Roberts","POINT (-53.2834225 47.5920405)","2023-09-30"
"51d069077a7e011581af","NL",10,74,"Employment and Social Development Canada","..","..",", Bay Roberts","JPBB","Canadian Training Institute","","..","Bay Roberts","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051001409","Bay Roberts","","2024-08-09"
"659648103bb679ba7761","NL",10,74,"Employment and Social Development Canada","..","..","239 Conception Bay Highway, Bay Roberts","JPAS","Keyin College — Bay Roberts","239 Conception Bay Highway","..","Bay Roberts","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051001370","Carbonear","POINT (-53.22004991 47.74187521)","2024-08-09"
"2401d73387fa5a110b7b","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 100, Bay de Verde A0A 1E0","400433","Tricon Elementary","P.O. Box 100","A0A 1E0","Bay de Verde","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001347","Bay de Verde","POINT (-52.9157085 48.1097708)","2023-09-30"
"96a0e8bfbbc2abd43d07","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 820, Bell Island A0A 4H0","400294","St. Augustine's Elementary","P.O. Box 820","A0A 4H0","Bell Island","k","9","0","1","1","1","0","0","0","0","0","0","0","E","..","..","","2023-09-30"
"1b59990c7cd907ab3954","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 400, Bell Island A0A 4H0","400296","St. Michael's Regional High","P.O. Box 400","A0A 4H0","Bell Island","7","12","0","0","0","1","1","0","0","0","0","0","0","H","..","..","","2023-09-30"
"9f00eb974e98df355d9f","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 95, Benoit's Cove A0L 1A0","200057","St. Peter's Academy","Box 95","A0L 1A0","Benoit's Cove","k","9","0","1","1","1","0","0","0","0","0","0","0","E","..","..","","2023-09-30"
"1aafa9f2c8a63768112b","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 130, 1 Forest Road, Bishop's Falls A0H 1C0","300400","Helen Tulk Elementary","Box 130, 1 Forest Road","A0H 1C0","Bishop's Falls","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051006019","Bishop's Falls","POINT (-55.4822316 49.0146444)","2023-09-30"
"68b26793653bed37e178","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 530, Bishop's Falls A0H 1C0","300402","Leo Burke Academy","Box 530","A0H 1C0","Bishop's Falls","7","12","0","0","0","1","1","0","0","0","0","0","0","H","2021A00051006019","Bishop's Falls","POINT (-55.5137645 48.9981204)","2023-09-30"
"85fa3306d088e04efc88","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Black Tickle, Black Tickle A0K 1N0","100001","St. Peter's School","Black Tickle","A0K 1N0","Black Tickle","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051010008","Division No. 10, Subd. B","POINT (-55.76 53.46)","2023-09-30"
"ad83a4a272f9bd857c06","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","General Delivery, Blaketown A0B 1R0","400464","Crescent Collegiate","General Delivery","A0B 1R0","Blaketown","7","12","0","0","0","1","1","0","0","1","0","0","1","H","2021A00051001293","Division No.  1, Subd. Y","POINT (-53.5587125 47.5069562)","2023-09-30"
"f7d28ede955826dfea7a","NL",10,74,"Employment and Social Development Canada","..","..","Bonavista Campus, Bonavista","JVAF","College of the North Atlantic, Bonavista campus","Bonavista Campus","..","Bonavista","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","2021A00051007023","Bonavista","","2024-08-09"
"a665d4c262b5490c50da","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 549, Bonavista A0C 1B0","400231","Discovery Collegiate","Box 549","A0C 1B0","Bonavista","7","12","0","0","0","1","1","0","0","0","0","0","0","H","2021A00051007023","Bonavista","POINT (-53.1016093 48.6421552)","2023-09-30"
"cdafc0ebb2ba49ea7ecc","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 640, Bonavista A0C 1B0","400232","Matthew Elementary School","Box 640","A0C 1B0","Bonavista","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051007023","Bonavista","","2023-09-30"
"ef175e0e2bec3cb459fc","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 640, Botwood A0H 1E0","300132","Botwood Collegiate","Box 640","A0H 1E0","Botwood","7","12","0","0","0","1","1","0","0","0","0","0","0","H","2021A00051006022","Botwood","POINT (-55.3574895 49.1436778)","2023-09-30"
"61ca87d514b433aa7716","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 5000, Botwood A0H 1E0","300133","Memorial Academy","Box 5000","A0H 1E0","Botwood","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051006022","Botwood","POINT (-55.343401 49.1446183)","2023-09-30"
"dd99069979cb6b108590","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 130, Buchans A0H 1G0","300403","Lakeside Academy","P.O. Box 130","A0H 1G0","Buchans","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051006031","Buchans","POINT (-56.8499142 48.8252254)","2023-09-30"
"0fe5b517d9e9dfdf168a","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P. O. Box 310, Burgeo A0N 2H0","200091","Burgeo Academy","P. O. Box 310","A0N 2H0","Burgeo","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051003028","Burgeo","POINT (-57.6138087 47.6146434)","2023-09-30"
"22ada8e8e5cda297fc6c","NL",10,74,"Employment and Social Development Canada","..","..","105 Main Street, Burin Bay Arm","JVAG","College of the North Atlantic, Burin campus","105 Main Street","..","Burin Bay Arm","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","..","..","","2024-08-09"
"3e51b2ecff5b4a9f7ad8","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O.Box 160, Burin Bay Arm A0E 1G0","400224","Donald C. Jamieson Academy","P.O.Box 160","A0E 1G0","Burin Bay Arm","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051002005","Burin","POINT (-55.1970488 47.1021863)","2023-09-30"
"5a60bd9ba4a11acfaef1","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 40, Burnt Islands A0M 1B0","200092","Grandy's River Collegiate","Box 40","A0M 1B0","Burnt Islands","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051003033","Burnt Islands","POINT (-58.884431 47.5975981)","2023-09-30"
"c67c89994317f8ecac79","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 100, Campbellton A0G 1L0","300177","Greenwood Academy","Box 100","A0G 1L0","Campbellton","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051008037","Campbellton","POINT (-54.897468 49.2794681)","2023-09-30"
"7a610a5ec792216e3bd3","NL",10,6,"Province of Newfoundland and Labrador","..","Conseil scolaire francophone","Case postale 170, Cap Saint-Georges A0N 1E0","500095","Ecole Notre-Dame du Cap","Case postale 170","A0N 1E0","Cap Saint-Georges","k","9","0","1","1","1","0","0","1","0","0","0","0","E","..","..","","2023-09-30"
"30c7fc76578b9c24b15a","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","875 Oceanview Drive, Cape St. George A0N 1T1","200096","Our Lady of the Cape School","875 Oceanview Drive","A0N 1T1","Cape St. George","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051004033","Cape St. George","POINT (-59.232919 48.4693313)","2023-09-30"
"59617ab15152e3706ebb","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","88 Valley Road, Carbonear A1Y 1A7","400954","Carbonear Academy","88 Valley Road","A1Y 1A7","Carbonear","k","9","0","1","1","1","0","0","0","1","0","0","1","E","2021A00051001370","Carbonear","POINT (-53.2535512 47.7334782)","2023-09-30"
"104121efad3778a25498","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","95 Valley Road, Carbonear A1Y 1A6","400253","Carbonear Collegiate","95 Valley Road","A1Y 1A6","Carbonear","10","12","0","0","0","0","1","0","0","1","0","0","1","SH","2021A00051001370","Carbonear","POINT (-53.2587769 47.7320783)","2023-09-30"
"1c99c29509ff150ab7f0","NL",10,74,"Employment and Social Development Canada","..","..","Carbonear Campus, Carbonear","JVAH","College of the North Atlantic, Carbonear campus","Carbonear Campus","..","Carbonear","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","2021A00051001370","Carbonear","POINT (-53.23028476 47.73498522)","2024-08-09"
"ae21547fb25caf7a08be","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 220, Carmanville A0G 1N0","300178","Phoenix Academy","Box 220","A0G 1N0","Carmanville","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051008011","Carmanville","POINT (-54.2887984 49.4006842)","2023-09-30"
"6299da1ba55382c06df6","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 300, Cartwright A0K 1V0","100002","Henry Gordon Academy","P.O. Box 300","A0K 1V0","Cartwright","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051010012","Cartwright, Labrador","POINT (-57.02 53.71)","2023-09-30"
"c0e493dc8849c11b7edc","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 250, Catalina A0C 1J0","400234","Catalina Elementary School","Box 250","A0C 1J0","Catalina","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051007022","Trinity Bay North","POINT (-53.0765024 48.5096873)","2023-09-30"
"37f63742b6609ccbcf30","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 10, Centreville-Wareham A0G 4P0","300179","Centreville Academy","P.O. Box 10","A0G 4P0","Centreville-Wareham","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051007050","Centreville-Wareham-Trinity","POINT (-53.8813755 49.0128455)","2023-09-30"
"120b6d8dc703202c1bc3","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 39, Change Islands A0G 1R0","300180","A. R. Scammell Academy","P.O. Box 39","A0G 1R0","Change Islands","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051008024","Change Islands","","2023-09-30"
"a6d90559fa47ed54a467","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 1060, Channel-Port Aux Basques A0M 1C0","200097","St. James Elementary","Box 1060","A0M 1C0","Channel-Port Aux Basques","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051003034","Channel-Port aux Basques","POINT (-59.1661998 47.5832711)","2023-09-30"
"5907334c354925553014","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 910, Channel-Port Aux Basques A0M 1C0","200099","St. James Regional High","Box 910","A0M 1C0","Channel-Port Aux Basques","7","12","0","0","0","1","1","0","0","0","0","0","0","H","2021A00051003034","Channel-Port aux Basques","POINT (-59.1669891 47.585995)","2023-09-30"
"014a041dc4d4bfe41424","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","General Delivery, Chapel Arm A0B 1L0","400258","Holy Family Elementary","General Delivery","A0B 1L0","Chapel Arm","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001289","Chapel Arm","","2023-09-30"
"43abd0c7739452a1654f","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 149, Charlottetown, LAB A0K 5Y0","200022","William Gillett Academy","P.O. Box 149","A0K 5Y0","Charlottetown, LAB","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051010013","Charlottetown (Labrador)","POINT (-56.12 52.77)","2023-09-30"
"361d46e03a8f9723577e","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","50 Gladney Street, Clarenville A5A 1G8","400235","Clarenville High School","50 Gladney Street","A5A 1G8","Clarenville","10","12","0","0","0","0","1","0","0","1","0","0","1","SH","2021A00051007013","Clarenville","POINT (-53.9827144 48.160365)","2023-09-30"
"b54d50b2a519d5214cfe","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","50B Gladney St., Clarenville A5A 1G8","400428","Clarenville Middle School","50B Gladney St.","A5A 1G8","Clarenville","6","9","0","0","1","1","0","0","0","1","0","0","1","I","2021A00051007013","Clarenville","POINT (-53.9838838 48.1605868)","2023-09-30"
"4623433c459c602e617b","NL",10,74,"Employment and Social Development Canada","..","..","Clarenville Campus, Clarenville","JVAI","College of the North Atlantic, Clarenville campus","Clarenville Campus","..","Clarenville","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","2021A00051007013","Clarenville","POINT (-53.97008089 48.15968205)","2024-08-09"
"58cc906ccec47c82aa83","NL",10,74,"Employment and Social Development Canada","..","..","5 Butler Crescent, Clarenville","JPBY","Random Sound Paramedicine","5 Butler Crescent","..","Clarenville","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051007013","Clarenville","POINT (-53.96798115 48.15788663)","2024-08-09"
"c5dc6f58c4a9ca2899ec","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 509, Coley's Point A0A 1G0","400259","Bay Robert's Primary","P.O. Box 509","A0A 1G0","Coley's Point","k","3","0","1","1","0","0","0","0","0","0","0","0","P","..","..","","2023-09-30"
"1ee9d69466621c0e01bb","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P. O. Box 40, Colliers A0A 1Y0","400260","Immaculate Conception Elementary","P. O. Box 40","A0A 1Y0","Colliers","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001456","Colliers","","2023-09-30"
"366c20d90035c92dbfc5","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","835 Conception Bay Highway, Conception Bay South A1X 6G7","400497","Admiral Academy","835 Conception Bay Highway","A1X 6G7","Conception Bay South","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001485","Conception Bay South","","2023-09-30"
"5ac0ca9d01a33e2490c4","NL",10,74,"Employment and Social Development Canada","..","..","631 Conception Bay Highway, Conception Bay South","JPAN","BAC Training Centre Inc.","631 Conception Bay Highway","..","Conception Bay South","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051001485","Conception Bay South","POINT (-53.00563085 47.50534321)","2024-08-09"
"6b2bed279725091c0a50","NL",10,74,"Employment and Social Development Canada","..","..",", Conception Bay South","JVAJ","College of the North Atlantic, Seal Cove campus","","..","Conception Bay South","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","2021A00051001485","Conception Bay South","POINT (-53.07311636 47.44818152)","2024-08-09"
"d500bb2b95179c1574a2","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 16040, Stn Foxtrap, Conception Bay South (Foxtrap) A1X 2E2","400300","Frank Roberts Junior High","P.O. Box 16040, Stn Foxtrap","A1X 2E2","Conception Bay South (Foxtrap)","6","9","0","0","1","1","0","0","0","1","1","0","1","I","2021A00051001485","Conception Bay South","POINT (-52.9885087 47.4809064)","2023-09-30"
"11f37154d73c7ce41bc1","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 16007, Conception Bay South (Foxtrap) A1X 2E2","400302","Queen Elizabeth Regional High","P.O. Box 16007","A1X 2E2","Conception Bay South (Foxtrap)","10","12","0","0","0","0","1","0","0","1","1","0","1","SH","2021A00051001485","Conception Bay South","POINT (-52.9911158 47.4803626)","2023-09-30"
"8f3c455470156a755932","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 17043, Conception Bay South (Kelligrews) A1X 3H1","400303","St. Edward's School","P.O. Box 17043","A1X 3H1","Conception Bay South (Kelligrews)","k","9","0","1","1","1","0","0","0","1","1","0","0","E","2021A00051001485","Conception Bay South","POINT (-53.0246778 47.4992172)","2023-09-30"
"a4a221a1793d5e84e090","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","2694 Topsail Road, Conception Bay South (Manuels) A1W 4B1","400304","Holy Spirit High","2694 Topsail Road","A1W 4B1","Conception Bay South (Manuels)","10","12","0","0","0","0","1","0","0","1","1","0","1","SH","2021A00051001485","Conception Bay South","POINT (-52.9476397 47.5246659)","2023-09-30"
"0277c01280878506dbe7","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 14092, Conception Bay South (Manuels) A1W 3J1","400306","St. George's Elementary","P.O. Box 14092","A1W 3J1","Conception Bay South (Manuels)","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001485","Conception Bay South","POINT (-52.9682083 47.5139712)","2023-09-30"
"5676f3cdac365ead63b2","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","2698 Topsail Road, Conception Bay South (Manuels) A1W 4B1","400305","Villanova Junior High","2698 Topsail Road","A1W 4B1","Conception Bay South (Manuels)","k","9","0","1","1","1","0","0","0","1","1","0","1","E","2021A00051001485","Conception Bay South","POINT (-52.9462664 47.5227098)","2023-09-30"
"6b859f05b7578ee44111","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 13121, Stn Topsail, Conception Bay South (Topsail) A1W 2K1","400366","Topsail Elementary","P.O. Box 13121, Stn Topsail","A1W 2K1","Conception Bay South (Topsail)","k","3","0","1","1","0","0","0","0","1","1","0","0","P","2021A00051001485","Conception Bay South","POINT (-52.9377308 47.5373744)","2023-09-30"
"c9d3af1e73f2ee32ffc0","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","30 Roberts Road South, Conception Bay South (Upper Gullies) A1X 6K2","400371","Upper Gullies Elementary","30 Roberts Road South","A1X 6K2","Conception Bay South (Upper Gullies)","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001485","Conception Bay South","POINT (-53.0361483 47.484606)","2023-09-30"
"20a43380c520d118d9af","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 10, Cook's Harbour A0K 1Z0","200024","James Cook Memorial","P.O. Box 10","A0K 1Z0","Cook's Harbour","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051009034","Cook's Harbour","POINT (-55.8731972 51.6035585)","2023-09-30"
"0bc17adc310d73eac1cf","NL",10,74,"Employment and Social Development Canada","..","..","2 University Drive, Corner Brook","JPAL","Academy Canada - Corner Brook Campus","2 University Drive","..","Corner Brook","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051005018","Corner Brook","POINT (-57.94141443 48.94364578)","2024-08-09"
"0738a3e53334ae6ef84a","NL",10,74,"Employment and Social Development Canada","..","..",", Corner Brook","JPAY","Academy Canada - St. John's campus","","..","Corner Brook","..","..","0","0","0","0","0","1","0","0","0","0","0","Private Institution","2021A00051001519","St. John's","POINT (-52.76350205 47.55615309)","2024-08-09"
"50c8ea14183b9a5cc720","NL",10,74,"Employment and Social Development Canada","..","..","Corner Brook Campus, Corner Brook","JVAK","College of the North Atlantic, Corner Brook campus","Corner Brook Campus","..","Corner Brook","..","..","0","0","0","0","0","1","0","0","0","0","0","Technical and Vocational","2021A00051005018","Corner Brook","POINT (-57.95432728 48.94389353)","2024-08-09"
"eaa874500f082d258a46","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","St. John's Avenue, Corner Brook A2H 2E5","200955","Corner Brook Intermediate","St. John's Avenue","A2H 2E5","Corner Brook","6","9","0","0","1","1","0","0","0","1","1","0","1","I","2021A00051005018","Corner Brook","POINT (-57.9502682 48.949468)","2023-09-30"
"5ae94cf4ff65ea87596f","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","12 University Drive, Corner Brook A2H 5G4","200485","Corner Brook Regional High","12 University Drive","A2H 5G4","Corner Brook","10","12","0","0","0","0","1","0","0","1","1","0","1","SH","2021A00051005018","Corner Brook","POINT (-57.9393134 48.9413671)","2023-09-30"
"0a8cbe898f22ec4f699c","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","St. John's Avenue, Corner Brook A2H 2E5","200498","Eastside Elementary","St. John's Avenue","A2H 2E5","Corner Brook","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051005018","Corner Brook","POINT (-57.9260548 48.9603827)","2023-09-30"
"ff9c0da54485a21b4d10","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Citadel Drive, Corner Brook A2H 5M4","200060","Ecole C.C. Loughlin Elementary","Citadel Drive","A2H 5M4","Corner Brook","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051005018","Corner Brook","","2023-09-30"
"ab54df32d29811fb1a94","NL",10,74,"Employment and Social Development Canada","..","..","University Drive, Corner Brook","JUAB","Grenfell Campus - Memorial University of Newfoundland","University Drive","..","Corner Brook","..","..","0","0","0","0","0","1","0","0","0","0","0","University","2021A00051005018","Corner Brook","","2024-08-09"
"c32964f93bbdfc233110","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Woodbine Ave, Corner Brook A2H 3P2","200066","J. J. Curling Elementary","Woodbine Ave","A2H 3P2","Corner Brook","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051005018","Corner Brook","","2023-09-30"
"5c2fc3f5fa36dcbd8f43","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Curling St, Corner Brook A2H 3K8","200069","Sacred Heart Elementary","Curling St","A2H 3K8","Corner Brook","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051005018","Corner Brook","POINT (-58.0095494 48.9604156)","2023-09-30"
"ebc21be0ad7dcb5f332b","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","Box 96, Cottrell's Cove A0H 1L0","300405","Cottrell's Cove Academy","Box 96","A0H 1L0","Cottrell's Cove","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051008046","Division No.  8, Subd. E","POINT (-55.2751874 49.4951362)","2023-09-30"
"af841b82880993b0a96e","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 10, Cow Head A0K 2A0","200388","Long Range Academy","P.O. Box 10","A0K 2A0","Cow Head","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051009016","Cow Head","POINT (-57.7984872 49.9080723)","2023-09-30"
"314a8d158f72ec0a9574","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P. O. Box 130, Daniel's Harbour A0K 2C0","200072","Holy Cross All Grade","P. O. Box 130","A0K 2C0","Daniel's Harbour","k","12","0","1","1","1","1","0","0","0","0","0","0","K12","2021A00051009015","Daniel's Harbour","POINT (-57.5837766 50.2392589)","2023-09-30"
"c564db8f068209d7aced","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","22A Farm Road, Deer Lake A8A 1J3","200389","Elwood Elementary","22A Farm Road","A8A 1J3","Deer Lake","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051005004","Deer Lake","","2023-09-30"
"592b012b92ee0612fcaa","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","22 Farm Road, Deer Lake A8A 1J3","200390","Elwood High School","22 Farm Road","A8A 1J3","Deer Lake","10","12","0","0","0","0","1","0","0","0","0","0","0","SH","2021A00051005004","Deer Lake","","2023-09-30"
"3ad736f231f72c8127f3","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","26 Wight's Road, Deer Lake A8A 2H6","200391","Xavier Junior High","26 Wight's Road","A8A 2H6","Deer Lake","6","9","0","0","1","1","0","0","0","0","0","0","0","I","2021A00051005004","Deer Lake","POINT (-57.4271139 49.1761566)","2023-09-30"
"8203be75e452b1c6b6e6","NL",10,6,"Province of Newfoundland and Labrador","..","Newfoundland and Labrador English School District","P.O. Box 40, Dildo A0B 1P0","400262","Woodland Elementary","P.O. Box 40","A0B 1P0","Dildo","k","9","0","1","1","1","0","0","0","0","0","0","0","E","2021A00051001304","Division No.  1, Subd. E","POINT (-53.5508154 47.5763378)","2023-09-30"
