id_etablissement,nom_etablissement,nom_en,nom_translit,type_etablissement,statut_operateur,gouvernorat_region,district,sous_district,latitude,longitude,ville
node/12860888073,مدرسة بلال بن رباح الإبتدائية,,mdrs@ bll bn rbH lbtdy'y@,École,,Raymah,Mazhar,Bukal,14.6426918,43.7548376,
node/7294964381,مدرسة جعفر بن أباطالب,,mdrs@ j`fr bn 'bTlb,École,,Raymah,Mazhar,Maswar,14.61942,43.75094,
node/7294969045,مدرسة المياسي,,mdrs@ lmysy,École,,Raymah,Mazhar,Bukal,14.645567,43.737424,
node/4642824189,مدرسة الجيل الصاعد بالذحل,,mdrs@ ljyl lS`d bldhHl,École,,Raymah,Al Jabin,Bani Abu Ad Daif,14.6719436,43.6490897,
node/4642673495,مدرسة الحمزة بعولة,,mdrs@ lHmz@ b`wl@,École,,Raymah,Al Jabin,Bani Ad Dubaybi,14.6824369,43.699822,
node/11707891971,مدرسة قرية الابيات العليا,,mdrs@ qry@ lbyt l`ly,École,,Al Hodeidah,Al Marawi'ah,Al Kitabyah wa Al Wa'ariyah,14.7825448,43.1319101,
node/12622956047,مدرسة أبو بكر الصديق,,mdrs@ 'bw bkr lSdyq,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8109971,42.9508309,الحديدة
way/601248188,مدرسة أبوبكر الصديق,,mdrs@ 'bwbkr lSdyq,École,,Al Hodeidah,Al Mina,Al Hodeidah,,,
node/5124728370,مدرسة عمار بن ياسر,,mdrs@ `mr bn ysr,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8064579,42.9501331,
node/12622956043,مدرسة علي عبدالمغني,,mdrs@ `ly `bdlmGny,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8058229,42.9590396,الحديدة
node/12622956037,مدرسة عثمان بن عفان,,mdrs@ `thmn bn `fn,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8016002,42.9588886,الحديدة
node/12622956029,مدرسة أروى بنت أحمد الصليحي النموذجية,,mdrs@ 'rw~ bnt 'Hmd lSlyHy lnmwdhjy@,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.7997189,42.9563162,الحديدة
node/12622956031,مدارس الخالد النموذجية الاهلية,,mdrs lkhld lnmwdhjy@ lhly@,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8004184,42.9570235,الحديدة
way/601241502,مدرسة الزبيري,,mdrs@ lzbyry,École,,Al Hodeidah,Al Mina,Al Hodeidah,,,
node/5037550725,معهد لان تك,,m`hd ln tk,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.7994131,42.9460123,
way/601241507,مدرسة الثورة,Al-thawra School,Al-thawra School,École,,Al Hodeidah,Al Mina,Al Hodeidah,,,
way/601241505,مدرسة الثغر الأساسية,,mdrs@ lthGr l'ssy@,École,,Al Hodeidah,Al Mina,Al Hodeidah,,,
node/6937218292,مدرسة بلقيس,Madrasat Bilqis,Madrasat Bilqis,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.806307,42.940532,
node/6510668386,مدرسة 26 سبتمبر للبنات,,mdrs@ 26 sbtmbr llbnt,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8087872,42.9388772,الحديدة
node/6937224566,المعهد القومي,Al Ma`had al Qawmi,Al Ma`had al Qawmi,Collège / Institut,,Al Hodeidah,Al Mina,Al Hodeidah,14.811166,42.938928,
node/12622956079,مدرسة التوفيق,,mdrs@ ltwfyq,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.8070563,42.9343488,الحديدة
node/6937224506,مدرسة عمر بن عبد العزيز,Madrasat `Umar Bin `Abd al `Aziz,Madrasat `Umar Bin `Abd al `Aziz,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.806712,42.933185,
node/6937224568,مدرسة علي بن أبي طالب,Madrasat `Ali Bin Abi Talib,Madrasat `Ali Bin Abi Talib,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.804799,42.934803,
node/12622956085,مدرسة رياض العرفان,,mdrs@ ryD l`rfn,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.800869,42.9364305,الحديدة
node/12622956099,مدرسة عذبان,,mdrs@ `dhbn,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7851261,42.9480478,الحديدة
node/12622956088,مجمع السعيد,,mjm` ls`yd,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.7959952,42.9413935,الحديدة
node/6937218331,مدرسة خولة بنت الأزور,Madrasat Khawlah,Madrasat Khawlah,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.793257,42.948299,
node/6045098989,مدرسة ودار الأيتام,,mdrs@ wdr l'ytm,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.7973726,42.9617002,
node/4571063889,كلية الآداب جامعة الحديدة,,kly@ ladb jm`@ lHdyd@,Collège / Institut,,Al Hodeidah,Al Mina,Al Hodeidah,14.7946423,42.9608527,
node/5002271822,مدرسة النور,,mdrs@ lnwr,École,,Al Hodeidah,Al Mina,Al Hodeidah,14.7933629,42.958866,الحديدة
node/6937218330,مدرسة الخادم غالب,Madrasat al Khadim Ghalib,Madrasat al Khadim Ghalib,École,,Al Hodeidah,Al Hawak,Al Hawak,14.786307,42.954788,
node/11110591205,عقبة بن نافع,,`qb@ bn nf`,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7868188,42.9590037,
node/11110591105,عقبة بن نافع,,`qb@ bn nf`,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7866504,42.9589694,
node/11110591305,عقبة بن نافع,,`qb@ bn nf`,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7865435,42.9590438,
node/6929026285,جامعة العلوم والتكنولوجيا,,jm`@ l`lwm wltknwlwjy,Université,,Al Hodeidah,Al Hawak,Al Hawak,14.7878204,42.9651215,
node/12622956014,كلية الشفاء للعلوم الطبية والتقنية,,kly@ lshf ll`lwm lTby@ wltqny@,Collège / Institut,,Al Hodeidah,Al Hawak,Al Hawak,14.7920047,42.9630551,الحديدة
node/12622850908,مدرسة سبأ الأهلية,,mdrs@ sb' l'hly@,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7888892,42.9683016,
node/6045099190,مدرسة الشهداء,,mdrs@ lshhd,École,,Al Hodeidah,Al Hali,Al Hodeidah,14.793026,42.9754347,
node/12459701401,كلية المجتمع الرائدة للعلوم الطبية والتكنولوجيا-الحديدة,Al-Raida Community College for Medical Science and Technology,Al-Raida Community College for Medical Science and Technology,Collège / Institut,,Al Hodeidah,Al Hali,Al Hodeidah,14.7988522,42.9703691,
node/12459702601,كلية المجتمع الرائدة للعلوم الطبية والتكنولوجيا-الحديدة,Al-Raida Community College for Medical Science and Technology,Al-Raida Community College for Medical Science and Technology,Collège / Institut,,Al Hodeidah,Al Hali,Al Hodeidah,14.7990048,42.9703606,
node/5031215824,الجامعة الوطنيه,,ljm`@ lwTnyh,Collège / Institut,,Al Hodeidah,Al Hali,Al Hodeidah,14.7990149,42.970363,
node/6377481085,مدرسة الشهداء الأساسية الثانوية,,mdrs@ lshhd l'ssy@ lthnwy@,École,,Al Hodeidah,Al Hali,Al Hodeidah,14.7931297,42.9735026,
node/4962103022,مدرسة زايد بن سلطان,,mdrs@ zyd bn slTn,École,,Al Hodeidah,Al Hali,Al Hodeidah,14.8067369,42.9757827,
node/5031234521,مدرسة الشافعي الاهلية,,mdrs@ lshf`y lhly@,École,,Al Hodeidah,Al Hali,Al Hodeidah,14.8041033,42.9751825,
node/6042600701,كلية الهندسة جامعة الحديدة,,kly@ lhnds@ jm`@ lHdyd@,Collège / Institut,,Al Hodeidah,Al Hali,Al Hodeidah,14.8046884,42.9954922,
node/6045098590,كلية الطب والعلوم الصحية,,kly@ lTb wl`lwm lSHy@,Collège / Institut,,Al Hodeidah,Al Hawak,Al Hawak,14.7623494,42.9581566,
way/172789746,كلية الشريعة وكلية التجارة,,kly@ lshry`@ wkly@ ltjr@,École,,Al Hodeidah,Al Hawak,Al Hawak,,,
node/12622976806,كلية التجارة والاقتصاد,,kly@ ltjr@ wlqtSd,Collège / Institut,,Al Hodeidah,Al Hawak,Al Hawak,14.7704959,42.954413,
node/6045098588,رئاسة جامعة الحديدة,,ry's@ jm`@ lHdyd@,Collège / Institut,,Al Hodeidah,Al Hawak,Al Hawak,14.769519,42.9539578,
way/172789744,كلية التربية البدنية,,kly@ ltrby@ lbdny@,École,,Al Hodeidah,Al Hawak,Al Hawak,,,
way/172789747,كلية علوم وهندسة الحاسوب,,kly@ `lwm whnds@ lHswb,École,,Al Hodeidah,Al Hawak,Al Hawak,,,
way/172789748,كلية التربية,,kly@ ltrby@,École,,Al Hodeidah,Al Hawak,Al Hawak,,,
way/996765960,جامعة الحديدة,,jm`@ lHdyd@,Université,,Al Hodeidah,Al Hawak,Al Hawak,,,
node/12622976805,كلية طب الأسنان جامعة الحديدة,,kly@ Tb l'snn jm`@ lHdyd@,Collège / Institut,,Al Hodeidah,Al Hawak,Al Hawak,14.7768063,42.9506891,الحديدة
node/6937224212,مدرسة عمر,Madrasat `Umar,Madrasat `Umar,École,,Al Hodeidah,Al Hawak,Al Hawak,14.780221,42.951914,
node/6045098594,30 نوفمبر,,30 nwfmbr,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7785362,42.9579966,
node/4237985993,مدرسة الصباح الثانوية,,mdrs@ lSbH lthnwy@,École,,Al Hodeidah,Al Hawak,Al Hawak,14.7844866,42.9539906,
node/13437333958,مدرسة زيد بن ثابت الأساسية والثانوية,,mdrs@ zyd bn thbt l'ssy@ wlthnwy@,École,government,Al Hodeidah,Zabid,Al Badwah,14.3200484,43.352069,زبيد
node/6382903986,مدرسة السلام,,mdrs@ lslm,École,,Al Hodeidah,Zabid,Bilad As Salamah,14.2675276,43.3740907,
node/6377522785,مدرسة الإخلاص بالبراتة,,mdrs@ lkhlS blbrt@,École,,Al Hodeidah,Zabid,At Taribah,14.2692128,43.4043451,
node/8589849028,١٤ اكتوبر,,14 ktwbr,École,,Al Hodeidah,At Tuhayta,Al Matinah,13.9531529,43.1715687,
node/11857396569,مدرسة الفوز,,mdrs@ lfwz,École,,Al Hodeidah,Al Marawi'ah,Ar Raqabah,14.8617564,43.234507,
node/11857397369,مدرسة الفوز 2,,mdrs@ lfwz 2,École,,Al Hodeidah,Al Marawi'ah,Ar Raqabah,14.8617802,43.2344685,
node/11857400469,مدرسة الفوز 4,,mdrs@ lfwz 4,École,,Al Hodeidah,Al Marawi'ah,Ar Raqabah,14.8618208,43.2345672,
node/11857398969,مدرسة الفوز 3,,mdrs@ lfwz 3,École,,Al Hodeidah,Al Marawi'ah,Ar Raqabah,14.8618584,43.2345805,
node/8309071617,جديدة,,jdyd@,École,,Al Hodeidah,Bajil,Al Khalfiyah,15.0817327,43.2657871,
node/7251838585,مدرسة 14 أكتوبر - الشرفي,,mdrs@ 14 'ktwbr - lshrfy,École,,Al Mahwit,Melhan,Al Qiblah,15.4079253,43.3466308,
node/4681741998,مدرسة النسيبه الثانوية والأساسية للبنات,,mdrs@ lnsybh lthnwy@ wl'ssy@ llbnt,École,,Al Mahwit,Al Khabt,Al Wasitah,15.4602329,43.355422,
node/8061839986,مدرسة نسيبة بنت كعب,,mdrs@ nsyb@ bnt k`b,École,,Al Hodeidah,Az Zuhrah,Az Zuhrah Rub' Al Wadi,15.7253856,43.0302661,
node/8059190586,مدرسة الزهرة,,mdrs@ lzhr@,École,,Al Hodeidah,Az Zuhrah,Az Zuhrah Rub' Al Wadi,15.7225753,42.996908,
node/8510274517,المرابيع,,lmrby`,École,,Al Hodeidah,Az Zuhrah,Rub' Ash Sham,15.8115776,43.1513743,
node/4643672290,مدرسة بلقيس,,mdrs@ blqys,École,,Hajjah,Abs,Bani Thawab,15.9715839,43.1935835,
node/4506245248,الثورة,,lthwr@,École,,Hajjah,Al Mahabishah,Bani Maji',15.9521967,43.437352,الجدلة
node/4506246758,مدرسة الميثاق,,mdrs@ lmythq,École,,Hajjah,Al Mahabishah,Bani Maji',15.9532675,43.4378533,الجدلة
node/4402470192,مدرسة خمر الأهلية,,mdrs@ khmr l'hly@,École,,Amran,Khamir,Adh Dhahir,15.9928376,43.9519107,
way/1026806060,مدرسة السلام,,mdrs@ lslm,École,,Amran,Khamir,Adh Dhahir,,,
way/1026806073,مدارس نور الحياة الأهلية,,mdrs nwr lHy@ l'hly@,École,,Amran,Khamir,Adh Dhahir,,,
way/1026809182,مدرسة,,mdrs@,École,,Amran,Khamir,Adh Dhahir,,,
node/9566044109,جامعة خمر,,jm`@ khmr,Université,,Amran,Khamir,Adh Dhahir,15.9998242,43.9554729,
node/8513861521,مدرسة النهضة,Al Nahda School in Barar,Al Nahda School in Barar,École,,Amran,Raydah,Hamdah,15.8198221,43.9903317,
node/12612125889,مدرسة سبأ,,mdrs@ sb',École,,Amran,Huth,Khaywan,16.27981,44.07045,
way/353243925,Sa'dah College of Education,,Sa'dah College of Education,Collège / Institut,,Sa'dah,Sa'dah,Sa'dah,,,
way/353327214,مدرسة الثورة الأساسية بمديرية صعده,,mdrs@ lthwr@ l'ssy@ bmdyry@ S`dh,Université,,Sa'dah,Sa'dah,Sa'dah,,,
node/6937218347,المعهد العلمي العالي,Al Ma`had al `Ilmi al `Ali,Al Ma`had al `Ilmi al `Ali,Collège / Institut,,Sa'dah,Sa'dah,Sa'dah,16.937837,43.754204,
relation/17177820,مدرسة القِص النموذجية للبنات - صعده,Al-Ges School,Al-Ges School,École,,Sa'dah,Sa'dah,Sa'dah,,,
node/9189441069,مدرسة الفتح,,mdrs@ lftH,École,,Sa'dah,As Safra,Wadi'ah,16.8952125,43.8048516,
node/7281498785,مدرسة ابي ذر الغفاري,,mdrs@ by dhr lGfry,École,,Sa'dah,As Safra,Wadi'ah,16.8372103,43.8660723,
node/5792789999,مدرسة الدحل,,mdrs@ ldHl,École,,Al Jawf,Khab wa Ash Sha'f,Ash Sha'f,16.7157,44.8915,
node/12612207911,مدرسة الرملة,,mdrs@ lrml@,École,,Hadramawt,Al Qatn,Al Qatn,15.82531,48.2767399,
node/8733634517,مدرسة عثمان بن عفان(غصيص),School Othman bn Afan,School Othman bn Afan,École,,Hadramawt,Al Qatn,Al Qatn,15.8904215,48.4495684,
node/4298023801,كلية الاتصالات العامه,,kly@ ltSlt l`mh,Collège / Institut,,Hadramawt,Al Qatn,Al Qatn,15.83941,48.479276,
node/4326873994,مدرسة الفقيد بن حمدة,,mdrs@ lfqyd bn Hmd@,École,,Hadramawt,Al Qatn,Al Qatn,15.8404938,48.4583875,
node/4298021174,روضة الامل,,rwD@ lml,École,,Hadramawt,Al Qatn,Al Qatn,15.8418375,48.4571928,
node/4328044926,مدرسة القارة,,mdrs@ lqr@,École,,Hadramawt,Sayun,Sayun,15.9790071,48.9591157,
node/4298023658,كلية المجتمع,,kly@ lmjtm`,Collège / Institut,,Hadramawt,Sayun,Sayun,15.961375,48.829122,
node/4298021356,Algaren Boys School,,Algaren Boys School,École,,Hadramawt,Sayun,Sayun,15.944123,48.800626,
node/4298021357,Algaren Girls School,,Algaren Girls School,École,,Hadramawt,Sayun,Sayun,15.943093,48.800368,
node/4327698359,ثانوية الصبّان,,thnwy@ lSbWn,École,,Hadramawt,Sayun,Sayun,15.9390942,48.7985538,
node/4298023253,ثانوية باكثير للبنات,,thnwy@ bkthyr llbnt,École,,Hadramawt,Sayun,Sayun,15.9363145,48.7968265,
node/4298021112,مدرسة الارتقاء,,mdrs@ lrtq,École,,Hadramawt,Sayun,Sayun,15.9356174,48.7956536,
node/4327638769,ثانوية النهضة,,thnwy@ lnhD@,École,,Hadramawt,Sayun,Sayun,15.9377974,48.7919695,
node/4327699047,مدرسة الخليفة عمر بن الخطاب للبنات,,mdrs@ lkhlyf@ `mr bn lkhTb llbnt,École,,Hadramawt,Sayun,Sayun,15.932519,48.789336,
node/4298024729,Rehabilitation Of Working Children Center,,Rehabilitation Of Working Children Center,École,,Hadramawt,Sayun,Sayun,15.944252,48.796892,
node/4327604505,روضة الطفل بسيئون,,rwD@ lTfl bsyy'wn,École,,Hadramawt,Sayun,Sayun,15.9428421,48.7889118,
node/4298022993,مدرسة الزبيري,,mdrs@ lzbyry,École,,Hadramawt,Sayun,Sayun,15.9468416,48.7862262,
node/4298024874,معهد سيئون العالي,,m`hd syy'wn l`ly,Collège / Institut,,Hadramawt,Sayun,Sayun,15.948501,48.77728,
node/6672556614,مدرسة السيدة خديجة للبنات,,mdrs@ lsyd@ khdyj@ llbnt,École,,Hadramawt,Sayun,Sayun,15.9456086,48.7775322,
node/6672556613,مدرسة التعاون للبنين,,mdrs@ lt`wn llbnyn,École,,Hadramawt,Sayun,Sayun,15.9460242,48.7779558,
node/11569616177,مدرسة وديان ال وعيل,al wail valley school,al wail valley school,École,,Hadramawt,Al Qaff,Al Qaff,16.5767364,49.058135,
node/4285426689,مدرسة عيديد الابتدائية للبنين,,mdrs@ `ydyd lbtdy'y@ llbnyn,École,,Hadramawt,Tarim,Tarim,16.0527739,48.9840341,
node/4285426389,مركز دار المصطفى للدراسات الاسلامية,,mrkz dr lmSTf~ lldrst lslmy@,École,,Hadramawt,Tarim,Tarim,16.0504555,48.975404,
node/4328693562,معهد التفوق,,m`hd ltfwq,Collège / Institut,,Hadramawt,Tarim,Tarim,16.0515486,49.005259,
node/4328798393,مدرسة الحد,,mdrs@ lHd,École,,Hadramawt,Tarim,Tarim,16.0610548,49.022571,
node/9644257077,مدرسة ثبي للتعلم الأساسي بنين,,mdrs@ thby llt`lm l'ssy bnyn,École,,Hadramawt,Tarim,Tarim,16.0231902,48.9958531,
node/8529721657,مدرسة ثبي للتعليم الأساسي بنات,,mdrs@ thby llt`lym l'ssy bnt,École,,Hadramawt,Tarim,Tarim,16.0225147,48.9871681,
node/4328045003,كلية العلوم التطبيقية - جامعة حضرموت,,kly@ l`lwm ltTbyqy@ - jm`@ HDrmwt,Collège / Institut,,Hadramawt,Tarim,Tarim,15.9823111,48.9774123,
node/4298022286,مدرسه,,mdrsh,École,,Hadramawt,Tarim,Tarim,15.986052,49.021297,
node/4356805693,مدرسة الريضة,,mdrs@ lryD@,École,,Hadramawt,Tarim,Tarim,15.9866128,49.0222857,
node/4601156889,مدرسة السويري بنات,,mdrs@ lswyry bnt,École,,Hadramawt,Tarim,Tarim,15.9767874,49.0240103,
node/4328045012,مدرسة السويري للتعليم الأساسي,,mdrs@ lswyry llt`lym l'ssy,École,,Hadramawt,Tarim,Tarim,15.976896,49.0181515,
node/4360349291,مدرسة ابن حم للبنات,,mdrs@ bn Hm llbnt,École,,Hadramawt,Tarim,Tarim,15.9697087,48.9919227,
node/12634774201,مدرسة شريوف للتعليم الأساسي,,mdrs@ shrywf llt`lym l'ssy,École,,Hadramawt,Tarim,Tarim,15.8945624,49.0033052,
node/4269169591,Arrdod primary school,,Arrdod primary school,École,,Hadramawt,Tarim,Tarim,15.8688511,49.0182427,
way/1165151297,مدرسة خوله,Khawla School,Khawla School,École,,Al Maharah,Al Ghaydhah,Al Faydami,,,
way/1378974849,ابوعُبيدة بن الجراح,Abu Ubaidah ibn al-Jarrah,Abu Ubaidah ibn al-Jarrah,École,,Hadramawt,Ar Raydah wa Qussay'ar,Ar Raydah wa Qussay'ar,,,
node/4378929789,ادارة التربيه والتعليم,,dr@ ltrbyh wlt`lym,École,,Hadramawt,Ar Raydah wa Qussay'ar,Ar Raydah wa Qussay'ar,15.0418385,50.4757441,
way/1143879652,مدرسة معاذ بن جبل,,mdrs@ m`dh bn jbl,École,,Hadramawt,Ad Dis,Ad Dis,,,
node/7575126274,مدرسة خولة للبنات,,mdrs@ khwl@ llbnt,École,,Hadramawt,Ad Dis,Ad Dis,14.9010362,49.9888766,
way/1143878826,مدرسة هبورك,,mdrs@ hbwrk,École,,Hadramawt,Ad Dis,Ad Dis,,,
node/6718116200,ثانوية البنات,,thnwy@ lbnt,École,,Hadramawt,Ad Dis,Ad Dis,14.9093448,49.9909516,
node/6718116219,مدرسة خالد بن الوليد,,mdrs@ khld bn lwlyd,École,,Hadramawt,Ad Dis,Ad Dis,14.9087552,49.9911003,
node/6718116209,مدرسة عمر بن عبدالعزيز,,mdrs@ `mr bn `bdl`zyz,École,,Hadramawt,Ad Dis,Ad Dis,14.9080798,49.9910051,
node/4328874672,مدرسة,,mdrs@,École,,Hadramawt,Sah,Sah,15.5969792,48.8481773,
node/11379840564,مدرسة أروى للتعليم الأساسي,,mdrs@ 'rw~ llt`lym l'ssy,École,,Hadramawt,Wadi Al Ayn,Hawrah,15.7086164,48.295827,
node/11379854997,مدرسة أروى للتعليم الأساسي,,mdrs@ 'rw~ llt`lym l'ssy,École,,Hadramawt,Wadi Al Ayn,Hawrah,15.7086164,48.295827,
node/4298023920,ثانوية حورة للبنات,,thnwy@ Hwr@ llbnt,École,,Hadramawt,Wadi Al Ayn,Hawrah,15.705085,48.295298,
node/11383586288,معهد الريف للتدريب و التأهيل,,m`hd lryf lltdryb w lt'hyl,École,,Hadramawt,Wadi Al Ayn,Hawrah,15.7125579,48.2974883,
node/11383586212,مدرسة الجيل الصاعد,,mdrs@ ljyl lS`d,École,,Hadramawt,Wadi Al Ayn,Hawrah,15.7234906,48.2812311,
node/11383582777,مدرسة النور,,mdrs@ lnwr,École,,Hadramawt,Wadi Al Ayn,Hawrah,15.7493184,48.297955,
node/6184722685,مدرسة ثانوية,,mdrs@ thnwy@,École,,Hadramawt,Daw'an,Saif,15.3235851,48.3313623,
node/4298024816,ثانوية المصموم,,thnwy@ lmSmwm,École,,Hadramawt,Daw'an,Saif,15.3222987,48.3318277,
node/4298022634,مدرسه الشهداء,,mdrsh lshhd,École,,Hadramawt,Daw'an,Saif,15.3105343,48.3323195,
node/8211379417,مدرسة الشيخ سليمان سعيد بقشان خيلة بقشان,,mdrs@ lshykh slymn s`yd bqshn khyl@ bqshn,École,,Hadramawt,Daw'an,Saif,15.2179472,48.3868154,
node/7277051685,مجمع الشيخ عبدالله سعيد بقشان,bugshans edu,bugshans edu,École,,Hadramawt,Daw'an,Saif,15.229168,48.3731052,
node/11250603710,مدرسة وائل بن حجر,,mdrs@ wy'l bn Hjr,École,,Hadramawt,Ash Shihr,Ash Shihr,15.0333046,49.4569013,
way/734739778,ثانوية بامطرف,,thnwy@ bmTrf,École,,Hadramawt,Ash Shihr,Ash Shihr,,,
way/996130971,مدرسة عمر بن العاص للبنات,Omar Bin Al-Aas Primary School,Omar Bin Al-Aas Primary School,École,,Hadramawt,Ash Shihr,Ash Shihr,,,
way/1000942611,مدرسة ابن الرشد للبنات,Ibn Ar'rushd Primary School,Ibn Ar'rushd Primary School,École,,Hadramawt,Ash Shihr,Ash Shihr,,,
way/996130956,ثانوية باحسن للبنات,,thnwy@ bHsn llbnt,École,,Hadramawt,Ash Shihr,Ash Shihr,,,
way/829924167,مدرسة سعاد للبنين,Su'ad Primary School,Su'ad Primary School,École,,Hadramawt,Ash Shihr,Ash Shihr,,,
way/996130949,مدرسة سعاد للبنين,Su'ad Primary School,Su'ad Primary School,École,,Hadramawt,Ash Shihr,Ash Shihr,,,
way/429207223,ثانويه الفقيد سعيد عوض باوزير,,thnwyh lfqyd s`yd `wD bwzyr,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,,,
way/429205836,مدرسة باعمر,,mdrs@ b`mr,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,,,
way/232737178,مدرسه الصديق,,mdrsh lSdyq,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,,,
way/564007680,مدرسه,,mdrsh,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,,,
node/4319351676,روضه شحير,,rwDh shHyr,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,14.6932827,49.397089,
way/232728365,جامعة حضرموت للعلوم والتكنولوجيا‎,Hadramout University of Science and Technology,Hadramout University of Science and Technology,Université,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
way/232726615,ثانويه بنات,,thnwyh bnt,École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
way/173342545,كلية الطب جامعة حضرموت,,kly@ lTb jm`@ HDrmwt,Université,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
node/8662368917,المعهد الصحي,,lm`hd lSHy,Collège / Institut,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4695476,49.0338447,
node/4298023873,Hadhramout University,,Hadhramout University,Collège / Institut,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4849635,49.0454903,
relation/2315191,جامعه حضرموت,Hadramout University,Hadramout University,Université,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
node/5108002625,مجمع كليات المستقبل - جامعة حضرموت,Hadhramut university colection of future fucaltes,Hadhramut university colection of future fucaltes,Collège / Institut,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4931684,49.0576042,
node/4298021894,مدارس الامجاد,,mdrs lmjd,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4970827,49.0545162,
way/536139451,مدرسة الشيخ ناصر,,mdrs@ lshykh nSr,École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
node/4298022646,Alslal School,,Alslal School,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4883139,49.0454235,
node/4298024265,كليه الاقتصاد وإداره اعمال,,klyh lqtSd wdrh `ml,Collège / Institut,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4867319,49.044074,
node/12566334600,Ahgaff University,,Ahgaff University,Université,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4873957,49.0432521,
node/12566334587,Ahgff - Girls Faculity,,Ahgff - Girls Faculity,Université,,Hadramawt,Al Mukalla City,Al Mukalla City,14.4872414,49.0422926,
node/4528883789,رئاسة جامعة حضرموت,Hadrmout University,Hadrmout University,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5075318,49.0604103,
node/10542483727,جامعة الريان,,jm`@ lryn,Université,public,Hadramawt,Al Mukalla City,Al Mukalla City,14.507096,49.0624378,المكلا
way/536114656,مدرسة الرسالة النموذجية,,mdrs@ lrsl@ lnmwdhjy@,École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
node/4320694714,مدارس المعارف الحديثة,,mdrs lm`rf lHdyth@,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5219544,49.0780565,
node/4320694713,مدارس حضرموت العالمية,,mdrs HDrmwt l`lmy@,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5211535,49.08586,
node/4336478427,معهد باشريف لتعليم اللغة الانجليزيه,,m`hd bshryf lt`lym llG@ lnjlyzyh,Collège / Institut,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5284448,49.141801,
way/173342337,مدرسة الميناء الثانوية للبنات,,mdrs@ lmyn lthnwy@ llbnt,École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
node/4298023422,Bin Khldon School;ثانوية الميناء للبنات,,Bin Khldon School;thnwy@ lmyn llbnt,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5270034,49.1369116,
node/6937224258,مدرسة ابن خلدون,Madrasat Ibn Khaldun,Madrasat Ibn Khaldun,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.526905,49.137047,
node/4226493089,مدرسة الجماهير,Al-Jamaheer School,Al-Jamaheer School,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5321959,49.1263489,
node/4358692791,مدرسة جيل الثورة,Jeel Athawrah School,Jeel Athawrah School,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5381856,49.1257764,
