id_etablissement,nom_etablissement,nom_en,nom_translit,type_etablissement,statut_operateur,gouvernorat_region,district,sous_district,latitude,longitude,ville
way/1234612778,Al-Shahid Al-Jabri Basic Secondary School in Bani Adwan,,Al-Shahid Al-Jabri Basic Secondary School in Bani Adwan,École,,Amran,Raydah,Dhayfan,,,
way/1234271469,Shaimama school for Girls Bvevan,,Shaimama school for Girls Bvevan,École,,Amran,Raydah,Dhayfan,,,
node/6502602485,ناصر - المحلا,,nSr - lmHl,École,,Amran,Thula,Hababah,15.5536181,43.8361474,
node/6502602285,مدرسة بيت هبه,Bait heba schoole,Bait heba schoole,École,,Amran,Thula,Hababah,15.5635769,43.838098,
node/7700162192,مدرسة 11 أكتوبر,,mdrs@ 11 'ktwbr,École,,Amran,Jabal Eyal Yazid,Eyal Hatim,15.6716871,43.8100685,
node/11083812105,مدرسة التفوق,,mdrs@ ltfwq,École,,Amran,Amran,Amran,15.6642624,43.9363259,
node/4341005689,مدرسة الحسين للبنات,,mdrs@ lHsyn llbnt,École,,Amran,Amran,Amran,15.6645954,43.9466585,
node/4332970911,مدرسة الشهيد الزبيري,,mdrs@ lshhyd lzbyry,École,,Amran,Amran,Amran,15.659879,43.9462774,
node/4341004690,مدرسة النور,,mdrs@ lnwr,École,,Amran,Amran,Amran,15.65831,43.9436307,
node/4332965751,مدرسة النور,,mdrs@ lnwr,École,,Amran,Amran,Amran,15.6583315,43.9436348,
node/7700142700,مدرسة اقرأ,,mdrs@ qr',École,,Amran,Amran,Amran,15.6526239,43.9484191,
node/7700173113,مدرسة عمران,,mdrs@ `mrn,École,,Amran,Amran,Amran,15.6566306,43.9553349,
node/7685181843,مدرسة أسماء بنت أبي بكر,,mdrs@ 'sm bnt 'by bkr,École,,Hajjah,Hajjah City,Abs,15.7011021,43.5904693,حجة
node/8638953165,مدرسة جبل النصيري,,mdrs@ jbl lnSyry,École,,Hajjah,Wadrah,An Nussayri,15.72199,43.47588,
way/1137649828,مدرسة,,mdrs@,École,,Sana'a,Hamdan,Jusham,,,
way/1137596024,مدرسة,,mdrs@,École,,Sana'a,Hamdan,Jusham,,,
way/1137648286,مدرسة عمار ابن ياسر,,mdrs@ `mr bn ysr,École,,Sana'a,Hamdan,Rub' Hamdan,,,
way/1135951037,مدرسة الغرزة,,mdrs@ lGrz@,École,,Sana'a,Hamdan,Rub' Hamdan,,,
node/10589179493,مدرسة,,mdrs@,École,,Sana'a,Hamdan,Rub' Hamdan,15.4473633,44.0687167,
way/1135949850,مدرسة 14 اكتوبر,,mdrs@ 14 ktwbr,École,,Sana'a,Hamdan,Rub' Hamdan,,,
node/10589269111,مدرسة,,mdrs@,École,,Sana'a,Hamdan,Rub' Hamdan,15.4687283,44.0130517,
node/5950924113,مدرسة النصر المبين,Alnser almobeen school,Alnser almobeen school,École,,Sana'a City,Bani Al Harith,Bani Al Harith,15.463509,44.1732185,
node/7581330285,عمر ابن الخطاب,,`mr bn lkhTb,École,,Sana'a City,Sana'a City Outskirts - Hamdan,Sana'a City Outskirts - Hamdan,15.4171527,44.1243338,
node/4581290997,جامعة دار السلام,,jm`@ dr lslm,Université,,Sana'a City,Ath Thawrah,Ath Thawrah,15.4158054,44.2028163,
node/12599361320,مدرسة إقراء الأهلية,,mdrs@ qr l'hly@,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.4019704,44.2031778,صنعاء
node/12572220946,مدرسة سماء النهضة الأهلية,,mdrs@ sm lnhD@ l'hly@,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.397954,44.1984086,صنعاء
way/599931011,مدرسة النصر,,mdrs@ lnSr,École,,Sana'a City,Ath Thawrah,Ath Thawrah,,,صنعاء
node/10160025107,الأكاديمية اليمنية لهندسة النفط والغاز,,l'kdymy@ lymny@ lhnds@ lnfT wlGz,Collège / Institut,,Sana'a City,Ath Thawrah,Ath Thawrah,15.4013132,44.195418,
node/7205596785,مدارس أنوار العلى,Anwar Al Ola School,Anwar Al Ola School,École,,Sana'a City,Sana'a City Outskirts - Hamdan,Sana'a City Outskirts - Hamdan,15.4076066,44.159698,
node/6573169087,مدرسة فرسان اليمن,,mdrs@ frsn lymn,École,,Sana'a City,Sana'a City Outskirts - Hamdan,Sana'a City Outskirts - Hamdan,15.3998293,44.1546347,
way/602874894,جامعة الإيمان,,jm`@ lymn,Université,,Sana'a City,Ath Thawrah,Ath Thawrah,,,
node/12561034804,مدارس المعارف الحديثة,,mdrs lm`rf lHdyth@,École,,Sana'a City,Ma'in,Ma'in,15.3933904,44.1708283,صنعاء
node/8503983717,مدرسة السلام للبنات,,mdrs@ lslm llbnt,École,,Sana'a City,Sana'a City Outskirts - Hamdan,Sana'a City Outskirts - Hamdan,15.3944187,44.1599823,
way/1029131577,مدرسة سيئون,,mdrs@ syy'wn,École,,Sana'a City,Ma'in,Ma'in,,,
way/399247538,كلية الطب,,kly@ lTb,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
way/1020377762,مدرسة سماء المعرفة,,mdrs@ sm lm`rf@,École,,Sana'a City,Ma'in,Ma'in,,,المدينة الليبية
way/602874901,كلية الأسنان,,kly@ l'snn,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
node/7004170485,حضانة اطفال عمران,,HDn@ Tfl `mrn,Jardin d'enfants,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3852547,44.1847617,
node/8399382017,مدرسة عمر بن الخطاب,,mdrs@ `mr bn lkhTb,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3949148,44.1802414,حي النهضة
node/13200918842,مدارس بناة المجد الحديثة,,mdrs bn@ lmjd lHdyth@,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3963624,44.1836621,
way/1029050558,مدرسة النهضة,,mdrs@ lnhD@,École,,Sana'a City,Ath Thawrah,Ath Thawrah,,,حي النهضة
node/5132001925,مدارس النهضة,Al-Nahdha School,Al-Nahdha School,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3901479,44.1849679,
node/5816242658,مدرسة حليمة للبنات,,mdrs@ Hlym@ llbnt,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3921773,44.2003061,
way/602899841,مدرسة حليمة السعدية للبنات,,mdrs@ Hlym@ ls`dy@ llbnt,École,,Sana'a City,Ath Thawrah,Ath Thawrah,,,
node/6028250923,مدرسة أوسان,Awssan school,Awssan school,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3891662,44.2023656,
way/608263761,مدرسة أوسان,,mdrs@ 'wsn,École,,Sana'a City,Ath Thawrah,Ath Thawrah,,,صنعاء
node/8687950020,مدارس قحطان الأهلية,,mdrs qHTn l'hly@,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3866906,44.2034223,
node/10160025045,مدارس قحطان الأهلية الفرع,,mdrs qHTn l'hly@ lfr`,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3872621,44.2002154,
node/10160025059,مدريسة واحة العلم الأهلية,,mdrys@ wH@ l`lm l'hly@,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3852545,44.195137,
node/4242717597,مدرسة عثمان بن عفان الحكومية للبنين,Aothman bn affan school for boys,Aothman bn affan school for boys,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3840041,44.1990485,
node/4242721889,مدرسة اليمن الحديث الحكومية للبنات,The modern Yemen school for girls,The modern Yemen school for girls,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3839962,44.1983443,
node/10160025054,الكلية الدولية للعلوم الصحية والتقنية,,lkly@ ldwly@ ll`lwm lSHy@ wltqny@,Collège / Institut,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3853357,44.1975062,
node/4452929398,مدارس التقنية الأهلية,,mdrs ltqny@ l'hly@,École,,Sana'a City,Shu'ub,Shu'ub,15.3810033,44.2029033,
way/602926705,مدرسة آزال الوادي,,mdrs@ azl lwdy,École,,Sana'a City,Ma'in,Ma'in,,,
way/24480524,كلية الهندسة,Faculty of Engineering,Faculty of Engineering,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
node/6937224590,كلية الهندسة,Kulliyat al Handasah,Kulliyat al Handasah,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.369991,44.17898,
node/3777190325,رئاسة جامعة صنعاء,,ry's@ jm`@ Sn`,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3691605,44.1858966,
node/3777190324,نيابة شؤون الطلاب,,nyb@ shw'wn lTlb,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.369101,44.1864224,
way/60795684,جامعة العلوم والتكنولوجيا,University of Science and Technology,University of Science and Technology,Université,,Sana'a City,Ath Thawrah,Ath Thawrah,,,
node/13436435956,مدرسة الشهيد أحمد الثلايا,,mdrs@ lshhyd 'Hmd lthly,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3735845,44.1958804,
node/13436435955,مدرسة فاطنة الزهراء للبنات,,mdrs@ fTn@ lzhr llbnt,École,,Sana'a City,Ath Thawrah,Ath Thawrah,15.3731409,44.1955103,
node/6028250916,مدرسة البتول,,mdrs@ lbtwl,École,,Sana'a City,Shu'ub,Shu'ub,15.3725871,44.2024777,
way/120247461,مدرسة أم المؤمونين عائشة,Aeshah School,Aeshah School,École,,Sana'a City,At Tahrir,At Tahrir,,,
node/13521158073,مدارس الفردوس النموذجية,,mdrs lfrdws lnmwdhjy@,École,,Sana'a City,At Tahrir,At Tahrir,15.3681094,44.1975528,
node/4401651194,مدرسة الميثاق,,mdrs@ lmythq,École,,Sana'a City,At Tahrir,At Tahrir,15.3662112,44.1921171,
way/603521833,مدرسة الميثاق,,mdrs@ lmythq,École,,Sana'a City,At Tahrir,At Tahrir,,,
node/13521158078,مدارس الرسالة,,mdrs lrsl@,École,,Sana'a City,At Tahrir,At Tahrir,15.3649088,44.1938741,
node/13521158077,مدرسة يمن المستقبل,,mdrs@ ymn lmstqbl,École,,Sana'a City,At Tahrir,At Tahrir,15.3648868,44.1941544,
node/5673912123,جامعة الحكمة,Alhekmah university,Alhekmah university,Collège / Institut,,Sana'a City,At Tahrir,At Tahrir,15.3651082,44.1923209,
node/6029109284,مدرسة خالد بن الوليد,khaled ebn alwaleed school,khaled ebn alwaleed school,École,,Sana'a City,At Tahrir,At Tahrir,15.3602275,44.1990381,
node/3256253232,مدرسة بلقيس,,mdrs@ blqys,École,,Sana'a City,At Tahrir,At Tahrir,15.3559803,44.1964422,
node/6131128100,مدارس هامات,,mdrs hmt,École,,Sana'a City,At Tahrir,At Tahrir,15.361436,44.1892974,
node/5895667784,الجامعة الدولية,,ljm`@ ldwly@,Université,,Sana'a City,At Tahrir,At Tahrir,15.3604333,44.1860755,
node/12587743581,مدارس سفير الحديثة,,mdrs sfyr lHdyth@,École,,Sana'a City,At Tahrir,At Tahrir,15.3598471,44.1875607,صنعاء
node/3256253227,مدرسة أسماء للبنات,,mdrs@ 'sm llbnt,École,,Sana'a City,At Tahrir,At Tahrir,15.3556914,44.1881004,
node/4452440152,المركز الكندي للغات,Canadian Language Centre,Canadian Language Centre,Collège / Institut,,Sana'a City,At Tahrir,At Tahrir,15.3578544,44.1871303,
node/13475400705,مدارس التربية الحديثة,,mdrs ltrby@ lHdyth@,École,,Sana'a City,Ma'in,Ma'in,15.3597709,44.1791488,
way/120248255,مدرسة معاذ بن جبل,,mdrs@ m`dh bn jbl,École,,Sana'a City,Ma'in,Ma'in,,,
node/12299826395,مدرسة نسيبة بنت كعب للبنات,,mdrs@ nsyb@ bnt k`b llbnt,École,,Sana'a City,Ma'in,Ma'in,15.3597158,44.1836861,
way/237823828,مدارس الرشيد الحديثة- فرع البنين,Arrasheed Modern School -Boy Branch,Arrasheed Modern School -Boy Branch,École,,Sana'a City,Ma'in,Ma'in,,,
node/4473108697,مدارس التربيه الحديثه,,mdrs ltrbyh lHdythh,École,,Sana'a City,Ma'in,Ma'in,15.3597896,44.179488,
way/602926703,كلية اللغات,,kly@ llGt,École,,Sana'a City,Ma'in,Ma'in,,,
way/373884294,مبنى شؤون الطلاب ومدرج كلية الحاسوب,,mbn~ shw'wn lTlb wmdrj kly@ lHswb,École,,Sana'a City,At Tahrir,At Tahrir,,,
way/373884293,كلية الحاسوب وتكنولوجيا المعلومات,Faculty of Computer and Information Technology,Faculty of Computer and Information Technology,École,,Sana'a City,At Tahrir,At Tahrir,,,
way/373884292,كلية الحاسوب وتكنولوجيا المعلومات,Faculty of Computer and Information Technology,Faculty of Computer and Information Technology,Collège / Institut,,Sana'a City,At Tahrir,At Tahrir,,,
way/373884295,مركز الحاسب الآلي,,mrkz lHsb laly,École,,Sana'a City,At Tahrir,At Tahrir,,,
way/602926704,كلية الإعلام,,kly@ l`lm,École,,Sana'a City,Ma'in,Ma'in,,,
node/3777190317,مباني السكن الطلابي,,mbny lskn lTlby,École,,Sana'a City,At Tahrir,At Tahrir,15.3653565,44.1872148,
way/602926700,كلية التجارة والاقتصاد,,kly@ ltjr@ wlqtSd,École,,Sana'a City,At Tahrir,At Tahrir,,,
node/8164414717,مدارس الرشيد,,mdrs lrshyd,École,,Sana'a City,At Tahrir,At Tahrir,15.367248,44.1897994,
node/13436436024,كلية الآفاق للعلوم الطبية والتقنية,,kly@ lafq ll`lwm lTby@ wltqny@,Collège / Institut,,Sana'a City,At Tahrir,At Tahrir,15.3671356,44.19074,
node/13436436023,المدرسة العلمية الحديثة,,lmdrs@ l`lmy@ lHdyth@,École,,Sana'a City,At Tahrir,At Tahrir,15.3674382,44.1911222,
way/602926697,القاعة الكبرى بكلية الشريعة والقانون,,lq`@ lkbr~ bkly@ lshry`@ wlqnwn,École,,Sana'a City,At Tahrir,At Tahrir,,,
node/6937224471,جامعة صنعاء,Jami`at San`a',Jami`at San`a',Collège / Institut,,Sana'a City,At Tahrir,At Tahrir,15.367033,44.186782,
way/602926699,كلية الشريعة والقانون,,kly@ lshry`@ wlqnwn,École,,Sana'a City,Ma'in,Ma'in,,,
way/1089201817,جامعة صنعاء,Sanaa University,Sanaa University,Université,,Sana'a City,Ma'in,Ma'in,,,
way/313258973,كلية التربية,,kly@ ltrby@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
node/6937218379,كلية الزراعة,,kly@ lzr`@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.366001,44.181063,
way/24466450,كلية الزراعة,Faculty of Agriculture,Faculty of Agriculture,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
node/3777190313,مركز المياه والبيئة,,mrkz lmyh wlbyy'@,École,,Sana'a City,Ma'in,Ma'in,15.3686197,44.1803356,
node/8383195121,رياض ومدارس السلسبيل الاهلية,,ryD wmdrs lslsbyl lhly@,École,,Sana'a City,Ma'in,Ma'in,15.3659177,44.1747816,صنعاء
node/7746360485,مدرسة بدر الكبرى,Badr high school,Badr high school,École,,Sana'a City,Ma'in,Ma'in,15.3677327,44.1726274,
node/5875416933,جامعة اليمن,Yemen Univercity,Yemen Univercity,Université,,Sana'a City,Ma'in,Ma'in,15.3670234,44.1744959,
node/5877278585,مدارس إكليل اليمن الحديثة,Eklell Al-Yemen Modern Schools,Eklell Al-Yemen Modern Schools,École,,Sana'a City,Ma'in,Ma'in,15.3610113,44.1762953,
node/9905258317,معهد اورنج,Orange Institute,Orange Institute,École,,Sana'a City,Ma'in,Ma'in,15.3612421,44.1765242,
node/6690293157,جامعة الناصر,AL-Nasser University,AL-Nasser University,Université,,Sana'a City,Ma'in,Ma'in,15.3586637,44.1726783,السنينة
node/4890392521,استاتيكا للهندسة والتدريب,Statika For Engineering,Statika For Engineering,École,,Sana'a City,Ma'in,Ma'in,15.3582507,44.1740542,
way/500697321,مدرسة الاقصى للبنات,,mdrs@ lqS~ llbnt,École,,Sana'a City,Ma'in,Ma'in,,,
node/13475400737,مدارس الخير النموذجية الأهلية,,mdrs lkhyr lnmwdhjy@ l'hly@,École,,Sana'a City,Ma'in,Ma'in,15.3595731,44.1763084,
node/6345369214,جامعة الرازي,AL-Razi university,AL-Razi university,Université,,Sana'a City,Ma'in,Ma'in,15.3589227,44.1768252,
node/6381704986,مدرسه هائل سعيد انعم,,mdrsh hy'l s`yd n`m,École,,Sana'a City,Ma'in,Ma'in,15.3558641,44.1772952,
node/5875416947,المدرسة السودانية,,lmdrs@ lswdny@,École,,Sana'a City,Ma'in,Ma'in,15.356241,44.1737385,
node/6345346696,جامعة آزال للتنمية البشرية,Azal university for human development,Azal university for human development,Université,,Sana'a City,Ma'in,Ma'in,15.3569712,44.1747563,صنعاء
node/12563189859,مدارس تمكين الدولية,,mdrs tmkyn ldwly@,École,,Sana'a City,Ma'in,Ma'in,15.3586565,44.1700443,السنينة
node/12609716829,مدارس طيبة التربوية,,mdrs Tyb@ ltrbwy@,École,,Sana'a City,Ma'in,Ma'in,15.3581287,44.1709121,
node/8133575917,جامعة الناصر,Alnasser University,Alnasser University,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3595877,44.1698298,
way/60792816,جامعة العلوم والتكنولوجيا- كلية الطب,,jm`@ l`lwm wltknwlwjy- kly@ lTb,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
way/60792829,جامعة العلوم والتكنولوجيا- الكلية الادارية,,jm`@ l`lwm wltknwlwjy- lkly@ ldry@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
way/60792825,جامعة العلوم والتكنولوجيا- كلية الأسنان,,jm`@ l`lwm wltknwlwjy- kly@ l'snn,Collège / Institut,,Sana'a City,Ma'in,Ma'in,,,
way/60792848,جامعة العلوم والتكنولوجيا,University of Science and Technology,University of Science and Technology,Université,,Sana'a City,Ma'in,Ma'in,,,صنعاء
node/8401435317,مدارس القادة والإرادة,,mdrs lqd@ wlrd@,École,,Sana'a City,Ma'in,Ma'in,15.3752917,44.1749026,
node/10247843009,مدرسة الطفل النجم,star baby school,star baby school,École,,Sana'a City,Ma'in,Ma'in,15.3737994,44.1707531,
node/5760557921,روضة الاندلس,,rwD@ lndls,Jardin d'enfants,,Sana'a City,Ma'in,Ma'in,15.3796769,44.1744567,
node/8399381817,كلية الطب والعلوم الصحية,,kly@ lTb wl`lwm lSHy@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.381958,44.174087,
node/6937224328,كلية الطب,Kulliyat at Tibb,Kulliyat at Tibb,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.382331,44.173902,
node/5600329621,مدرسة شملان,Shamlan school,Shamlan school,École,,Sana'a City,Sana'a City Outskirts - Hamdan,Sana'a City Outskirts - Hamdan,15.409742,44.1538485,
way/906031379,مدارس تلال صنعاء الدولية,,mdrs tll Sn` ldwly@,École,,Sana'a,Bani Matar,Shihab Al Asfal,,,مدينة صنعاء
node/6508973494,جامعة الاتحاد للعلوم والتكنولوجيا,Union University of Science and Technology,Union University of Science and Technology,Université,,Sana'a City,Ma'in,Ma'in,15.337549,44.173167,
node/12584732516,مدارس العالمية الحديثة - فرع الإنجليزي,,mdrs l`lmy@ lHdyth@ - fr` lnjlyzy,École,,Sana'a City,Ma'in,Ma'in,15.3379383,44.172931,صنعاء
node/12407562085,مدرسة صنعاء البريطانية,,mdrs@ Sn` lbryTny@,École,,Sana'a City,Ma'in,Ma'in,15.337628,44.1754749,صنعاء
way/1029339252,مدرسة عذبان,,mdrs@ `dhbn,École,,Sana'a City,Ma'in,Ma'in,,,صنعاء
node/12584732511,مدارس أعلام سبأ الأهلية,,mdrs '`lm sb' l'hly@,École,,Sana'a City,Ma'in,Ma'in,15.3377619,44.170894,صنعاء
way/1029348699,مدرسة,,mdrs@,École,,Sana'a City,Ma'in,Ma'in,,,
node/4182490189,مدرسة الصديق,Alsedeeg school,Alsedeeg school,École,,Sana'a City,Ma'in,Ma'in,15.3405895,44.1657806,
way/607858877,مدرسة الصديق,,mdrs@ lSdyq,École,,Sana'a City,Ma'in,Ma'in,,,
node/4182489490,مدرسة الوفاق,,mdrs@ lwfq,École,,Sana'a City,Ma'in,Ma'in,15.3452262,44.1653141,
node/4182489790,مدرسة الرشيد النموذجيه,Alrasheed school,Alrasheed school,École,,Sana'a City,Ma'in,Ma'in,15.3481889,44.168162,
node/13452070423,جامعة الرازي فرع الحاسوب,,jm`@ lrzy fr` lHswb,Université,,Sana'a City,Ma'in,Ma'in,15.3536032,44.1786948,
way/1089201801,جامعة الرازي فرع الحاسوب,"AL-Razi University, Computer Science Department","AL-Razi University, Computer Science Department",Université,,Sana'a City,Ma'in,Ma'in,,,
node/5878121422,مدارس اليمنية الحديثة,,mdrs lymny@ lHdyth@,École,,Sana'a City,Ma'in,Ma'in,15.3521813,44.175814,
node/4182489789,مدرسة احباب الله,Ahbab Allah school,Ahbab Allah school,École,,Sana'a City,Ma'in,Ma'in,15.34713,44.1697865,
node/10177184339,مدرسة ربى العلوم,,mdrs@ rb~ l`lwm,École,,Sana'a City,Ma'in,Ma'in,15.34665,44.1678251,
node/4182443493,مدرسة ام هاني للبنات,,mdrs@ m hny llbnt,École,,Sana'a City,Ma'in,Ma'in,15.343882,44.1665804,
node/4182443191,جامعة سبأ,Sheba university,Sheba university,Université,,Sana'a City,Ma'in,Ma'in,15.3438058,44.168472,
node/12408199450,جامعة العلوم الحديثة,,jm`@ l`lwm lHdyth@,Université,,Sana'a City,Ma'in,Ma'in,15.341682,44.1731117,
node/12407644002,مدرسة أوائل المجد الأهلية,,mdrs@ 'wy'l lmjd l'hly@,École,,Sana'a City,Ma'in,Ma'in,15.3422772,44.179639,صنعاء
node/5081200221,كلية طب الاسنان جامعة سبأ,Dental College and Clinics Saba University,Dental College and Clinics Saba University,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3426819,44.1810023,
node/4472852320,مدرسة بغداد,,mdrs@ bGdd,École,,Sana'a City,Ma'in,Ma'in,15.3430521,44.1856548,
node/5673813421,مدرسة سقطرى,,mdrs@ sqTr~,École,,Sana'a City,Ma'in,Ma'in,15.3459731,44.1810201,
node/3256260078,مدرسة صنعاء الأهلية,Sanaa private school,Sanaa private school,École,,Sana'a City,At Tahrir,At Tahrir,15.353585,44.1898224,
node/3256277270,مدرسة أحمد العباسي,,mdrs@ 'Hmd l`bsy,École,,Sana'a City,Ma'in,Ma'in,15.3501719,44.1896221,
node/13518892499,رئاسة جامعة صنعاء القديمة,,ry's@ jm`@ Sn` lqdym@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3483905,44.1897503,
way/58097829,جامعة صنعاء القديمة,Sana'a Old University,Sana'a Old University,Université,,Sana'a City,Ma'in,Ma'in,,,
way/53211599,كلية العلوم,,kly@ l`lwm,École,,Sana'a City,Ma'in,Ma'in,,,
node/13518892500,قسم اللغة الفرنسية,,qsm llG@ lfrnsy@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3474929,44.1909733,
node/13518892501,قسم الرياضيات,,qsm lryDyt,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3480206,44.1916868,
node/13518892502,كلية الآداب والعلوم الإنسانية,,kly@ ladb wl`lwm lnsny@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3490759,44.1912952,
node/4332188397,مدرسه الشهيد العلفي,alshaheed aloloffy school,alshaheed aloloffy school,École,,Sana'a City,At Tahrir,At Tahrir,15.3496987,44.1958308,
node/13518892520,مدرسة الفرات الأساسية الثانوية للبنات,,mdrs@ lfrt l'ssy@ lthnwy@ llbnt,École,,Sana'a City,At Tahrir,At Tahrir,15.3517426,44.1929354,
node/13518892535,مدرسة المعرفة الأهلية,,mdrs@ lm`rf@ l'hly@,École,,Sana'a City,At Tahrir,At Tahrir,15.352957,44.192812,
node/8038031914,مدارس شمس العلوم الحديثة,Shams ALaloom Modern Schools,Shams ALaloom Modern Schools,École,,Sana'a City,At Tahrir,At Tahrir,15.3526515,44.1980885,أمانة العاصمة
node/4990833721,مدرسة سيف بن ذي يزن,,mdrs@ syf bn dhy yzn,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3491469,44.2030072,
way/1089204772,مدرسة صنعاء المتقدمة فرع البنين,,mdrs@ Sn` lmtqdm@ fr` lbnyn,École,,Sana'a City,Al Wehdah,Al Wehdah,,,صنعاء
node/11079015889,مدرسة صنعاء المتقدمة,,mdrs@ Sn` lmtqdm@,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3462148,44.2028813,
node/11079015893,المدرسة اليمنية الرائدة,,lmdrs@ lymny@ lry'd@,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3459265,44.1990152,
way/237755388,مدرسة الزبيري,,mdrs@ lzbyry,École,,Sana'a City,Al Wehdah,Al Wehdah,,,
node/6050924689,مؤسسة القيادات الشابة,,mw'ss@ lqydt lshb@,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3369038,44.2014263,
node/12559596180,مدارس كيان الطفل الحديثة,,mdrs kyn lTfl lHdyth@,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3356893,44.200421,صنعاء
node/12559596179,المدرسة الباكستانية,,lmdrs@ lbkstny@,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3359171,44.1997203,صنعاء
node/6060101596,مدرسة الشهيد علي عبد المغني,Abdulmoghni school,Abdulmoghni school,École,,Sana'a City,Al Wehdah,Al Wehdah,15.3359194,44.1976982,صنعاء
way/610188589,مدرسة الإسراء,,mdrs@ lsr,École,,Sana'a City,Al Wehdah,Al Wehdah,,,
node/12409058865,مدارس الأرض السعيدة,,mdrs l'rD ls`yd@,École,,Sana'a City,Ma'in,Ma'in,15.3376538,44.1900065,صنعاء
node/9911090912,جامعة المستقبل,,jm`@ lmstqbl,Université,,Sana'a City,Ma'in,Ma'in,15.3371952,44.1861142,
node/12407644006,مدرسة القدس الشريف,,mdrs@ lqds lshryf,École,,Sana'a City,Ma'in,Ma'in,15.3387098,44.1880347,
node/4858907323,جامعة العلوم الحديثة,,jm`@ l`lwm lHdyth@,Université,,Sana'a City,Ma'in,Ma'in,15.3390921,44.1874998,صنعاء
node/6370084585,مدرسة رابعة العدوية للبنات,,mdrs@ rb`@ l`dwy@ llbnt,École,,Sana'a City,Ma'in,Ma'in,15.3386486,44.1813847,
node/12409058887,جامعة المستقبل كلية الهندسة وتكنولوجيا المعلومات,,jm`@ lmstqbl kly@ lhnds@ wtknwlwjy lm`lwmt,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3366921,44.1847908,صنعاء
node/4298023892,جامعة المستقبل  كلية اللغات والعلوم الإنسانية,,jm`@ lmstqbl  kly@ llGt wl`lwm lnsny@,Université,,Sana'a City,Ma'in,Ma'in,15.335584,44.184651,صنعاء
node/6670056188,اميدست,,mydst,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.336128,44.1872293,
node/10624927351,كلية علوم الطوارئ الصحية والتقنية,,kly@ `lwm lTwry' lSHy@ wltqny@,Collège / Institut,,Sana'a City,Ma'in,Ma'in,15.3364361,44.1892223,صنعاء
node/12409058861,مدارس البنيان الحديثة,,mdrs lbnyn lHdyth@,École,,Sana'a City,Ma'in,Ma'in,15.336081,44.1892513,
node/10624927345,مدارس كنوز المعرفة,,mdrs knwz lm`rf@,École,,Sana'a City,As Sab'in,As Sab'in,15.3340001,44.1882068,
node/10624927341,مدرسة الحمد,,mdrs@ lHmd,École,,Sana'a City,As Sab'in,As Sab'in,15.3315504,44.1893412,صنعاء
node/4332357312,مدارس ذو ريدان الاهليه,Thoo Raydan school,Thoo Raydan school,École,,Sana'a City,As Sab'in,As Sab'in,15.329849,44.1911383,
node/10624927339,مدرسة أبجد,,mdrs@ 'bjd,École,,Sana'a City,As Sab'in,As Sab'in,15.3308259,44.1884684,صنعاء
node/5009368123,مدرسة الأمجاد الأهلية-حدة,Alamjad school,Alamjad school,École,,Sana'a City,As Sab'in,As Sab'in,15.332455,44.1855807,صنعاء
