wilaya_code,wilaya,commune_code,commune,ecole_code,nom_ecole,type
10,"Bouira",1001,"البويرة (BOUIRA)",10011048,"إبتدائية  النجاح الخاصة","Privé"
10,"Bouira",1001,"البويرة (BOUIRA)",10011059,"إبتدائية  انسيكلو الخاصة","Privé"
10,"Bouira",1001,"البويرة (BOUIRA)",10011061,"إبتدائية  المستقبل السامي","Privé"
12,"Tébessa",1201,"تبسة (TEBESSA)",12011083,"إبتدائية  التميز الخاصة","Privé"
13,"Tlemcen",1301,"تلمسان (TLEMCEN)",13011047,"إبتدائية  الفتح","Privé"
13,"Tlemcen",1301,"تلمسان (TLEMCEN)",13011048,"إبتدائية  الحياة","Privé"
13,"Tlemcen",1301,"تلمسان (TLEMCEN)",13011057,"إبتدائية  المجموعة المدرسية بوعبدالله - ابتدائي","Privé"
13,"Tlemcen",1301,"تلمسان (TLEMCEN)",13011058,"إبتدائية  المجمع المدرسي الفتح","Privé"
13,"Tlemcen",1351,"منصورة (MANSOURAH)",13511020,"إبتدائية  تيسورة الخاصة","Privé"
14,"Tiaret",1401,"تيارت (TIARET)",14011128,"إبتدائية  مؤسسة التربية و التعليم  محمد الفاتح الخاصة","Privé"
14,"Tiaret",1401,"تيارت (TIARET)",14011138,"إبتدائية  الإدراك","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011054,"إبتدائية  قوس قزح","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011055,"إبتدائية  إثري","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011056,"إبتدائية  جرجرة سكول","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011057,"إبتدائية  فورولو الصغير","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011058,"إبتدائية  لحاد","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011059,"إبتدائية  اليمامة البيضاء","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011060,"إبتدائية  اسبرانس سكول","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011061,"إبتدائية  أسلاس","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011062,"إبتدائية  تالة","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011063,"إبتدائية  تيللي","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011067,"إبتدائية  رونيسونس","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011068,"إبتدائية  أفولاي","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011069,"إبتدائية  تيزي نتسنا","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011070,"إبتدائية  إزجيقان نتفسوث","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011072,"إبتدائية  إخولاف","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011073,"إبتدائية  لاسيتادال","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011079,"إبتدائية  مادور","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011080,"إبتدائية  لاســيــتــدال مـلـحـقـة","Privé"
15,"Tizi Ouzou",1501,"تيزي وزو (TIZI-OUZOU)",15011082,"إبتدائية  ليباج دي ليفر","Privé"
15,"Tizi Ouzou",1510,"ذراع الميزان (DRAA EL MIZAN)",15101020,"إبتدائية  أعمر حرشاوي","Privé"
15,"Tizi Ouzou",1511,"تيزي غنيف (TIZI-GHENIF)",15111020,"إبتدائية  النــجــاح","Privé"
15,"Tizi Ouzou",1518,"عزازقة (AZAZGA)",15181015,"إبتدائية  شريفي علي","Privé"
15,"Tizi Ouzou",1518,"عزازقة (AZAZGA)",15181016,"إبتدائية  بن قاسي محند سعيد (بال إتتوال)","Privé"
15,"Tizi Ouzou",1536,"واضية (OUADHIAS)",15361006,"إبتدائية  لي بون إيـسبـرونـس","Privé"
15,"Tizi Ouzou",1537,"أزفون (AZEFFOUN)",15371024,"إبتدائية  الإخوة حدري (براين سكول سابقا)","Privé"
15,"Tizi Ouzou",1547,"ذراع بن خدة (DRAA-BEN-KHEDDA)",15471012,"إبتدائية  لكناري","Privé"
15,"Tizi Ouzou",1547,"ذراع بن خدة (DRAA-BEN-KHEDDA)",15471013,"إبتدائية  نوميديا توارس","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16011022,"إبتدائية  م ت ت خ الكاهنة","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16011023,"إبتدائية  م ت ت خ الكندي","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16031013,"إبتدائية  م ت ت خ لعبادي حسان","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16111035,"إبتدائية  م ت ت خ فيتاغورس","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16121035,"إبتدائية  م خ  قران دي سافوار","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16171016,"إبتدائية  م ت ت خ رسالة الأمل","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16171018,"إبتدائية  م ت ت خ كابوسين","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181039,"إبتدائية  م ت ت خ 3210 صولاي","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181053,"إبتدائية  م ت ت خ أدسفور سكول","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16181056,"إبتدائية  م ت ت خ مفدي زكريا","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16221012,"إبتدائية  م ت ت خ فال جولي","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16251009,"إبتدائية  م ت ت خ إينيسيال","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16421027,"إبتدائية  سميرة سكول الخاصة","Privé"
16,"Alger",1601,"الجزائر الوسطى (ALGER CENTRE)",16521031,"إبتدائية  م خ الاطلس الكبير","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16181053,"إبتدائية  م ت ت خ أدسفور سكول","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1602,"سيدي امحمد (SIDI M'HAMED)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16031013,"إبتدائية  م ت ت خ لعبادي حسان","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16121035,"إبتدائية  م خ  قران دي سافوار","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16181053,"إبتدائية  م ت ت خ أدسفور سكول","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1603,"المدنية (EL MADANIA)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16121035,"إبتدائية  م خ  قران دي سافوار","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16181053,"إبتدائية  م ت ت خ أدسفور سكول","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1604,"محمد بلوزداد (MOHAMED BELOUZDAD)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16031013,"إبتدائية  م ت ت خ لعبادي حسان","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1605,"باب الوادي (BAB EL OUED)",16321015,"إبتدائية  م ت ت خ الفانوس","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1606,"بولوغين بن زيري (BOLOGHINE IBNOU ZIRI)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1607,"القصبة (CASBAH)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1608,"وادي قريش (OUED KORICHE)",16321016,"إبتدائية  م ت ت خ آمال المستقبل","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16101023,"إبتدائية  م ت ت خ النور","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16101024,"إبتدائية  م ت ت خ الأوراس","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16101025,"إبتدائية  م ت ت خ موزاوي حكيم","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16101026,"إبتدائية  م ت ت خ الأمل","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16111040,"إبتدائية  م ت ت خ نور العلوم","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16121035,"إبتدائية  م خ  قران دي سافوار","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181030,"إبتدائية  م ت ت خ الأبرار","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181031,"إبتدائية  م ت ت خ مملكة الزهور","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181034,"إبتدائية  م ت ت خ الياسمين","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181036,"إبتدائية  م ت ت خ خديجة","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181040,"إبتدائية  م ت ت خ ابن سيرين","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181045,"إبتدائية  م ت ت خ المستقبل","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181049,"إبتدائية  م ت ت خ المعارج","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16181050,"إبتدائية  م ت ت خ أضواء العلم","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16221011,"إبتدائية  م ت ت خ فنتازيا","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16271010,"إبتدائية  م ت ت خ الحكمة","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16321015,"إبتدائية  م ت ت خ الفانوس","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16321016,"إبتدائية  م ت ت خ آمال المستقبل","Privé"
16,"Alger",1610,"الابيار (EL BIAR)",16521031,"إبتدائية  م خ الاطلس الكبير","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16101022,"إبتدائية  م ت ت خ ساريس","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16101027,"إبتدائية  م ت ت خ القلادة الذهبية","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16111028,"إبتدائية  م ت ت خ ليقليسين","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16111029,"إبتدائية  م ت ت خ نبراس البصائر","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16111031,"إبتدائية  م ت ت خ خطوة بخطوة","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16111032,"إبتدائية  م ت ت خ الانفتاح","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16111033,"إبتدائية  م ت ت خ الرجاء و التفوق","Privé"
16,"Alger",1611,"بوزريعة (BOUZAREAH)",16111034,"إبتدائية  م ت ت خ الرياس","Privé"
