NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,ADRESSE,ADRESSE_AR,COMMUNE,PROVINCE,PROVINCE_AR,REGION,REGION_AR,TEL,FAX,TYPE,SOURCE
ECOLE ELMANAR,مدرسة المنار,DOUAR BEN ANFAR  COMMUNE LQLIAA,دوار بنعنفر,Lqliaa (Mun.),Préfecture: Inezgane- Ait,عمالة إنزكان-آيت ملول,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
ECOLE ARRAJA,مدرسة الرجاء,HAY AZROU COMMUNE AIT MELLOUL,حي ازرو,Ait Melloul (Mun.),Préfecture: Inezgane- Ait,عمالة إنزكان-آيت ملول,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
ECOLE EL ANDALIB,مدرسة العندليب,HAY QUASBAT TAHER COMMUNE AIT MELLOUL,حي قصبة الطاهر,Ait Melloul (Mun.),Préfecture: Inezgane- Ait,عمالة إنزكان-آيت ملول,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
ECOLE SALAM,مدرسة السلام,IGGUI IFRDEN alal ben abdellah  COMMUNE DCHEIRA EL,اكي افرضن  شارع علال بن عبد الله الدشيرة الجهادية ,Dcheira El Jihadia (Mun.),Préfecture: Inezgane- Ait,عمالة إنزكان-آيت ملول,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
Secteur Scolaire  EL AMAL,مجموعة مدارس الأمل,HAY RBIEB COMMUNE ESSMARA,حي اربيب جماعة السمارة,Es-semara (Mun.),Province: Es-Semara,إقليم السمارة,Laayoune-Sakia El Hamra,العيون-الساقية الحمراء,,,PUBLIC,MENPS 2023
E MOHAMED  KHOUIBI,م. محمد الخويبــي,QUARTIER  AL HASSANYA     MUNICIPALITE D AGADIR,حـي الحسنيــة  أنزا  بلديـة أكادير,Agadir (Mun.),Préfecture: Agadir-Ida -O,عمالة أكادير-إداو أوتنان,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
E AL FARABI,م. الفـرابـي,QUARTIER  AL WIFAQ     MUNICIPALITE D AGADIR,حـي الوفـاق بنسركـاو بلديـة أكـاديــر,Agadir (Mun.),Préfecture: Agadir-Ida -O,عمالة أكادير-إداو أوتنان,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
ECOLE ABOU HOURAYRA 2,مدرسة ابو هريرة 2,LOTISSEMENT TASSALTANTE MUNICIP SY BEN ALI,تجزئة تسلطانت مقاطعة سيدي يوسف بن علي,Sidi Youssef Ben Ali (Arrond.),Préfecture: Marrakech,عمالة مراكش,Marrakech-Safi,مراكش-آسفي,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE IBN HANBAL, المدرسة الابتدائية ابن حنبل,av soussa  ROUTE IMOUZZER,شارع سوسة طريق إيموزار,Saiss (Arrond.),Préfecture: Fès,عمالة فاس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE AL YASSAMINE,المدرسة الابتدائية الياسمين,Av IBN ATTIR COMMUNE AGDAL,شارع ابن الأثير طريق عين الشقف,Agdal (Arrond.),Préfecture: Fès,عمالة فاس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
SS BOUALA,م/م بوعلى,DOUAR BOUALA COMMUNE BENI ZRANTEL,,Bni Zrantel,Province: Khouribga,إقليم خريبكة,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE ABDELAZIZ KHAYA,المدرسة الابتدائية عبد العزيز خيا,HAY  LALLA MARIEM COMMUNE BOUJDOUR,حي للا مريم بوجدور,Boujdour (Mun.),Province: Boujdour,إقليم بوجدور,Laayoune-Sakia El Hamra,العيون-الساقية الحمراء,,,PUBLIC,MENPS 2023
ecole ABDELAZIZ BEN CHAKROUN,مدرسة عبد العزيز بنشقرون,QUARTIER TUIBLA   TETOUAN,حي طويبلة . تطوان                                 ,Tétouan (Mun.),Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
SS AIN LIN,م.م عين لين, DOUAR AIN LINE COMMUNE rURALE  AL ILLYENE,دوار عين لين جماعة العليين,Allyene,Préfecture: M'Diq-Fnideq,عمالة مارتيل-الفنيدق,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
SS DAYA,م/م الضاية الابتدائية,DOUAR DAYA CJOUAMAA,  االضاية جماعة الجوامعة - الفحص أنجرة,Jouamaa,Province: Fahs-Anjra     ,إقليم الفحص-أنجرة,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
TATCHA,تاتشا,DOUAR TATCHA COMMUNE LEHRI,دوار تاتشا جماعة الهري,Lehri,Province: Khénifra,إقليم خنيفرة,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT GHANEN,ايت غانم,DOUAR AIT GHANEM COMMUNE TIZI N GHACHOU,دوار ايت غانم جماعة تيزي نغشو,Tizi N'Ghachou,Province: Midelt,إقليم ميدلت,Drâa-Tafilalet,درعة-تافيلالت,,,PUBLIC,MENPS 2023
SS EL FAIJA  LAMGHADER ,م.م الفايجة  لمغادر المركزية,DOUAR LAMGHADER CTERNATA,لمغادر,Ternata,Province: Zagora,إقليم زاكورة,Drâa-Tafilalet,درعة-تافيلالت,,,PUBLIC,MENPS 2023
SS AIT OUZZINE TAFSSATTE ,م.م أيت أوزين تافصاط المركزية,TAFSSATE CAIT OUALLAL,تافصاط أيت ولال,Ait Ouallal,Province: Zagora,إقليم زاكورة,Drâa-Tafilalet,درعة-تافيلالت,,,PUBLIC,MENPS 2023
SIDI AISSA,سيدي عيسى,TIZI NBROURI AIT NAAMANE,تيزي نبروري ايت نعمان,Ait Naamane,Province: El  Hajeb,إقليم الحاجب,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
AGHBALOU NTALEB,اغبالو نطالب,AGHBALOU NOUTALEB TAMCHACHATE,اغبلو نطالب  تمشاشاط,Tamchachate,Province: El  Hajeb,إقليم الحاجب,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
TAMIANAST,تميانصت,DOUAR TAMIANAST COMMUNE BNI AHMED IMOUGZEN,دوارتميانصت جماعة بني احمد امكزن,Bni Ahmed Imoukzan,Province: Al Hoceima,إقليم الحسيمة,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
GHILANE,غيلان,DOUAR GHILANE,دوار غيلان,Bouchaouene,Province: Figuig,إقليم فجيج,Oriental,الشرق,,,PUBLIC,MENPS 2023
AAGLAT ESSADRA,عكلة السدرة,DOUAR AAGLAT ESSADRA,عكلة السدرة,Maatarka,Province: Figuig,إقليم فجيج,Oriental,الشرق,,,PUBLIC,MENPS 2023
CENTRE ROUGUELT,مركزية روكلت,DOUAR ROUGUELT,دوار روكلت ,Ait Bou Oulli,Province: Azilal,إقليم أزيلال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE AZROU,مركزية أزرو,DOUAR Azrou,دوار أزرو,Tamda Noumercid,Province: Azilal,إقليم أزيلال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE TALGHEMT,مركزية تلغمت,DOUAR TALGHEMT,دوار تلغمت ,Ouaoula,Province: Azilal,إقليم أزيلال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE IGLASSENE,مركزية إكلاسين,DOUAR IGLASSEN  ,دوار إكلاسين,Tifni,Province: Azilal,إقليم أزيلال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE OMAR BEN EL KHATAB, المدرسة الابتدائية عمر بن الخطاب,AIN NOUKBI COMMUNE FES MEDINA,عين النقبي فاس المدينة,Jnan El Ouard (Arrond.),Préfecture: Fès,عمالة فاس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE ABDELHADI BOUTALEB,المدرسة الابتدائية عبد الهادي بوطالب,SEHRIJ GNAOUA COMMUNE JNAN ELOUARD TAHRIENNE FES,صهريج كناوة الطاهريين جماعة جنان الورد ,Jnan El Ouard (Arrond.),Préfecture: Fès,عمالة فاس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
AL AMAL,م الأمل,HAY MASSIRA 2  BENI MELLAL,حي المسيرة 2  بني ملال,Béni Mellal (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AL MASSIRA,م المسيرة,HAY ALMOHAMADI 2,بلدية بني ملال,Béni Mellal (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ُECOLE ASSAADA,م السعادة,HAY ASSAADA FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE EL AMAL,مدرسة الأمل,HAY EL AMAL COMMUNE BOUZNIKA,                      شارع بير انزران حي الأمل,Bouznika (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
 AGDAL,م/م أكدال,DOUAR LAMAACHATE   COMMUNE HRARA,دوار المعاشات جماعة حرارة,Hrara,Province: Safi,إقليم آسفي,Marrakech-Safi,مراكش-آسفي,,,PUBLIC,MENPS 2023
E AL WAHDA, م الوحدة,MUNICIPALITE DE OURZAZATE,بلدية ورزازات,Ouarzazate (Mun.),Province: Ouarzazate,إقليم ورزازات,Drâa-Tafilalet,درعة-تافيلالت,,,PUBLIC,MENPS 2023
ANAS BNOU MALIK,انس بن مالك,RUE BOUJDOUR QUARTIER MASSIRA 1 ,زنقة بوجدور حي االمسيرة 1,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
SS IDAMAMEN SOUFLA,م.م إدمامن السفلى,DOUAR IDMAMEN SOUFLA Commune  OUED beni hassan,دوار إدمامن السفلى جماعة الواد قيادة بني حسان,Al Oued,Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE EL ANDALOUSS, مدرسة الأندلس الابتدائية,AVENUE ALKODS LOTISSEMENT AL ANDALOUSS AOUAMA,شارع القدس تجزئة الأندلس العوامة,Bni Makada (Arrond.),Préfecture: Tanger-Assila,عمالة طنجة-أصيلة,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
OUCHNINE,اوشنين,DOUAR OUCHNINE COMMUNE AGUELMAN AZEGZA,دوار اوشنين جماعة اكلمام ازكزا,Aguelmam Azegza,Province: Khénifra,إقليم خنيفرة,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE EL HOUDA,المدرسة الابتدائية الهدى,AV ELHOUDA HAY LYCEE,شارع الهدى حي الليسي  بلدية كلميم,Guelmim (Mun.),Province: Guelmim,إقليم كلميم,Guelmim-Oued Noun,كلميم-واد نون,,,PUBLIC,MENPS 2023
HAY EL JADID,الحي الجديد,HAY EL AMAL BOULEVARD TAOUHID TIT MELLIl,حي الأمل شارع التوحيد تيط مليل,Tit Mellil (Mun.),Province: Médiouna,إقليم مديونة,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE 11 JANVIER,المدرسة الإبتدائية 11 يناير,PANORAMA AHL LOGHLAM sidi moumen,حي  بانوراما أهل لغلام سيدي مومن,Sidi Moumen (Arrond.),Préf. d’Arr. Sidi Bernous,عمالة مقاطعات سيدي البرنوصي,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE AL MASSIRA AL KHADRA,المدرسة الإبتدائية المسيرة الخضراء,HAY ANASSI COMMUNE  SIDI MOUMEN,حي أناسي جماعة سيدي مومن,Sidi Moumen (Arrond.),Préf. d’Arr. Sidi Bernous,عمالة مقاطعات سيدي البرنوصي,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
FKIH EL HASKOURI,مدرسة الفقيه الهسكوري,LOTISSEMENT SIDI ABDELKRIM ijennane,تجزئة سيدي عبد الكريم اجنان,Safi (Mun.),Province: Safi,إقليم آسفي,Marrakech-Safi,مراكش-آسفي,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE  EZZARKTOUNI,المدرسة الإبتدائية الزرقطوني,SOUK LA FERRAILLE  SIDI OTHMANE,سوق المتلاشيات سيدي عثمان,Sidi Othmane (Arrond.),Préf. d’Arr. Moulay R'chi,عمالة مقاطعات مولاي رشيد,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE  ABOU EL KACEM EZZAYANI,المدرسة الإبتدائية أبو القاسم  الزياني,AV DRIS HARTI HAY BARAKA HAY MOULAY RACHID,شارع إدريس الحارتي حي البركة حي مولاي رشيد,Moulay Rachid (Arrond.),Préf. d’Arr. Moulay R'chi,عمالة مقاطعات مولاي رشيد,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE  IBNOU EL OUANANE,المدرسة الإبتدائية ابن الونان,HAY BARAKA BD DRIS HARTI RUE 20 HAY MOULAY RACHID,حي البركة شارع ادريس الحارثي زنقة 20 مولاي رشيد,Moulay Rachid (Arrond.),Préf. d’Arr. Moulay R'chi,عمالة مقاطعات مولاي رشيد,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE  ABDELJALIL BENHIDA,المدرسة الإبتدائية عبدالجليل بنحيدة,BOUSSELHAM LAHRAOUIYINE sidi othmane, بوسلهام  الهراويين سيدي عثمان,Sidi Othmane (Arrond.),Préf. d’Arr. Moulay R'chi,عمالة مقاطعات مولاي رشيد,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE 18 NOVEMBRE, 18المدرسة الابتدائية نونبر,DHAR LAKHMISS LABITAT FES,ظهر الخميس لبيطا فاس,El Mariniyine (Arrond.),Préfecture: Fès,عمالة فاس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
SS ANSRI ISDRAM,م.م أنسري - اسدرام ,DOUAR  ISDRAM             COMMUNE  AZIAR,دوار إسدرام  جماعة أزيـار,Aziar,Préfecture: Agadir-Ida -O,عمالة أكادير-إداو أوتنان,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
SS AGUERD AGUERD,م.م أكـرض-أكرض,DOUAR  AGUERD             COMMUNE  AQESRI,"دوار أكـرض - ج, أقصـري",Aqesri,Préfecture: Agadir-Ida -O,عمالة أكادير-إداو أوتنان,Souss-Massa,سوس-ماسة,,,PUBLIC,MENPS 2023
ECOLE ALLAL EL FASSI,مدرسة علال الفاسي,HAY AL MASSIRA MUNICIPALITE BOUJAAD,حي المسيرة,Bejaad (Mun.),Province: Khouribga,إقليم خريبكة,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE MERE OULED TAHAR BEN ALI,المركزية اولاد الطاهر بنعلي,DOUAR OULED TAHAR BEN ALI COMMUNE AMEUR CHAMALIA,دواراولاد الطاهر بنعلي جماعة عامر الشمالية,Ameur Chamalia,Province: Sidi Slimane,إقليم سيدي سليمان,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
AL IMAM CHAFII,الإمام الشافعي,TAKADDOUME,التقدم,El Youssoufia (Arrond.),Préfecture: Rabat,عمالة الرباط,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ZGUIT,زكيت,DOUAR ZGUIT COMMUNE OULMES,دوار زكيت ولماس,Oulmes,Province: Khémisset,إقليم الخميسات,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
AL INTILAK,الانطلاق,HAY AL INTILAK  AIN ATTIG,حي الانطلاق عين اعتيق,Ain Attig (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE TAHA HOUSSINE,المدرسة الابتدائية طه حسين,quartier bennis belkhayat,حي بنيس بلخياط,El Mariniyine (Arrond.),Préfecture: Fès,عمالة فاس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
ECOLE AL OUIAME,مدرسة الوئام,DOUAR LAHBICHATE COMMUNE TASSOULTANTE,دوار لهبيشات ج تسلطانت,Tassoultante,Préfecture: Marrakech,عمالة مراكش,Marrakech-Safi,مراكش-آسفي,,,PUBLIC,MENPS 2023
Ecole TOUGGANA, مدرسة تكانة,DOUAR TOUGGANA COMMUNE TASSOULTANTE,دوار تكانة ج تسلطانت,Tassoultante,Préfecture: Marrakech,عمالة مراكش,Marrakech-Safi,مراكش-آسفي,,,PUBLIC,MENPS 2023
OULED EL HAJ,اولاد الحاج,DOUAR OULED EL HAJ COMMUNE KRIDID OULED IMRANE SID,دوار اولاد الحاج جماعة كريديد أولادعمران سيدي بنور,Kridid,Province: Sidi Bennour,إقليم سيدي بنور,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
HAY AL MASJID,حي المسجد,PK 17 MUNICIPALITE AIN HAROUDA,ن ك 17 عين حرودة البيضاء,Ain Harrouda (Mun.),Préfecture: Mohammadia,عمالة المحمدية,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
GHAZOUANE,غزوان,DOUAR GHAZOUANE ROUTE COTIERE KM 13  AIN HARROUDA,دوار غزوان الطريق الساحلية كلم 13 جماعة عين حرودة,Ain Harrouda (Mun.),Préfecture: Mohammadia,عمالة المحمدية,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE OUED EDDAHAB,المدرسة الإبتدائية وادي الذهب,HAY ANASSI COMMUNE sidi moumen bd assalam,حي أناسي شارع السلام  جماعة سيدي مومن,Sidi Moumen (Arrond.),Préf. d’Arr. Sidi Bernous,عمالة مقاطعات سيدي البرنوصي,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE AMROU IBN LAASSE,مدرسة عمرو بن العاص,QUARTIER AGENDIS,حي أجنديس,Youssoufia (Mun.),Province: Youssoufia,إقليم اليوسفية,Marrakech-Safi,مراكش-آسفي,,,PUBLIC,MENPS 2023
ABDELKHALEK TORRIS,عبد الخالق الطريس,MARJANE 2 COMMUNE meknes prefecture,مرجان 2,Meknès (Mun.),Préfecture: Meknès,عمالة مكناس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
ANAS BNOU MALEK,أنس بن مالك,MARJANE 4 SIDI BOUZEKRI  MEKNES,مرجان 4 سيدي بوزكري ,Meknès (Mun.),Préfecture: Meknès,عمالة مكناس,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
AL MASSIRA,المسيرة,LOTISSEMENT OUMNIYA EL HAJEB,تجزئة الأمنية الحاجب,El Hajeb (Mun.),Province: El  Hajeb,إقليم الحاجب,Fès-Meknès,فاس-مكناس,,,PUBLIC,MENPS 2023
BOUTIJOUTE,بوتيجوت,DOUAR AIT AHMAMOUCHE,دوار آيت احماموش,Bouchaouene,Province: Figuig,إقليم فجيج,Oriental,الشرق,,,PUBLIC,MENPS 2023
E ANNAJD,م. النجد,LOTEL HASSANIA SIDI YAHYA,التجزئة الحسنية سيدي يحيى,Oujda (Mun.),Préfecture: Oujda-Angad,عمالة وجدة-أنكاد,Oriental,الشرق,,,PUBLIC,MENPS 2023
E ABDESSADEK ELKADIRI ELBOUDCHICHI,م. عبد الصادق القادري البودشيشي,ROUTE ELAOUNIYA,طريق العونية,Oujda (Mun.),Préfecture: Oujda-Angad,عمالة وجدة-أنكاد,Oriental,الشرق,,,PUBLIC,MENPS 2023
E AL INARA,م. الإنارة,HAY ESSALAM AOUINTE SERRAK,حي السلام عوينت السراق,Oujda (Mun.),Préfecture: Oujda-Angad,عمالة وجدة-أنكاد,Oriental,الشرق,,,PUBLIC,MENPS 2023
SIDI EL MEKHFI,سيدي المخفي,DOUAR SIDI EL MEKHFI COMMUNE AIT ISHAQ,دوار سيدي المخفي جماعة ايت اسحاق,Ait Ishaq,Province: Khénifra,إقليم خنيفرة,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TAKADDOUM,التقدم,Quartier takaddoum,حي التقدم,Taourirt (Mun.),Province: Taourirt,إقليم تاوريرت,Oriental,الشرق,,,PUBLIC,MENPS 2023
SS BOUABAD SOUFLI,م/م بوعباد السفلى الابتدائية,DOUAR BOUaBAD C KSAR EL MAJAZ,دوار بوعباد ، جماعة قصر المجاز,Ksar El Majaz,Province: Fahs-Anjra     ,إقليم الفحص-أنجرة,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
SS TAKAT AMER,م.م تاقة عامر,DOUAR TAKAT AMER C BNI IDDER TETOUAN,تاقة عامر جماعة بني يدر,Bni Idder,Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
SS BNI OUASSIM,م م بني وسيم,DOUAR BNI MTAA C SAHTRYINE ,دوار بني متاع جماعة السحتريين,Sahtryine,Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
ecole MHAMED AZZIMANE,مدرسة امحمد عزيمان,AVALI YAATA  N8    AIN  MALLOULE,شارع علي  يعتة . رقم : 8 عين ملول,Tétouan (Mun.),Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
ecole TARIK AL WAHDA,مدرسة طريق الوحدة,hay koelma rue bni hdifa    ,حي كويلما  شارع بني حديفة,Tétouan (Mun.),Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
ecole MOHAMMED AL HALOUI,مدرسة محمد الحلوي,AL ICHARA JBEL DERSA COMMUNE TETOUA AL AZHAR,كدية الحمد تطوان,Tétouan (Mun.),Province: Tétouan,إقليم تطوان,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
ECOLE BADRE,مدرسة بدر,HAY AL QODS COMMUNE MARTIL TETOUAN ,حي القدس مرتيل,Martil (Mun.),Préfecture: M'Diq-Fnideq,عمالة مارتيل-الفنيدق,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
ECOLE PRIMAIRE LAAYOUNE, مدرسة العيون الابتدائية,HAY BENKIRANE COMMUNE CHARF,تجزئة الضحى 2 حي بنكيران,Charf-Mghogha (Arrond.),Préfecture: Tanger-Assila,عمالة طنجة-أصيلة,Tanger-Tetouan-Al Hoceima,طنجة-تطوان-الحسيمة,,,PUBLIC,MENPS 2023
