Total Enrolment in Mainstream National Schools by Standard (Incl. Special Classes),,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,County Description,Local Authority Description,DEIS (Y/N),Gaeltacht Indicator (Y/N),Ethos Description,Junior Infants,Senior Infants,First Class,Second Class,Third Class,Fourth Class,Fifth Class,Sixth Class,Special Class,Enrolment per Return
2024,18183K,QUEEN OF UNIVERSE N S,Carlow,Carlow County Council,Y,N,Catholic,43,49,49,23,32,23,21,15,12,267
2024,18184M,S N CILL LÚRAIGH,Kerry,Kerry County Council,N,N,Catholic,20,3,5,14,16,10,9,7,,84
2024,18186Q,SCOIL PHADRAIG NAOFA,Louth,Louth County Council,N,N,Catholic,25,27,29,24,20,30,27,25,,207
2024,18190H,S N CRONAIN NFA AN CARN,Clare,Clare County Council,N,N,Catholic,2,,1,2,4,,7,,,16
2024,18191J,S N RAITHIN,Wexford,Wexford County Council,N,N,Catholic,14,16,23,16,20,17,28,10,,144
2024,18193N,S N NAOMH FIONTAN,Westmeath,Westmeath County Council,Y,N,Catholic,3,2,4,2,4,2,4,6,,27
2024,18194P,CIARAN NAOFA,Roscommon,Roscommon County Council,N,N,Catholic,3,10,5,6,7,15,8,12,,66
2024,18196T,St Patrick's National School,Cork,Cork County Council,N,N,Catholic,14,14,11,10,14,20,15,15,,113
2024,18198A,PADRAIG NAOFA N S,Wicklow,Wicklow County Council,N,N,Catholic,17,19,21,21,22,18,21,22,6,167
2024,18203N,Scoil Náisiúnta Cúil an tSúdaire 2,Laois,Laois County Council,N,N,Church Of Ireland,8,6,13,2,13,12,12,13,,79
2024,18205R,Finglas Parochial National School,Dublin,Dublin City Council,Y,N,Church Of Ireland,9,7,11,10,6,8,9,10,,70
2024,18206T,NA CARRAIGE N S,Laois,Laois County Council,Y,N,Catholic,24,21,27,21,27,25,28,28,,201
2024,18207V,S N BAILE AN ATHA,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,51,46,53,50,55,48,44,48,18,413
2024,18212O,Scoil na Maighdine Mhuire,Westmeath,Westmeath County Council,Y,N,Catholic,,,,,65,76,83,78,5,307
2024,18213Q,S N LEAMHACH,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,9,15,18,9,16,15,18,24,6,130
2024,18214S,S.N. Cill Conla,Kerry,Kerry County Council,N,N,Catholic,1,5,6,1,5,2,9,5,,34
2024,18217B,SCOIL PADRE PIO N S,Cork,Cork City Council,Y,N,Catholic,30,43,23,23,25,35,33,39,28,279
2024,18219F,SN CHONAILL,Donegal,Donegal County Council,Y,Y,Catholic,14,7,10,16,14,13,11,8,17,110
2024,18225A,S N MHUIRE MILIUC,Clare,Clare County Council,Y,N,Catholic,12,5,13,9,10,15,7,15,,86
2024,18227E,SCOIL MHUIRE NAISIUNTA,Clare,Clare County Council,N,N,Catholic,11,11,13,12,15,19,9,13,,103
2024,18233W,St Johns Parochial School,Kerry,Kerry County Council,Y,N,Church Of Ireland,5,5,9,6,9,7,11,11,,63
2024,18234B,SCOIL NAOMH PADRAIG,Monaghan,Monaghan County Council,Y,N,Catholic,15,4,12,18,7,5,13,10,,84
2024,18235D,S N MUIRE AN PORT MOR,Waterford,Waterford City Council,N,N,Catholic,18,25,24,29,29,32,27,29,,213
2024,18236F,Scoil Naomh Mhuire National School,Limerick,Limerick County Council,Y,N,Catholic,8,,6,3,6,3,3,6,,35
2024,18241V,SCOIL NAOMH CHOLMCILLE,Donegal,Donegal County Council,Y,N,Catholic,6,7,12,4,6,7,11,11,,64
2024,18242A,CARNEW N S,Wicklow,Wicklow County Council,Y,N,Catholic,21,22,23,29,29,23,18,23,3,191
2024,18246I,S N BAILE MUINE,Cork,Cork County Council,N,N,Church Of Ireland,,3,2,4,4,3,3,2,,21
2024,18247K,S N Mhuire na mBraithre,Kerry,Kerry County Council,Y,N,Catholic,39,53,38,48,56,63,59,59,9,424
2024,18250W,S N BAILE MOR,Donegal,Donegal County Council,Y,N,Church Of Ireland,1,,1,1,1,1,4,3,,12
2024,18251B,AYR HILL N S RAMELTON,Donegal,Donegal County Council,N,N,Presbyterian,8,1,8,2,2,4,,7,,32
2024,18252D,SCOIL MHUIRE,Galway,Galway County Council,N,N,Catholic,,1,3,6,3,6,2,5,,26
2024,18253F,SCOIL NAOMH CAITRIONA,Cork,Cork City Council,N,N,Catholic,38,52,53,55,56,56,54,53,,417
2024,18256L,SCOIL BHRIGHDE,Monaghan,Monaghan County Council,N,N,Catholic,14,10,9,4,10,7,9,11,,74
2024,18257N,S N BAILE AN FHASAIGH,Kilkenny,Kilkenny County Council,N,N,Catholic,6,2,6,4,13,6,6,11,,54
2024,18258P,NAOMH EARNAIN N S,Longford,Longford County Council,N,N,Catholic,6,6,,3,6,6,2,,,29
2024,18259R,Lanesborough Primary School,Longford,Longford County Council,Y,N,Catholic,10,5,8,12,9,12,8,14,9,87
2024,18260C,SCOIL MHUIRE,Limerick,Limerick County Council,N,N,Catholic,12,16,7,22,24,16,25,22,,144
2024,18262G,LOCHAN AN BHEALAIGH N S,Westmeath,Westmeath County Council,N,N,Catholic,11,4,12,8,3,7,8,11,,64
2024,18265M,BHRIDE N S,Laois,Laois County Council,Y,N,Catholic,,1,1,2,2,3,2,1,,12
2024,18266O,BALLYGOWN NS,Cork,Cork County Council,N,N,Catholic,11,8,10,14,11,15,15,20,,104
2024,18267Q,CROINCHOILL N S,Offaly,Offaly County Council,Y,N,Catholic,29,31,28,25,31,32,32,31,6,245
2024,18268S,S N CILLININ,Galway,Galway County Council,N,N,Catholic,23,27,21,25,30,22,27,23,,198
2024,18272J,Lecarrow Community National School,Roscommon,Roscommon County Council,N,N,Multi Denominational,7,7,5,3,8,3,,,,33
2024,18279A,St Mary's Church of Ireland N.S,Cork,Cork County Council,N,N,Church Of Ireland,27,22,24,24,23,24,24,29,12,209
2024,18280I,SCOIL NAOMH IOSEPH,Wexford,Wexford County Council,N,N,Catholic,45,61,57,62,60,82,80,61,6,514
2024,18282M,SN PAROISTE MAITIU NFA,Dublin,Dublin City Council,N,N,Church Of Ireland,23,20,29,31,25,26,26,29,,209
2024,18283O,SCOIL MHUIRE,Kerry,Kerry County Council,Y,N,Catholic,4,6,2,4,5,6,2,11,,40
2024,18285S,S N CILL CHUIMIN,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,,1,5,1,2,2,1,9,,21
2024,18286U,S N na hAcrai,Donegal,Donegal County Council,Y,Y,Catholic,5,8,10,7,12,4,13,8,,67
2024,18287W,S N na Maighdine Mhuire,Kildare,Kildare County Council,N,N,Catholic,5,6,4,9,14,8,10,11,,67
2024,18288B,SCOIL MHICHIL NAOFA,Kildare,Kildare County Council,Y,N,Catholic,43,57,62,54,51,63,55,66,51,502
2024,18289D,SCOIL NAOMH IOSEF,Galway,Galway County Council,N,N,Catholic,2,6,5,8,8,6,7,10,,52
2024,18292P,Gaelscoil an Teaghlaigh Naofa,Cork,Cork City Council,Y,N,Catholic,26,21,26,20,23,14,26,26,4,186
2024,18294T,Barr na Sruthan N S,Laois,Laois County Council,Y,N,Catholic,4,8,9,5,12,9,12,12,12,83
2024,18295V,S N MIN AN AOIRE,Donegal,Donegal County Council,Y,Y,Catholic,2,2,,4,1,3,1,3,,16
2024,18296A,DROMDHALLAGH N S,Cork,Cork County Council,N,N,Catholic,,,,,12,19,11,17,,59
2024,18298E,S N CUL FADA,Sligo,Sligo County Council,Y,N,Catholic,9,8,6,9,12,11,10,16,,81
2024,18301N,SN MHUIRE BNS,Cork,Cork County Council,N,N,Catholic,,,,22,19,8,24,20,5,98
2024,18308E,S N Moin na gCaor,Wexford,Wexford County Council,N,N,Catholic,15,10,19,13,13,18,20,17,5,130
2024,18309G,SCOIL BRIDE,Galway,Galway County Council,N,N,Catholic,4,3,8,,1,3,1,4,,24
2024,18312S,S N Talamh na Manach,Louth,Louth County Council,N,N,Catholic,13,16,18,19,16,16,15,15,11,139
2024,18315B,S N PÁDRAIG NFA,Wexford,Wexford County Council,N,N,Catholic,10,19,14,13,14,13,13,18,,114
2024,18316D,S N FHURSA,Cork,Cork County Council,N,N,Catholic,3,9,4,3,11,8,5,14,,57
2024,18318H,S N NAOMH PARTHALAN,Waterford,Waterford County Council,N,N,Catholic,2,8,3,4,7,13,10,11,,58
2024,18319J,S N TRIANTA,Donegal,Donegal County Council,N,N,Presbyterian,5,3,7,5,2,4,4,6,,36
2024,18321T,S N MUIRE MAGH DEILGE,Waterford,Waterford County Council,N,N,Catholic,6,6,4,6,7,9,6,4,,48
2024,18322V,S N AN DROMA,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,1,12,3,5,5,7,6,8,,47
2024,18323A,SCOIL LORCAIN B,Dublin,South Dublin County Council,N,N,Catholic,38,27,45,54,37,45,42,40,,328
2024,18324C,SCOIL BRIDE C,Dublin,South Dublin County Council,N,N,Catholic,38,43,47,32,33,43,46,41,6,329
2024,18325E,Scoil Naomh Chárthaigh,Kerry,Kerry County Council,Y,N,Catholic,,,,14,20,5,3,15,3,60
2024,18326G,S N NAOMH PADRAIG,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,7,5,6,11,3,5,11,6,,54
2024,18327I,S N CNOC DOIRE,Clare,Clare County Council,N,N,Catholic,4,1,2,3,1,5,3,1,,20
2024,18328K,S N PHADRAIG,Offaly,Offaly County Council,N,N,Catholic,17,13,9,14,14,13,19,21,,120
2024,18329M,S N NAOMH MHUIRE,Leitrim,Leitrim County Council,N,N,Catholic,6,4,3,5,4,5,4,6,,37
2024,18331W,S N CAOIMHIN NAOFA,Offaly,Offaly County Council,N,N,Catholic,10,11,6,10,5,12,4,14,,72
2024,18332B,SCOIL NAOMH PADRAIG,Galway,Galway County Council,N,N,Catholic,19,18,23,15,15,21,19,17,,147
2024,18334F,S N CNOC MIONNA,Sligo,Sligo County Council,N,N,Catholic,9,7,5,6,8,7,5,12,,59
2024,18335H,S N MHUIRE NAOFA,Offaly,Offaly County Council,Y,N,Catholic,10,10,12,14,13,16,11,23,,109
2024,18336J,BOOLAVOGUE N S,Wexford,Wexford County Council,N,N,Catholic,8,4,10,9,17,22,8,12,,90
2024,18339P,S N Iosef Naofa,Clare,Clare County Council,N,N,Catholic,5,4,1,4,3,4,5,7,,33
2024,18340A,S N PADRAIG,Cavan,Cavan County Council,N,N,Catholic,5,7,2,4,6,6,12,7,,49
2024,18343G,S N CHAOIMHGHIN,Tipperary,Tipperary (Nr) County Council,Y,N,Catholic,7,10,8,7,9,14,13,9,10,87
2024,18344I,S N MHUIRE,Meath,Meath County Council,N,N,Catholic,14,15,19,16,23,19,23,13,,142
2024,18345K,S N IOSEF NAOFA,Tipperary,Tipperary (Nr) County Council,Y,N,Catholic,34,35,36,43,35,42,38,34,2,299
2024,18346M,S N GREACH RATHAIN,Cavan,Cavan County Council,N,N,Catholic,9,8,9,9,11,9,2,6,,63
2024,18347O,S N SAN NIOCLAS,Louth,Louth County Council,Y,N,Church Of Ireland,10,19,16,14,25,23,11,31,12,161
2024,18350D,S N na hInse,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,7,13,13,18,7,13,5,10,,86
2024,18355N,Aughadreena National School,Cavan,Cavan County Council,N,N,Catholic,7,14,9,7,13,10,15,10,,85
2024,18356P,S N BARRA NAOFA,Cork,Cork City Council,N,N,Church Of Ireland,5,8,15,10,9,10,11,15,,83
2024,18357R,S N PADRAIG NAOFA,Wicklow,Wicklow County Council,N,N,Catholic,5,7,2,9,9,6,12,8,,58
2024,18358T,S N FIACH,Meath,Meath County Council,N,N,Catholic,11,13,11,14,11,14,10,4,,88
2024,18359V,S N CUAN,Clare,Clare County Council,Y,N,Catholic,2,2,1,4,3,2,4,1,,19
2024,18360G,SCOIL BHREANDAIN,Dublin,Dublin City Council,Y,N,Catholic,,,,13,21,34,37,33,5,143
2024,18361I,SN CAITRIONA GIRLS,Dublin,Dublin City Council,Y,N,Catholic,,,,33,28,40,51,45,,197
2024,18362K,S N CAITRIONA NAIONAIN,Dublin,Dublin City Council,Y,N,Catholic,62,69,63,,,,,,,194
2024,18363M,S N MUIRE GAN SMAL,Carlow,Carlow County Council,Y,N,Catholic,31,49,45,42,45,54,59,52,,377
2024,18364O,St Patrick's National School,Offaly,Offaly County Council,Y,N,Catholic,23,28,17,28,17,26,28,19,,186
2024,18365Q,KILMACANOGUE N S,Wicklow,Wicklow County Council,N,N,Catholic,23,26,26,29,31,27,22,40,,224
2024,18366S,S N AODAIN,Sligo,Sligo County Council,N,N,Catholic,5,2,3,1,2,3,1,2,,19
2024,18367U,S N Toinn an Tairbh,Limerick,Limerick County Council,N,N,Catholic,11,7,8,12,8,12,9,14,,81
2024,18368W,MHUIRE FATIMA N S,Laois,Laois County Council,N,N,Catholic,16,25,27,27,27,24,19,23,12,200
2024,18369B,S N CILL RUADHAIN,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,6,16,10,14,12,21,16,11,12,118
2024,18371L,SCOIL MHUIRE,Donegal,Donegal County Council,Y,N,Catholic,18,16,22,25,20,23,21,21,6,172
2024,18377A,IOSEF NAOFA,Cork,Cork County Council,Y,N,Catholic,7,15,3,9,15,13,10,14,12,98
2024,18378C,S N NAOMH IOSEPH,Kildare,Kildare County Council,N,N,Catholic,7,10,6,6,8,1,6,5,,49
2024,18379E,BARNANE N S,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,3,3,6,6,4,5,9,11,,47
2024,18380M,S N FAICHE LIAG,Waterford,Waterford County Council,N,N,Catholic,24,28,23,25,26,27,26,26,,205
2024,18381O,Scoil na mBraithre,Westmeath,Westmeath County Council,Y,N,Catholic,41,51,42,55,58,49,54,58,18,426
2024,18382Q,SCOIL BHRIDE,Louth,Louth County Council,N,N,Catholic,7,7,14,11,7,5,11,1,6,69
2024,18386B,MARIST NATIONAL SCHOOL,Dublin,Dublin City Council,Y,N,Catholic,37,33,39,20,12,20,24,23,4,212
2024,18387D,S N CATRIONA NFA,Wexford,Wexford County Council,Y,N,Catholic,5,5,9,3,6,10,13,7,,58
2024,18388F,SCOIL NAOMH MICHEAL,Cork,Cork City Council,N,N,Church Of Ireland,12,12,13,12,15,15,10,14,,103
2024,18391R,Faughart Community National School,Louth,Louth County Council,N,N,Multi Denominational,8,9,12,17,7,15,16,8,,92
2024,18393V,S N CILLIN,Cavan,Cavan County Council,N,N,Catholic,16,9,20,8,9,8,15,4,,89
2024,18395C,S N Cluain na Cille,Roscommon,Roscommon County Council,N,N,Catholic,44,46,48,52,51,49,56,52,,398
2024,18396E,S N RATH EILTE,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,5,15,7,10,12,9,17,11,6,92
2024,18399K,S N BHRIDE,Offaly,Offaly County Council,N,N,Catholic,14,9,20,11,11,13,11,15,,104
2024,18401R,SCOIL MHUIRE,Monaghan,Monaghan County Council,N,N,Catholic,10,14,12,12,9,11,7,11,,86
2024,18405C,S N PHOIL NAOFA,Westmeath,Westmeath County Council,Y,N,Catholic,31,45,41,,,,,,12,129
2024,18406E,S N PHROINSIAIS NAOFA,Offaly,Offaly County Council,Y,N,Catholic,21,17,14,23,26,22,21,28,18,190
2024,18410S,S N LIOSCEANUIR,Clare,Clare County Council,N,N,Catholic,12,21,13,13,9,12,14,16,,110
2024,18411U,ST MARYS SCHOOL,Dublin,South Dublin County Council,N,N,Catholic,51,40,52,55,28,51,22,24,,323
2024,18412W,S N C NAOMH PADRAIG,Dublin,Fingal County Council,N,N,Catholic,49,44,43,43,52,49,51,53,,384
2024,18413B,S N NAOMH TREASA,Meath,Meath County Council,N,N,Catholic,14,14,12,15,15,14,8,10,,102
2024,18414D,S N GLEANN BEITHE,Kerry,Kerry County Council,Y,N,Catholic,19,18,12,15,7,9,14,13,,107
2024,18421A,SN DUN CEANNFHAOLAIDH,Donegal,Donegal County Council,Y,N,Catholic,18,12,9,6,14,9,6,12,,86
2024,18422C,Scoil na nOg,Cork,Cork City Council,N,N,Catholic,,,,,,,13,18,,31
2024,18424G,SCOIL NAIS IOSEF NAOFA,Carlow,Carlow County Council,Y,N,Catholic,32,36,26,,,,,,18,112
2024,18426K,SCOIL IDE NAOFA,Limerick,Limerick County Council,N,N,Catholic,13,15,5,14,6,8,17,5,6,89
2024,18428O,S N BAILE NORA,Cork,Cork County Council,N,N,Catholic,33,48,41,49,33,43,32,28,,307
2024,18429Q,S N MHUIRE,Meath,Meath County Council,Y,N,Catholic,,3,,,1,3,3,3,,13
2024,18430B,S N BAILE ROIBEAIRD,Kildare,Kildare County Council,N,N,Catholic,15,19,26,18,27,15,22,26,,168
2024,18431D,S N Droichead na Bandan,Cork,Cork County Council,N,N,Church Of Ireland,15,22,18,29,25,26,28,24,,187
2024,18432F,S N BAILE UI FHIDHNE,Roscommon,Roscommon County Council,N,N,Catholic,6,10,12,8,15,10,13,10,,84
2024,18433H,NAOMH PIUS X N S,Laois,Laois County Council,N,N,Catholic,4,15,2,8,2,4,8,5,,48
2024,18434J,RATHCOYLE N S,Wicklow,Wicklow County Council,N,N,Catholic,8,4,9,8,4,11,6,10,,60
2024,18435L,SACRED HEART PRIMARY SCHOOL,Tipperary,Tipperary (Nr) County Council,Y,N,Catholic,25,21,21,16,24,20,18,18,10,173
2024,18441G,SCOIL NAOMH CHUAN,Galway,Galway County Council,Y,N,Catholic,,,,2,2,1,1,,,6
2024,18443K,S N IOSEF NAOFA,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,2,1,3,2,2,1,1,1,,13
2024,18444M,S N CLOGACH,Cork,Cork County Council,N,N,Catholic,4,11,4,9,6,7,4,5,5,55
2024,18445O,S N SCOIL TREASA,Kildare,Kildare County Council,N,N,Catholic,9,9,20,14,12,12,7,11,,94
2024,18446Q,SCOIL NAOMH MHUIRE,Donegal,Donegal County Council,Y,N,Catholic,6,7,4,12,4,12,9,7,,61
2024,18448U,S N RATH BEAGAIN,Meath,Meath County Council,N,N,Catholic,27,24,30,24,26,33,28,31,,223
2024,18449W,ST CONLETHS N S,Kildare,Kildare County Council,Y,N,Catholic,40,24,29,40,31,36,39,40,11,290
2024,18451J,SCOIL LORCÁIN,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,60,59,62,62,62,62,60,61,,488
2024,18453N,S N MHICHIL NAOFA,Meath,Meath County Council,N,N,Catholic,8,12,10,7,10,10,8,6,,71
2024,18454P,S N NAOMH TREASA,Roscommon,Roscommon County Council,N,N,Catholic,7,17,8,10,9,9,14,6,,80
2024,18459C,SCOIL MHUIRE,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,5,2,5,1,3,4,6,2,,28
2024,18460K,SN BAILE AN MHUILINN,Galway,Galway County Council,N,N,Catholic,15,13,14,9,12,11,14,10,,98
2024,18461M,S N Muire na Doirini,Cork,Cork County Council,N,N,Catholic,3,2,6,,4,,2,8,,25
2024,18462O,SCOIL LORCAIN BNS,Waterford,Waterford City Council,Y,N,Catholic,41,39,43,46,42,42,43,34,3,333
2024,18464S,St. Peter's Primary School,Wicklow,Wicklow County Council,Y,N,Catholic,13,19,21,23,18,21,20,20,,155
2024,18465U,S N LIOS AN HALLA,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,14,16,9,9,16,23,20,14,12,133
2024,18467B,S N BAILE AN DROICHID,Clare,Clare County Council,N,N,Catholic,19,24,6,17,10,10,11,11,,108
2024,18468D,SCOIL MHUIRE,Cork,Cork County Council,N,N,Catholic,2,3,1,1,6,1,,4,,18
2024,18470N,NAOMH BRID N S,Wicklow,Wicklow County Council,N,N,Catholic,8,9,7,7,9,8,9,7,,64
2024,18471P,S N RATH CORR,Louth,Louth County Council,N,N,Catholic,9,9,9,5,8,8,7,8,,63
2024,18472R,SCOIL CHAITRIONA,Cork,Cork County Council,N,N,Catholic,15,11,16,14,12,16,10,10,,104
2024,18473T,AN CHROI RO NAOFA N S,Wicklow,Wicklow County Council,N,N,Catholic,12,16,30,27,40,25,28,31,6,215
2024,18475A,S N BAILE UI CHROININ,Cork,Cork County Council,N,N,Catholic,4,11,3,12,11,6,6,10,,63
2024,18477E,Scoil na mBrathar,Dublin,Dublin City Council,Y,N,Catholic,20,20,20,19,12,16,24,23,10,164
2024,18482U,MHUIRE GRANSLA,Monaghan,Monaghan County Council,Y,N,Catholic,8,13,9,5,11,7,13,8,,74
2024,18484B,MHUIRE N S,Westmeath,Westmeath County Council,N,N,Catholic,,6,16,,8,12,10,9,,61
2024,18486F,S N CILL SIOLAIN,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,10,14,14,5,10,11,15,13,,92
2024,18487H,S N NAOMH MHUIRE,Cork,Cork County Council,N,N,Catholic,11,13,21,17,23,16,21,20,18,160
2024,18488J,SCOIL NAOMH GOBNAIT,Waterford,Waterford County Council,N,N,Catholic,9,8,13,9,21,12,20,12,12,116
2024,18489L,TINAHELY N S,Wicklow,Wicklow County Council,N,N,Catholic,19,6,25,19,16,21,8,18,6,138
2024,18490T,SN M AN CROI GAN SMAL,Galway,Galway County Council,N,N,Catholic,,3,7,2,2,5,5,2,,26
2024,18491V,S N GARRAN AN EASAIGH,Cork,Cork County Council,N,N,Catholic,4,6,8,8,6,5,8,14,,59
2024,18492A,S N NAOMH BRIGHID,Leitrim,Leitrim County Council,N,N,Catholic,9,11,7,6,6,6,7,4,,56
2024,18494E,ST LOUIS INFANT SCHOOL,Monaghan,Monaghan County Council,Y,N,Catholic,64,74,89,,,,,,,227
2024,18497K,LITTLE ISLAND NS,Cork,Cork County Council,N,N,Catholic,16,22,20,20,13,14,18,20,,143
2024,18500T,S N NAOMH COLMCILLE,Meath,Meath County Council,N,N,Catholic,12,13,13,14,12,15,15,14,,108
2024,18501V,GRANGEMOCKLER NS,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,5,9,3,8,6,5,7,4,,47
2024,18502A,S N NAOMH BRID,Wicklow,Wicklow County Council,N,N,Catholic,12,16,10,8,12,5,3,9,,75
2024,18503C,S N NAOMH BRID C,Mayo,Mayo County Council,N,N,Catholic,,5,1,5,4,4,4,4,,27
2024,18504E,S N N MAOLMHAODHAGH B,Louth,Louth County Council,N,N,Catholic,,,,50,44,44,53,41,,232
2024,18505G,NAOMH CLAR N S,Westmeath,Westmeath County Council,N,N,Catholic,34,32,36,40,41,38,44,38,,303
2024,18508M,NAOMH ADHAMHNAIN,Donegal,Donegal County Council,N,N,Catholic,18,19,15,10,17,13,15,11,,118
2024,18509O,An Teaghlaigh Naofa Girls Junior National School,Waterford,Waterford City Council,Y,N,Catholic,54,59,54,73,,,,,,240
2024,18510W,St Patrick's National School,Carlow,Carlow County Council,N,N,Catholic,7,2,4,4,5,5,5,4,,36
2024,18512D,St Francis National School,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,3,4,5,3,2,3,2,1,6,29
2024,18513F,NAOMH PADRAIG N S,Laois,Laois County Council,N,N,Catholic,11,10,7,10,12,6,9,11,6,82
2024,18514H,S N CHOILM CHILLE,Galway,Galway County Council,Y,Y,Catholic,12,9,5,8,12,16,,7,5,74
2024,18515J,PROSPEROUS N S,Kildare,Kildare County Council,N,N,Catholic,64,69,53,56,64,71,52,69,6,504
2024,18516L,S N Lios na Groi,Limerick,Limerick County Council,N,N,Catholic,24,30,32,31,44,52,50,32,,295
2024,18517N,SCOIL MHUIRE,Donegal,Donegal County Council,Y,N,Catholic,12,11,16,10,20,11,19,14,,113
2024,18518P,S N CORR LORGAN,Cavan,Cavan County Council,N,N,Catholic,6,7,6,7,4,7,13,7,,57
2024,18520C,SCOIL PHADRAIG,Donegal,Donegal County Council,Y,N,Catholic,14,14,13,18,17,13,25,15,,129
2024,18524K,S N NAOMH BRIGHDE BUACH,Offaly,Offaly County Council,Y,N,Catholic,,,,18,21,25,21,23,6,114
2024,18526O,BALLYCAR N S,Clare,Clare County Council,N,N,Catholic,6,2,3,2,2,6,5,5,6,37
2024,18528S,ANNACARTY N S,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,9,11,10,10,8,16,14,12,,90
2024,18532J,ARDLIOS N S,Laois,Laois County Council,Y,N,Catholic,7,8,1,3,10,8,2,8,,47
2024,18533L,SCOIL MHUIRE,Westmeath,Westmeath County Council,N,N,Catholic,9,7,10,11,5,9,14,5,,70
2024,18536R,S N MHUIRE LOURDES,Roscommon,Roscommon County Council,Y,N,Catholic,11,5,6,3,7,7,7,6,,52
2024,18537T,S N ROS COM RUA,Offaly,Offaly County Council,N,N,Catholic,1,2,4,2,2,3,3,4,,21
2024,18538V,SCOIL MHUIRE,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,12,12,11,16,15,14,11,10,12,113
2024,18539A,SCOIL NAOMH MHUIRE,Monaghan,Monaghan County Council,N,N,Catholic,25,20,24,27,21,22,19,21,18,197
2024,18540I,CLUAIN DRAIGNEACH,Clare,Clare County Council,N,N,Catholic,,2,,2,,2,3,3,,12
2024,18541K,S N Chathair Aodha,Clare,Clare County Council,N,N,Catholic,1,4,,5,6,4,4,6,,30
2024,18543O,S N CLOCHOG,Sligo,Sligo County Council,Y,N,Catholic,7,7,9,4,9,6,11,6,,59
2024,18549D,S N Cnoc na Croighe,Cork,Cork County Council,N,N,Catholic,9,7,9,10,9,13,11,9,,77
2024,18551N,Scoil na Mainistreach,Kildare,Kildare County Council,N,N,Catholic,50,60,74,58,58,51,52,54,3,460
2024,18555V,LISSYCASEY N S,Clare,Clare County Council,N,N,Catholic,19,15,20,26,16,20,22,23,10,171
2024,18557C,S N TEAMPALL DOIRE,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,6,9,12,16,12,14,13,8,,90
2024,18558E,S N BAILE AN PHIARSAIGH,Wexford,Wexford County Council,N,N,Catholic,27,28,31,29,29,31,27,29,12,243
2024,18561Q,St Joseph's NS,Mayo,Mayo County Council,Y,N,Catholic,23,17,31,29,24,26,31,21,16,218
2024,18562S,S N an Teaghlaigh,Mayo,Mayo County Council,N,N,Catholic,6,6,3,7,6,10,4,7,,49
2024,18563U,SCOIL NAOMH BRID C,Cork,Cork City Council,N,N,Catholic,43,40,43,48,45,49,64,54,2,388
2024,18564W,S N LEITIR,Cavan,Cavan County Council,N,N,Catholic,15,21,22,31,24,23,22,24,,182
2024,18565B,S N MA SHEASTA,Clare,Clare County Council,N,N,Catholic,2,5,6,4,6,4,6,7,,40
2024,18566D,S N ATHAIR MAITIU C,Cork,Cork City Council,Y,N,Catholic,30,29,32,36,48,23,34,40,6,278
2024,18567F,S N INIS,Cork,Cork County Council,N,N,Catholic,21,16,15,31,32,25,38,22,,200
2024,18571T,S N CNOC AN CHROCAIRE,Roscommon,Roscommon County Council,N,N,Catholic,17,9,14,11,15,17,17,20,18,138
2024,18572V,GLENAMADDY NS,Galway,Galway County Council,N,N,Catholic,18,12,19,15,19,18,24,14,6,145
2024,18573A,Scoil Chriost Ri,Kerry,Kerry County Council,N,N,Catholic,,,4,1,4,1,5,1,,16
2024,18575E,Scoil Naomh Molaise,Sligo,Sligo County Council,N,N,Catholic,31,25,28,31,28,45,43,38,,269
2024,18580U,S N MUIRE GAN SMAL,Sligo,Sligo County Council,N,N,Catholic,2,1,4,3,3,6,2,4,,25
2024,18581W,SCOIL MHUIRE,Galway,Galway County Council,N,Y,Catholic,3,2,2,4,6,8,6,5,2,38
2024,18582B,BALLYLOOBY N S,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,16,23,21,15,17,26,13,21,4,156
2024,18585H,S N Banrion na nAingeal 1,Dublin,Dublin City Council,Y,N,Catholic,22,19,18,18,23,20,26,21,4,171
2024,18589P,S N MHIC DIARMADA,Leitrim,Leitrim County Council,Y,N,Catholic,,1,3,,2,4,2,5,,17
2024,18590A,SCOIL NAOMH ERC,Kerry,Kerry County Council,N,N,Catholic,10,11,18,23,13,18,13,28,9,143
