,name,struct,addr,lat,lon
3248,Муниципальное общеобразовательное учреждение Республиканский экономический лицей-интернат,(Муниципальное образовательное учреждение),"450064, Республика Башкортостан, г. Уфа, ул. Нежинская, 13",54.81593,56.0699
3249,Муниципальное общеобразовательное учреждение Республиканский башкирский лицей-интернат,(Муниципальное образовательное учреждение),"450032, Республика Башкортостан, г. Уфа, ул, Кольцевая, 74",54.82164,56.09216
3250,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 35 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №35, Республика Башкортостан, г. Стерлитамак, ул. Вокзальная, 2 д",53.6296666,55.9546353
3251,"""Муниципальное общеобразовательное учреждение основная общеобразовательная школа, д. Березовка""",(Муниципальное образовательное учреждение),"453680 Республика Башкортостан, Зилаирский район, д. Березовка.",52.76899,57.266
3252,"""Муниципальное общеобразовательное учреждение основная общеобразовательная школа, д. Васильевка""",(Муниципальное образовательное учреждение),"453690 Республика Башкортостан, Зилаирский район, д. Васильевка , ул. Клубная, 1.",52.09731,57.59377
3253,"""Муниципальное общеобразовательное учреждение основная общеобразовательная школа, д. Верхнегалеево""",(Муниципальное образовательное учреждение),"453692 Республика Башкортостан, Зилаирский район, д. Верхнегалеево, ул. Сакмара, 22.",52.14019,57.85985
3254,"""Муниципальное общеобразовательное учреждение основная общеобразовательная школа с. Воскресенское""",(Муниципальное образовательное учреждение),"453684 Республика Башкортостан, Зилаирский район, с. Воскресенское, ул. Мира, 7.",52.23047,57.42999
3255,"Муниципальное общеобразовательное учреждение гимназия № 2 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение гимназия № 2, Республика Башкортостан, г. Стерлитамак, ул. Дружбы, 37, ул. Дружбы, 43 а",53.633865300000004,55.929975199999994
3256,"Муниципальное общеобразовательное учреждение гимназия № 3 им. Дж. Киекбаева , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение гимназия № 3 им. Дж. Киекбаева, Республика Башкортостан, г. Стерлитамак, ул. Худайбердина, 194",53.6365102,55.915787699999996
3257,"Муниципальное общеобразовательное учреждение гимназия № 5 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение гимназия № 5, Республика Башкортостан, г. Стерлитамак, ул. Блюхера, 13",53.624624,55.915648
3258,"Муниципальное общеобразовательное учреждение открытая (сменная) общеобразовательная школа , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение открытая (сменная) ОШ, Республика Башкортостан, г. Стерлитамак, ул. К. Маркса, 123",53.6223502,55.96879800000001
3259,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 34 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 34, Республика Башкортостан, г. Стерлитамак, пер. Железнодорожный, 2 б",53.92771,58.32163
3260,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 29 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №29, Республика Башкортостан, г. Стерлитамак, ул. Л. Толстого, 9",53.6253858,55.9288034
3261,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 32 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №32, Республика Башкортостан, г. Стерлитамак, ул. Коммунистическая, 104",53.6162247,55.906531099999995
3262,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 26 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №26, Республика Башкортостан, г. Стерлитамак, ул. Пр. Ленина, 61",53.6336744,55.937550099999996
3263,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 18 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №18, Республика Башкортостан, г. Стерлитамак, ул. Южная, 148",53.608063400000006,55.9402066
3264,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 20 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 20, Республика Башкортостан, г. Стерлитамак, ул. Южная, 20",53.6034776,55.9544184
3265,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 21 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №21, Республика Башкортостан, г. Стерлитамак, ул. Гоголя, 115",53.600443,55.945660999999994
3266,"Муниципальное общеобразовательное учреждение основная общеобразовательная школа № 22 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение основная общеобразовательная школа № 22, Республика Башкортостан, г. Стерлитамак, ул. Лесная, 20",53.637730999999995,55.9708719
3267,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 10 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №10, Республика Башкортостан, г. Стерлитамак, ул. Волочаевкая, 15 а",53.641715899999994,55.936544
3268,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 15 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 15, Республика Башкортостан, г. Стерлитамак, ул. Шаймуратова, 9",53.637786,55.922146
3269,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 17 , г. Стерлитамака Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 17, Республика Башкортостан, г. Стерлитамак, ул. Блюхера, 15",53.624401,55.912302
3270,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 8 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 8, Республика Башкортостан, г. Стерлитамак, ул. Макаренко, 1",53.6961974,56.00832990000001
3271,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 9 , г. Стерлитамак Республики Башкортостан",(Муниципальное образовательное учреждение),"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №9, Республика Башкортостан, г. Стерлитамак, ул. Российская, 9",53.6579755,56.07136919999999
3272,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 114 с углубленным изучением отдельных предметов Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450098, Республика Башкортостан, г. Уфа, ул. Российская, 90",54.77383,56.03292
3273,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 38 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450100, Республика Башкортостан, г. Уфа, ул. Королева, 13/1",54.77155,56.07207
3274,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 124 Октябрьский район, городского округа город Уфа Республики Башкортостан..",(Муниципальное образовательное учреждение),"450104, Республика Башкортостан, г. Уфа, Уфимское шоссе, 20",54.80364,56.08262
3275,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 40 с углубленным изучением французского языка Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450083, Республика Башкортостан, г. Уфа, ул. Шафиева, 1",54.76554,55.99836
3276,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 42 с углубленным изучением отдельных предметов Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450071, Республика Башкортостан, г. Уфа, ул. Менделеева, 215/3",54.74907,56.02772
3277,"Муниципальное общеобразовательное учреждение гимназия № 47 имени А. П. Гайдара Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450083, Республика Башкортостан, г. Уфа, ул. Парковая, 12",54.76348,55.99344
3278,"Муниципальное образовательное учреждение Средняя общеобразовательная школа № 49 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450078, Республика Башкортостан, г. Уфа, ул. Менделеева, 197/1",54.7384,56.02496
3279,"Муниципальное общеобразовательное учреждение Татарская гимназия № 84 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450099, Республика Башкортостан, г. Уфа, ул. Б. Бикбая, 31/1",54.76654,56.06515
3280,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 88 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450098, Республика Башкортостан, г. Уфа, ул. Российская, 171/1",54.76672,56.03189
3281,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 89 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450054, Республика Башкортостан, г. Уфа, ул. Комсомольская, 113",54.7578,56.01131
3282,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 29 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450099, Республика Башкортостан, г. Уфа, ул. Сипайловская, 14",54.76989,56.04965
3283,"Муниципальное общеобразовательное учреждение гимназия № 93 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450081, Республика Башкортостан, г. Уфа, ул. Российская, 80",54.77902,56.03471
3284,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 45 с углубленным изучением отдельных предметов Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450000, Республика Башкортостан, г. Уфа, Кировский район, ул. Пушкина, 67",54.724,55.93506
3285,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 90 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450092, Республика Башкортостан, г. Уфа, Кировский район, ул. С. Перовской, 75",54.69869,55.99539
3286,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 9 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450092, Республика Башкортостан, г. Уфа, Кировский район, ул. Мубарякова, 14",54.69786,55.99913
3287,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 35 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450076, Республика Башкортостан, г. Уфа, Ленинский район, ул. Гафури, 7",54.72181,55.92368
3288,"Муниципальное общеобразовательное учреждение Гимназия № 39 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450077, Республика Башкортостан, г. Уфа, Ленинский район, ул. Достоевского, 67",54.7332514,55.9532609
3289,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 46 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450017, Республика Башкортостан, г. Уфа, Ленинский район, ул. Ахметова, 320",54.79075,55.88186
3290,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 43 (основная) Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"Республика Башкортостан, г. Уфа, Ленинский район, ул. Защитников Отечества, 17",54.79007,55.94664
3291,"Муниципальное общеобразовательное учреждение лингвистическая Гимназия № 91 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450076, Республика Башкортостан, г. Уфа, Ленинский район, ул. Красина, 33",54.73297,55.94021
3292,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 1 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450015, Республика Башкортостан, г. Уфа, Ленинский район, ул. Социалистическая, 53/55",54.80169,55.8898
3293,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 128 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450019, Республика Башкортостан, г. Уфа, Ленинский район, ул. Летчиков, 8/2",54.79587,55.86362
3294,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 119 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450106, Республика Башкортостан, г. Уфа, Кировский район, ул. Кувыкина, 29/1",54.70722,55.99628
3295,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 131 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450069, Республика Башкортостан, г. Уфа, Калининский район, ул. Стадионная, 11",54.76796,56.22808
3296,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 137 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450069, Республика Башкортостан, г. Уфа, Калининский район, ул. Касимовская, 10/2",54.75614,56.24544
3297,"Муниципальное общеобразовательное учреждение Башкирская гимназия № 140 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450043, Республика Башкортостан, г. Уфа, Калининский район, ул. Мушникова, 5/2",54.77612,56.10949
3298,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 149 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450902, Республика Башкортостан, г. Уфа, Калининский район, ул. Галечная, 7",54.68944,56.13374
3299,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 157 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450902, Республика Башкортостан, г. Уфа, Калининский район, ул. Мушникова, 17/1",54.78295,56.11301
3300,"Муниципальное общеобразовательное учреждение начальная школа - детский сад№ 5 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"Республика Башкортостан, г. Уфа, Кировский район, ул. Элеваторная, 2а",54.66824,55.944
3301,"Муниципальное общеобразовательное учреждение началная школа-детский сад № 12 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"Республика Башкортостан, г. Уфа, Кировский район, Авиагородок",54.7263,55.96291
3302,"Муниципальное общеобразовательное учреждение гимназия № 3 им. А. М. Горького Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450000, Республика Башкортостан, г. Уфа, Кировский район, ул .Пушкина, 108",54.72069,55.94908
3303,"Муниципальное общеобразовательное учреждение Башкирский Лицей № 2 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450076, Республика Башкортостан, г. Уфа, Ленинский район, ул. Гафури, 103",54.73586,55.93209
3304,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 118 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450063, Республика Башкортостан, г. Уфа, Калининский район, ул. Черниковская, 59/1",54.80928,56.11971
3305,"Муниципальное общеобразовательное учреждение лицей № 5 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450092, Республика Башкортостан, г. Уфа, Кировский район, ул. Рабкоров, 13",54.70396,56.00631
3306,"Муниципальное общеобразовательное учреждение Башкирская гимназия № 122 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450069, Республика Башкортостан, г. Уфа, Калининский район, ул. Стадионная, 9",54.76752,56.2269
3307,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 74 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450039, Республика Башкортостан, г. Уфа, Калининский район, ул. Транспортная, 50/4",54.78202,56.11729
3308,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 75 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450068, Республика Башкортостан, г. Уфа, Калининский район, ул. Черниковская, 89",54.80832,56.12971
3309,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 77 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450030, Республика Башкортостан, г. Уфа, Калининский район, ул. Фурманова, 39",54.79899,56.14978
3310,"Муниципальное образовательное учреждение ""Начальная школа - детский сад № 1"" Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450083, Республика Башкортостан, г. Уфа, ул. Шафиева, 22",54.76243,56.00491
3311,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 52 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450050, Республика Башкортостан, г. Уфа, Калининский район, ул. Гончарова, 19",54.81388,56.09757
3312,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 78 Калининский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450069, Республика Башкортостан, г. Уфа, Калининский район, ул. Олимпийская, 8",54.77569,56.22205
3313,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 4 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450017, Республика Башкортостан, г. Уфа, Ленинский район, ул. Ахметова, 304",54.78439,55.88808
3314,"Муниципальное образовательное учреждение Татарская прогимназия № 2 ""Алифба"" Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450071, Республика Башкортостан, г. Уфа, ул. Менделеева, 199/2",54.73919,56.02358
3315,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 10 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450076, Республика Башкортостан, г. Уфа, Ленинский район, ул. Зенцова, 51",54.73046,55.9322
3316,"Муниципальное общеобразовательное учреждение лицей № 6 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450054, Республика Башкортостан, г. Уфа, ул. Комсомольская, 165/2",54.76665,56.02548
3317,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 12 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450003, Республика Башкортостан, г. Уфа, Ленинский район, ул. Нехаева, 94",54.73252,55.91645
3318,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 17 Октябрьский район, городского округа город Уфа Республики Башкортостан.",(Муниципальное образовательное учреждение),"450054, Республика Башкортостан, г. Уфа, ул. Ю. Гагарина, 36/2",54.76272,56.07036
3319,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 24 Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450019, Республика Башкортостан, г. Уфа, Ленинский район, ул. Лесозаводская, 1а",54.74314,55.90264
3320,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 25 с углубленным изучением татарского языка Ленинский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450003, Республика Башкортостан, г. Уфа, Ленинский район, ул. Выгонная, 10",54.74171,55.91381
3321,"Муниципальное общеобразовательное учреждение Аксаковская гимназия № 11 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450022, Республика Башкортостан, г. Уфа, Кировский район, ул. Менделеева, 7/2",54.71265,55.97465
3322,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 76 Орджоникидзевский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450040, Республика Башкортостан, г. Уфа, Орджоникидзевский район, ул. Победы, 24",54.8199,56.08509
3323,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 79 Орджоникидзевский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450065, Республика Башкортостан, г. Уфа, Орджоникидзевский район, ул. Борисоглебская, 16",54.81608,56.11368
3324,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 80 Орджоникидзевский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450032, Республика Башкортостан, г. Уфа, Орджоникидзевский район, ул. Кольцевая, 105",54.82141,56.09844
3325,"Муниципальное общеобразовательное учреждение центр образования № 81 Орджоникидзевский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450032, Республика Башкортостан, г. Уфа, Орджоникидзевский район, ул. Новочеркасская, 11",54.82735,56.07077
3326,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 83 Орджоникидзевский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450044, Республика Башкортостан, г. Уфа, Орджоникидзевский район, ул. М.Пинского, 12",54.81886,56.0611
3327,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 126 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450077, Республика Башкортостан, г. Уфа, Кировский район, ул. Мингажева, 107/1",54.72718,55.96521
3328,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 14 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450057, Республика Башкортостан, г. Уфа, Кировский район, ул. Тукаева, 39",54.7156,55.95205
3329,"Муниципальное общеобразовательное учреждение Башкирская гимназия № 144 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450076, Республика Башкортостан, г. Уфа, Кировский район, ул. Коммунистическая, 22/2",54.72794,55.93165
3330,"Муниципальное общеобразовательное учреждение средня школа № 16 с углубленным изучением английского языка Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450080, Республика Башкортостан, г. Уфа, Кировский район, ул. Менделеева, 146/1",54.72005,56.01233
3331,"Муниципальное общеобразовательное учреждение лицей № 153 при Уфимском государственном авиационно-техническом университете Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450000, Республика Башкортостан, г. Уфа, Кировский район, ул. К. Маркса, 12",54.72471,55.94241
3332,"Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 18 Кировский район, городского округа город Уфа Республики Башкортостан",(Муниципальное образовательное учреждение),"450092, Республика Башкортостан, г. Уфа, Кировский район, ул. мубарякова, 20/1",54.69935,56.00161
