,name,struct,addr,lat,lon
0,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 79""",(Муниципальное образовательное учреждение),"420087, Республика Татарстан, г. Казань, ул.Рихарда Зорге, 1А",55.7637,49.18172
1,"Муниципальная образовательная школа-интернат ""Лицей-интернат № 7""",(Муниципальное образовательное учреждение),"420103, Республика Татарстан, г. Казань, ул.Четаева, 37",55.8244,49.12312
2,"Муниципальное учреждение образования для детей дошкольного и младшего школьного возраста ""Прогимназия № 25""",(Муниципальное образовательное учреждение),"420100, Республика Татарстан, г. Казань, ул. Ю.Фучика, д.57",55.74462,49.2056
3,"Муниципальное общеобразовательное учреждение ""Начальная школа-детский сад № 47"" Приволжский район, , г.Казани",(Муниципальное образовательное учреждение),"420011, Республика Татарстан, г. Казань, Ферма-2",55.71716,49.16222
4,"Специальное (коррекционное)образовательное учреждение для обучающихся воспитанников с отклонениями в развитии ""Школа-интернат № 1""",(Государственное образовательное учреждение),"420036, Республика Татарстан, г. Казань, ул.Тимирязева, д.3",55.84911,49.0766
5,"Коммунальное (муницыпальное) общеобразовательное учреждение ""Начальная общеобразовательная школа № 107"" Советский район, , г. Казани",(Государственное образовательное учреждение),"420029, Республика Татарстан, г. Казань, ул. Пионерская, д.10",55.80556,49.18698
6,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 24 с углубленным изучением отдельных предметов""",(Муниципальное образовательное учреждение),"420141, Республика Татарстан, г. Казань, ул.Габишева, д.15",55.74815,49.23482
7,"Коммунальное (муницыпальное) общеобразовательное учреждение ""Начальная школа - детский сад № 128"" Советский район, , г. Казани",(Государственное образовательное учреждение),"420053, Республика Татарстан, г. Казань, ул. 4-я Станционная, д.5",55.85542,49.19395
8,"Муниципальное общеобразовательное учреждение ""Татарская гимназия № 2 им. Шигабутдина Марджани"" Московский район, , г.Казани",(Муниципальное образовательное учреждение),"420095, Республика Татарстан, г. Казань, ул.Ш.Усманова, д.11",55.82843,49.07379
9,"Муниципальное общеобразовательное учреждение. ""Начальная общеобразовательная школа № 138""",(Муниципальное образовательное учреждение),"420070, Республика Татарстан, г. Казань, ул. Школьная, д.2",55.67852,49.11991
10,"Муниципальное учреждение образования ""Средняя общеобразовательная русско-татарская школа № 150"" Приволжский район, , г. Казани",(Муниципальное образовательное учреждение),"420138, Республика Татарстан, г. Казань, ул. Дубравная, д. 45",55.73957,49.20187
11,"Муниципальное общеобразовательное учреждение "" Лицей им. Н.И.Лобачевского при Казанском государственном университете"" Вахитовский район, , г.Казани",(Муниципальное образовательное учреждение),"420111, Республика Татарстан, г. Казань, ул.Кави Наджми, 18",55.79202,49.11639
12,"Муниципальное образовательное учреждение ""Открытая (сменная) общеобразовательная школа № 24"" Советский район, , г. Казани",(Муниципальное образовательное учреждение),"420088, Республика Татарстан, г. Казань, ул. Халитова, д. 5",55.81849,49.19642
13,"Коммунальное (муниципальное) учреждение образования ""Вечерняя (сменная) общеобразовательная школа № 13"" Московский район, , г. Казани",(Муниципальное образовательное учреждение),"420039, Республика Татарстан, г. Казань, ул.Декабристов, 172",55.83582,49.08341
14,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 4 с татарским языком обучения"" Вахитовский район, , г. Казани",(Муниципальное образовательное учреждение),"420111, Республика Татарстан, г. Казань, ул.Япеева, 11",55.79938,49.11559
15,Открытая (сменная) общеобразовательная школа № 7,(Государственное образовательное учреждение),"420032, Республика Татарстан, г. Казань, ул. Деловая, 11",55.81604,49.06084
16,Специальная (коррекционная) общеобразовательная школа-интернат № 7 V вида,(Государственное образовательное учреждение),"420033, Республика Татарстан, г. Казань, ул. Окольная, 25",55.82731,49.04345
17,"Муниципальное Специальное (коррекционное) образовательное учреждение для обучающихся с отклонениями в развитии "" Специальная коррекционная общеобразовательная школа № 61"" Московский район, , г. Казани",(Муниципальное образовательное учреждение),"420044, Республика Татарстан, г. Казань, ул. Енисейская, д. 5",55.83444,49.08541
18,Муниципальное образовательное учреждение средняя общеобразовательная школа №  8,(Муниципальное образовательное учреждение),"630129, Новосибирская область, г. Новосибирск, ул. Курчатова, 37/1",55.10723,82.96401
19,Муниципальное образовательное учреждение средняя общеобразовательная школа №  105,(Муниципальное образовательное учреждение),"630129, Новосибирская область, г. Новосибирск, ул. Красных Зорь, 7",55.11248,82.97277
20,Муниципальное образовательное учреждение средняя общеобразовательная школа №  23,(Муниципальное образовательное учреждение),"630110, Новосибирская область, г. Новосибирск, ул. Народная, 67",55.07957,82.9645
21,Муниципальное образовательное учреждение средняя общеобразовательная школа №  122,(Муниципальное образовательное учреждение),"630111, Новосибирская область, г. Новосибирск, ул. Кропоткина, 132/2",55.05642,82.94469
22,Муниципальное образовательное учреждение средняя общеобразовательная школа №  26,(Муниципальное образовательное учреждение),"630110, Новосибирская область, г. Новосибирск, ул. Олеко Дундича, 1/1",55.07243,82.95873
23,Муниципальное образовательное учреждение средняя общеобразовательная школа №  24,(Муниципальное образовательное учреждение),"630082, Новосибирская область, г. Новосибирск, ул. Жуковского, 113/5",55.06067,82.89649
24,Муниципальное образовательное учреждение средняя общеобразовательная школа №  159,(Муниципальное образовательное учреждение),"630049, Новосибирская область, г. Новосибирск, ул. Дуси Ковальчук, 270/2",55.05965,82.91962
25,Муниципальное образовательное учреждение средняя общеобразовательная школа №  33,(Муниципальное образовательное учреждение),"630049, Новосибирская область, г. Новосибирск, ул. Линейная, 33/4",55.05081,82.90682
26,Муниципальное образовательное учреждение средняя общеобразовательная школа №  172,(Муниципальное образовательное учреждение),"630082, Новосибирская область, г. Новосибирск, ул. Тимирязева, 81а",55.05952,82.8962
27,Муниципальное образовательное учреждение средняя школа №  43,(Муниципальное образовательное учреждение),"630001, Новосибирская область, г. Новосибирск, ул. Ельцовская, 31",55.04754,82.88687
28,Муниципальное образовательное учреждение средняя общеобразовательная школа №  180,(Муниципальное образовательное учреждение),"630082, Новосибирская область, г. Новосибирск, ул. Северная, 31",55.06631,82.89481
29,Муниципальное образовательное учреждение средняя общеобразовательная школа №  51,(Муниципальное образовательное учреждение),"630040, Новосибирская область, г. Новосибирск, ул. Охотская, 84",55.12069,82.89869
30,Муниципальное образовательное учреждение вечерняя (сменная) школа №  1,(Муниципальное образовательное учреждение),"630001, Новосибирская область, г. Новосибирск, ул. Холодильная, 21",55.05148,82.88301
31,Муниципальное образовательное учреждение вечерняя (сменная) школа №  18,(Муниципальное образовательное учреждение),"740049, Новосибирская область, г. Новосибирск, ул. Дмитрия Донского, 6а",55.06764,82.90679
32,Муниципальное образовательное учреждение средняя общеобразовательная школа №  74,(Муниципальное образовательное учреждение),"630105, Новосибирская область, г. Новосибирск, ул. Кропоткина, 119",55.05511,82.92045
33,Муниципальное образовательное учреждение средняя общеобразовательная школа №  77,(Муниципальное образовательное учреждение),"630123, Новосибирская область, г. Новосибирск, ул. Ереванская, 14",55.07421,82.89959
34,Муниципальное образовательное учреждение средняя общеобразовательная школа №  100,(Муниципальное образовательное учреждение),"630047, Новосибирская область, г. Новосибирск, ул. Северная, 1",55.07344,82.9204
35,Муниципальное образовательное учреждение средняя общеобразовательная школа №  120,(Муниципальное образовательное учреждение),"630082, Новосибирская область, г. Новосибирск, ул. Дуси Ковальчук, 85",55.05502,82.8999
36,Муниципальное образовательное учреждение средняя общеобразовательная школа №  131,(Муниципальное образовательное учреждение),"630001, Новосибирская область, г. Новосибирск, ул. Союза Молодежи, 10",55.0519,82.88964
37,"Муниципальное образовательное учреждение ""Гимназия № 12""",(Муниципальное образовательное учреждение),"644065, Омская область, Россия, г. Омск, ул. Энтузиастов, 47",55.04455,73.27236
38,"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа № 5""",(Муниципальное образовательное учреждение),"644114, Омская область, Россия, г. Омск, пос.Большие Поля, ул.Первомайская, 1",55.06608,73.41645
39,"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа № 6""",(Муниципальное образовательное учреждение),"644007, Омская область, Россия, г. Омск, ул. 1-я Северная, 39",55.00472,73.35878
40,"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа № 1""",(Муниципальное образовательное учреждение),"644001, Омская область, Россия, г. Омск, ул.Лермонтова, 131",54.98407,73.41559
41,"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа № 2""",(Муниципальное образовательное учреждение),"644018, Омская область, Россия, г. Омск, ул. 5-я Кордная, 43А",54.9598,73.4658
42,"Муниципальное образовательное учреждение ""начальная общеобразовательная школа-детский сад №  401 компенсирующего вида""",(Муниципальное образовательное учреждение),"630089, Новосибирская область, г. Новосибирск, ул. Кошурникова, 49/1",55.03683,82.98056
43,"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа № 3""",(Муниципальное образовательное учреждение),"644060, Омская область, Россия, г. Омск, пл.Шота Руставели, 1",54.92585,73.40728
44,"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа № 4""",(Муниципальное образовательное учреждение),"644090, Омская область, Россия, г. Омск, ул.Заозерная, 11Г",55.04714,73.32138
45,Государственное образовательное учреждение - Омский кадетский корпус Министерства обороны Российской Федерации,(Государственное образовательное учреждение),"644004, Омская область, г. Омск, ул. Ленина, 26",54.97749,73.3777
46,"Государственное образовательное учреждение Омской области ""Омская специальная общеобразовательная школа закрытого типа""",(Государственное образовательное учреждение),"644086, Омская область, г. Омск, ул. 21 Амурская, 21 А",55.03927,73.43078
47,"Государственное образовательное учреждение Омской области для детей сирот и детей, оставшихся без попечения родителей ""Детский дом № 5""",(Государственное образовательное учреждение),"644080, Омская область, г. Омск, ул. Фугенфирова, 11 А",54.99718,73.2674
48,"Государственное образовательное учреждение Омской области для детей сирот и детей, оставшихся без попечения родителей ""Детский дом № 10""",(Государственное образовательное учреждение),"644069, Омская область, г. Омск, ул. 24 Северная, 172",55.02304,73.38018
49,"Муниципальное образовательное учреждение Центр образования Омский район,",(Муниципальное образовательное учреждение),"644009, Омская область, г. Омск, ул. Лермонтова, 171 a",54.98478,73.4272
50,"Муниципальное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с отклонениями в развитии - Специальная (коррекционная) общеобразовательная школа №  31 VIII вида",(Муниципальное образовательное учреждение),"630129, Новосибирская область, г. Новосибирск, ул. Рассветная, 3/1",55.10823,82.96994
51,Муниципальное образовательное учреждение средняя общеобразовательная школа №  91,(Муниципальное образовательное учреждение),"630024, Новосибирская область, г. Новосибирск, ул. Бурденко, 55",54.96602,82.92016
52,"Муниципальное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с отклонениями в развитии - специальная (коррекционная) общеобразовательная школа-интернат №  116 V вида",(Муниципальное образовательное учреждение),"630110, Новосибирская область, г. Новосибирск, ул. Александра Невского, 40",55.08171,82.96087
53,Муниципальное образовательное учреждение средняя общеобразовательная школа №  108,(Муниципальное образовательное учреждение),"630119, Новосибирская область, г. Новосибирск, ул. Зорге, 181/1",54.93282,82.92098
54,Муниципальное образовательное учреждение средняя общеобразовательная школа №  143,(Муниципальное образовательное учреждение),"630027, Новосибирская область, г. Новосибирск, ул. Объединения, 82/2",55.09506,82.96432
55,Муниципальное образовательное учреждение открытая (сменная) школа №  27,(Муниципальное образовательное учреждение),"630075, Новосибирская область, г. Новосибирск, ул. Народная, 13/2",55.06664,82.94143
56,Муниципальное образовательное учреждение средняя общеобразовательная школа № 150 с углубленным изучением предметов художественно-эстетического цикла,(Муниципальное образовательное учреждение),"630013, Новосибирская область, г. Новосибирск, ул. Новоуральская, 19/1",55.17283,82.96661
57,Муниципальное образовательное учреждение средняя общеобразовательная школа №  28,(Муниципальное образовательное учреждение),"630110, Новосибирская область, г. Новосибирск, ул. Новая Заря, 27",55.07908,82.97094
58,Муниципальное образовательное учреждение средняя общеобразовательная школа №  151,(Муниципальное образовательное учреждение),"630129, Новосибирская область, г. Новосибирск, ул. Курчатова, 13/1",55.10713,82.97097
59,Муниципальное образовательное учреждение Лицей № 113,(Муниципальное образовательное учреждение),"630089, Новосибирская область, г. Новосибирск, ул. Бориса Богаткова, 241/1",55.03985,82.97822
60,Муниципальное образовательное учреждение средняя общеобразовательная школа №  111,(Муниципальное образовательное учреждение),"630015, Новосибирская область, г. Новосибирск, ул. Промышленная, 1/1",55.05303,82.96087
61,Муниципальное образовательное учреждение средняя образовательная школа №  7,(Муниципальное образовательное учреждение),"630089, Новосибирская область, г. Новосибирск, ул. Адриена Лежена, 22",55.03935,82.98451
62,Муниципальное образовательное учреждение открытая (сменная) школа №  15,(Муниципальное образовательное учреждение),"630015, Новосибирская область, г. Новосибирск, ул. Трикотажная, 39",55.06008,82.97344
63,Муниципальное образовательное учреждение средняя общеобразовательная школа №  21,(Муниципальное образовательное учреждение),"630112, Новосибирская область, г. Новосибирск, ул. Гоголя, 188/1",55.04462,82.95848
64,Муниципальное образовательное учреждение средняя общеобразовательная школа №  36,(Муниципальное образовательное учреждение),"630084, Новосибирская область, г. Новосибирск, ул. Авиастроителей, 10",55.07282,82.97453
65,Муниципальное образовательное учреждение средняя общеобразовательная школа №  30,(Муниципальное образовательное учреждение),"630075, Новосибирская область, г. Новосибирск, ул. Танковая, 9/1",55.06175,82.93042
66,Муниципальное образовательное учреждение средняя общеобразовательная школа №  158,(Муниципальное образовательное учреждение),"630075, Новосибирская область, г. Новосибирск, ул. Народная, 11",55.06586,82.94084
67,Муниципальное образовательное учреждение средняя общеобразовательная школа №  34,(Муниципальное образовательное учреждение),"630013, Новосибирская область, г. Новосибирск, ул. Новоуральская, 11/3",55.17362,82.96531
68,Муниципальное образовательное учреждение средняя общеобразовательная школа №  173,(Муниципальное образовательное учреждение),"630027, Новосибирская область, г. Новосибирск, ул. Столетова, 22",55.10225,82.96293
69,Муниципальное образовательное учреждение средняя общеобразовательная школа №  46,(Муниципальное образовательное учреждение),"630086, Новосибирская область, г. Новосибирск, ул. Магистральная, 16",55.16368,82.97794
70,Муниципальное общеобразовательное учереждение (специальная коррекционная) общеобразовательная школа VIII № 209,(Муниципальное образовательное учреждение),"630075, Новосибирская область, г. Новосибирск, ул. Дуси Ковальчук, 384",55.06332,82.92569
71,Муниципальное образовательное учреждение средняя общеобразовательная школа №  78,(Муниципальное образовательное учреждение),"630027, Новосибирская область, г. Новосибирск, ул. Макаренко, 28",55.09832,82.96393
72,Муниципальное образовательное учреждение гимназия №  12,(Муниципальное образовательное учреждение),"630075, Новосибирская область, г. Новосибирск, ул. Богдана Хмельницкого, 37",55.0754,82.95208
73,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 81 с углубленным изучением отдельных предметов (математики, физики и информатики)",(Муниципальное образовательное учреждение),"630095, Новосибирская область, г. Новосибирск, ул. Солидарности, 65а",55.155934,82.95887309999999
74,"Муниципальное образовательное учреждение начальная общеобразовательная школа - детский сад ""Зимородок""",(Муниципальное образовательное учреждение),"630089, Новосибирская область, г. Новосибирск, ул. Адриена Лежена, 7/2",55.03959,82.98775
75,Муниципальное образовательное учреждение средняя общеобразовательная школа №  153,(Муниципальное образовательное учреждение),"630084, Новосибирская область, г. Новосибирск, ул. Республиканская, 15/1",55.06823,82.96819
76,Муниципальное образовательное учреждение гимназия №  4,(Муниципальное образовательное учреждение),"630004, Новосибирская область, г. Новосибирск, ул. Сибирская, 35",55.03628,82.90725
77,Муниципальное образовательное учреждение средняя общеобразовательная школа №  57,(Муниципальное образовательное учреждение),"630084, Новосибирская область, г. Новосибирск, ул. Авиастроителей, 16",55.07467,82.97867
78,Муниципальное образовательное учреждение средняя общеобразовательная школа №  59,(Муниципальное образовательное учреждение),"630124, Новосибирская область, г. Новосибирск, ул. Доватора, 27/1",55.04137,83.00097
79,Муниципальное образовательное учреждение средняя общеобразовательная школа №  71,(Муниципальное образовательное учреждение),"630010, Новосибирская область, г. Новосибирск, пер.3-й Почтовый, 21",55.04922,83.00748
80,Муниципальное образовательное учреждение средняя общеобразовательная школа №  82,(Муниципальное образовательное учреждение),"630015, Новосибирская область, г. Новосибирск, ул. Гоголя, 195",55.04747,82.96341
81,Муниципальное образовательное учреждение средняя общеобразовательная школа №  87,(Муниципальное образовательное учреждение),"630124, Новосибирская область, г. Новосибирск, ул. Доватора, 33/4",55.03938,83.00357
82,"Муниципальное образовательное учреждение - Гимназия ""Женская классическая гимназия""",(Муниципальное образовательное учреждение),"630111, Новосибирская область, г. Новосибирск, ул. Кропоткина, 323",55.05824,82.93966
83,Муниципальное образовательное учреждение средняя общеобразовательная школа №  103,(Муниципальное образовательное учреждение),"630020, Новосибирская область, г. Новосибирск, ул. Фадеева, 50/1",55.09479,82.93822
84,Муниципальное образовательное учреждение школа-интернат №  161 основного общего образования,(Муниципальное образовательное учреждение),"630084, Новосибирская область, г. Новосибирск, ул. Республиканская, 25",55.07138,82.97612
85,Муниципальное образовательное учреждение гимназия №  10 (с углубленным изучением английского языка),(Муниципальное образовательное учреждение),"630099, Новосибирская область, г. Новосибирск, ул. Революции, 31",55.02747,82.90882
86,Муниципальное образовательное учреждение средняя общеобразовательная школа №  169,(Муниципальное образовательное учреждение),"630051, Новосибирская область, г. Новосибирск, проспект Дзержинского, 60",55.06603,82.99884
87,Муниципальное образовательное учреждение средняя общеобразовательная школа № 3 им. Б.Богаткова,(Муниципальное образовательное учреждение),"630099, Новосибирская область, г. Новосибирск, ул. Октябрьская, 5",55.0241,82.9118
88,Муниципальное образовательное учреждение средняя общеобразовательная школа №  177,(Муниципальное образовательное учреждение),"630124, Новосибирская область, г. Новосибирск, ул. Куприна, 4",55.04494,82.98938
89,Муниципальное образовательное учреждение средняя общеобразовательная школа №  137,(Муниципальное образовательное учреждение),"630132, Новосибирская область, г. Новосибирск, ул. 1905 года, 39",55.04207,82.89969
90,Муниципальное образовательное учреждение средняя общеобразовательная школа №  178,(Муниципальное образовательное учреждение),"630015, Новосибирская область, г. Новосибирск, проспект Дзержинского, 43",55.05607,82.97226
91,Муниципальное образовательное учреждение вечерняя (сменная) школа №  6,(Муниципальное образовательное учреждение),"630132, Новосибирская область, г. Новосибирск, ул. Советская, 93",55.04524,82.91171
92,Муниципальное образовательное учреждение средняя общеобразовательная школа №  197,(Муниципальное образовательное учреждение),"630124, Новосибирская область, г. Новосибирск, ул. Липецкая, 25/2",55.04331,83.00539
93,"Муниципальное образовательное учреждение специальная (коррекционная) образовательная школа-интернат I, II вида №  37",(Муниципальное образовательное учреждение),"630003, Новосибирская область, г. Новосибирск, ул. Саратовская, 24а",55.03781,82.88333
94,"Муниципальное образовательное учреждение средняя общеобразовательная школа № 205 ""Содружество""",(Муниципальное образовательное учреждение),"630051, Новосибирская область, г. Новосибирск, ул. Ползунова, 22",55.06414,82.99541
95,Муниципальное специальное (коррекционное) образовательное учреждение для обучающихся воспитанников с отклонением в развитии - специальная (коррекционная) школа VIII вида №  60,(Муниципальное образовательное учреждение),"630132, Новосибирская область, г. Новосибирск, ул. 1905 года, 61",55.0434,82.90409
96,Муниципальное образовательное учреждение Вечерняя (сменная) общеобразовательная школа № 26,(Муниципальное образовательное учреждение),"Новосибирская область, г. Новосибирск, ул. Волочаевская, 111",55.0446,83.01448
97,Муниципальное образовательное учреждение средняя общеобразовательная школа №  17,(Муниципальное образовательное учреждение),"630105, Новосибирская область, г. Новосибирск, ул. Кропоткина, 126/2",55.05451,82.93443
98,"Муниципальное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с отклонениями в развитии - специальная (коррекционная) общеобразовательная школа №  53 VIII вида",(Муниципальное образовательное учреждение),"630112, Новосибирская область, г. Новосибирск, ул. Кошурникова, 9/1",55.04333,82.959
99,Муниципальное образовательное учреждение для детей дошкольного и младшего школьного возраста - Прогимназия № 2,(Муниципальное образовательное учреждение),"630015, Новосибирская область, г. Новосибирск, проспект Дзержинского, 59а",55.05749,82.97478
100,Муниципальное образовательное учреждение средняя общеобразовательная школа №  96 с углубленным изучением английского языка,(Муниципальное образовательное учреждение),"630112, Новосибирская область, г. Новосибирск, ул. Фрунзе, 63/1",55.04111,82.95091
101,Муниципальное образовательное учреждениеCОШ № 75,(Муниципальное образовательное учреждение),"454010, г. Челябинск, ул.Пограничная, 1",55.14008,61.44645
102,Муниципальное образовательное учреждениеCОШ № 92,(Муниципальное образовательное учреждение),"454017, г. Челябинск, ул.Б.Хмельницкого, 7",55.25649,61.40002
103,Муниципальное образовательное учреждение№ 315,(Муниципальное образовательное учреждение),"454139, Челябинск, Василевского, 77а",55.10106,61.48331
104,Муниципальное образовательное учреждениеCОШ № 141,(Муниципальное образовательное учреждение),"454047, г. Челябинск, ул.60 лет Октября, 26а",55.26536,61.38945
105,Муниципальное образовательное учреждениеCОШ № 34,(Муниципальное образовательное учреждение),"454119, г. Челябинск, ул.Энергетиков, 17",55.12961,61.46527
106,Муниципальное образовательное учреждениеCОШ № 42,(Муниципальное образовательное учреждение),"454052, г. Челябинск, ул.Комаровского, 11Б",55.24015,61.37295
107,Муниципальное образовательное учреждениеCОШ № 51,(Муниципальное образовательное учреждение),"454010, г. Челябинск, ул.Агалакова, 46",55.13316,61.44446
108,Муниципальное образовательное учреждениеCОШ № 66,(Муниципальное образовательное учреждение),"454047, г. Челябинск, ул.Б.Хмельницкого, 24",55.25876,61.38235
109,Муниципальное образовательное учреждениеCОШ № 70,(Муниципальное образовательное учреждение),"454047, г. Челябинск, ул.60 лет Октября, 46",55.26262,61.38284
110,Муниципальное образовательное учреждениеCОШ № 103,(Муниципальное образовательное учреждение),"454047, г. Челябинск, ул.60 лет Октября, 5",55.26386,61.3998
111,Муниципальное образовательное учреждениеCОШ № 108,(Муниципальное образовательное учреждение),"454012, г. Челябинск, ул.Уральская, 2",55.12371,61.51425
112,Муниципальное образовательное учреждениешкола № 105,(Муниципальное образовательное учреждение),"454006, г. Челябинск, ул. Кузнецова, 7",55.11618,61.35362
113,Муниципальное образовательное учреждениевечерняя (сменная) СОШ № 17,(Муниципальное образовательное учреждение),"454081, г. Челябинск, ул. Горького, д.47 Б",55.17608,61.43743
114,Муниципальное образовательное учреждениелицей СОШ № 82,(Муниципальное образовательное учреждение),"454031, г. Челябинск, ул. 50 лет ВЛКСМ, 7 Б",55.24434,61.39163
115,"Государственное образовательное учреждение """"Республиканская гимназия им. В.К. Плакаса""",(Государственное образовательное учреждение),"649006, Республика Алтай, г. Горно-Алтайск, пр. Коммунистический, 44",51.95905,85.94933
116,"Муниципальное образовательное учреждение """"Средняя общеобразовательная школа № 10"" , г. Горно-Алтайска",(Муниципальное образовательное учреждение),"649007 Республика Алтай, г. Горно-Алтайск, ул. Ленина, 81",51.94451,85.9698
117,"Государственное образовательное учреждение """"Школа интернат для детей сирот и детей, оставшихся без попечения родителей № 1 им, Жукова""",(Государственное образовательное учреждение),"649002, Республика Алтай, г. Горно-Алтайск, пр. Коммунистический, 97",51.95821,85.91632
118,"Государственное образовательное учреждение """"Специальная коррекционная общеобразовательная школа-интернат"" , г. Горно-Алтайска",(Государственное образовательное учреждение),"649002, Республика Алтай, г. Горно-Алтайск, ул. Гончарная 6",51.95765,85.90762
