Ville,District,Nom_Ecole,Type_Ecole,Statut,Adresse,Telephone
İZMİR,FOÇA,Yenifoça Reha Midilli Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,9 Eylül İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,9 Eylül Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Abdülhamit Han Çok Programlı Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Abdülhamit Han Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Anafartalar İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Aslanlar İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Aslanlar Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Atatürk Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Çağdaş Yaşam Öğretmen Nuriye Akman Anaokulu,Anaokulu,Public,,
İZMİR,GAZİEMİR,Cengiz Han İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Dedeoğlu Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Fatih İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Gazi Umurbey Anaokulu,Anaokulu,Public,,
İZMİR,GAZİEMİR,Gazi Umurbey Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Gaziemir Adnan Menderes İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Gaziemir Anaokulu,Anaokulu,Public,,
İZMİR,GAZİEMİR,Gaziemir Bilim ve Sanat Merkezi,Diğer,Public,,
İZMİR,GAZİEMİR,Gaziemir Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Gaziemir Halk Eğitimi Merkezi,Diğer,Public,,
İZMİR,GAZİEMİR,Gaziemir İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Gaziemir Nevvar Salih İşgören Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Gaziemir Rehberlik ve Araştırma Merkezi,Diğer,Public,,
İZMİR,GAZİEMİR,Gaziemir Şehit Serhat Sığnak Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,İzmir Ticaret Odası İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,İzmir Ticaret Odası Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Kipa 10. Yıl Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Mevlüt Aysun Özer İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Mevlüt Aysun Özer Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Mimar Kemalettin Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Mustafa Kemal Paşa Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Nevvar Salih İşgören Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Öğretmen Ufuk Özdemir Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Remzi Doğan İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Remzi Doğan Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Sabiha Gökçen İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Sabri Oney İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Sarnıç Şehit Uzman Çavuş Egemen Yıldız Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,ŞEHİT DURSUN ACAR ORTAOKULU,Diğer,Public,,
İZMİR,GAZİEMİR,Şehit Er Selahattin Şener Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Şehit Furkan Yavaş Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Şehit Mustafa Yaman Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Şehit Polis Ahmet Atilla Güneş İlkokulu,İlkokul,Public,,
İZMİR,GAZİEMİR,Şehit Polis İbrahim Yardımcı Anaokulu,Anaokulu,Public,,
İZMİR,GAZİEMİR,ŞEHİT POLİS MURAT KOÇ ÖZEL EĞİTİM UYGULAMA OKULU I. KADEME,Diğer,Public,,
İZMİR,GAZİEMİR,Şehit Polis Murat Koç Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İZMİR,GAZİEMİR,Şehit Polis Murat Koç Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İZMİR,GAZİEMİR,Şehit Uğur Palancı Ortaokulu,Ortaokul,Public,,
İZMİR,GAZİEMİR,Şehit Üsteğmen Murat Yıldız Çok Programlı Anadolu Lisesi,Lise,Public,,
İZMİR,GAZİEMİR,Yahya Kemal Beyatlı İlkokulu,İlkokul,Public,,
İZMİR,GÜZELBAHÇE,Ali Bayırlar İlkokulu,İlkokul,Public,,
İZMİR,GÜZELBAHÇE,Ali Bayırlar Ortaokulu,Ortaokul,Public,,
İZMİR,GÜZELBAHÇE,Cengiz Topel Anadolu Lisesi,Lise,Public,,
İZMİR,GÜZELBAHÇE,Dr. Güngör Özbek Anadolu Lisesi,Lise,Public,,
İZMİR,GÜZELBAHÇE,Dr. Güngör Özbek Ortaokulu,Ortaokul,Public,,
İZMİR,GÜZELBAHÇE,Güzelbahçe 60.Yıl Anadolu Lisesi,Lise,Public,,
İZMİR,GÜZELBAHÇE,Güzelbahçe Anaokulu,Anaokulu,Public,,
İZMİR,GÜZELBAHÇE,Güzelbahçe Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,GÜZELBAHÇE,Güzelbahçe Halk Eğitimi Merkezi,Diğer,Public,,
İZMİR,GÜZELBAHÇE,Güzelbahçe Vali Kazım Paşa İlkokulu,İlkokul,Public,,
İZMİR,GÜZELBAHÇE,Güzelbahçe Vali Kazım Paşa Ortaokulu,Ortaokul,Public,,
İZMİR,GÜZELBAHÇE,Hakkı Oğuz Tabaoğlu İlkokulu,İlkokul,Public,,
İZMİR,GÜZELBAHÇE,Mustafa Saadet Alanyalıoğlu İlkokulu,İlkokul,Public,,
İZMİR,GÜZELBAHÇE,Mustafa Saadet Alanyalıoğlu Ortaokulu,Ortaokul,Public,,
İZMİR,GÜZELBAHÇE,Namık Elal Ortaokulu,Ortaokul,Public,,
İZMİR,GÜZELBAHÇE,Payamlı İlkokulu,İlkokul,Public,,
İZMİR,GÜZELBAHÇE,Şehit Abdullah Tayyip Olçok Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,GÜZELBAHÇE,Yaşar Eğitim ve Kültür Vakfı Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İZMİR,GÜZELBAHÇE,Yaşar Eğitim ve Kültür Vakfı Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İZMİR,GÜZELBAHÇE,Yaşar Eğitim ve Kültür Vakfı Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İZMİR,GÜZELBAHÇE,Yelki Hamdi Dalan İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,15 Temmuz Şehitler Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,29 Ekim Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Adil İçel İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Adnan Mazıcı İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Agahefendi İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Ahmet Ragıp Üzümcü İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Akşemsettin İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Ali Akatlar İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Ali Erentürk İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Aydınoğlu Mehmetbey İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Bahar Yıldırım İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Biruni Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Bozyaka Mevlana İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Bozyaka Şehit Fethi Bey Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Cemil Meriç Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Cemil Midilli Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Cevdet Güçlüer İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Cumhuriyet Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Cumhuriyet İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Duğrallar İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Emirsultan Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Emrullah Efendi İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Eserkent Şehit İbrahim Okçu Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Eskiizmir Şehit Yusuf Vural İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Eşrefpaşa Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Fatih Sultan Mehmet Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Fevzi Çakmak Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Fevzi Özakat Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Fevzi Özakat İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Hatice Hanım İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Havva Yıldırım Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Hüseyin Akdağ İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,İbrahim Kavur İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,İlkkurşun İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,İlkkurşun Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,İnönü Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,İyiburnaz İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,İyiburnaz Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,İzmir Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,İzmir Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,İzmir Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Karabağlar Atatürk Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Karabağlar Bilim ve Sanat Merkezi,Diğer,Public,,
İZMİR,KARABAĞLAR,Karabağlar Cumhuriyet Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Karabağlar Halk Eğitimi Merkezi,Diğer,Public,,
İZMİR,KARABAĞLAR,Karabağlar İTO Vakfı Süleyman Taştekin Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Karabağlar Mesleki Eğitim Merkezi,Diğer,Public,,
İZMİR,KARABAĞLAR,Karabağlar Nene Hatun Kız Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Karabağlar Nevvar Salih İşgören Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Karabağlar Rehberlik ve Araştırma Merkezi,Diğer,Public,,
İZMİR,KARABAĞLAR,Karabağlar Yeşilyurt Borsa İstanbul Çok Programlı Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Katip Çelebi Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Kavacık İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Kazım Karabekir Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Limontepe Seniye-Hasan Saray İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Mehmet Akif Ersoy İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Mehmet Akif Ersoy Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Mustafa Baykaş Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Mustafa Urcan İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Naci Şensoy Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Nazire Merzeci İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Necip Fazıl Kısakürek İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Necmettin Erbakan Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Öğretmenler ve Şeker Mevhibe Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Övgü Terzibaşıoğlu Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Peker Mahallesi Şehit Emrah Aykaç İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Rakım Erkutlu İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Rakım Erkutlu Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Refet Bele Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Remzi Oğuz Arık İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Remzi Oğuz Arık Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Rıza Özmenoğlu İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Saadet Onart İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Sadettin Tezcan Özel Eğitim Meslek Okulu,Diğer,Public,,
İZMİR,KARABAĞLAR,Şehit Egemen Öztürk Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Erkan Özcan Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Şehit Ferdi Tosun Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Gazeteci Hasan Tahsin Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Halit Taş Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Komando Er Fatih Özcan İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Şehit Komiser Abdullah Ortanca Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Lütfü Gülşen Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İZMİR,KARABAĞLAR,Şehit Lütfü Gülşen Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İZMİR,KARABAĞLAR,Şehit Lütfü Gülşen Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İZMİR,KARABAĞLAR,Şehit Muhtar Mete Sertbaş Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Muzaffer Erdönmez İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Şehit Öğretmen Rabia Sevilay Durukan Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Şehit Üsteğmen Sadullah Sever İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Şehit Uzman Çavuş Mehmet Çiftçi İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Şehit Yahya Efiloğlu İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şehit Zekeriya Kılıç Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Seniha Mayda Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Şerif Remzi Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Tahir Merzeci Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Togem-Der Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Ülkü Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Uluğbey İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Uzundere Sabiha Yorgancılar İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Uzundere Sabiha Yorgancılar Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Vali Nevzat Ayaz Anadolu Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Vilayetler Hizmet Birliği Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Vilayetler Hizmet Birliği Gazi Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Yavuz Selim İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Yavuz Selim Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Yeşilyurt Anaokulu,Anaokulu,Public,,
İZMİR,KARABAĞLAR,Yunus Emre Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARABAĞLAR,Yunus Emre Ortaokulu,Ortaokul,Public,,
İZMİR,KARABAĞLAR,Yüzbaşı Şerafettin İlkokulu,İlkokul,Public,,
İZMİR,KARABAĞLAR,Zeyni Hanım Ortaokulu,Ortaokul,Public,,
İZMİR,KARABURUN,Atatürk İlkokulu,İlkokul,Public,,
İZMİR,KARABURUN,Atatürk Ortaokulu,Ortaokul,Public,,
İZMİR,KARABURUN,Karaburun Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARABURUN,Karaburun Anaokulu,Anaokulu,Public,,
İZMİR,KARABURUN,Karaburun Çok Programlı Anadolu Lisesi,Lise,Public,,
İZMİR,KARABURUN,Karaburun Halk Eğitimi Merkezi,Diğer,Public,,
İZMİR,KARABURUN,Karaburun İlkokulu,İlkokul,Public,,
İZMİR,KARABURUN,Karaburun Mordoğan Fatma Emin Karaağaç Çok Programlı Anadolu Lisesi,Lise,Public,,
İZMİR,KARABURUN,Karaburun Ortaokulu,Ortaokul,Public,,
İZMİR,KARABURUN,Küçükbahçe İlkokulu,İlkokul,Public,,
İZMİR,KARABURUN,Öğretmenevi ve Akşam Sanat Okulu,Diğer,Public,,
İZMİR,KARABURUN,Süleyman Nihat Üzümcü Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,15 Temmuz Şehitler Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Adnan Menderes Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Alev Alatlı Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Ali Kaya Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Ankara İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Atakent Erdoğan Kibarer Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Atatürk İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Cemil Akyüz Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Cumhuriyet İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Emine Lahur Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Emlakbank Süleyman Demirel Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Engin Özmeriç İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Eren Şahin Eronat Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Evin Leblebicioğlu Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Faik Muhittin Adam İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Fatma Neşe Kaya ilkokulu,Diğer,Public,,
İZMİR,KARŞIYAKA,Fevzipaşa Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Fuat Köprülü İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Gazi Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Gülsefa Firdevs Kapancıoğlu İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Hamdullah Suphi Tanrıöver Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Hasan Kaya Özel Eğitim Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,Hasan Pınarcalı Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Hayri Özmeriç İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,İnci Şener İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,İzmir Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İZMİR,KARŞIYAKA,Kaptan Altay Altuğ İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Atakent Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Atakent Aysel Salih Baysak Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Behçet Uz Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Bilim ve Sanat Merkezi,Diğer,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Cihat Kora Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Halk Eğitimi Merkezi,Diğer,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Havva Özişbakan Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Mustafa Kaya Spor Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Necip Demir Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Özel Eğitim Meslek Okulu,Diğer,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Özel Yürekler Halk Eğitimi Merkezi,Diğer,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Rehberlik ve Araştırma Merkezi,Diğer,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Suzan Divrik Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Karşıyaka Zeki Şairoğlu Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Kazım Dirik Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Lamia Karer İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Lamia Karer Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Mavişehir İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Mehmet Ali Lahur Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Mehmet Seniye Özbey İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Metin Aşıkoğlu Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Mirza Nil İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Muhsin Yazıcıoğlu Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Mürşide Akyüz İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Mürşide Altınçubuk Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Mustafa Kaya Spor Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Mustafa Reşitpaşa İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Nebahat Alparslan Karadavut İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Nezahat Ertan Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,Nurettin Topçu Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Nuriye Işıkdoğdu Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,Öğretmen İkbal Özdemir Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,Öğretmen Kenan Gamsız İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Örnekköy Şehit Astsubay Erkan Durukan İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Özgiller Dalan İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Polat Çelikdemir Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,Safiye Nadir Özel Eğitim İş Uygulama Merkezi (Okulu),Diğer,Public,,
İZMİR,KARŞIYAKA,Safiye Nadir Özel Eğitim Uygulama Merkezi II. Kademe,Diğer,Public,,
İZMİR,KARŞIYAKA,Safiye Nadir Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İZMİR,KARŞIYAKA,Şair Eşref İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Sakize Lahur Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Şehit Ahmet Oruç Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Şehit Astsubay Hilmi Öz İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Şehit Mehmet Ali Yandım İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Şehit Mesut Uzlu Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,ŞEHİT ÖĞRETMEN ŞENAY AYBÜKE YALÇIN ANAOKULU,Diğer,Public,,
İZMİR,KARŞIYAKA,Şehit Polis Samet Kırcalı Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Şehit Prof. Dr. İlhan Varank Anadolu İmam Hatip Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Selçuk Yaşar Alaybey Ortaokulu,Ortaokul,Public,,
İZMİR,KARŞIYAKA,Şemikler Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,Sezai-Gönül Akdağ Anaokulu,Anaokulu,Public,,
İZMİR,KARŞIYAKA,TOKİ Karşıyaka Belediyesi Anadolu Lisesi,Lise,Public,,
İZMİR,KARŞIYAKA,TOKİ Karşıyaka Belediyesi İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Türkbirliği İlkokulu,İlkokul,Public,,
İZMİR,KARŞIYAKA,Zübeyde Hanım İlkokulu,İlkokul,Public,,
İZMİR,KEMALPAŞA,(Akalan) Denen İlkokulu,İlkokul,Public,,
İZMİR,KEMALPAŞA,(Akalan) Denen Ortaokulu,Ortaokul,Public,,
İZMİR,KEMALPAŞA,15 Temmuz Demokrasi Şehitleri Ortaokulu,Ortaokul,Public,,
İZMİR,KEMALPAŞA,75. Yıl Anaokulu,Anaokulu,Public,,
İZMİR,KEMALPAŞA,75. Yıl İlkokulu,İlkokul,Public,,
İZMİR,KEMALPAŞA,75. Yıl Ortaokulu,Ortaokul,Public,,
İZMİR,KEMALPAŞA,80.Yıl Sütçüler İlkokulu,İlkokul,Public,,
İZMİR,KEMALPAŞA,80.Yıl Sütçüler İmam Hatip Ortaokulu,Ortaokul,Public,,
İZMİR,KEMALPAŞA,80.Yıl Sütçüler Ortaokulu,Ortaokul,Public,,
İZMİR,KEMALPAŞA,Aliya İzzetbegoviç Ortaokulu,Ortaokul,Public,,
