Ville,District,Nom_Ecole,Type_Ecole,Statut,Adresse,Telephone
İSTANBUL,ARNAVUTKÖY,Şehit Selçuk Gürdal Anadolu Lisesi,Lise,Public,,
İSTANBUL,ARNAVUTKÖY,Şeyh Şamil İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Şeyh Şamil Ortaokulu,Ortaokul,Public,,
İSTANBUL,ARNAVUTKÖY,Suatlar Anaokulu,Anaokulu,Public,,
İSTANBUL,ARNAVUTKÖY,Suatlar İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Taşoluk Anadolu Lisesi,Lise,Public,,
İSTANBUL,ARNAVUTKÖY,Taşoluk İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Tayakadın İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Tayakadın Ortaokulu,Ortaokul,Public,,
İSTANBUL,ARNAVUTKÖY,TOKİ Hadımköy İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,TOKİ Taşoluk  İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,TOKİ Taşoluk Anaokulu,Anaokulu,Public,,
İSTANBUL,ARNAVUTKÖY,TOKİ Taşoluk Ortaokulu,Ortaokul,Public,,
İSTANBUL,ARNAVUTKÖY,Tolga Eti İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Tolga Eti Ortaokulu,Ortaokul,Public,,
İSTANBUL,ARNAVUTKÖY,Yassıören İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Yeniköy İlkokulu,İlkokul,Public,,
İSTANBUL,ARNAVUTKÖY,Yeniköy Ortaokulu,Ortaokul,Public,,
İSTANBUL,ARNAVUTKÖY,Yunus Emre İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,ARNAVUTKÖY,Yunus Emre Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Ahmet Keleşoğlu Fen Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Akşemsettin Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Akşemsettin İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Ali Fuat Cebesoy İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Ali İhsan Hayırlıoğlu Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Ali Nihat Tarlan İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Aşık Veysel Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ata İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir 100. Yıl Cumhuriyet Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Anadolu Halk Eğitimi Merkezi,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Dilek Sabancı Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Emlak Konut Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Halk Eğitimi Merkezi,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir İbrahim Müteferrika Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Özel Eğitim Meslek Okulu,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Rehberlik ve Araştırma Merkezi,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Remzi Bayraktar Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Rotary Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Yunus Emre Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Yunus Emre Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ataşehir Yunus Emre Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Aydın Doğan Güzel Sanatlar Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Çağrıbey İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Cahit Zarifoğlu Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Celal Yardımcı İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Celal Yardımcı Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Cemile Besler İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Dr. Nureddin Erk-Perihan Erk Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Enerjisa İstanbul Meslekî ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Esatpaşa Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Esatpaşa Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Fahriye Vandemir Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi Kopuzlar Vakfı Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Fetih Borsa İstanbul İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Habire Yahşi Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Halil Atamavcı İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Harezmi Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,İçerenköy Hasanleyli İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,İçerenköy Hasanleyli Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,İhsan Kurşunoğlu Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,İstanbul Ataşehir Zübeyde Hanım Hizmetiçi Eğitim Enstitüsü ve Akşam Sanat Okulu,Diğer,Public,,
İSTANBUL,ATAŞEHİR,İstanbul Fuat Sezgin Bilim ve Sanat Merkezi,Diğer,Public,,
İSTANBUL,ATAŞEHİR,İstanbul Prof Faik Somer Spor Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Kadriye Faik Koparan İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Kanuni Sultan Süleyman İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Kayışdağı Arif Paşa İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Küçükbakkalköy Kemal Berktan Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Lemanana Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Lions Özel Eğitim Meslek Okulu,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Mehmet Akif Ersoy İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Mehmet Rauf Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Mevlana Kız Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Mustafa Kemal Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Mustafa Öncel İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Mustafa Öncel Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Mustafa Zeki Demir İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Necatibey İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Nuri Cıngıllıoğlu Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Orhan Veli Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Piri Reis Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Rabia Leman İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Sait Cordan Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Sakarya İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Sare Selahattin Uzal İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Sare Selahattin Uzal Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,ŞEHİT AKIN SERTÇELİK ANADOLU İMAM HATİP LİSESİ,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Şehit Cengiz Hasbal Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Şehit Haşim Usta İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Şehit Öğretmen Hasan Akan İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Şehit Öğretmen Mehmet Fidan İlkokulu,İlkokul,Public,,
İSTANBUL,ATAŞEHİR,Şehit Öğretmen Mehmet Fidan Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Şehit Öğretmen Nuriye Ak Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Şerife Bacı Özel Eğitim Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,T. Emlak Bankası Ataşehir Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,TEB Ataşehir Anadolu Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Türkiye Emlak Bankası Ataşehir Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Ulubatlı Hasan Mesleki Eğitim Merkezi,Diğer,Public,,
İSTANBUL,ATAŞEHİR,Ümit Meriç Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Vergi Denetim Kurulu Anaokulu,Anaokulu,Public,,
İSTANBUL,ATAŞEHİR,Yahya Kemal Beyatlı Ortaokulu,Ortaokul,Public,,
İSTANBUL,ATAŞEHİR,Yeditepe Özel Eğitim Meslek Lisesi,Lise,Public,,
İSTANBUL,ATAŞEHİR,Yenisahra Öğretmen Duriye Nuriye Endürüst Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Abdülkadir Öztemir Anaokulu,Anaokulu,Public,,
İSTANBUL,AVCILAR,Abdulkadir Uztürk İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Abdulkadir Uztürk Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Ali Karay Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Alsancak İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Alsancak Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Ambarlı İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,AMBARLI SELAHATTİN VE MÜZEYYEN KAÇAKER ANAOKULU,Diğer,Public,,
İSTANBUL,AVCILAR,Asım ve Nurhan Kocabıyık Öğretmenevi ve Akşam Sanat Okulu,Diğer,Public,,
İSTANBUL,AVCILAR,Atatürk Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Avcılar Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Avcılar Bilim ve Sanat Merkezi,Diğer,Public,,
İSTANBUL,AVCILAR,Avcılar Borsa İstanbul Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İSTANBUL,AVCILAR,Avcılar Firuzköy Çok Programlı Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Avcılar Halk Eğitimi Merkezi,Diğer,Public,,
İSTANBUL,AVCILAR,Avcılar Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Avcılar Mesleki Eğitim Merkezi,Diğer,Public,,
İSTANBUL,AVCILAR,Avcılar Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Avcılar Rehberlik ve Araştırma Merkezi,Diğer,Public,,
İSTANBUL,AVCILAR,Avcılar Saide Zorlu Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Borsa İstanbul Ispartakule Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Borusan Oto Zehra-Nurhan Kocabıyık Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Cihangir İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Cihangir Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Cumhuriyet İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Denizköşkler İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Emlak Konut Ertuğrul Gazi Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Emlak Konut Mehmet Akif İnan Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Emlak Konut Nurettin Topçu İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Emlak Konut Sultan Alparslan İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Fatih Sultan Mehmet Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Filibeli Ahmet Hilmi İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Firuzköy İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Gümüşpala Anaokulu,Anaokulu,Public,,
İSTANBUL,AVCILAR,Gümüşpala İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Gümüşpala Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Güngör Tekiner Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Haydar Akın Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,İHKİB Avcılar Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,İnönü İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,İnönü Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Ispartakule Anaokulu,Anaokulu,Public,,
İSTANBUL,AVCILAR,İstanbul Büyükşehir Şehit Şerife Bacı Çok Programlı Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,İstanbul Üniversitesi Cerrahpaşa Anaokulu,Anaokulu,Public,,
İSTANBUL,AVCILAR,Kemal Atay Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Leyla Bayram İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Mareşal Fevzi Çakmak İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Mehmet Baydar Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Mehmet Emin Horoz Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Mehmetçik İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Milli Eğitim Vakfı Nihat Çandarlı Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Muhsin Yazıcıoğlu İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Mustafa Kemal Paşa Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Necdet Semker İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Necdet Semker Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Nimet Kamuran Korkmaz Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İSTANBUL,AVCILAR,Nimet Kamuran Korkmaz Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İSTANBUL,AVCILAR,Ömer Seyfettin Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Sabancı 50. Yıl Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Şehit Beşir Balcıoğlu Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Şehit Eyüp Çolakoğlu İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Şehit Hacı Mehmet Sırma İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Şehit Melih Sancar Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Şehit Murat Kocatürk Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Şehit Ramazan Sarıkaya Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Şehit Şerife Bacı İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Şehit Tahsin Gerekli İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,Selahaddin-Müzeyyen Kaçaker Anaokulu,Anaokulu,Public,,
İSTANBUL,AVCILAR,Süleyman Nazif Anadolu Lisesi,Lise,Public,,
İSTANBUL,AVCILAR,Toki Salih Şükriye Yoluç İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Toki Salih Şükriye Yoluç Ortaokulu,Ortaokul,Public,,
İSTANBUL,AVCILAR,TÜRKİYENİN IŞIĞI ANAOKULU,Diğer,Public,,
İSTANBUL,AVCILAR,Vali Rıdvan Yenişen İlkokulu,İlkokul,Public,,
İSTANBUL,AVCILAR,Yunus Emre İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,15 Temmuz İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Abdullah Bin Mektum Özel Eğitim Uygulama Okulu III. Kademe,Diğer,Public,,
İSTANBUL,BAĞCILAR,Abdurrahman - Nermin Bilimli İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Abdurrahman ve Nermin Bilimli Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Abdurrahman-Nermin Bilimli Anaokulu,Anaokulu,Public,,
İSTANBUL,BAĞCILAR,Ahi Evren Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Akyiğit Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Alaattin-Nilüfer Kadayıfcıoğlu Kız Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Ali Yaşar Yurdabak Anaokulu,Anaokulu,Public,,
İSTANBUL,BAĞCILAR,Aliya İzzetbegoviç Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Anafartalar İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Arif Nihat Asya İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Aşık Şenlik Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Aşık Veysel İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Aşkaleli İbrahim Polat Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Atatürk İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Akşemsettin Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Aydın Doğan Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAGCILAR,Bağcılar Bilim ve Sanat Merkezi,Diğer,Public,,
İSTANBUL,BAĞCILAR,BAĞCILAR BORSA İSTANBUL ORTAOKULU,Diğer,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Cemil Meriç Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Edip İplik Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Fatih Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Gazi Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Gaziosmanpaşa İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Halk Eğitimi Merkezi,Diğer,Public,,
İSTANBUL,BAGCILAR,Bağcılar Hikmet Barutçugil Güzel Sanatlar Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar İbni Sina Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Lokman Hekim Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İSTANBUL,BAGCILAR,Bağcılar Lokman Hekim Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Mustafa Kemal Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAGCILAR,Bağcılar Nasreddin Hoca Anaokulu,Anaokulu,Public,,
İSTANBUL,BAĞCILAR,BAĞCILAR ÖĞRETMENEVİ VE AKŞAM SANAT OKULU MÜDÜRLÜĞÜ,Diğer,Public,,
İSTANBUL,BAĞCILAR,BAĞCILAR PİRİ REİS ORTAOKULU,Diğer,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Plevne Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Prof. Dr. Fuat Sezgin Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Bağcılar Rehberlik ve Araştırma Merkezi,Diğer,Public,,
İSTANBUL,BAĞCILAR,Barbaros Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Cahit Zarifoğlu Anaokulu,Anaokulu,Public,,
İSTANBUL,BAĞCILAR,Cumhuriyet İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Dede Korkut İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Demirören Medya ve Teknoloji Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Dr Cemil - Fevziye Özkaya Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Dr. Kemal Naci Ekşi Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Dr. Sadık Ahmet Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Dündar Uçar Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,EROL BATTAL ORTAOKULU,Diğer,Public,,
İSTANBUL,BAĞCILAR,Ertuğrul Gazi İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Evliya Çelebi İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Fatih İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Füruzan Sadıkoğlu Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Gaspıralı İsmail İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Güneşli Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Hasan Kağnıcı İlkokulu,İlkokul,Public,,
İSTANBUL,BAGCILAR,Haypader Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İSTANBUL,BAGCILAR,Haypader Özel Eğitim Uygulama Okulu II. Kademe,Diğer,Public,,
İSTANBUL,BAĞCILAR,Hayreddin Karaman Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Hayriye Kayraklı Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Hikmet Nazif Kurşunoğlu Kız Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Hızır Reis Kız Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Hoca Ahmet Yesevi Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,İ.T.O. ÖZEL EĞİTİM UYGULAMA MERKEZİ II. KADEME,Diğer,Public,,
İSTANBUL,BAĞCILAR,İ.T.O. Özel Eğitim Uygulama Okulu I. Kademe,Diğer,Public,,
İSTANBUL,BAĞCILAR,İbrahim Keresteci Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,İçdaş İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,İnönü Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,İsa Yusuf Alptekin İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,İstanbul Ticaret Odası İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,İstiklal İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,İstoç İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Kadir Kuş İmam Hatip Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Karacaoğlan İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Kazım Karabekir Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Kirazlı İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Koca Yusuf İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Kocaragıppaşa Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Kurtdereli Mehmet Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Mahir İz Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Mahmutbey İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Mahmutbey Mesleki ve Teknik Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Malazgirt Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Mehmet Akif Ersoy İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,MEHMET AKİF İNAN ORTAOKULU,Diğer,Public,,
İSTANBUL,BAĞCILAR,Mehmet Niyazi Altuğ Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Mevlana Anaokulu,Anaokulu,Public,,
İSTANBUL,BAĞCILAR,Milli Eğitim Vakfı 60 Yıl Ucanevler Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Mimar Sinan Anaokulu,Anaokulu,Public,,
İSTANBUL,BAĞCILAR,Münir Nurettin Selçuk Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Münir Tınaztepe Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Necip Fazıl Kısakürek Ortaokulu,Ortaokul,Public,,
İSTANBUL,BAĞCILAR,Nene Hatun İlkokulu,İlkokul,Public,,
İSTANBUL,BAĞCILAR,Nevin - Mehmet Bilginer İlkokulu,İlkokul,Public,,
İSTANBUL,BAGCILAR,Nurettin Topçu Anadolu Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Orhangazi Anadolu İmam Hatip Lisesi,Lise,Public,,
İSTANBUL,BAĞCILAR,Osmangazi Anadolu Lisesi,Lise,Public,,
