CODE_ETABLISSEMENT,CODE_AUTO,NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,TYPE,TYPE_AR,DELEGATION,DELEGATION_AR,GOUVERNORAT,GOUVERNORAT_AR,ZONE,ZONE_AR,LATITUDE,LONGITUDE,SOURCE
10111008,111008,E.P.CITE DES OLIVIERS 1,م.إ.   حي الزياتين 1,École Primaire Publique,مدرسة ابتدائية,EL OMRANE,العمران,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.819811,10.158435,data.gov.tn 2024
10111009,111009,E.P.16 RUE BICHARA EL KHOURI,م.إ.  16 نهج بشار ةالخوري,École Primaire Publique,مدرسة ابتدائية,EL OMRANE,العمران,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8145439999999,10.165967,data.gov.tn 2024
10111010,111010,E.P.2 MARS 34 EL OMRANE,م.إ.  2 مارس 34 العمران,École Primaire Publique,مدرسة ابتدائية,EL OMRANE,العمران,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.820435,10.164763,data.gov.tn 2024
10111020,111020,E.P.RUE POLOGNE,م.إ.  نهج بولونيا,École Primaire Publique,مدرسة ابتدائية,EL OMRANE,العمران,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.810963,10.155486,data.gov.tn 2024
10111021,111021,E.P.CITE DES OLIVIERS 2,م.إ.  حي الزياتين 2,École Primaire Publique,مدرسة ابتدائية,EL OMRANE,العمران,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8197189999999,10.158287,data.gov.tn 2024
10111028,111028,E.P.CITE ERROMANA,م.إ.  حي الرمانة,École Primaire Publique,مدرسة ابتدائية,EL OMRANE,العمران,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.822771,10.144809,data.gov.tn 2024
10111101,111101,E.P.AVENUE HBIB BOURGUIBA,م.إ.  شارع الحبيب بورقيبة باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8085969999999,10.137898,data.gov.tn 2024
10111102,111102,E.P.RUE ESSANAOUBAR BARDO,م.إ.  نهج الصنوبر باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8079189999999,10.146844,data.gov.tn 2024
10111108,111108,E.P.RUE MEDENINE BARDO,م.إ.  نهج مدنين  باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.807712,10.1292259999999,data.gov.tn 2024
10111109,111109,E.P.RUE TAZARKA BARDO,م.إ.  نهج تازركة باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.810392,10.141242,data.gov.tn 2024
10111110,111110,E.P.R.DES ORANGERS,م.إ.  نهج البرتقال,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8103899999999,10.14608,data.gov.tn 2024
10111112,111112,E.P.ESSAIDIA BARDO,م.إ.  السعيدية  باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.802728,10.1266789999999,data.gov.tn 2024
10111113,111113,E.P.KSAR SAID 1,م.إ.  قصر السعيد 1,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8166269999999,10.121301,data.gov.tn 2024
10111114,111114,E.P.CITE RIADH BARDO,م.إ.  حي الرياض باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8144599999999,10.1318,data.gov.tn 2024
10111115,111115,E.P.CITE DES OFFICIERS BARDO,م.إ.  حي ضباط الصف باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.799692,10.122916,data.gov.tn 2024
10111116,111116,E.P.2 MARS 34 KSAR SAID 2,م.إ.  2 مارس 34 قصر السعيد 2,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.821426,10.1222169999999,data.gov.tn 2024
10111117,111117,E.P.KSAR SAID 3,م.إ.  قصر السعيد 3,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.824353,10.1180749999999,data.gov.tn 2024
10111118,111118,E.P.RUE HEDI CHAKER BARDO,م.إ.  نهج الهادي شاكر باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8011759999999,10.1353849999999,data.gov.tn 2024
10111119,111119,E.P.IBN SINA BARDO,م.إ.  ابن سينا باردو,École Primaire Publique,مدرسة ابتدائية,BARDO,باردو,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.829822,10.114952,data.gov.tn 2024
10111205,111205,E.P.EN'NAJEH MALLASSIN,م.إ.  النجاح الملاسين,École Primaire Publique,مدرسة ابتدائية,SEJOUMI,السيجومي,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7906529999999,10.1618999999999,data.gov.tn 2024
10111213,111213,E.P.2 MARS 34 MALLASSINE,م.إ.  2 مارس 34 الملاسين,École Primaire Publique,مدرسة ابتدائية,SEJOUMI,السيجومي,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.798096,10.158533,data.gov.tn 2024
10111232,111232,E.P.BAB KHALED MALLASSIN,م.إ.  باب خالد الملاسين,École Primaire Publique,مدرسة ابتدائية,SEJOUMI,السيجومي,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7924879999999,10.1586979999999,data.gov.tn 2024
10111501,111501,E.P.AMMARIA RUE 4157,م.إ.  العمارية نهج 4157,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.799866,10.145388,data.gov.tn 2024
10111502,111502,E.P.CITE TAYARANE 1 RUE 4616,م.إ.  حي الطيران 1 نج 4616,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7965,10.1459499999999,data.gov.tn 2024
10111503,111503,E.P.CITE ZOUHOUR 1 R.ROMARIN,م.إ.  حي الزهور 1 نهج الاكليل,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7978039999999,10.134403,data.gov.tn 2024
10111504,111504,E.P.ZOUHOUR 4 RUE 4200,م.إ.  حي الزهور 4 نهج 4200,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7958539999999,10.12602,data.gov.tn 2024
10111505,111505,E.P.SOMRANE RUE 4137,م.إ.  السمران نهج 4137,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.797761,10.138963,data.gov.tn 2024
10111506,111506,E.P.CITE TAYARANE 2,م.إ.  حي الطيران 2,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7958769999999,10.14049,data.gov.tn 2024
10111507,111507,E.P.CITE TAYARANE 3,م.إ.  حي الطيران 3,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.793973,10.142969,data.gov.tn 2024
10111508,111508,E.P.BACH HAMBA 2,م.إ.  باش حامبة2,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7913489999999,10.1270919999999,data.gov.tn 2024
10111509,111509,E.P.CITE B. SDIRA,م.إ.  حي بن سديرة,École Primaire Publique,مدرسة ابتدائية,EZZOUHOUR,الزهور,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7892519999999,10.131121,data.gov.tn 2024
10111701,111701,E.P.ETTAHRIR 1,م.إ.  التحرير 1,École Primaire Publique,مدرسة ابتدائية,ETTAHRIR,التحرير,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8239409999999,10.1266029999999,data.gov.tn 2024
10111702,111702,E.P.CITE ETTAHRIR 2,م.إ.  حي التحرير 2,École Primaire Publique,مدرسة ابتدائية,ETTAHRIR,التحرير,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8243209999999,10.125575,data.gov.tn 2024
10111703,111703,E.P.CITE ETTAHRIR 3,م.إ. حي التحرير 3,École Primaire Publique,مدرسة ابتدائية,ETTAHRIR,التحرير,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.827795,10.127022,data.gov.tn 2024
10111705,111705,E.P.ETTAHRIR SUPERIEUR,م.إ.  التحرير العلوي,École Primaire Publique,مدرسة ابتدائية,ETTAHRIR,التحرير,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.835476,10.1207259999999,data.gov.tn 2024
10111807,111807,E.P.CITE IBN KHALDOUN 2,م.إ.  حي ابن خلدون 2,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8235949999999,10.138052,data.gov.tn 2024
10111808,111808,E.P.CITE IBN KHALDOUN 3,م.إ.  حي ابن خلدون 3,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.830634,10.140082,data.gov.tn 2024
10111810,111810,E.P.CITE IBN KHALDOUN 5,م.إ.  حي ابن خلدون 5,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.832417,10.129491,data.gov.tn 2024
10111811,111811,E.P.CITE IBN KHALDOUN 6,م.إ.  حي ابن خلدون 6,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.835616,10.1294059999999,data.gov.tn 2024
10111812,111812,E.P.EL INTILAKA 2,م.إ.  الانطلاقة 2,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.837394,10.118817,data.gov.tn 2024
10111813,111813,E.P.CITE EL INTILAKA 3,م.إ.  حي الانطلاقة 3,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.8410999999999,10.1269659999999,data.gov.tn 2024
10111814,111814,E.P.CITE EL INTILAKA 1- 2/3/34,م.إ.  حي الانطلاقة 1 -34/3/2,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.839934,10.11963,data.gov.tn 2024
10111815,111815,E.P.EL IMAM IBN ARAFA,م.إ.  الامام بن عرفة,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.837493,10.131752,data.gov.tn 2024
10111816,111816,E.P.ECH CHEBBI -EL OMRANE SUP 2/3/1934,م.إ.  الشابي - العمران الاعلى34/3/2,École Primaire Publique,مدرسة ابتدائية,EL OMRANE SUP.,العمران الأعلى,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.840324,10.130297,data.gov.tn 2024
10112005,112005,E.P.CITE EL ZOUHOUR 4 PROLONGEE,م.إ.  حي الزهور 4 الممتدّ,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7939739999999,10.1218749999999,data.gov.tn 2024
10112006,112006,E.P.ZOUHOUR 5 PROLONGEE 1,م.إ.  حي الزهور 5 الممتدّ 1,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7891929999999,10.1098859999999,data.gov.tn 2024
10112007,112007,E.P.CITE EL ZOUHOUR 5 PROLONGE 2,م.إ.  حي الزهور 5 الممتدّ 2,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.788784,10.109431,data.gov.tn 2024
10112008,112008,E.P.CITE EL ZOUHOUR 5-1 ,م.إ.  حي الزهور 1/5,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7901043,10.1061693,data.gov.tn 2024
10112009,112009,E.P.ECHAHID MED YASSINE (2 MARS 34 HRAIRIA 4),م.إ.الشهيد محمد ياسين  (2 مارس 34 الحرايرية4),École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.787866,10.123078,data.gov.tn 2024
10112010,112010,E.P.CITE BOUZAIENE ZOUHOUR,م.إ.  حي بوزيان الزهور,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.795704,10.117796,data.gov.tn 2024
10112012,112012,E.P.HRAYRIA 3,م.إ.  الحرايرية 3,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.790492,10.121185,data.gov.tn 2024
10112014,112014,E.P.CITE EL ANTIT,م.إ.  حي العنتيت,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.79508679858905,10.108332577450076,data.gov.tn 2024
10112015,112015,E.P.OKBA IBN NAFAA 2 ZOUHOUR,م.إ.  عقبة ابن نافع 2 الزهور,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7881519999999,10.10206,data.gov.tn 2024
10112016,112016,E.P.CITE ZOUHOUR 5-2,م.إ.  حي الزهور 2/5,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7895079999999,10.106536,data.gov.tn 2024
10112020,112020,E.P.18 JANVIER HRAIRIA,م.إ.  18 جانفي الحرايرية,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7903099999999,10.118644,data.gov.tn 2024
10112021,112021,E.P.ZAHROUNI,م.إ.  الزهروني,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.79302664,10.11637641,data.gov.tn 2024
10112023,112023,E.P.CITE ESSALAMA,م.إ.  حي السلامة,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.784719,10.115613,data.gov.tn 2024
10112025,112025,E.P.GHEDIR EL GUOLLA,م.إ. غدير القلة,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7792579999999,10.053083,data.gov.tn 2024
10112027,112027,E.P.CITE EL FOLLA,م.إ.  حي الفلة,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7971584,10.10535617,data.gov.tn 2024
10112031,112031,E.P.EL MECHTEL 1,م.إ.  المشتل 1,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7937349999999,10.096394,data.gov.tn 2024
10112032,112032,E.P.MECHTEL 2,م.إ.  المشتل 2,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7880889999999,10.1007289999999,data.gov.tn 2024
10112033,112033,E.P.OKBA IBN NAFAA 1,م.إ.  عقبة ابن نافع 1,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.787875,10.101569,data.gov.tn 2024
10112034,112034,E.P.CITE ESSAHA,م.إ.  حي الصحة ,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.792602,10.087417,data.gov.tn 2024
10112035,112035,E.P.CITE ELOUAHA,م.إ.  حي الواحة,École Primaire Publique,مدرسة ابتدائية,EL HARAYRIA,الحرايرية,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.46476,10.043655,data.gov.tn 2024
10112101,112101,E.P.ATTAR,م.إ.  العطار,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7324789999999,10.068868,data.gov.tn 2024
10112102,112102,E.P.BIRINE,م.إ.  بيرين,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7177909999999,10.1074009999999,data.gov.tn 2024
10112103,112103,E.P.BORJ CHAKIR,م.إ.  برج شاكير,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7643371699999,10.07670802,data.gov.tn 2024
10112104,112104,E.P.MGHIRA ENZEL,م.إ.  مغيره انزال,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7111060399999,10.13410167,data.gov.tn 2024
10112105,112105,E.P.SEJOUMI,م.إ.  السيجومي,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7547369999999,10.117184,data.gov.tn 2024
10112106,112106,E.P.SIDI HASSINE 1,م.إ.  سيدي حسين 1,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.768604,10.114181,data.gov.tn 2024
10112107,112107,E.P.ECHEBI CITE MRAD,م.إ.  الشابي حي مراد,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7684479999999,10.099733,data.gov.tn 2024
10112108,112108,E.P.CITE 20 MARS SIJOUMI,م.إ.  حي 20 مارس السيجومي,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.75273262,10.11072482,data.gov.tn 2024
10112109,112109,E.P.SIDI HASSINE 2,م.إ.  سيدي حسين 2,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.77240468,10.11304194,data.gov.tn 2024
10112110,112110,E.P.SIDI ABDALLAH ELMAYOU ,م.إ.  سيدي عبد الله المعيو,École Primaire Publique,مدرسة ابتدائية,SIDI HASSINE,سيدي حسين,Tunis 2,تونس 2,Zone Communale,منطقة بلدية,36.7308209999999,10.1232659999999,data.gov.tn 2024
