codigo_escola_dgeec,nome_escola,municipio,distrito,nuts_III,nuts_II,source_donnees,total_alunos_2022_23,alunos_1ano_2022_23,alunos_2ano_2022_23,alunos_3ano_2022_23,alunos_4ano_2022_23,taxa_retencao_media_2022_23,alunos_2ciclo_2019_2020_5ano,alunos_2ciclo_2019_2020_6ano,alunos_2ciclo_2020_2021_5ano,alunos_2ciclo_2020_2021_6ano,alunos_2ciclo_2021_2022_5ano,alunos_2ciclo_2021_2022_6ano,alunos_2ciclo_2022_2023_5ano,alunos_2ciclo_2022_2023_6ano,pct_2ciclo_homens,pct_2ciclo_mulheres,total_alunos_2ciclo,retencao_2ciclo_5ano_2022_23,retencao_2ciclo_6ano_2022_23,conclusao_2ciclo_n_amostra,conclusao_2ciclo_pct_escola,conclusao_2ciclo_pct_nat_comparable
1110647,"Escola Básica Pedro Álvares Cabral, Porto Salvo, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,78.0,22.0,19.0,19.0,18.0,0.055,,,,,,,,,,,,,,,,
1110653,Parkids,Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,55.0,9.0,18.0,16.0,12.0,0.0,,,,,,,,,,,,,,,,
1110654,Colégio da Torre,Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,131.0,30.0,24.0,37.0,40.0,0.0,22,19,17,19,18,17,15,13,0.79,0.21,28,0,0,18,0.9444444444444444,0.987884821716948
1110678,"Escola Básica Sá de Miranda, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,177.0,44.0,41.0,48.0,44.0,0.0,,,,,,,,,,,,,,,,
1110680,"Escola Básica Conde de Ferreira, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,192.0,48.0,44.0,52.0,48.0,0.005,,,,,,,,,,,,,,,,
1110705,Colégio São Francisco de Assis,Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,89.0,26.0,23.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
1110748,"Escola Básica Sylvia Philips, Carnaxide, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,247.0,87.0,136.0,24.0,0.0,0.01,,,,,,,,,,,,,,,,
1110770,"Escola Básica João Gonçalves Zarco, Cruz Quebrada-Dafundo, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,214.0,64.0,46.0,41.0,63.0,0.0225,169,159,167,164,170,163,144,167,0.54,0.46,311,0.03999999910593033,0.029999999329447746,161,0.906832298136646,0.9594893778853801
1110792,"Escola Básica Antero Basalisa, Carnaxide, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,86.0,20.0,20.0,21.0,25.0,0.0,,,,,,,,,,,,,,,,
1110806,"Escola Básica Cesário Verde, Linda-a-Pastora, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,111.0,43.0,24.0,24.0,20.0,0.0,,,,,,,,,,,,,,,,
1110871,"Escola Básica Samuel Johnson, Murganhal, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,90.0,22.0,26.0,21.0,21.0,0.02,,,,,,,,,,,,,,,,
1110952,"Escola Básica Dionísio dos Santos Matias, Paço de Arcos, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,152.0,20.0,42.0,44.0,46.0,0.01,,,,,,,,,,,,,,,,
1110984,"Escola Básica de Miraflores, Algés, Oeiras",Oeiras,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,172.0,0.0,0.0,0.0,172.0,0.01,202,209,166,202,182,170,179,184,0.47,0.53,363,0.029999999329447746,0.05000000074505806,173,0.9710982658959537,0.9794721356793491
1111001,"Escola Básica Fernando Formigal de Morais, Varge Mondar, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,157.0,40.0,40.0,37.0,40.0,0.0125,,,,,,,,,,,,,,,,
1111006,"Escola Básica do Sabugo e Vale de Lobos, Sabugo, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,126.0,34.0,30.0,34.0,28.0,0.0625,,,,,,,,,,,,,,,,
1111009,Centro de Intervencão Tecnico-Pedagógico,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,31.0,0.0,1.0,10.0,20.0,0.4333,,,,,,,,,,,,,,,,
1111013,"Escola Básica n.º 2 de Belas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,100.0,26.0,25.0,27.0,22.0,0.08,,,,,,,,,,,,,,,,
1111018,Colégio Cosme e Damião,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,41.0,10.0,15.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,
1111038,"Escola Básica da Tapada das Mercês, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,244.0,68.0,45.0,71.0,60.0,0.005,,,,,,,,,,,,,,,,
1111050,Colégio dos Plátanos,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,207.0,54.0,54.0,52.0,47.0,0.0,89,82,77,86,82,70,72,83,0.52,0.48,155,0,0,80,1,0.9917790148791565
1111058,Externato O Nial,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,32.0,11.0,7.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,
1111060,"Escola Básica de Assafora, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,63.0,24.0,11.0,18.0,10.0,0.1125,,,,,,,,,,,,,,,,
1111067,"Externato ""Calimero""",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,22.0,7.0,6.0,5.0,4.0,0.0,,,,,,,,,,,,,,,,
1111073,"Escola Básica de Ouressa, Mem Martins, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,314.0,71.0,87.0,72.0,84.0,0.035,,,,,,,,,,,,,,,,
1111076,"Escola Básica da Portela de Sintra, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,146.0,40.0,20.0,43.0,43.0,0.0,,,,,,,,,,,,,,,,
1111091,"Escola Básica da Rinchoa, Rio de Mouro, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,172.0,39.0,48.0,44.0,41.0,0.055,,,,,,,,,,,,,,,,
1111094,"Escola Básica n.º 1 de Fitares, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,238.0,60.0,70.0,43.0,65.0,0.0775,,,,,,,,,,,,,,,,
1111105,"Escola Básica de Lameiras e Fação, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,39.0,6.0,17.0,10.0,6.0,0.045,,,,,,,,,,,,,,,,
1111110,"Escola Básica n.º 2 da Serras das Minas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,334.0,92.0,89.0,86.0,67.0,0.0225,,,,,,,,,,,,,,,,
1111112,"Escola Básica n.º 3 de Agualva, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,214.0,50.0,51.0,43.0,70.0,0.065,,,,,,,,,,,,,,,,
1111119,"Escola Básica de Negrais, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,45.0,15.0,14.0,7.0,9.0,0.0525,,,,,,,,,,,,,,,,
1111154,"Escola Básica de Cortegaça, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,45.0,15.0,10.0,11.0,9.0,0.05,,,,,,,,,,,,,,,,
1111161,"Escola Básica de Albarraque, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,79.0,20.0,23.0,16.0,20.0,0.0,,,,,,,,,,,,,,,,
1111163,"Escola Básica António Sérgio, Cacém, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,240,203,222,261,229,219,188,230,0.5,0.5,418,0.029999999329447746,0.05999999865889549,200,0.89,0.9387214734658264
1111164,"Escola Básica de Francos, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,56.0,7.0,13.0,19.0,17.0,0.0575,,,,,,,,,,,,,,,,
1111166,"Escola Básica do Casal de Cambra, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,271.0,70.0,71.0,71.0,59.0,0.02,,,,,,,,,,,,,,,,
1111174,"Escola Básica de Monte Abraão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,569.0,146.0,144.0,140.0,139.0,0.035,,,,,,,,,,,,,,,,
1111181,"Escola Básica de Santa Susana, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,40.0,10.0,14.0,7.0,9.0,0.0525,,,,,,,,,,,,,,,,
1111188,"Escola Básica de Abrunheira, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,109.0,37.0,24.0,27.0,21.0,0.01,,,,,,,,,,,,,,,,
1111194,"Escola Básica de Maceira, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,60.0,13.0,21.0,8.0,18.0,0.0475,,,,,,,,,,,,,,,,
1111202,"Escola Básica e Secundária Rainha D. Leonor de Lencastre, São Marcos, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,186,161,159,184,123,163,154,125,0.5,0.5,279,0,0.019999999552965164,117,0.9145299145299145,0.9599548779543929
1111203,"Escola Básica Padre Alberto Neto, Rio de Mouro, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,191,174,212,194,162,219,183,166,0.51,0.49,349,0.009999999776482582,0.05999999865889549,159,0.9371069182389937,0.946925622623729
1111215,"Escola Básica e Secundária Gama Barros, Cacém, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,182,185,186,187,179,180,173,180,0.5,0.5,353,0.019999999552965164,0.009999999776482582,168,0.9702380952380952,0.9513881352008091
1111226,"Escola Básica e Secundária Padre Alberto Neto, Queluz, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,204,194,184,199,187,194,172,196,0.53,0.47,368,0.029999999329447746,0.11999999731779099,176,0.8693181818181818,0.9445758172110644
1111237,"Escola Básica n.º 1 de Mem Martins, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,265.0,62.0,72.0,63.0,68.0,0.02,,,,,,,,,,,,,,,,
1111258,"Escola Básica n.º 1 do Cacém, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,159.0,48.0,44.0,24.0,43.0,0.0,,,,,,,,,,,,,,,,
1111259,"Escola Básica n.º 5 de Belas, Serra da Silveira, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,92.0,21.0,25.0,22.0,24.0,0.0225,,,,,,,,,,,,,,,,
1111262,"Escola Básica n.º 2 de Monte Abraão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,180.0,41.0,44.0,47.0,48.0,0.04,,,,,,,,,,,,,,,,
1111272,"Escola Básica do Casal do Cotão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,161.0,43.0,28.0,46.0,44.0,0.0225,,,,,,,,,,,,,,,,
1111278,"Escola Básica n.º 2 de Agualva, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,275.0,62.0,97.0,47.0,69.0,0.02,,,,,,,,,,,,,,,,
1111302,Colégio Quinta dos Girassóis,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,91.0,22.0,24.0,24.0,21.0,0.0,,,,,,,,,,,,,,,,
1111309,"Escola Básica n.º 1 de Morelena, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,47.0,16.0,9.0,13.0,9.0,0.1325,,,,,,,,,,,,,,,,
1111310,"Escola Básica de São João das Lampas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,135.0,37.0,30.0,23.0,45.0,0.0125,,,,,,,,,,,,,,,,
1111311,"Escola Básica D. Fernando II, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,100,87,96,102,94,94,67,105,0.49,0.51,172,0.03999999910593033,0.07000000029802322,92,0.9347826086956522,0.9737354329036414
1111320,"Escola Básica de Dona Maria, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,81.0,21.0,24.0,19.0,17.0,0.03,,,,,,,,,,,,,,,,
1111332,"Escola Básica de Vila Verde, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,87.0,24.0,24.0,21.0,18.0,0.0,,,,,,,,,,,,,,,,
1111333,"Escola Básica de Pêro Pinheiro, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,86.0,21.0,25.0,21.0,19.0,0.06,,,,,,,,,,,,,,,,
1111360,"Escola Básica Professor Egas Moniz, Massamá, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,191,217,188,191,204,182,211,203,0.53,0.47,414,0.05000000074505806,0.09000000357627869,189,0.8888888888888888,0.9699200064029264
1111366,Colégio Catarina de Bragança,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,80.0,22.0,16.0,22.0,20.0,0.0125,,,,,,,,,,,,,,,,
1111368,"Escola Básica de Galamares, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,53.0,8.0,12.0,13.0,20.0,0.0325,,,,,,,,,,,,,,,,
1111380,Colégio Colibri,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,186.0,44.0,47.0,49.0,46.0,0.0,,,,,,,,,,,,,,,,
1111392,Escola Básica de Sintra,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,38.0,9.0,18.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,
1111395,"Escola Básica de Serradas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,40.0,10.0,10.0,10.0,10.0,0.05,,,,,,,,,,,,,,,,
1111396,Externato Paroquial de Colares,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,49.0,9.0,13.0,13.0,14.0,0.02,,,,,,,,,,,,,,,,
1111403,"Escola Básica Ruy Belo, Queluz, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,152,134,134,157,128,132,132,138,0.49,0.51,270,0.029999999329447746,0.019999999552965164,107,0.9626168224299065,0.9357137663074623
1111424,"Escola Básica D. Carlos I, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,151.0,43.0,27.0,37.0,44.0,0.02,159,163,156,163,172,160,172,172,0.53,0.47,344,0.009999999776482582,0.009999999776482582,160,0.99375,0.9772471134950477
1111438,"Escola Básica Mário Cunha Brito, Belas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,192.0,44.0,43.0,41.0,64.0,0.025,,,,,,,,,,,,,,,,
1111448,"Escola Básica n.º 1 da Serra das Minas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,208.0,51.0,45.0,54.0,58.0,0.0375,,,,,,,,,,,,,,,,
1111450,Externato de Ensino Primário do Centro Paroquial de São João das Lampas,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,100.0,25.0,25.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,
1111471,"Escola Básica D. Pedro IV, Monte Abraão, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,265,269,270,261,256,274,231,269,0.55,0.45,500,0.009999999776482582,0,239,0.9874476987447699,0.9643236089233186
1111477,"Escola Básica de Lopas, Agualva, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,203.0,47.0,42.0,43.0,71.0,0.0075,,,,,,,,,,,,,,,,
1111481,Externato Afonso Albuquerque,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,20.0,3.0,9.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,
1111510,"Escola Básica de Pego Longo, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,116.0,25.0,25.0,34.0,32.0,0.035,,,,,,,,,,,,,,,,
1111514,"Escola Básica de Mucifal, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,77.0,19.0,18.0,17.0,23.0,0.0275,,,,,,,,,,,,,,,,
1111519,"Escola Básica Professor Agostinho da Silva, Casal de Cambra, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,157,159,154,169,135,151,152,136,0.52,0.48,288,0.05000000074505806,0.07000000029802322,119,0.8907563025210085,0.9485447127218511
1111525,"Escola Básica de Faião, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,47.0,13.0,11.0,11.0,12.0,0.0,,,,,,,,,,,,,,,,
1111539,"Escola Básica de Meleças, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,100.0,24.0,24.0,25.0,27.0,0.0,,,,,,,,,,,,,,,,
1111541,Colégio A Quinta de Sintra,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,40.0,19.0,8.0,6.0,7.0,0.035,23,23,18,15,12,21,21,16,0.51,0.49,37,0,0.05999999865889549,12,*,*
1111543,"Escola Básica da Quinta da Fidalga, Agualva, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,229.0,64.0,44.0,74.0,47.0,0.0525,,,,,,,,,,,,,,,,
1111546,Escola da Terra,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,50.0,13.0,11.0,12.0,14.0,0.0175,,,,,,,,,,,,,,,,
1111552,"Escola Básica de São Pedro, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,80.0,19.0,25.0,17.0,19.0,0.01,,,,,,,,,,,,,,,,
1111558,Colégio Mem Martins,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,95.0,26.0,24.0,25.0,20.0,0.0125,23,36,24,21,25,24,22,25,0.6,0.4,47,0,0.11999999731779099,25,0.92,0.9885589360480296
1111562,"Escola Básica do Casal da Cavaleira, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,265.0,64.0,70.0,65.0,66.0,0.0125,,,,,,,,,,,,,,,,
1111563,"Escola Básica n.º 2 de Rio de Mouro, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,141.0,24.0,51.0,45.0,21.0,0.0175,,,,,,,,,,,,,,,,
1111587,"Escola Básica Eduardo Luna de Carvalho, Tapada das Mercês, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,247.0,63.0,70.0,43.0,71.0,0.01,,,,,,,,,,,,,,,,
1111592,"Escola Básica e Secundária Mestre Domingos Saraiva, Algueirão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,175.0,44.0,46.0,35.0,50.0,0.07,136,121,175,130,146,173,144,155,0.53,0.47,299,0.10000000149011612,0.05000000074505806,132,0.9393939393939394,0.9529099025722341
1111602,"Escola Básica Professor Galopim de Carvalho, Pendão, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,139,134,100,138,114,102,104,130,0.48,0.52,234,0.15000000596046448,0.18000000715255737,90,0.9,0.9264180371268008
1111604,"Escola Básica do Casal da Barôta, Belas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,211.0,50.0,44.0,65.0,52.0,0.0,,,,,,,,,,,,,,,,
1111612,"Escola Básica de Colares, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,120.0,36.0,43.0,20.0,21.0,0.0,69,86,101,69,67,95,87,74,0.5,0.5,161,0.009999999776482582,0.009999999776482582,62,0.967741935483871,0.9519179613889576
1111613,"Escola Básica Maria Alberta Menéres, Tapada das Mercês, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,144,150,131,146,143,134,102,149,0.51,0.49,251,0.09000000357627869,0.07000000029802322,126,0.9444444444444444,0.940515829088915
1111614,"Escola Básica de Colaride, Agualva, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,147.0,43.0,41.0,41.0,22.0,0.005,,,,,,,,,,,,,,,,
1111615,"Escola Básica n.º 2 de Mira Sintra, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,112.0,24.0,44.0,24.0,20.0,0.0,,,,,,,,,,,,,,,,
1111625,"Escola Básica e Secundária do Alto dos Moinhos, Terrugem, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,149,142,149,151,144,156,149,147,0.49,0.51,296,0,0.029999999329447746,141,0.9787234042553191,0.9567548412334717
1111631,"Escola Básica de Ranholas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,43.0,14.0,10.0,8.0,11.0,0.0,,,,,,,,,,,,,,,,
1111637,"Escola Básica Escultor Francisco dos Santos, Fitares, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,164,169,149,171,159,150,139,185,0.5,0.5,324,0.03999999910593033,0.07999999821186066,131,0.8854961832061069,0.9460324595626447
1111642,"Escola Básica n.º 2 da Rinchoa, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,181.0,40.0,45.0,48.0,48.0,0.03,,,,,,,,,,,,,,,,
1111647,"Escola Básica de Aruil, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,45.0,9.0,12.0,9.0,15.0,0.1,,,,,,,,,,,,,,,,
1111650,"Escola Básica de Almargem do Bispo, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,40.0,9.0,11.0,11.0,9.0,0.0675,,,,,,,,,,,,,,,,
1111679,"Escola Básica de Bolembre, Magoito, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,127.0,25.0,32.0,33.0,37.0,0.0425,,,,,,,,,,,,,,,,
1111685,"Escola Básica de Mira Sintra, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,108.0,40.0,20.0,26.0,22.0,0.01,,,,,,,,,,,,,,,,
1111691,"Externato ""O Pinóquio""",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,51.0,13.0,14.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,
1111712,"Escola Básica Visconde de Juromenha, Mem Martins, Sintra",Sintra,,,,2eme_cycle_uniquement,,,,,,,153,158,149,160,129,161,131,155,0.52,0.48,286,0.019999999552965164,0.10000000149011612,118,0.8983050847457628,0.9406866294645574
1111715,Jardim Escola João De Deus – Albarraque,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,98.0,25.0,25.0,23.0,25.0,0.0,,,,,,,,,,,,,,,,
1111724,Colégio Vasco da Gama,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,173.0,44.0,51.0,38.0,40.0,0.0,50,78,73,48,71,76,75,72,0.5,0.5,147,0,0,70,0.9714285714285714,0.9892473945541594
1111728,"Escola Básica n.º 1 de Rio de Mouro, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,171.0,45.0,40.0,46.0,40.0,0.02,,,,,,,,,,,,,,,,
1111729,"Escola Básica n.º 2 de Queluz, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,453.0,112.0,117.0,114.0,110.0,0.025,,,,,,,,,,,,,,,,
1111730,"Escola Básica de Xutaria, Belas, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,200.0,64.0,42.0,42.0,52.0,0.0125,,,,,,,,,,,,,,,,
1111743,"Escola Básica n.º 2 de Casal de Cambra, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,214.0,67.0,43.0,61.0,43.0,0.01,,,,,,,,,,,,,,,,
1111745,"Escola Básica de Vale Mourão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,182.0,49.0,43.0,42.0,48.0,0.015,,,,,,,,,,,,,,,,
1111749,Jardim Escola João de Deus - Belas,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_et_2eme_cycle,50.0,19.0,20.0,5.0,6.0,0.0,*,*,*,*,*,*,*,*,*,*,*,*,*,8,*,*
1111751,"Escola Básica n.º 2 de Massamá, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,269.0,72.0,75.0,69.0,53.0,0.0,,,,,,,,,,,,,,,,
1111753,"Escola Básica do Pendão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,196.0,49.0,42.0,44.0,61.0,0.045,,,,,,,,,,,,,,,,
1111759,"Escola Básica n.º 2 de São Marcos, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,184.0,69.0,44.0,24.0,47.0,0.005,,,,,,,,,,,,,,,,
1111761,"Escola Básica n.º 1 da Terrugem, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,38.0,10.0,10.0,10.0,8.0,0.075,,,,,,,,,,,,,,,,
1111787,"Escola Básica de Manique de Cima, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,70.0,18.0,19.0,14.0,19.0,0.0,,,,,,,,,,,,,,,,
1111791,"Escola Básica de Montelavar, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,85.0,25.0,24.0,20.0,16.0,0.01,,,,,,,,,,,,,,,,
1111814,"Escola Básica de Mem Martins, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,133.0,44.0,20.0,25.0,44.0,0.0175,,,,,,,,,,,,,,,,
1111818,"Escola Básica do Lourel, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,156.0,26.0,47.0,38.0,45.0,0.01,,,,,,,,,,,,,,,,
1111820,"Escola Básica de Algueirão, Sintra",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,141.0,20.0,50.0,52.0,19.0,0.035,,,,,,,,,,,,,,,,
1111827,Colégio a Nova Formiguinha,Sintra,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,49.0,12.0,14.0,13.0,10.0,0.0,,,,,,,,,,,,,,,,
