codigo_escola_dgeec,nome_escola,municipio,distrito,nuts_III,nuts_II,source_donnees,total_alunos_2022_23,alunos_1ano_2022_23,alunos_2ano_2022_23,alunos_3ano_2022_23,alunos_4ano_2022_23,taxa_retencao_media_2022_23,alunos_2ciclo_2019_2020_5ano,alunos_2ciclo_2019_2020_6ano,alunos_2ciclo_2020_2021_5ano,alunos_2ciclo_2020_2021_6ano,alunos_2ciclo_2021_2022_5ano,alunos_2ciclo_2021_2022_6ano,alunos_2ciclo_2022_2023_5ano,alunos_2ciclo_2022_2023_6ano,pct_2ciclo_homens,pct_2ciclo_mulheres,total_alunos_2ciclo,retencao_2ciclo_5ano_2022_23,retencao_2ciclo_6ano_2022_23,conclusao_2ciclo_n_amostra,conclusao_2ciclo_pct_escola,conclusao_2ciclo_pct_nat_comparable
* Valor indisponível,,,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
- Valor não existe,,,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1001052,"Escola Básica de Alpedriz, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1001137,"Escola Básica da Vestiaria, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,33.0,13.0,7.0,6.0,7.0,0.035,,,,,,,,,,,,,,,,
1001157,"Escola Básica de Ataíja de Cima, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,41.0,14.0,13.0,6.0,8.0,0.0,,,,,,,,,,,,,,,,
1001160,Jardim Escola de João de Deus Alcobaça,Alcobaça,,,,1er_cycle_uniquement,67.0,19.0,10.0,21.0,17.0,0.0,,,,,,,,,,,,,,,,
1001204,"Escola Básica de Pataias, Alcobaça",Alcobaça,,,,2eme_cycle_uniquement,,,,,,,49,57,59,51,60,62,47,66,0.5900000000000001,0.41,113,0,0,56,0.9821428571428571,0.9604525106130184
1001313,"Escola Básica do Bárrio, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,81.0,22.0,16.0,19.0,24.0,0.0225,,,,,,,,,,,,,,,,
1001349,"Escola Básica de Turquel, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,145.0,44.0,31.0,40.0,30.0,0.0075,,,,,,,,,,,,,,,,
1001358,"Escola Básica da Benedita, Alcobaça",Alcobaça,,,,2eme_cycle_uniquement,,,,,,,152,149,135,156,128,140,135,131,0.48,0.52,266,0,0,120,0.9666666666666667,0.9542769612182876
1001366,Escola Básica de Alcobaça,Alcobaça,,,,1er_cycle_uniquement,253.0,53.0,76.0,64.0,60.0,0.01,,,,,,,,,,,,,,,,
1001391,"Escola Básica de Moita, Marinha Grande",Marinha Grande,,,,1er_cycle_uniquement,43.0,16.0,7.0,13.0,7.0,0.0,,,,,,,,,,,,,,,,
1001404,"Escola Básica do Areeiro, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,20.0,4.0,7.0,6.0,3.0,0.0,,,,,,,,,,,,,,,,
1001443,"Escola Básica de Cela, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,72.0,19.0,22.0,12.0,19.0,0.0125,,,,,,,,,,,,,,,,
1001446,"Escola Básica de Martingança, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,42.0,5.0,16.0,10.0,11.0,0.0325,,,,,,,,,,,,,,,,
1001452,"Escola Básica Frei Estevão Martins, Alcobaça",Alcobaça,,,,2eme_cycle_uniquement,,,,,,,129,121,98,140,110,99,116,119,0.54,0.46,235,0.029999999329447746,0.05000000074505806,104,0.9711538461538461,0.9582258224242894
1001483,"Escola Básica de Carris, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,31.0,5.0,11.0,8.0,7.0,0.0,,,,,,,,,,,,,,,,
1001490,"Escola Básica de Aljubarrota, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,68.0,20.0,24.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,
1001588,"Escola Básica n.º 1 de Pataias, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,146.0,34.0,30.0,40.0,42.0,0.0075,,,,,,,,,,,,,,,,
1001621,"Escola Básica da Burinhosa, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1001701,"Escola Básica do Vimeiro, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,65.0,18.0,17.0,12.0,18.0,0.0,,,,,,,,,,,,,,,,
1001757,"Escola Básica do Carvalhal de Aljubarrota, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,57.0,19.0,11.0,14.0,13.0,0.0,,,,,,,,,,,,,,,,
1001808,"Escola Básica de São Martinho do Porto, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,102.0,24.0,26.0,31.0,21.0,0.0125,,,,,,,,,,,,,,,,
1001811,"Escola Básica e Secundária D. Pedro I, Alcobaça",Alcobaça,,,,2eme_cycle_uniquement,,,,,,,110,118,127,112,110,136,96,114,0.5800000000000001,0.42,210,0.05999999865889549,0.10000000149011612,103,0.883495145631068,0.9476794581637394
1001813,"Escola Básica de Alfeizerão, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,125.0,41.0,24.0,28.0,32.0,0.0,,,,,,,,,,,,,,,,
1001828,"Escola Básica da Póvoa, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1001874,"Escola Básica de Évora de Alcobaça, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,40.0,7.0,12.0,13.0,8.0,0.0,,,,,,,,,,,,,,,,
1001879,"Escola Básica n.º 1 de Benedita, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,273.0,78.0,70.0,60.0,65.0,0.0025,,,,,,,,,,,,,,,,
1001888,"Escola Básica de Maiorga, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,60.0,11.0,12.0,24.0,13.0,0.0,,,,,,,,,,,,,,,,
1001904,"Escola Básica de Ribafria, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,64.0,16.0,13.0,24.0,11.0,0.0,,,,,,,,,,,,,,,,
1001932,"Escola Básica do Casal dos Ramos, Alcobaça",Alcobaça,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1001951,"Escola Básica e Secundária de São Martinho do Porto, Alcobaça",Alcobaça,,,,2eme_cycle_uniquement,,,,,,,74,81,68,74,78,76,88,84,0.49,0.51,172,0,0.009999999776482582,73,1,0.956602669540588
1002001,"Escola Básica de Maçãs de Dona Maria, Alvaiázere",Alvaiázere,,,,1er_cycle_uniquement,27.0,2.0,7.0,6.0,12.0,0.0,,,,,,,,,,,,,,,,
1002365,"Escola Básica e Secundária Dr. Manuel Ribeiro Ferreira, Alvaiázere",Alvaiázere,,,,2eme_cycle_uniquement,,,,,,,42,41,36,42,36,36,48,38,0.5800000000000001,0.42,86,0.019999999552965164,0,36,0.9722222222222222,0.957070550331135
1002504,Escola Básica de Alvaiázere,Alvaiázere,,,,1er_cycle_uniquement,122.0,39.0,36.0,19.0,28.0,0.0075,,,,,,,,,,,,,,,,
1003001,"Escola Básica n.º 1 de Avelar, Ansião",Ansião,,,,1er_cycle_uniquement,74.0,19.0,20.0,15.0,20.0,0.0125,,,,,,,,,,,,,,,,
1003002,"Escola Básica de Santiago da Guarda, Ansião",Ansião,,,,1er_cycle_uniquement,54.0,8.0,16.0,6.0,24.0,0.015,,,,,,,,,,,,,,,,
1003003,Escola Básica de Ansião,Ansião,,,,1er_cycle_uniquement,135.0,37.0,31.0,38.0,29.0,0.015,,,,,,,,,,,,,,,,
1003004,"Escola Básica de Chão de Couce, Ansião",Ansião,,,,1er_cycle_uniquement,44.0,17.0,14.0,7.0,6.0,0.0,,,,,,,,,,,,,,,,
1003068,"Escola Básica n.º 2 de Avelar, Ansião",Ansião,,,,2eme_cycle_uniquement,,,,,,,25,39,40,25,31,38,34,33,0.55,0.45,67,0,0.029999999329447746,30,1,0.9580754272403216
1003269,"Escola Básica de Lagarteira, Ansião",Ansião,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1003661,"Escola Básica de Alvorge, Ansião",Ansião,,,,1er_cycle_uniquement,24.0,2.0,8.0,8.0,6.0,0.0,,,,,,,,,,,,,,,,
1003989,"Escola Básica e Secundária Dr. Pascoal José de Mello, Ansião",Ansião,,,,2eme_cycle_uniquement,,,,,,,63,81,68,66,59,72,61,62,0.54,0.46,123,0.019999999552965164,0,59,1,0.9730145775878758
1004001,Escola Básica de Batalha,Batalha,,,,1er_cycle_uniquement,116.0,55.0,61.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,
1004002,"Escola Básica de São Mamede, Batalha",Batalha,,,,1er_cycle_uniquement,63.0,15.0,19.0,18.0,11.0,0.0,,,,,,,,,,,,,,,,
1004006,"Escola Básica de Golpilheira, Batalha",Batalha,,,,1er_cycle_uniquement,60.0,14.0,12.0,21.0,13.0,0.02,,,,,,,,,,,,,,,,
1004123,"Escola Básica de Rebolaria, Batalha",Batalha,,,,1er_cycle_uniquement,43.0,12.0,12.0,10.0,9.0,0.13,,,,,,,,,,,,,,,,
1004165,"Escola Básica de Reguengo do Fetal, Batalha",Batalha,,,,1er_cycle_uniquement,62.0,18.0,14.0,21.0,9.0,0.0125,,,,,,,,,,,,,,,,
1004191,Escola Básica e Secundária da Batalha,Batalha,,,,1er_et_2eme_cycle,100.0,0.0,0.0,53.0,47.0,0.0,137,134,162,138,140,164,159,152,0.5700000000000001,0.43,311,0.009999999776482582,0.009999999776482582,135,0.9925925925925926,0.9658522203273248
1004373,"Escola Básica de Casais dos Ledos, Batalha",Batalha,,,,1er_cycle_uniquement,39.0,12.0,7.0,12.0,8.0,0.0775,,,,,,,,,,,,,,,,
1004378,"Escola Básica de Brancas, Batalha",Batalha,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1004663,"Escola Básica de Quinta do Sobrado, Batalha",Batalha,,,,1er_cycle_uniquement,47.0,15.0,17.0,7.0,8.0,0.0,,,,,,,,,,,,,,,,
1004888,"Escola Básica de Faniqueira, Batalha",Batalha,,,,1er_cycle_uniquement,40.0,10.0,10.0,12.0,8.0,0.0,,,,,,,,,,,,,,,,
1005001,Escola Básica n.º 1 do Bombarral,Bombarral,,,,1er_cycle_uniquement,369.0,89.0,98.0,96.0,86.0,0.015,,,,,,,,,,,,,,,,
1005388,"Escola Básica do Pó, Bombarral",Bombarral,,,,1er_cycle_uniquement,36.0,13.0,8.0,10.0,5.0,0.0,,,,,,,,,,,,,,,,
1005666,"Escola Básica e Secundária Fernão do Pó, Bombarral",Bombarral,,,,2eme_cycle_uniquement,,,,,,,114,113,109,119,107,111,124,113,0.54,0.46,237,0.019999999552965164,0.009999999776482582,103,1,0.9530457829610608
1006001,"Escola Básica de Alvorninha, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,62.0,18.0,21.0,13.0,10.0,0.02,,,,,,,,,,,,,,,,
1006011,"Escola Básica D. João II, Caldas da Rainha",Caldas da Rainha,,,,2eme_cycle_uniquement,,,,,,,209,221,198,207,210,204,202,229,0.52,0.48,431,0.029999999329447746,0.029999999329447746,196,0.9744897959183674,0.9576196968317093
1006029,Infancoop,Caldas da Rainha,,,,1er_cycle_uniquement,78.0,20.0,18.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
1006035,"Escola Básica do Bairro da Ponte, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,147.0,25.0,40.0,42.0,40.0,0.0175,,,,,,,,,,,,,,,,
1006036,"Escola Básica do Bairro dos Arneiros, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,178.0,44.0,47.0,45.0,42.0,0.0,,,,,,,,,,,,,,,,
1006058,Colégio Rainha Dona Leonor,Caldas da Rainha,,,,1er_et_2eme_cycle,149.0,30.0,44.0,41.0,34.0,0.0,28,33,33,32,37,34,44,40,0.56,0.44,84,0,0,34,1,0.9903768127243441
1006121,"Escola Básica de A-dos-Francos, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,50.0,15.0,14.0,10.0,11.0,0.04,,,,,,,,,,,,,,,,
1006166,"Escola Básica de Chão da Parada, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,36.0,18.0,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1006202,"Escola Básica de Salir de Matos, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,78.0,19.0,21.0,16.0,22.0,0.0125,,,,,,,,,,,,,,,,
1006274,"Escola Básica de Reguengo da Parada, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,28.0,0.0,0.0,15.0,13.0,0.035,,,,,,,,,,,,,,,,
1006292,"Escola Básica de São Gregório, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,25.0,5.0,7.0,7.0,6.0,0.0775,,,,,,,,,,,,,,,,
1006317,"Escola Básica de Santa Catarina, Caldas da Rainha",Caldas da Rainha,,,,1er_et_2eme_cycle,51.0,8.0,17.0,12.0,14.0,0.015,38,37,30,33,32,31,39,32,0.43999999999999995,0.56,71,0.07999999821186066,0.029999999329447746,30,1,0.9165424307184915
1006369,"Escola Básica de Nossa Senhora do Pópulo, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,184.0,48.0,33.0,48.0,55.0,0.0075,,,,,,,,,,,,,,,,
1006379,"Escola Básica de Relvas, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,26.0,11.0,7.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,
1006426,"Escola Básica n.º 1 de Santo Onofre, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,128.0,36.0,24.0,38.0,30.0,0.035,,,,,,,,,,,,,,,,
1006517,"Escola Básica do Coto, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,40.0,11.0,9.0,12.0,8.0,0.0875,,,,,,,,,,,,,,,,
1006524,"Escola Básica da Tornada, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,33.0,9.0,9.0,4.0,11.0,0.0275,,,,,,,,,,,,,,,,
1006571,Colégio Frei Cristóvão,Caldas da Rainha,,,,2eme_cycle_uniquement,,,,,,,52,50,54,46,49,53,43,51,0.44999999999999996,0.55,94,0.05000000074505806,0,47,0.9361702127659575,0.9279473123506802
1006576,"Escola Básica de Avenal, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,193.0,48.0,48.0,49.0,48.0,0.01,,,,,,,,,,,,,,,,
1006596,"Escola Básica da Foz do Arelho, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,30.0,6.0,7.0,7.0,10.0,0.0,,,,,,,,,,,,,,,,
1006621,"Escola Básica do Nadadouro, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,36.0,8.0,9.0,11.0,8.0,0.0,,,,,,,,,,,,,,,,
1006623,Colégio O Brinquinho,Caldas da Rainha,,,,1er_cycle_uniquement,24.0,8.0,8.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,
1006630,"Jardim de Infância da Lagoa Parceira, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1006690,"Escola Básica de Casais da Serra, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,28.0,9.0,6.0,8.0,5.0,0.115,,,,,,,,,,,,,,,,
1006719,"Escola Básica de Santo Onofre, Caldas da Rainha",Caldas da Rainha,,,,1er_et_2eme_cycle,179.0,44.0,41.0,46.0,48.0,0.0,220,225,227,216,231,238,208,227,0.5,0.5,435,0.05000000074505806,0.07999999821186066,214,0.9205607476635514,0.9625778050047648
1006729,"Escola Básica do Carvalhal Benfeito, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,28.0,9.0,8.0,4.0,7.0,0.0675,,,,,,,,,,,,,,,,
1006827,Colégio Nossa Senhora de Fátima do Centro Social Paroquial de Caldas da Rainha,Caldas da Rainha,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1006843,"Escola Básica do Campo, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,38.0,11.0,11.0,6.0,10.0,0.045,,,,,,,,,,,,,,,,
1006844,"Escola Básica da Encosta do Sol, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,95.0,23.0,24.0,24.0,24.0,0.0,,,,,,,,,,,,,,,,
1006857,"Jardim de Infância de Salir do Porto, Caldas da Rainha",Caldas da Rainha,,,,1er_cycle_uniquement,25.0,5.0,14.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,
1007001,Escola Básica de Castanheira de Pêra,Castanheira de Pêra,,,,1er_cycle_uniquement,56.0,14.0,13.0,16.0,13.0,0.0575,,,,,,,,,,,,,,,,
1007156,"Escola Básica Dr. Bissaya Barreto, Castanheira de Pêra",Castanheira de Pêra,,,,2eme_cycle_uniquement,,,,,,,17,22,21,17,16,24,20,17,0.43000000000000005,0.57,37,0.05000000074505806,0.05999999865889549,15,0.9333333333333333,0.9629035721218808
1008066,"Escola Básica de Arega, Figueiró dos Vinhos",Figueiró dos Vinhos,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1008138,"Escola Básica de Almofala de Baixo, Figueiró dos Vinhos",Figueiró dos Vinhos,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1008625,"Escola Básica José Malhoa, Figueiró dos Vinhos",Figueiró dos Vinhos,,,,1er_cycle_uniquement,118.0,37.0,34.0,21.0,26.0,0.0,,,,,,,,,,,,,,,,
1008861,Escola Básica e Secundária de Figueiró dos Vinhos,Figueiró dos Vinhos,,,,2eme_cycle_uniquement,,,,,,,0,0,0,0,0,0,32,29,0.61,0.39,61,0,0.029999999329447746,,,
1009001,"Escola Básica de Coimbrão, Leiria",Leiria,,,,1er_cycle_uniquement,81.0,18.0,22.0,20.0,21.0,0.0125,,,,,,,,,,,,,,,,
1009003,"Escola Básica de Barreira, Leiria",Leiria,,,,1er_cycle_uniquement,227.0,64.0,73.0,44.0,46.0,0.0025,,,,,,,,,,,,,,,,
1009006,"Escola Básica de Vidigal, Leiria",Leiria,,,,1er_cycle_uniquement,41.0,5.0,14.0,10.0,12.0,0.165,,,,,,,,,,,,,,,,
1009014,"Escola Básica Dr. Correia Mateus, Leiria",Leiria,,,,1er_et_2eme_cycle,97.0,25.0,25.0,20.0,27.0,0.01,129,107,126,131,146,126,137,133,0.51,0.49,270,0.029999999329447746,0.10999999940395355,122,0.9016393442622951,0.9562635736871765
1009021,"Escola Básica de Boa Vista, Leiria",Leiria,,,,1er_cycle_uniquement,72.0,16.0,24.0,17.0,15.0,0.01,,,,,,,,,,,,,,,,
1009033,"Escola Básica de Monte Redondo, Leiria",Leiria,,,,1er_cycle_uniquement,129.0,29.0,41.0,34.0,25.0,0.05,,,,,,,,,,,,,,,,
1009042,"Escola Básica de Santa Catarina da Serra, Leiria",Leiria,,,,1er_et_2eme_cycle,90.0,29.0,24.0,19.0,18.0,0.0225,57,70,46,56,62,49,41,58,0.54,0.46,99,0,0.029999999329447746,60,0.9833333333333333,0.9747568130266967
1009043,"Escola Básica de Outeiro da Fonte, Leiria",Leiria,,,,1er_cycle_uniquement,44.0,13.0,13.0,13.0,5.0,0.0,,,,,,,,,,,,,,,,
1009066,"Escola Básica de Carreira, Leiria",Leiria,,,,1er_cycle_uniquement,41.0,9.0,13.0,7.0,12.0,0.0,,,,,,,,,,,,,,,,
1009068,"Escola Básica de Courelas, Leiria",Leiria,,,,1er_cycle_uniquement,97.0,24.0,25.0,24.0,24.0,0.01,,,,,,,,,,,,,,,,
1009075,Colégio Senhor dos Milagres,Leiria,,,,2eme_cycle_uniquement,,,,,,,40,41,28,41,30,29,29,30,0.61,0.39,59,0,0,29,0.9655172413793104,0.9348499771777665
1009084,"Escola Básica de Vale da Pedra, Leiria",Leiria,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1009100,"Escola Básica de A-dos-Pretos, Leiria",Leiria,,,,1er_cycle_uniquement,61.0,23.0,11.0,16.0,11.0,0.0,,,,,,,,,,,,,,,,
1009116,"Escola Básica e Secundária Henrique Sommer, Maceira, Leiria",Leiria,,,,2eme_cycle_uniquement,,,,,,,78,92,92,76,88,99,88,102,0.56,0.44,190,0.019999999552965164,0.009999999776482582,87,1,0.9649402584751903
1009122,"Escola Básica de Ortigosa, Leiria",Leiria,,,,1er_cycle_uniquement,39.0,15.0,10.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,
1009142,"Escola Básica n.º 2 de Marrazes, Leiria",Leiria,,,,2eme_cycle_uniquement,,,,,,,169,174,141,171,191,164,167,211,0.54,0.46,378,0.05000000074505806,0.019999999552965164,178,0.9550561797752809,0.963264269920254
1009155,"Escola Básica de Casal dos Claros, Leiria",Leiria,,,,1er_cycle_uniquement,34.0,0.0,0.0,15.0,19.0,0.025,,,,,,,,,,,,,,,,
1009182,"Escola Básica e Secundária Rainha Santa Isabel, Carreira, Leiria",Leiria,,,,2eme_cycle_uniquement,,,,,,,87,100,98,92,99,107,100,101,0.45999999999999996,0.54,201,0,0,98,0.9897959183673469,0.9628139343956073
1009204,"Escola Básica de Chainça, Leiria",Leiria,,,,1er_cycle_uniquement,30.0,7.0,9.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,
1009211,"Escola Básica de Marinheiros, Leiria",Leiria,,,,1er_cycle_uniquement,183.0,48.0,44.0,46.0,45.0,0.015,,,,,,,,,,,,,,,,
1009215,"Escola Básica de Mata, Leiria",Leiria,,,,1er_cycle_uniquement,30.0,7.0,7.0,9.0,7.0,0.0,,,,,,,,,,,,,,,,
1009234,Colégio Dinis de Melo,Leiria,,,,2eme_cycle_uniquement,,,,,,,69,56,55,72,65,58,44,64,0.55,0.45,108,0,0,63,1,0.9296758878080283
1009239,"Escola Básica de Monte Real, Leiria",Leiria,,,,1er_cycle_uniquement,82.0,22.0,25.0,14.0,21.0,0.0,,,,,,,,,,,,,,,,
1009241,"Escola Básica de Porto do Carro, Leiria",Leiria,,,,1er_cycle_uniquement,25.0,9.0,6.0,7.0,3.0,0.0,,,,,,,,,,,,,,,,
1009252,"Escola Básica de Parceiros, Leiria",Leiria,,,,1er_cycle_uniquement,224.0,63.0,67.0,52.0,42.0,0.015,,,,,,,,,,,,,,,,
1009286,"Escola Básica de Arrabal, Leiria",Leiria,,,,1er_cycle_uniquement,87.0,24.0,24.0,15.0,24.0,0.0,,,,,,,,,,,,,,,,
1009296,"Escola Básica dos Soutos, Caranguejeira, Leiria",Leiria,,,,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1009299,"Escola Básica de Amor, Leiria",Leiria,,,,1er_cycle_uniquement,34.0,6.0,11.0,8.0,9.0,0.045,,,,,,,,,,,,,,,,
1009324,"Escola Básica n.º 1 de Marrazes, Leiria",Leiria,,,,1er_cycle_uniquement,150.0,39.0,34.0,33.0,44.0,0.05,,,,,,,,,,,,,,,,
1009344,"Escola Básica de Branca, Leiria",Leiria,,,,1er_cycle_uniquement,101.0,21.0,20.0,21.0,39.0,0.0,,,,,,,,,,,,,,,,
1009346,Colégio Dr. Luís Pereira da Costa,Leiria,,,,2eme_cycle_uniquement,,,,,,,45,56,44,41,43,45,41,48,0.43999999999999995,0.56,89,0.019999999552965164,0,41,1,0.9296544773731616
1009349,"Escola Básica de Arrabalde, Leiria",Leiria,,,,1er_cycle_uniquement,89.0,24.0,24.0,21.0,20.0,0.025,,,,,,,,,,,,,,,,
1009353,"Escola Básica de Pinheiros, Leiria",Leiria,,,,1er_cycle_uniquement,81.0,23.0,22.0,18.0,18.0,0.035,,,,,,,,,,,,,,,,
1009364,"Escola Básica de Cavalinhos, Leiria",Leiria,,,,1er_cycle_uniquement,48.0,14.0,10.0,9.0,15.0,0.0,,,,,,,,,,,,,,,,
1009376,"Escola Básica de Capuchos, Leiria",Leiria,,,,1er_cycle_uniquement,92.0,23.0,23.0,24.0,22.0,0.0,,,,,,,,,,,,,,,,
1009377,"Escola Básica de Regueira de Pontes, Leiria",Leiria,,,,1er_cycle_uniquement,31.0,19.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,
1009381,"Escola Básica de Santa Eufémia, Leiria",Leiria,,,,1er_cycle_uniquement,50.0,7.0,17.0,10.0,16.0,0.015,,,,,,,,,,,,,,,,
1009426,"Escola Básica de Moita da Roda, Leiria",Leiria,,,,1er_cycle_uniquement,23.0,6.0,4.0,9.0,4.0,0.0625,,,,,,,,,,,,,,,,
1009432,Colégio Conciliar de Maria Imaculada,Leiria,,,,1er_et_2eme_cycle,205.0,44.0,63.0,46.0,52.0,0.005,83,86,75,85,84,75,76,85,0.5800000000000001,0.42,161,0,0.019999999552965164,83,0.9759036144578314,0.9497440850357944
1009439,"Escola Básica de Quinta do Alçada, Leiria",Leiria,,,,1er_cycle_uniquement,170.0,38.0,46.0,46.0,40.0,0.005,,,,,,,,,,,,,,,,
1009441,"Escola Básica de Souto da Carpalhosa, Leiria",Leiria,,,,1er_cycle_uniquement,60.0,19.0,14.0,20.0,7.0,0.0,,,,,,,,,,,,,,,,
1009444,"Escola Básica de Coucinheira, Leiria",Leiria,,,,1er_cycle_uniquement,30.0,10.0,20.0,0.0,0.0,0.025,,,,,,,,,,,,,,,,
1009451,"Escola Básica de Lameira, Leiria",Leiria,,,,1er_cycle_uniquement,35.0,7.0,10.0,6.0,12.0,0.0,,,,,,,,,,,,,,,,
1009455,"Escola Básica de Barosa, Leiria",Leiria,,,,1er_cycle_uniquement,98.0,24.0,25.0,25.0,24.0,0.0,,,,,,,,,,,,,,,,
1009471,"Escola Básica de Costas, Leiria",Leiria,,,,1er_cycle_uniquement,25.0,8.0,5.0,10.0,2.0,0.05,,,,,,,,,,,,,,,,
1009528,"Escola Básica de Amarela, Leiria",Leiria,,,,1er_cycle_uniquement,114.0,43.0,24.0,23.0,24.0,0.0,,,,,,,,,,,,,,,,
1009535,"Escola Básica de Maceira, Leiria",Leiria,,,,1er_cycle_uniquement,143.0,40.0,37.0,31.0,35.0,0.0125,,,,,,,,,,,,,,,,
1009543,Jardim Escola João de Deus Leiria,Leiria,,,,1er_cycle_uniquement,171.0,48.0,41.0,46.0,36.0,0.0,,,,,,,,,,,,,,,,
1009582,"Escola Básica de Touria, Leiria",Leiria,,,,1er_cycle_uniquement,87.0,24.0,21.0,22.0,20.0,0.0,,,,,,,,,,,,,,,,
1009606,"Escola Básica de Agodim, Leiria",Leiria,,,,1er_cycle_uniquement,45.0,11.0,13.0,12.0,9.0,0.02,,,,,,,,,,,,,,,,
1009618,Colégio de Nossa Senhora de Fátima,Leiria,,,,1er_et_2eme_cycle,182.0,46.0,37.0,49.0,50.0,0.0,56,57,56,56,56,56,56,55,0.54,0.46,111,0,0.019999999552965164,56,0.9642857142857143,0.9508342807231577
1009624,"Escola Básica de Caranguejeira, Leiria",Leiria,,,,1er_cycle_uniquement,84.0,15.0,30.0,21.0,18.0,0.0,,,,,,,,,,,,,,,,
1009629,"Escola Básica de Reixida, Leiria",Leiria,,,,1er_cycle_uniquement,71.0,13.0,16.0,24.0,18.0,0.0,,,,,,,,,,,,,,,,
