NO_REGIAO;NO_UF;SG_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;DS_ENDERECO;NU_ENDERECO;NO_BAIRRO;CO_CEP;LATITUDE;LONGITUDE;TP_SITUACAO_FUNCIONAMENTO;IN_COMUM_FUND_AI
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE EVILAZIO MENDES;21052166;3;2;POV RIO DOS PEIXES;SN;ZONA RURAL;65206000;-3.075723333;-45.332585;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE MARIANA DE MELO;21052182;3;2;POVOADO SANTO ANTONIO;SN;ZONA RURAL;65206000;-2.945666667;-45.29982833;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE JOAO MARTINS RABELO;21052247;3;2;POV LIMOAL;SN;ZONA RURAL;65206000;-2.961978333;-45.26553;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM JOSE EUSTAQUIO SANTOS;21052280;3;2;POV CAJUAL;SN;POVOADO;65206000;-3.03872417;-45.31812502;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UI JOSE MOUSINHO SILVA;21052298;3;1;AVENIDA DO SOL;SN;CENTRO;65206000;-2.97275597;-45.34950946;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE KIOLA COSTA;21052352;3;2;POV BACABA;SN;;65206000;-3.07440183;-45.48790824;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE MANOEL RAIMUNDO PINHEIRO;21052417;3;2;POVOADO PEDREIRAS;SN;ZONA RURAL;65206000;-3.04453504;-45.44746698;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UI PRINCESA ISABEL;21052697;3;2;POV FALASO;SN;ZONA RURAL;65206000;-3.09584367;-45.44991022;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UI RAIMUNDO LAZARO PINHEIRO;21052735;3;2;POVOADO TRES PALMEIRAS;SN;ZONA RURAL;65206000;-2.996363333;-45.25201333;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UNIDADE ESCOLAR STO EXPEDITO;21052859;3;2;POV BANANAL;SN;ZONA RURAL;65206000;-3.02992355;-45.42739604;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE JOAQUIM ANTONIO SERRAO MENDES;21052905;3;2;POV ENCRUZA NOVA;SN;ZONA RURAL;65206000;-3.07554;-45.30403;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE SAO JOSE;21053138;3;2;POV QUARE QUARE;SN;ZONA RURAL;65206000;-3.06670535;-45.42608267;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE SAO PEDRO;21053243;3;2;POVOADO RIO DAS LAGES;SN;ZONA RURAL;65206000;-3.00826865;-45.39733593;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM STA ROSINHA;21053600;3;2;POV SANTA ROSINHA;SN;;65206000;-3.05345;-45.38919;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM SAO RAIMUNDO CENEC;21053707;3;2;POV PENSAO;SN;ZONA RURAL;65206000;-3.065671667;-45.37483667;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE LEOCADIO PEREIRA PINTO;21085706;3;2;POVOADO QUADRA PIMENTEIRA;SN;;65206000;-2.948492523;-45.49050512;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM DEODORO DA FONSECA;21085730;3;2;POV QUADRA BOM JESUS - IRAQUE;SN;ZONA RURAL;65206000;-3.1049323;-45.59460562;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UI TOBIAS FREITAS;21085919;3;2;SANTA TEREZA;SN;;65206000;-2.9682399;-45.34397886;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM FE EM DEUS;21085951;3;2;POV FE EM DEUS;SN;ZONA RURAL;65206000;-3.04844955;-45.51101086;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE JOSE HERMOGENES;21086214;3;2;QUADRA NOVO HORIZONTE;SN;ZONA RURAL;65206000;-3.125646436;-45.55805127;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE RAIMUNDO NONATO;21086672;3;2;NUCLEO 08;SN;ZONA RURAL;65206000;-2.956136232;-45.61487018;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE RUI BARBOSA;21086745;3;2;POV NUCLEO 09;SN;ZONA RURAL;65206000;-2.922388217;-45.58250983;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UI SAO LUCAS;21087393;3;2;POVOADO NUCLEO 07;S/N;;65206000;-2.970057819;-45.5677954;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE SAO MARCOS;21087458;3;2;POVOADO NUCLEO 11;S/N;ZONA RURAL;65206000;-2.982693915;-45.52101684;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UI SAO MATEUS;21205914;3;2;POV SAO MATEUS;SN;;65206000;-3.181272;-45.51516;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM SAO JOSE;21212589;3;2;POV SOBRADINHO;SN;;65206000;-3.130062;-45.35376;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE ADRIAO ROMAO GOMES DA SILVA;21212635;3;2;POV TIMBIRAS;SN;;65206000;-3.121454;-45.32443;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM ROSA DOS VENTOS;21212643;3;2;POV AREA COMUNITARIA;SN;;65206000;-2.864088;-45.2685;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE PEQUENO PRINCIPE;21212686;3;2;POV BOA FE;SN;ZONA RURAL;65206000;-2.888293;-45.37201;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE CANDIDO RIBEIRO;21212716;3;2;POV COCALZINHO;SN;;65206000;-2.759164;-45.42841;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM BOM JESUS;21212805;3;2;POVOADO BOM JESUS;SN;;65206000;-2.93616731;-45.28795586;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM SAO FRANCISCO DE ASSIS;21212830;3;2;POV. CHICO DOS REIS;S/N;ZONA RURAL;65206000;-2.878921973;-45.44817651;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM OSCAR FREITAS;21212872;3;2;POVOADO LAGEDO;SN;ZONA RURAL;65206000;-2.976065;-45.311995;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM O RENASCER;21212899;3;2;POV GUANANI;SN;;65206000;-2.908725;-45.241865;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE SANTO ANTONIO;21213011;3;2;POVOADO PIMPAO;SN;ZONA RURAL;65206000;;;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM CORACAO DE JESUS;21213054;3;2;POVOADO QUADRA UNIAO;SN;ZONA RURAL;65206000;-2.900178;-45.55989;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM SILVESTRE PEREIRA;21213070;3;2;POV SITIO NOVO;SN;;65206000;-2.944352;-45.27519;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM NOSSA SENHORA DO PERPETUO SOCORRO;21213089;3;2;POV. OLHO D AGUA;;ZONA RURAL;65206000;-2.846726;-45.46945;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE FATIMA CRUZ;21224749;3;2;POVOADO CENTRO DO BENGA;SN;;65206000;-2.80387685;-45.40302998;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;U E EVARISTO GONCALVES COSTA;21224765;3;2;POV BACURIZEIRO;SN;ZONA RURAL;65206000;-2.98064757;-45.29060788;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE COELHO NETO;21224811;3;2;POV UBIZAL;SN;;65206000;-3.096793;-45.40616;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM SAO DOMINGOS;21229597;3;2;POVOADO QUADRA NOVA PIMENTEIRA;SN;ZONA RURAL;65206000;-2.872109832;-45.50513221;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;EM ADRIAO JORGE;21238081;3;2;POV MONTE VIDEL;00;ZONA RURAL;65206000;-3.105042;-45.41436;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE NOVA ESPERANCA;21243611;3;2;POV FORQUILHA DO CAMPO;SN;ZONA RURAL;65206000;-2.902763;-45.24757;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE ROSELI NUNES;21243620;3;2;POV QUADRA BOA VISTA - IRAQUE II;SN;ZONA RURAL;65206000;-3.116747;-45.60974;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE SAO RAIMUNDO;21244480;3;2;POV QUADRA SAO RAIMUNDO;SN;;65206000;-3.179589;-45.53919;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE PAULO FREIRE;21248591;3;2;POVOADO NOVA JERUSALEM I;SN;;65206000;-3.08471;-45.55222;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE RUFINO PINHEIRO;21248605;3;2;POV LAGO AZUL;SN;ZONA RURAL;65206000;-2.82717328;-45.29435614;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE LEONDAS AGUIAR RAPOSO;21256217;3;2;POV BARAO;SN;ZONA RURAL;65206000;-3.097571;-45.3187;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE ANTONIO JOAO PEREIRA MARTINS;21260044;3;2;POV ASSENTAMENTO MARAJA;SN;ZONARURAL;65206000;-2.856634;-45.27881;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE SAO FRANCISCO DE ASSIS;21263418;3;2;POVOADO BORNEL;SN;ZONA RURAL;65206000;-2.96861;-45.24138;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE AMADOR FILIPE FONSECA;21270449;3;2;BOM JESUS DO BEBE AGUA;SN;;65206000;-2.993202;-45.48596;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UNIDADE ESCOLAR QUADRA TRINDADE;21283583;3;2;POV QUADRA TRINDADE;SN;ZONA RUARAL;65206000;-3.188323;-45.49281;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE JOSE ARNOLD SILVA BORGES;21284547;3;2;POVOADO DIVINEIA;SN;;65206000;-3.106242;-45.34326;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UNIDADE ESCOLAR RITA DE CASSIA;21289913;3;2;POVOADO LAGOA;;ZONA RURAL;65206000;-2.997888333;-45.23648333;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE JOSE PEREIRA SILVA NETO;21291470;3;2;POV ASSENTAMENTO 03 DE MAIO;;ZONA RURAL;65206000;;;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE FRANCISCO BORGES RODRIGUES;21310009;3;2;QUINEIRA;SN;;65206000;-2.9864655;-45.3690626;1;1
Nordeste;Maranhão;MA;Pedro do Rosário;2108256;UE RAQUIMA MARTINS;21310203;3;2;POV MANGAUBA;SN;;65206000;-3.13349715;-45.46482294;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM JESUS DE NAZARE;21042411;3;2;POVOADO RIO DE AREIA;;;65213000;-3.176106667;-45.34057667;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM ALMIRANTE TAMANDARE;21042446;3;2;POVOADO MONTE CRISTO;;;65213000;-3.258587904;-45.13010306;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM ANTONIO RODRIGUES;21042454;3;2;POVOADO SANTA MARIA;;;65213000;-3.206921667;-45.24292333;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM CASEMIRO DE ABREU;21042489;3;2;POVOADO DESCANSO;;;65213000;-3.243431667;-45.195925;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM FABIO AUGUSTO BALBY;21042560;3;2;POVOADO CONDURU;;;65213000;-3.2513777;-45.1533817;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM JOAO FRANCISCO MENDES;21042624;3;2;LODOVICO;;;65213000;-3.193855;-45.19703833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE JOSE MESSIAS NUNES;21042640;3;2;POVOADO CANADA;S/N;;65213000;-3.29220118;-45.12727895;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE LUIS PEREIRA;21042659;3;2;POVOADO BOA VONTADE;S/N;;65213000;-3.2330915;-45.2911713;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM 28 DE JULHO;21042705;3;2;POVOADO BELO MONTE;;;65213000;-3.243314023;-45.16785616;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM AQUINO MENDES;21042730;3;2;POVOADO ESCORREGA;;ZONA RURAL;65213000;-3.21624894;-45.45650664;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM CAVOUR MACIEL;21042772;3;2;POVOADO TESO;SN;;65213000;-3.18025;-45.17021;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM CIRILO REIS;21042802;3;2;POVOADO IGARAPE GRANDE;;ZONA RURAL;65213000;-3.2994744;-45.4045949;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM DE TABOCA;21042888;3;2;POVOADO TABOCA;;;65213000;-3.201261667;-45.18214833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM FAUSTINO COELHO;21042918;3;2;POVOADO SANTO ANTONIO;;;65213000;-3.234149;-45.1450982;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE GENESIO SANTOS;21042942;3;2;POVOADO GAPO;;ZONA RURAL;65213000;-3.1951;-45.36974;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM JOANA DARC;21042977;3;2;POVOADO BAIXO DA ONCA;;;65213000;-3.329966;-45.3723351;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE JOAO AMADO NUNES FONSECA;21042985;3;2;POVOADO OLHO D AGUA;;ZONA RURAL;65213000;-3.155996531;-45.22151472;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM JUSTINA MARQUES;21043027;3;2;POVOADO CAPIVARI;;;65213000;-3.222875;-45.26765833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM JUSTINO CAMPELO;21043035;3;2;POVOADO GEMIDOR;;;65213000;-3.209556667;-45.31056167;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE ACIOLINO BARBOSA COSTA;21043043;3;2;JATOBA;;;65213000;-3.253731667;-45.18237833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM MENINO JESUS;21043094;3;2;POVOADO ARACATUBA;S/N;;65213000;-3.2603361;-45.0841663;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM NAZARE RAMOS;21043108;3;2;POVOADO BOM QUE DOI;;;65213000;-3.292459426;-45.21603014;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE NSA SRA DAS MERCES;21043124;3;2;POVOADO CENTRO DO MEIO II;;ZONA RURAL;65213000;-3.205716667;-45.30583667;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM NSA SRA DE FATIMA;21043132;3;2;POVOADO SOSSEGO;;;65213000;-3.207591667;-45.18777167;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM NSA SRA DO PERPETUO SOCORRO;21043167;3;2;POVOADO SANTA MARIA DO MANIVAL;;;65213000;-3.214778333;-45.23210833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE ROSA AMELIA MUNIZ SANTOS;21043213;3;2;POVOADO CONCEICAO;;;65213000;-3.2463271;-45.1684014;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE SAO BERNARDO;21043230;3;2;POVOADO;;;65213000;-3.1996863;-45.1491576;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM STA RITA;21043329;3;2;POVOADO SANTA RITA;;;65213000;-3.17434926;-45.23151724;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE STA ROSA;21043337;3;2;POVOADO SANTA ROSA;;;65213000;-3.268566937;-45.1979021;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM TIRADENTES;21043345;3;2;POVOADO TABAREU;;;65213000;-3.1713722;-45.2449989;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM VER BENEDITO CORREA;21043353;3;2;POVOADO BURITIATA;;;65213000;-3.247866667;-45.269975;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM WILSON DE SA MARQUES;21043361;3;2;POVOADO CAPIM FINO;;ZONA RIRAL;65213000;-3.187686531;-45.30233755;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM SAO FELIPE;21043370;3;2;POVOADO JUCARA;;ZONA RURAL;65213000;-3.211616667;-45.35034833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM NSA SRA DE NAZARE;21043418;3;2;POVOADO ORIENTE;;;65213000;-3.2383058;-45.1162904;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM NUNES FREIRE;21043450;3;2;POVOADO ACHUI I;;;65213000;-3.191158868;-45.2672894;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM OLAVO BILAC;21043469;3;2;POVOADO TIBIRI;SN;;65213000;-3.210800788;-45.1324624;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE RUI BARBOSA;21043531;3;2;POVOADO CAPOEIRO;;;65213000;-3.318912545;-45.3065806;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE SAO BENEDITO;21043566;3;2;POVOADO SAO BENEDITO;;;65213000;-3.267920315;-45.21060781;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM SAO BENEDITO;21043574;3;2;POVOADO ALTO BONITO;;;65213000;-3.232552665;-45.16518032;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM SAO CAETANO;21043604;3;2;CENTRO DO MEIO II;;ZONA RURAL;65213000;-3.195831667;-45.32691167;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM SAO MALAQUIAS;21043671;3;2;POVOADO SAO MALAQUIAS;;;65213000;-3.138661113;-45.30713301;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE NAZARIO MENDONCA;21043701;3;2;POVOADO PONTA GRANDE;;;65213000;-3.278080858;-45.23996961;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM SAO RAIMUNDO;21043710;3;2;POVOADO SAO RAIMUNDO;;;65213000;-3.206103;-45.4323048;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM STA TEREZA;21043752;3;2;POVOADO MASSANGANA;;ZONA RURAL;65213000;-3.143608305;-45.25833712;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE ROSEANA SARNEY;21043779;3;1;VILA EDNAMAR RODRIGUES;S/N;;65213000;-3.279718333;-45.17844167;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE ANTONIO AMARO AIRES;21043787;3;2;POVOADO JACARE;;;65213000;-3.3244101;-45.2893463;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE AUGUSTO PINTO LEIS;21043795;3;2;POVOADO SAO BRAS;S/N;;65213000;-3.278993731;-45.11804586;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE BENEDITO LEITE;21043809;3;1;RUA 07 DE SETEMBRO;S/N;;65213000;-3.296628333;-45.178065;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE MARIA HELENA FREIRE;21043833;3;1;RUA RAIMUNDO CARVALHO SILVA;S/N;;65213000;-3.301373333;-45.17423333;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE JOAO MENDES CAMPOS;21043841;3;2;POVOADO GOIABAL;;;65213000;-3.159902933;-45.29433445;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE JOSE FREIRE GAMA;21043868;3;1;RUA PRINCIPAL;S/N;;65213000;-3.28509;-45.16990833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE PRES DUTRA;21043884;3;2;POVOADO SAO JOAQUIM;;;65213000;-3.225553333;-45.19306333;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE COSME ALMUR DEQUEIXES;21043892;3;2;POVOADO LAGOA MIRIM;;;65213000;-3.3077507;-45.2756368;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE SANTOS DUMONT;21043906;3;1;RUA CLAUDIO SA;S/N;;65213000;-3.284861667;-45.17443833;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE SAO JUDAS TADEU;21043914;3;2;POVOADO CAMINHO NOVO;;;65213000;-3.189965342;-45.22207437;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE SAO LUIS GONZAGA;21043922;3;2;POVOADO CAPOEIRA;;ZONA RURAL;65213000;-3.16141208;-45.26953847;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE MARIA ROSA MARTINS MARQUES;21043949;3;1;RUA DJALMA MARQUES;S/N;;65213000;-3.292768333;-45.17445667;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EDUC INF CRIANCA FELIZ;21043957;3;1;PRACA DR JOSE JOAQUIM MARQUES;SN;;65213000;-3.294468333;-45.17406167;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE ESTEVAM MENDES;21043981;3;2;POVOADO PONTA GROSSA;S/N;;65213000;-3.2670989;-45.1077095;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE MARECHAL DEODORO DA FONSECA;21043990;3;2;POVOADO OURO;S/N;;65213000;-3.336679707;-45.32374053;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE WILSON DE SA MARQUES;21044040;3;1;RUA SATU BELO;;;65213000;-3.284718333;-45.177785;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM COELHO NETO;21210713;3;2;POVOADO ANGELIM;;ZONA RURAL;65213000;-3.2286283;-45.2399667;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE BOA ESPERANCA;21219770;3;2;POVOADO JARAGUAIA;SN;ZONA RURAL;65213000;-3.204271667;-45.31639167;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE SAO MANOEL;21228639;3;2;POVOADO SAO MANOEL;;;65213000;-3.243203333;-45.22718333;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE NAURO MUNIZ;21263370;3;2;POVOADO MUNIZ;;;65213000;-3.161147022;-45.27506544;1;1
Nordeste;Maranhão;MA;Penalva;2108306;EM JOAO RAMALHO;21283460;3;2;POV CUTIDIMBA;;ZONA RURAL;65213000;-3.199041446;-45.26325782;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE DONA BENTA;21576769;3;2;POVOADO MARISA;;;65213000;-3.2353632;-45.15582;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE PROF CELINA FERREIRA;21577692;3;2;POVOADO ALEGRE;;;65213000;;;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE PROF MARIA DO CARMO PEREIRA ROCHA;21580669;3;2;POVOADO ACHUI II;;;65213000;-3.187222184;-45.25780659;1;1
Nordeste;Maranhão;MA;Penalva;2108306;UE PROF MARIA DO SOCORRO SILVA;21580677;3;2;POVOADO OITEIRO DA CRZ;;;65213000;-3.2304291;-45.1221652;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM BANDEIRA TRIBUZZI;21044090;3;2;POVOADO SAO LOURENCO;S/N;POVOADO;65245000;-2.58813282;-44.81513911;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM CARMELA DUTRA;21044104;3;2;RUA ISABEL NUNES;;POVOADO SANTANA;65245000;-2.58327895;-44.88930385;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM CLODOMIR MILLET;21044163;3;2;POVOADO POCO DANTAS;S/N;POVOADO POCO DANTA;65245000;-2.580469483;-44.94129292;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM CLOVIS RIBEIRO;21044171;3;2;POVOADO PERICUMANZINHO;SN;POVOADO;65245000;-2.5117895;-44.9479675;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM CRISTOVAO COLOMBO;21044180;3;2;POVOADO IGARAPE ACU;SN;ZONA RURAL;65245000;-2.53688499;-44.83747208;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM JOSE BONIFACIO;21044279;3;2;POVOADO MEAO;SN;POVOADO;65245000;-2.521137267;-44.8747191;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM JOSE DE ANCHIETA;21044287;3;2;POVOADO SANTA MARIA;SN;;65245000;-2.55175853;-44.82253433;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM VICENTE FERRER PINHEIRO;21044309;3;2;ITAQUIPE;S/N;ZONA RURAL;65245000;-2.5844671;-44.96023262;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM NAISA AMORIM;21044341;3;2;RUA PRINCIPAL;S/N;;65245000;-2.48057458;-44.99417852;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM PADRE GERARD;21044384;3;2;POVOADO TORNA;SN;;65245000;-2.5913402;-44.91086607;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM PEDRO PINHEIRO MARTINS;21044392;3;2;POVOADO INAMBU;S/N;;65245000;-2.628776817;-44.86634527;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM PROF JOAO GARCIA FURTADO;21044406;3;2;POVOADO TUCUNZAL;S/N;ZONA RURAL;65245000;-2.55332255;-44.83333529;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM ROSA MOCHEL;21044414;3;2;POVOADO CONCEICAO;SN;;65245000;-2.5321543;-44.918162;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM SA MENDES;21044422;3;2;POVOADO CAMETA;;POVOADO;65245000;-2.605465883;-44.83608273;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM SAO BENEDITO;21044430;3;2;AVENIDA NEWTON BELLO;SN;;65245000;-2.57193108;-44.98813124;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM JOSE DEMETRIO CORDEIRO;21044449;3;2;POVOADO SAO DOMINGOS;SN;ZONA RURAL;65245000;-2.596684483;-44.9727642;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM SAO JOAO BATISTA;21044457;3;1;RUA SAO JOAO;SN;;65245000;-2.5692031;-44.8531359;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM SECUNDINO PEREIRA;21044481;3;2;POVOADO CENTRO DOS CAMARAS;SN;;65245000;-2.53637992;-44.81200473;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM TANCREDO NEVES;21044520;3;2;AVENIDA HERMENEGILDO MARTINS MELO;;POVOADO JABURU;65245000;-2.56689586;-44.8373815;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM TARQUINO SOUSA;21044538;3;2;POVOADO PEDRINHAS;S/N;;65245000;-2.565148217;-44.93662235;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM VITORINO FREIRE;21044589;3;2;POVOADO TIJUCA;S/N;;65245000;-2.52377581;-44.97247912;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM BENEDITO LEITE;21044635;3;2;POVOADO CAPOEIRA GRANDE;;;65245000;-2.5460019;-44.98791316;1;1
Nordeste;Maranhão;MA;Peri Mirim;2108405;EM JOAO FRANCA PEREIRA;21044643;3;2;POVOADO CURITIBA;S/N;;65245000;-2.55316485;-45.03049365;1;1
