NO_REGIAO;NO_UF;SG_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;DS_ENDERECO;NU_ENDERECO;NO_BAIRRO;CO_CEP;LATITUDE;LONGITUDE;TP_SITUACAO_FUNCIONAMENTO;IN_COMUM_FUND_AI
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EIEEF HAP BITT TUPARI;11022558;2;2;TERRA INDIGENA RIO BRANCO;S/N;RURAL;76954000;;;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF BOA ESPERANCA;11024666;3;2;LINHA P 50 KM 22;;;76954000;-12.12982012;-61.99334879;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF JOSE BASILIO DA GAMA;11024917;3;2;LINHA 42,5 KM 17;;;76954000;-11.88567737;-62.06721101;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMMEF MARTIM AFONSO DE SOUZA;11025115;3;2;LINHA 50 COM A 134;;;76954000;-11.94904005;-62.22953537;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF PEDRO ALEIXO;11025310;3;2;LINHA 148 COM A 65 KM 38;;;76954000;-12.08884367;-62.10503397;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF POTY;11025352;3;2;LINHA 60;KM 18;;76954000;-12.04266138;-62.03112723;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF FLORESTA ENCANTADA;11025654;3;1;AVENIDA BAHIA;4598;;76954000;-11.9318066;-61.9882186;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EIEEFM KON KOATT TUPARI;11037962;2;2;TERRA INDIGENA RIO BRANCO;S/N;RURAL;76954000;;;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EIEEF SAW D JO TUPARI;11038047;2;2;RESERVA BIOLOGICA VALE DO GUAPORE;S/N;RURAL;76954000;;;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EIEEFM BOATT GERAINNY;11038373;2;2;TERRA INDIGENA RIO BRANCO;S/N;RURAL;76954000;;;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EIEEFM ANOMAE TUPARI;11046252;2;2;TERRA INDIGENA RIO BRANCO;S/N;;76954000;;;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF 17 DE JUNHO;11047461;3;1;AVENIDA BRASIL;2934;;76954000;-11.9297843;-62.0035214;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEF MARIOMA PEREIRA DA SILVA;11050594;3;1;RUA FORTALEZA;4321;;76954000;-11.93184753;-61.9831682;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF PADRE FEIJO;11025280;3;2;LINHA 105 COM A 152;SN;;76954000;-12.43655517;-62.0426595;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF IZIDORO STEDILE;11024828;3;2;LINHA 138 KM 100;S/N;;76954000;-12.60328476;-62.17533345;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF MARIA DE SOUZA PEGO;11025077;3;2;LINHA 47,5;;;76954000;-11.91801765;-62.32095124;1;1
Norte;Rondônia;RO;Alta Floresta D'Oeste;1100015;EMEIEF ANA NERY;11024372;3;2;ROLIM DE MOURA DO GUAPORE;;;76954000;-13.08366621;-62.27693003;1;1
Norte;Rondônia;RO;Ariquemes;1100023;ESCOLA ADVENTISTA DE ARIQUEMES;11006765;4;1;SALVADOR;2867;SETOR 03;76870450;-9.905960821;-63.04133177;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EEEF ALBINA MARCIO SORDI;11006846;2;1;VILHENA;2360;BNH;76870772;-9.9031992;-63.0438952;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEF ALDEMIR LIMA CANTANHEDE;11006854;3;1;ARTHUR MANGABEIRA;2520;MARECHAL RONDON 01;76877042;-9.925813333;-63.055775;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF ARCO-IRIS;11006900;3;2;RURAL;S/N;AREA RURAL DE ARIQUEMES;76878899;-9.9328275;-62.6639232;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEF DR DIRCEU DE ALMEIDA;11007079;3;1;MONTEIRO LOBATO;3348;SETOR 06;76873702;-9.900952303;-63.02682767;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF JORGE TEIXEIRA;11007222;3;1;IARA;2416;JARDIM JORGE TEIXEIRA;76876516;-9.923518333;-63.04594167;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF HENRIQUE DIAS;11007249;3;2;RURAL;S/N;AREA RURAL DE ARIQUEMES;76878899;-9.840642242;-62.90160595;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEF FLORDINICE MAIA GOMES;11007257;3;1;RAQUEL DE QUEIROZ;4825;COLONIAL;76873724;-9.9026163;-63.0225496;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF JORGE LUIZ MOULAZ;11007346;3;2;RURAL;KM 491;ÁREA RURAL DE ARIQUEMES;76878899;-10.09759956;-62.95986512;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF MAFALDA RODRIGUES;11007443;3;2;RURAL;;AREA RURAL DE ARIQUEMES;76878899;-10.2451781;-62.72721159;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEF MAGDALENA TAGLIAFERRO;11007451;3;1;UMUARAMA;4847;SETOR 09;76876316;-9.931193107;-63.02534862;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF MARIO QUINTANA;11007508;3;1;PAPOULAS;2710;SETOR 04;76873516;-9.9068607;-63.0284784;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF PADRE ANGELO SPADARI;11007605;3;2;BR 421 LINHA C 75 TB 0 RUA TOPAZIO;4268;;76879400;-9.810131947;-63.53005565;1;1
Norte;Rondônia;RO;Ariquemes;1100023;COLEGIO DINAMICO EDUCACAO BASICA;11007656;4;1;FORTALEZA;2237;SETOR 03;76870505;-9.9110905;-63.0358343;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF PROF PEDRO LOUBACK;11007702;3;1;DOM PEDRO II;872;MONTE CRISTO;76877164;-9.911822914;-63.0634346;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEF PROFª EONISSE MARTINS;11007710;3;1;ALBINO SODE;3926;SETOR 11;76873778;-9.89597497;-63.02063503;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF ROBERTO TURBAY;11007737;3;1;MEXICO;932;SETOR 10;76876078;-9.935204609;-63.01606916;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF VINICIUS DE MORAES;11007834;3;2;RURAL;;ÁREA RURAL DE ARIQUEMES;76878899;-9.8912332;-63.1332832;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF PROFª LAURA DE AVILA;11007907;3;1;ACACIA;1571;SETOR 01;76870138;-9.91719355;-63.0413573;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF CHAPEUZINHO VERMELHO;11007931;3;1;VITORIA;2924;SETOR 03;76870352;-9.9052441;-63.0417119;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF PROFª MARIA INES ALVES DE FREITAS;11041439;3;1;DOS DIAMANTES;1224;PARQUE DAS GEMAS;76875856;;;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF PROF ENOQUE NUNES DA SILVA;11041986;3;2;RURAL;;ÁREA RURAL DE ARIQUEMES;76878899;-10.1183021;-63.1278998;1;1
Norte;Rondônia;RO;Ariquemes;1100023;CENTRO EDUCACIONAL MONTEIRO LOBATO;11044462;4;1;JUSCELINO KUBITSCHEK;4192;BOM JESUS;76874166;-9.8928947;-63.0317548;1;1
Norte;Rondônia;RO;Ariquemes;1100023;COLEGIO EXCELENCIA;11049910;4;1;DAS ORQUIDEAS;2720;SETOR 04;76873524;-9.9068763;-63.0296813;1;1
Norte;Rondônia;RO;Ariquemes;1100023;EMEIEF PROFESSOR GESSI JANES SOARES MOREIRA;11050772;3;1;HUGO WALDEMAR FREY;5454;RESIDENCIAL ALVORADA;76875517;-9.888461667;-63.01607167;1;1
Norte;Rondônia;RO;Ariquemes;1100023;COLEGIO CRISTAO DE ARIQUEMES;11050950;4;1;AVENIDA JUSCELINO KUBITSCHEK;3349;SETOR INSTITUCIONAL;76872847;-9.901016713;-63.03225501;1;1
Norte;Rondônia;RO;Ariquemes;1100023;COLEGIO IMACULADO CORACAO DE MARIA;11051230;4;1;RUA RIO NEGRO;2396;JARDIM JORGE TEIXEIRA;76876531;;;1;1
Norte;Rondônia;RO;Ariquemes;1100023;COLEGIO GUNNAR VINGREN;11051337;4;1;CANDEIAS;1905;ÁREAS ESPECIAIS;76870241;;;1;1
Norte;Rondônia;RO;Cabixi;1100031;EMEIEF CECILIA MEIRELES;11034041;3;1;LINHA 8 RUMO COLORADO;S/Nº;;76994000;-13.3747071;-60.4170421;1;1
Norte;Rondônia;RO;Cabixi;1100031;EMEIEF MARCO IRIS;11034173;3;1;LINHA 9 KM 16 2ª EIXO RUMO ESCONDIDO;S/Nº;;76994000;-13.4066442;-60.6932089;1;1
Norte;Rondônia;RO;Cabixi;1100031;EMEIEF CHICO SOLDADO;11039841;3;1;AVENIDA TAPAJOS;4635;CENTRO;76994000;-13.4890951;-60.5443113;1;1
Norte;Rondônia;RO;Cacoal;1100049;CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS;11025670;4;1;JOSE DO PATROCINIO;4352;ELDORADO;76966225;-11.4377961;-61.4264237;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF ANITA GARIBALDI;11025999;3;2;RURAL;;ÁREA RURAL DE CACOAL;76968899;-11.4907662;-61.2615463;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEFM ANTONIO GONCALVES DIAS;11026014;2;1;SANTO ANTONIO;1245;SANTO ANTONIO;76967353;-11.452412;-61.4415052;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMTIEIEF CLAUDIO MANOEL DA COSTA;11026235;3;2;RURAL;;ÁREA RURAL DE CACOAL;76968899;-11.4810478;-61.4739314;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF CRUZEIRO DO NORTE;11026294;3;2;RURAL;;AREA RURAL DE CACOAL;76968899;-11.3744165;-61.1445372;1;1
Norte;Rondônia;RO;Cacoal;1100049;ESCOLA DANIEL BERG;11026324;4;1;SAO PAULO;3070;CENTRO;76963822;-11.4325173;-61.449046;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEF FREI CANECA;11026464;2;1;EITOR OZIAS SCHUNDT;3844;VILLAGE DO SOL II;76964451;-11.4192485;-61.4332164;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEFM GRACILIANO RAMOS;11026499;2;1;PROFESSORA MARIA LUCIA DA SILVA MILLER;2640;RESIDENCIAL PARQUE BRIZON;76962282;-11.417605;-61.4568287;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM IZIDORO DE SOUZA MEIRELES;11026588;2;2;RURAL;S/N;AREA RURAL DE CACOAL;76968899;-11.10378167;-61.36275833;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEFM PAULO FREIRE;11026626;2;1;MARIA AURORA DO NASCIMENTO;1373;TEIXEIRAO;76965522;-11.4257276;-61.433399;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF JOSE MAURO DE VASCONCELOS;11026685;3;2;RURAL;;AREA RURAL DE CACOAL;76968899;-11.5207992;-61.5974503;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEFM MARIA AURORA DO NASCIMENTO;11026758;2;1;ANCHIETA;1145;LIBERDADE;76967524;-11.443131;-61.4523179;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF MARIA MONTESSORI;11026766;3;2;RURAL;;AREA RURAL DE CACOAL;76968899;-11.1747587;-61.333465;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF MONTEIRO LOBATO;11026812;3;2;RURAL;;ÁREA RURAL DE CACOAL;76968899;-11.2770043;-61.29671247;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF PEDRO ALVARES CABRAL;11026936;3;2;RURAL;;AREA RURAL DE CACOAL;76968899;-11.2642516;-61.3709013;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF PRESIDENTE MEDICI;11026960;3;2;RURAL;S/N;AREA RURAL DE CACOAL;76968899;-11.4250282;-61.3342931;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF PROF AGUSTINHO GOES DE OLIVEIRA;11027002;3;1;AVENIDA PRIMAVERA;2293;VISTA ALEGRE;76960127;-11.42451806;-61.47272665;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF SANTOS DUMONT;11027088;3;2;RURAL;S/N;AREA RURAL DE CACOAL;76968899;-11.2892349;-61.4435889;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM SERTANISTA FRANCISCO MEIRELES;11027134;2;2;AREA RURAL;;AREA RURAL DE CACOAL;76968899;-11.23696167;-61.26270167;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM SERTANISTA JOSE DO CARMO SANTANA;11027142;2;2;TERRA INDIGENA SETE DE SETEMBRO, LINHA 014, ALDEIA GAPGIR;S/N;AREA RURAL DE CACOAL;76968899;-11.22145167;-61.18555833;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM TANCREDO NEVES;11027207;2;2;TERRA INDIGENA SETE DE SETEMBRO, LINHA 11, ALDEIA LAPETANHA;S/N;AREA RURAL DE CACOAL;76968899;-11.22122167;-61.29748;1;1
Norte;Rondônia;RO;Cacoal;1100049;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI;11027290;4;1;OURO;160;BALNEARIO ARCO-IRIS;76961890;-11.4320983;-61.46435;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEFM BERNARDO GUIMARAES;11027312;2;1;ANTONIO DE PAULA NUNES;737;PRINCESA ISABEL;76964062;-11.4390726;-61.4429794;1;1
Norte;Rondônia;RO;Cacoal;1100049;EEEFM CARLOS GOMES;11027320;2;1;RECIFE;335;NOVO CACOAL;76962160;-11.4288378;-61.4568083;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF JOSE DE ALMEIDA E SILVA;11027380;3;1;GUAPORE;2620;CENTRO;76963796;-11.43544436;-61.4504395;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF LUIZ LENZI;11027398;3;1;MONTEIRO LOBATO;1787;TEIXEIRÃO;76965678;-11.433;-61.43605;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEF PAITEREY;11041234;2;2;TERRA INDIGENA SETE DE SETEMBRO, ALDEIA LOBO, LINHA 11;S/N;AREA RURAL DE CACOAL;76968899;-11.24224;-61.29768;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM NOA SURUI;11041250;2;2;TERRA INDIGENA SETE DE SETEMBRO, LINHA 11, ALDEIA AMARAL;S/N;AREA RURAL DE CACOAL;76968899;-11.19609667;-61.30149167;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM JOAO EVANGELISTA DIAS;11041277;2;2;TERRA INDIGENA SETE DE SETEMBRO, ALDEIA CENTRAL, LINHA 10;S/N;AREA RURAL DE CACOAL;76968899;-11.11404333;-61.33355333;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMIEF MARIA SOCORRO VIANA DE ALMEIDA;11043342;3;1;PROFESSORA ALZIRA SELLERI BARBOSA;1501;HABITAR BRASIL;76960320;-11.4224019;-61.4795461;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF PEDRO KEMPER;11044020;3;1;PADRE EZEQUIEL RAMIM;1308;TEIXEIRÃO;76965556;-11.4266733;-61.4350361;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEF KABANEY;11049456;2;2;TERRA INDIGENA SETE DE SETEMBRO, LINHA 11 ALDEIA JOAQUIM;S/N;AREA RURAL DE CACOAL;76968899;-11.20364;-61.29904833;1;1
Norte;Rondônia;RO;Cacoal;1100049;INSTITUTO EDUCACIONAL SOMA - IES;11049723;4;1;BELO HORIZONTE;3196;JARDIM CLODOALDO;76963678;-11.4272939;-61.4541895;1;1
Norte;Rondônia;RO;Cacoal;1100049;COOPERATIVA EDUCACIONAL DE CACOAL;11050373;4;1;SAO PAULO;2666;CENTRO;76963802;-11.435967;-61.4489704;1;1
Norte;Rondônia;RO;Cacoal;1100049;EIEEFM SOESAME IKINAH;11051167;2;2;ALDEIA NAPDJAN SURUI LINHA 09 TERRA INDIGENA SETE DE SETEMBRO;S/N;AREA RURAL DE CACOAL;76968899;;;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF RODOLFO LUCHTENBERG;11051205;3;1;LUIZ ALVES DE ARAUJO;3873;RESIDENCIAL PARQUE ALVORADA;76961606;-11.4185413;-61.4678974;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF ANGELA MARIA DA MATA PERDONCINI;11052600;3;1;RUA ROSINEIA DE SOUZA;4072;VILLAGE DO SOL;76964362;-11.4220988;-61.4358752;1;1
Norte;Rondônia;RO;Cacoal;1100049;CENTRO EDUCACIONAL ALECRIM DOURADO;11058811;4;1;AVENIDA GERALDA SIMAO DE SOUZA;2166;ELDORADO;76966194;-11.4456522;-61.4307357;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF NOSSA SENHORA DO CARMO;11026839;3;1;COMERCIAL;5313;DISTRITO RIOZINHO;76969034;-11.5118658;-61.3598317;1;1
Norte;Rondônia;RO;Cacoal;1100049;EMEIEF DR JOAO DE DEUS SIMPLICIO;11026367;3;2;RURAL;LINHA 14;AREA RURAL DE CACOAL;76968899;-11.3083245;-61.18714235;1;1
Norte;Rondônia;RO;Cerejeiras;1100056;EEEF FLORIANO PEIXOTO;11034696;2;1;RUA RORAIMA;998;;76997000;-13.1893374;-60.8187433;1;1
Norte;Rondônia;RO;Cerejeiras;1100056;EMEIEF IRMA DULCE;11034750;3;1;RUA JOSE DE SOUZA NEIVA;835;;76997000;-13.1884849;-60.8065413;1;1
Norte;Rondônia;RO;Cerejeiras;1100056;EMEIEF REGINA SPERFELD SEBOLD;11034955;3;1;RUA BAHIA;638;ELDORADO;76997000;-13.1865826;-60.8297259;1;1
Norte;Rondônia;RO;Cerejeiras;1100056;EMEIEF MUNDO DA CRIANCA TIAGO PANATTO;11035072;3;1;RUA PANAMA;2489;;76997000;-13.1926491;-60.8152411;1;1
Norte;Rondônia;RO;Cerejeiras;1100056;ESCOLA DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO DIMENSAO;11037075;4;1;AVENIDA DAS NACOES;3327;;76997000;-13.1887964;-60.8077517;1;1
Norte;Rondônia;RO;Cerejeiras;1100056;EMEIEF PROFª MARIA HELENA BARREIROS;11042346;3;1;RUA RIO DE JANEIRO;2440;;76997000;-13.2020978;-60.8193435;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEF 16 DE JUNHO;11035110;3;1;AVENIDA RIO MADEIRA;4870;;76993000;-13.12849749;-60.53584219;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEF PROFESSORA CLAIR DA SILVA WEYH;11035188;3;2;LINHA 4 ESQUINA COM 1ª EIXO;;;76993000;-13.22860667;-60.54512833;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;INSTITUTO EDUCACIONAL DIMENSAO;11035269;4;1;AVENIDA GUAPORE;4216;;76993000;-13.1167906;-60.5435926;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEF DOM JOAO VI;11035277;3;2;LINHA 1 KM 13 BR 435 RUMO COLORADO;;;76993000;-13.10987618;-60.46919303;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEF GETULIO VARGAS;11035404;3;2;LINHA 6 ESQUINA COM 2 EIXO;S/N;;76993000;-13.29696717;-60.70217543;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEF GOVERNADOR ANGELO ANGELIN;11035420;3;1;RUA CAMBARA;3131;;76993000;-13.12949734;-60.54919658;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEFTI JULIETA VILELA VELOZO;11035544;3;1;RUA BARTOLOMEU BUENO;4665;;76993000;-13.11624057;-60.55453857;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEF PLANALTO;11035773;3;2;LINHA 2 ESQUINA COM 2ª EIXO ZONA RURAL;0;;76993000;-13.0437826;-60.68749705;1;1
Norte;Rondônia;RO;Colorado do Oeste;1100064;EMEIEFTI PREFEITO MARCOS DONADON;11035790;3;1;RUA CEARA;5303;;76993000;-13.10797448;-60.53666831;1;1
Norte;Rondônia;RO;Corumbiara;1100072;EEEFM COLINA VERDE;11036125;2;2;3º EIXO, KM 20;S/N;;76995000;-13.01196318;-60.82131581;1;1
Norte;Rondônia;RO;Corumbiara;1100072;EMEIEF PROFESSOR LUIZ BENVENOTO DALA COSTA;11036516;3;2;RUA SENADOR OLAVO PIRES NO DISTRITO DE ALTO GUARAJUS;769;;76995000;-12.962632;-60.8842582;1;1
Norte;Rondônia;RO;Corumbiara;1100072;EMEIEF PROFESSOR DOMINGOS PEREIRA DA ROCHA;11036648;3;2;AVENIDA SENADOR OLAVO PIRES NO DISTRITO DE VITORIA DA UNIAO;1586;;76995000;-13.0044929;-61.1273306;1;1
Norte;Rondônia;RO;Corumbiara;1100072;EMEF MUNDO MAGICO;11038519;3;1;AV. SENADOR OLAVO PIRES;1315;;76995000;-12.9998197;-60.9383359;1;1
Norte;Rondônia;RO;Costa Marques;1100080;EMEF GOMES CARNEIRO;11005610;3;1;AVENIDA CHIANCA;722;;76937000;-12.44489521;-64.22737455;1;1
Norte;Rondônia;RO;Costa Marques;1100080;EPMEIF MARIA LUCINETE FIRMINO MIRANDA;11041420;3;2;BR 429 KM 15;;;76937000;-12.31203822;-64.27144071;1;1
Norte;Rondônia;RO;Costa Marques;1100080;EPMEIF ILTON JOSE MARTINS;11041447;3;2;AV. AIRTON SENNA;8746;;76937000;-12.07522781;-64.02939529;1;1
Norte;Rondônia;RO;Costa Marques;1100080;EMEF AMERICO CASARA;11045507;3;1;AV. GUAPORE;1224;SETOR 02;76937000;-12.43782845;-64.22346703;1;1
Norte;Rondônia;RO;Costa Marques;1100080;EMEF PREFEITO RUY RODRIGUES DE ALMEIDA;11048654;3;1;RUA 16 DE JULHO / ESQUINA COM ANTONIO SERAFIN;2063;;76937000;-12.4422566;-64.2267384;1;1
Norte;Rondônia;RO;Costa Marques;1100080;EMEIF GENERAL SAMPAIO;11005858;3;1;AV GUAJARA MIRIM;317;;76937000;-12.426075;-64.42410667;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF AURELIO BUARQUE DE HOLANDA;11027487;3;2;LINHA 05, LOTE 23, GLEBA 05, KM 45, PA CACHOEIRA;S/N;;76974000;-11.53737127;-60.71833058;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EIEEFM PICHUVY CINTA LARGA;11028033;2;2;LINHA 11 - POSTO INDGENA 14 DE ABRIL, KM 68;;;76974000;-11.3568509;-60.6729934;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EIEEFM SERTANISTA BENEDITO BRIGIDO DA SILVA;11028246;2;2;ALDEIA ROOSEVELT KM 102;000;;76974000;;;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;ESCOLA MONTEIRO LOBATO;11038578;4;1;RUA ACRE;2212;;76974000;-11.5320433;-61.0214;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF TEOBALDO FERREIRA;11038586;3;1;RUA PIAUI;4026;JORGE TEIXEIRA;76974000;-11.5171999;-61.0119566;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EIEEFM CAPITAO CARDOSO;11042648;2;2;ALDEIA CAPITAO CARDOSO KM 99;S/N;ZONA RURAL;76974000;-11.1006264;-60.7526009;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EIEEFM ROSANA CINTA LARGA;11043865;2;2;ALDEIA JOAO BRAVO KM 130;S/N;ZONA RURAL;76974000;;;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF SIMONE MOURA ROSA;11044527;3;1;RUA BANDEIRANTES;1011;SAO JOSE;76974000;-11.537421;-61.0254268;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF CLELIA DAVID MUNDIM;11046872;3;1;AV. NACOES UNIDAS;2322;LIBERDADE;76974000;-11.5342911;-61.0104313;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EIEEF MAAMNZEEP CINTA LARGA;11047607;2;2;ALDEIA DO TONHAO KM 130;S/N;;76974000;-10.9878534;-60.8009754;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EEEF MARIA DI SANCTI SANTOS;11106816;2;1;RUA ROMIPORA;3571;;76974000;-11.5192798;-61.0111322;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF TANCREDO DE ALMEIDA NEVES;11028335;3;1;AVENIDA NOSSA SENHORA DA CONCEICAO;2693;;76974000;-11.0024021;-60.8466724;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EIEEF OYKATXER SURUI;11049987;2;2;LINHA 38 KM 90 - TERRA INDIGENA SETE DE SETEMBRO;;;76974000;-11.5303946;-61.009722;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF BRAS CUBAS;11027533;3;2;ESTRADA ZE BAIANO, KM 18;2126;;76974000;-11.4618702;-60.9237112;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EMEIEF MARIA ROSA DE OLIVEIRA;11027886;3;2;LINHA 14 DE ABRIL, GLEBA 24, KM 45, SETOR 14 DE ABRIL;S/N;;76974000;-11.4076198;-60.7536207;1;1
Norte;Rondônia;RO;Espigão D'Oeste;1100098;EEEF MARIA LOURENCO CASSIANO;11027878;2;1;RUA RONDONIA - 15 KM;2371;;76975820;-11.5043028;-61.1301683;1;1
Norte;Rondônia;RO;Guajará-Mirim;1100106;EIEEF ABRAO KOOP;11005890;2;2;ALDEIA SANTO ANDRE;KM. 232;ALDEIA SANTO ANDRE;76850000;;;1;1
Norte;Rondônia;RO;Guajará-Mirim;1100106;EIEEFM ALEXANDRINA DO NASCIMENTO GOMES;11005912;2;2;ALDEIA BAIA DAS ONCAS - RIO GUAPORE;;;76850000;;;1;1
Norte;Rondônia;RO;Guajará-Mirim;1100106;EMEIEF ALMIRANTE TAMANDARE;11005947;3;1;AV. 12 DE OUTUBRO;1219;;76850000;-10.77945972;-65.33946613;1;1
Norte;Rondônia;RO;Guajará-Mirim;1100106;EMEIEF CANDIDA MARIA MOURA DE PAULA;11005971;3;1;AVENIDA GIACOMO CASARA;2560;NOSSA SENHORA DE FATIMA;76850000;-10.7764083;-65.3123371;1;1
Norte;Rondônia;RO;Guajará-Mirim;1100106;EMEIEF JESUS PEREZ;11006030;3;1;AV ROCHA LEAL;2214;SANTO ANTONIO;76850000;-10.78741667;-65.32917333;1;1
Norte;Rondônia;RO;Guajará-Mirim;1100106;EIEEF 05 DE JULHO;11006072;2;2;ALDEIA RICARDO FRANCO, RIO GUAPORE;KM.365;;76850000;-12.01621634;-64.82789068;1;1
