NatEmis,OldNATEMIS,NewNATEMIS,DataYear,Quarter,Province,Institution_Name,DoE_Status,Sector,Type_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,ExamNo,ExamCentre,PaypointNo,ComponentNo,GIS_Long,GIS_Lat,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,SP_Code,SP_Name,EIDistrict,EICircuit,Township_Village,Suburb,Town_City,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,Learners_2023,Educators_2023
929310721,0,929310721,2023,3. Q3,9. Limpopo,Nyadzani,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062401,Nyadzani Secondary,800590,410717,30.622,-22.675,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606026,Vuvha,Vhembe East,,,Nyadzani,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,260,8
929310738,0,929310738,2023,3. Q3,9. Limpopo,Khangale,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062402,Khangale Secondary,800586,410716,30.674,-22.669,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90608000,None,Vhembe East,,,Lurangwetshikundamalema,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,171,7
929310757,0,929310757,2023,3. Q3,9. Limpopo,Mutshenzheni,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851349,410715,30.439,-22.806,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721035,Mutshenzheni,Vhembe East,,,Mutshenzheni,Thohoyandou,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,111,5
929310783,0,929310783,2023,3. Q3,9. Limpopo,Mianzwi,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851344,410714,30.479,-22.806,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721057,Tshiombo,Vhembe East,,,Thohoyandou,Thohoyandou,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,300,9
929310806,0,929310806,2023,3. Q3,9. Limpopo,Maraxwe,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851363,410713,30.461,-22.811,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721027,Mianzwi,Vhembe East,,,,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,182,5
929310813,0,929310813,2023,3. Q3,9. Limpopo,Tshiombo,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,14. New Education Department,,,851357,410712,30.502,-22.806,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721057,Tshiombo,Vhembe East,,,,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,291,10
929310820,0,929310820,2023,3. Q3,9. Limpopo,Sambandou,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851346,410711,30.653,-22.739,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403003,90709043,Sambandou,Vhembe East,,,Tshitavhasambandou,Sibasa,1. Yes,,1. Poorest 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,564,16
929310837,0,929310837,2023,3. Q3,9. Limpopo,Ndidivhani,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851348,410710,30.527,-22.787,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721057,Tshiombo,Vhembe East,,,,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,213,6
929310844,0,929310844,2023,3. Q3,9. Limpopo,Vhutalu,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851359,410709,30.434,-22.836,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721071,Vhutalu,Vhembe East,,,Vhutaluvillage,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,105,3
929310851,0,929310851,2023,3. Q3,9. Limpopo,Mudzidzidzi,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851356,410708,30.418,-22.839,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721028,Mudzidzidzi,Vhembe East,,Nexttospazashop,Mudzidzi,Makonde,1. Yes,,1. Poorest 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,32,2
929310899,0,929310899,2023,3. Q3,9. Limpopo,Ravhura,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851347,410706,30.56,-22.783,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403003,90721025,Matangari,Vhembe East,,,Makonde,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,155,4
929310905,0,929310905,2023,3. Q3,9. Limpopo,Mbahela,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851353,410705,30.452,-22.81,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721029,Muhotoni,Vhembe East,,Nyagohostreet,Makonde,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,197,6
929310912,0,929310912,2023,3. Q3,9. Limpopo,Mukondeni,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851354,410704,30.673,-22.696,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606007,Lugisani,Vhembe East,,,Mukondeni,Mutale,1. Yes,,1. Poorest 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,135,4
929310943,0,929310943,2023,3. Q3,9. Limpopo,Tshanzhe,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851361,410703,30.657,-22.701,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606022,Tshanzhe,Vhembe East,,Mutale,Tshanzhe,Mutale,1. Yes,,1. Poorest 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,140,4
929310974,0,929310974,2023,3. Q3,9. Limpopo,Mutshutshu,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062101,Mutshutshu Secondary,800612,410702,30.437,-22.808,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721035,Mutshenzheni,Vhembe East,,,Mianswi,Makonde,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,328,11
929311006,0,929311006,2023,3. Q3,9. Limpopo,Guyuni,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851325,410701,30.477,-22.726,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90721000,None,Vhembe East,,,Guyuni,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,101,3
929311007,0,929311007,2023,3. Q3,9. Limpopo,Tombolagole,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062108,Tombolagole Secondar,800608,410700,30.653,-22.743,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403003,90709043,Sambandou,Vhembe East,,Tshitavha,Tshitavha,Makonde,1. Yes,,1. Poorest 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,298,10
929311021,0,929311021,2023,3. Q3,9. Limpopo,Lunwanngwe,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062102,Lunwanngwe Secondary,800611,410698,30.49,-22.806,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403035,90721057,Tshiombo,Vhembe East,,,Mianswi,Thohoyandou,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,272,8
929311045,0,929311045,2023,3. Q3,9. Limpopo,St. Augustine Residential,1. Open,2. Independent,1. Ordinary School,5. Combined School,Ordinary School,,,17. Venda,7062591,St. Augustine Reside,,99,30.515,-22.762,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,,90606000,None,Vhembe East,,Mutale,Mutale,Tshilamba,1. Yes,,,2. No,,,2. No,2. Rural,99,10. Limpopo,10. Limpopo,2479,57
929311052,0,929311052,2023,3. Q3,9. Limpopo,Dzamba,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851323,410697,30.329,-22.81,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402001,90605000,None,Vhembe East,,,Dzamba,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,74,3
929311069,0,929311069,2023,3. Q3,9. Limpopo,Bashasha,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851322,410696,30.536,-22.727,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402005,90606017,Mulodi,Vhembe East,,Mutalemagistrate,Mulodi,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,1275,33
929311076,0,929311076,2023,3. Q3,9. Limpopo,Fefe,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851328,410695,30.339,-22.753,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605000,None,Vhembe East,,,Fefe,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,43,2
929311083,0,929311083,2023,3. Q3,9. Limpopo,Gogogo,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851327,410694,30.334,-22.777,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605004,Gogogo,Vhembe East,,,Gogogo,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,217,5
929311090,0,929311090,2023,3. Q3,9. Limpopo,Gundani,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,14. New Education Department,,,851326,410693,30.564,-22.656,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606003,Gundani,Vhembe East,,,Gundani,Matavhela,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,68,2
929311113,0,929311113,2023,3. Q3,9. Limpopo,Luheni,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851331,410692,30.369,-22.805,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402001,90605011,Luheni,Vhembe East,,,Mukondeni,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,197,5
929311120,0,929311120,2023,3. Q3,9. Limpopo,Lukau,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851330,410691,30.515,-22.74,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402004,90606008,Lukau,Vhembe East,,,Lukauvillage,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,512,14
929311144,0,929311144,2023,3. Q3,9. Limpopo,Mabila,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851315,410689,30.48,-22.69,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605008,Ha-Mabila,Vhembe East,,,Hamabila,Matavhela,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,93,3
929311168,0,929311168,2023,3. Q3,9. Limpopo,Mafukani,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851332,410688,30.556,-22.672,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606010,Mafukani,Vhembe East,,,Mafukanivillage,Matavhela,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,154,5
929311175,0,929311175,2023,3. Q3,9. Limpopo,Mboneni,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851335,410687,30.443,-22.783,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402003,90605035,Tshibvumo,Vhembe East,,,Tshibvumo,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,429,12
929311199,0,929311199,2023,3. Q3,9. Limpopo,Musunda,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851317,410686,30.489,-22.645,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402008,90605025,Ngalavhani,Vhembe East,,,Matavhela,Matavhela,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,83,3
929311206,0,929311206,2023,3. Q3,9. Limpopo,Ngalavhani,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851340,410685,30.496,-22.685,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90606002,Galavhani,Vhembe East,,,Ngalavhani,Ngalavhani,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,81,3
929311212,0,929311212,2023,3. Q3,9. Limpopo,Nwanedi,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851341,410684,30.457,-22.654,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402008,90605006,Gumela,Vhembe East,,Pomutale,Gumela,Matavhela,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,83,3
929311229,0,929311229,2023,3. Q3,9. Limpopo,Shakadza,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851338,410683,30.556,-22.616,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402008,90606019,Shakadza,Vhembe East,,,Shakadza,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,305,8
929311236,0,929311236,2023,3. Q3,9. Limpopo,Sheshe,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851337,410682,30.303,-22.819,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402001,90605000,None,Vhembe West,,,Sheshe,Khakhu,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,142,5
929311243,0,929311243,2023,3. Q3,9. Limpopo,Tshamulungwi,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851318,410681,30.411,-22.738,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605033,Tshamulumbwi,Vhembe East,,,Tshamulungwi,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,212,6
929311250,0,929311250,2023,3. Q3,9. Limpopo,Tshandama,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,7062531,,851343,410680,30.503,-22.756,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402004,90606021,Tshandama,Vhembe East,,,Tshandamavillage,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,568,16
929311274,0,929311274,2023,3. Q3,9. Limpopo,Tshavhadinda,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851342,410678,30.43,-22.794,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402003,90605024,Mutshavhawe,Vhembe East,,,Matshavhawe,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,276,7
929311281,0,929311281,2023,3. Q3,9. Limpopo,Tshikosi,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851320,410677,30.403,-22.796,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402003,90605028,Rambuda,Vhembe East,,,Dzimauli,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,133,4
929311298,0,929311298,2023,3. Q3,9. Limpopo,Tshitandani,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851319,410676,30.409,-22.707,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605000,None,Vhembe East,,,Tshaanda,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,90,3
929311304,0,929311304,2023,3. Q3,9. Limpopo,Tshixwadza,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851321,410675,30.347,-22.799,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402001,90605037,Tshixwadya,Vhembe East,,,Tshixwadza,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,210,6
929311311,0,929311311,2023,3. Q3,9. Limpopo,Pile,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851339,410674,30.469,-22.776,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402003,90605027,Pile,Vhembe East,,,Pilevillage,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,352,10
929311328,0,929311328,2023,3. Q3,9. Limpopo,Mavhode,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851316,410673,30.371,-22.745,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605018,Mavhode,Vhembe East,,,Mavhode,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,110,3
929311342,0,929311342,2023,3. Q3,9. Limpopo,Robert Mbulungeni,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062501,Robert Mbulungeni Se,840048,410672,30.564,-22.705,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402005,90606020,Thengwe,Vhembe East,,,Thengwe,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,261,9
929311359,0,929311359,2023,3. Q3,9. Limpopo,Malilele,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062303,Malilele Secondary,800607,410671,30.554,-22.618,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402008,90606019,Shakadza,Vhembe East,,Thengwe,Shakadza,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,296,11
929311373,0,929311373,2023,3. Q3,9. Limpopo,Mamphodo,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062302,Mamphodo Secondary,800605,410670,30.461,-22.651,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402008,90605006,Gumela,Vhembe East,,,Gumela,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,83,5
929311380,0,929311380,2023,3. Q3,9. Limpopo,Matavhela,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062301,Matavhela Secondary,800744,410669,30.525,-22.672,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606014,Matavhela,Vhembe East,,,Mafukani,Matavhela,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,1299,46
929311397,0,929311397,2023,3. Q3,9. Limpopo,Phophi,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062508,Phophi Secondary,800600,410668,30.435,-22.734,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605007,Guyna,Vhembe East,,Harambuda,Guyuni,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,228,9
929311403,0,929311403,2023,3. Q3,9. Limpopo,Ratshilumela,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062506,Ratshilumela Seconda,800602,410667,30.345,-22.796,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402001,90605000,None,Vhembe East,,Dzimauli,Tshixwadza,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,210,6
929311410,0,929311410,2023,3. Q3,9. Limpopo,Tshiwangamatembele,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062505,Tshiwangamatembele S,800604,410666,30.401,-22.799,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402003,90605028,Rambuda,Vhembe East,,,Baimoro,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,267,10
929311422,0,929311422,2023,3. Q3,9. Limpopo,Tshapasha,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,14. New Education Department,,,851530,410665,30.46,-22.782,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402003,90605034,Tshaphasha,Vhembe East,,,Tshapashavillage,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,178,5
929311427,0,929311427,2023,3. Q3,9. Limpopo,Todani,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062502,Todani Secondary,800599,410664,30.524,-22.738,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402004,90606024,Tshilamba,Vhembe East,,,Tshilamba,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,973,32
929311433,0,929311433,2023,3. Q3,9. Limpopo,Vision,1. Open,2. Independent,1. Ordinary School,5. Combined School,Ordinary School,,,17. Venda,7324101,Vision Independent C,,99,30.53,-22.74,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,,90606024,Tshilamba,Vhembe East,,,,Tshilamba,1. Yes,,,2. No,,,2. No,2. Rural,99,10. Limpopo,10. Limpopo,636,17
929311434,0,929311434,2023,3. Q3,9. Limpopo,Thengwe,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062503,Thengwe Secondary,840047,410663,30.51,-22.749,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402004,90606020,Thengwe,Vhembe East,,Mutalemunicipality,Tshandama,Tshilamba,1. Yes,,3. Middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,2661,84
929311441,0,929311441,2023,3. Q3,9. Limpopo,Vele,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,14. New Education Department,7062507,Vele Secondary,800603,410662,30.343,-22.765,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402002,90605019,Mavhuwa,Vhembe East,,,Gogogo,Tshilamba,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,99,10. Limpopo,10. Limpopo,284,11
929311458,0,929311458,2023,3. Q3,9. Limpopo,Dzimauli,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,17. Venda,7062306,Dzimauli Secondary,800593,410661,30.43,-22.591,34. DC34,34. Vhembe District Municipality,136. LIM341,136. Musina Local Municipality,93402007,90605003,Folovhodwe,Vhembe East,,,Folovhodwe,Musina,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,887,26
929311533,0,929311533,2023,3. Q3,9. Limpopo,Mangaya,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,17. Venda,,,851280,410660,30.626,-22.719,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402005,90606013,Mangaya,Vhembe East,,,Mangaya,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,274,7
929311540,0,929311540,2023,3. Q3,9. Limpopo,Tsilawa,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,,,14. New Education Department,,,851529,410659,30.644,-22.672,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93402006,90606026,Vuvha,Vhembe East,,,Mapate,Mutale,1. Yes,,2. Lower middle 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,73,3
929311564,0,929311564,2023,3. Q3,9. Limpopo,David Mutshinyalo,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,,,14. New Education Department,7062107,David Mutshinyalo Se,805300,410658,30.6,-22.756,34. DC34,34. Vhembe District Municipality,137. LIM343,137. Thulamela Local Municipality,93403003,90721069,Tswera,Vhembe East,,,Tsweravillage,Thohoyandou,1. Yes,,1. Poorest 20% (No fee paying),2. No,,,1. Yes,2. Rural,579,10. Limpopo,10. Limpopo,718,24
