Calendar Year;ACARA SML ID;Location AGE ID;School AGE ID;School Name;Suburb;State;Postcode;School Sector;School Type;Campus Type;Rolled Reporting Description;Two years before Year 1 Offered;Two years before Year 1 Enrolments;One year before Year 1 Offered;One year before Year 1 Enrolments;Year 1 Offered;Year 1 Enrolments;Year 2 Offered;Year 2 Enrolments;Year 3 Offered;Year 3 Enrolments;Year 4 Offered;Year 4 Enrolments;Year 5 Offered;Year 5 Enrolments;Year 6 Offered;Year 6 Enrolments;Year 7 Offered;Year 7 Enrolments;Year 8 Offered;Year 8 Enrolments;Year 9 Offered;Year 9 Enrolments;Year 10 Offered;Year 10 Enrolments;Year 11 Offered;Year 11 Enrolments;Year 12 Offered;Year 12 Enrolments;Primary Ungraded Offered;Primary Ungraded Enrolments;Secondary Ungraded Offered;Secondary Ungraded Enrolments;Total Enrolments
2025;40000;40003;3;Corpus Christi Catholic School;Bellerive;TAS;7018;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;60;1;59;1;60;1;60;1;57;1;56;0;;0;;0;;0;;0;;0;;0;;0;;413
2025;40001;40004;4;Fahan School;Sandy Bay;TAS;7005;Independent;Combined;School Single Entity;Individual Reporting;0;;1;20;1;12;1;20;1;23;1;22;1;32;1;39;1;50;1;48;1;43;1;38;1;30;1;42;0;;0;;419
2025;40002;40005;5;Geneva Christian College;Latrobe;TAS;7307;Independent;Combined;School Single Entity;Individual Reporting;0;;1;18;1;12;1;21;1;23;1;25;1;24;1;27;1;30;1;30;1;26;1;30;1;17;1;14;0;;0;;297
2025;40003;40007;7;Holy Rosary Catholic School;Claremont;TAS;7011;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;53;1;51;1;59;1;58;1;56;1;47;1;50;0;;0;;0;;0;;0;;0;;0;;0;;374
2025;40004;40009;9;Immaculate Heart of Mary Catholic School;Lenah Valley;TAS;7008;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;25;1;29;1;24;1;28;1;29;1;30;1;30;0;;0;;0;;0;;0;;0;;0;;0;;195
2025;40005;40010;10;John Calvin School;Launceston;TAS;7250;Independent;Combined;School Single Entity;Individual Reporting;0;;1;13;1;9;1;13;1;12;1;17;1;8;1;6;1;12;1;9;1;6;1;7;0;;0;;0;;0;;112
2025;40006;40011;11;Larmenier Catholic School;St Leonards;TAS;7250;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;31;1;30;1;28;1;26;1;26;1;29;1;28;0;;0;;0;;0;;0;;0;;0;;0;;198
2025;40007;40012;12;Launceston Church Grammar School;Mowbray;TAS;7248;Independent;Combined;School Head Campus;Rolled Reporting;0;;1;28;1;20;1;19;1;21;1;28;1;47;1;40;1;87;1;105;1;85;1;96;1;80;1;67;0;;0;;723
2025;40008;40013;13;St James Catholic College;Cygnet;TAS;7112;Catholic;Combined;School Single Entity;Individual Reporting;0;;1;8;1;16;1;12;1;16;1;9;1;26;1;15;1;38;1;26;1;31;1;21;0;;0;;0;;0;;218
2025;40009;40018;18;Our Lady of Lourdes Catholic School;Devonport;TAS;7310;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;55;1;54;1;56;1;59;1;55;1;56;1;50;0;;0;;0;;0;;0;;0;;0;;0;;385
2025;40010;40019;19;Our Lady of Mercy Catholic School;Deloraine;TAS;7304;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;14;1;12;1;10;1;14;1;12;1;4;1;7;0;;0;;0;;0;;0;;0;;0;;0;;73
2025;40011;40022;22;Sacred Heart Catholic School;Ulverstone;TAS;7315;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;30;1;41;1;36;1;32;1;32;1;39;1;36;0;;0;;0;;0;;0;;0;;0;;0;;246
2025;40012;40023;23;Sacred Heart Catholic School;Geeveston;TAS;7116;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;25;1;21;1;26;1;19;1;26;1;18;1;14;0;;0;;0;;0;;0;;0;;0;;0;;149
2025;40014;40026;26;St Anthony's Catholic School;Riverside;TAS;7250;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;28;1;20;1;23;1;30;1;27;1;25;1;27;0;;0;;0;;0;;0;;0;;0;;0;;180
2025;40015;40027;27;St Peter Chanel Catholic School;Smithton;TAS;7330;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;20;1;19;1;21;1;18;1;17;1;17;1;13;0;;0;;0;;0;;0;;0;;0;;0;;125
2025;40016;40029;29;St Brigid's Catholic School;New Norfolk;TAS;7140;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;27;1;30;1;29;1;27;1;23;1;24;1;27;0;;0;;0;;0;;0;;0;;0;;0;;187
2025;40017;40030;30;St Brigid's Catholic School;Wynyard;TAS;7325;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;28;1;29;1;27;1;29;1;25;1;27;1;22;0;;0;;0;;0;;0;;0;;0;;0;;187
2025;40018;40031;31;St Cuthbert's Catholic School;Lindisfarne;TAS;7015;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;40;1;44;1;43;1;35;1;39;1;27;1;26;0;;0;;0;;0;;0;;0;;0;;0;;254
2025;40019;40036;36;St John's Catholic School;Richmond;TAS;7025;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;44;1;43;1;38;1;47;1;40;1;41;1;38;0;;0;;0;;0;;0;;0;;0;;0;;291
2025;40020;40038;38;St Joseph's Catholic School;Rosebery;TAS;7470;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;11;1;5;1;7;1;6;1;6;1;6;1;6;0;;0;;0;;0;;0;;0;;0;;0;;47
2025;40021;40039;39;St Joseph's Catholic School;Queenstown;TAS;7467;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;9;1;11;1;7;1;8;1;9;1;6;1;9;0;;0;;0;;0;;0;;0;;0;;0;;59
2025;40022;40040;40;St Mary's College;Hobart;TAS;7000;Catholic;Combined;School Single Entity;Individual Reporting;0;;1;36;1;35;1;35;1;56;1;59;1;67;1;76;1;132;1;136;1;112;1;112;1;47;1;48;0;;0;;951
2025;40023;40045;45;St Patrick's Catholic School;Latrobe;TAS;7307;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;27;1;25;1;23;1;18;1;15;1;23;1;27;0;;0;;0;;0;;0;;0;;0;;0;;158
2025;40024;40047;47;St Therese's Catholic School;Moonah;TAS;7009;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;31;1;29;1;31;1;29;1;29;1;27;1;31;0;;0;;0;;0;;0;;0;;0;;0;;207
2025;40025;40055;55;Hilliard Christian School;West Moonah;TAS;7009;Independent;Combined;School Single Entity;Individual Reporting;0;;1;18;1;18;1;24;1;24;1;23;1;24;1;25;1;21;1;22;1;36;1;13;0;;0;;0;;0;;248
2025;40026;40056;56;Star of the Sea Catholic College;George Town;TAS;7253;Catholic;Combined;School Single Entity;Individual Reporting;0;;1;14;1;9;1;13;1;21;1;14;1;23;1;15;1;18;1;15;1;14;1;25;0;;0;;0;;0;;181
2025;40027;40058;58;Stella Maris Catholic School;Burnie;TAS;7320;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;54;1;55;1;55;1;56;1;55;1;55;1;52;0;;0;;0;;0;;0;;0;;0;;0;;382
2025;40028;40059;59;The Friends' School;North Hobart;TAS;7000;Independent;Combined;School Head Campus;Rolled Reporting;0;;1;48;1;50;1;51;1;50;1;50;1;77;1;75;1;144;1;143;1;153;1;147;1;143;1;138;0;;0;;1269
2025;40029;40060;60;The Hutchins School;Sandy Bay;TAS;7005;Independent;Combined;School Single Entity;Individual Reporting;0;;1;32;1;29;1;42;1;41;1;56;1;64;1;70;1;110;1;100;1;111;1;122;1;103;1;106;0;;0;;986
2025;40030;42261;2261;The Cottage School;Bellerive;TAS;7018;Independent;Primary;School Single Entity;Individual Reporting;0;;1;12;1;11;1;10;1;13;1;10;1;9;1;12;0;;0;;0;;0;;0;;0;;0;;0;;77
2025;40031;42801;2801;Launceston Christian School;Riverside;TAS;7250;Independent;Combined;School Single Entity;Individual Reporting;0;;1;42;1;40;1;46;1;47;1;48;1;48;1;60;1;83;1;69;1;71;1;65;1;71;1;52;0;;0;;742
2025;40032;42802;2802;Leighland Christian School;Ulverstone;TAS;7315;Independent;Combined;School Head Campus;Rolled Reporting;0;;1;50;1;52;1;50;1;58;1;48;1;44;1;49;1;40;1;46;1;41;1;80;1;42;1;36;0;;0;;636
2025;40033;42803;2803;North West Christian School;Penguin;TAS;7316;Independent;Combined;School Single Entity;Individual Reporting;0;;1;10;1;5;1;8;1;12;1;12;1;15;1;11;1;18;1;11;1;7;1;9;1;3;1;2;0;;0;;123
2025;40035;42805;2805;St Michael's Collegiate School;Hobart;TAS;7000;Independent;Combined;School Head Campus;Rolled Reporting;0;;1;22;1;22;1;26;1;33;1;37;1;37;1;49;1;63;1;60;1;52;1;81;1;84;1;70;0;;0;;636
2025;40036;42809;2809;Scotch Oakburn College;Newstead;TAS;7250;Independent;Combined;School Head Campus;Rolled Reporting;0;;1;64;1;63;1;67;1;68;1;86;1;78;1;86;1;109;1;115;1;115;1;119;1;105;1;89;0;;0;;1164
2025;40037;42816;2816;John Paul II Catholic School;Clarendon Vale;TAS;7019;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;28;1;30;1;31;1;30;1;24;1;26;1;30;0;;0;;0;;0;;0;;0;;0;;0;;199
2025;40038;42818;2818;The Launceston Preparatory School;Launceston;TAS;7250;Independent;Primary;School Single Entity;Individual Reporting;0;;1;18;1;17;1;18;1;18;1;13;1;10;1;18;0;;0;;0;;0;;0;;0;;0;;0;;112
2025;40039;42819;2819;Eastside Lutheran College;Warrane;TAS;7018;Independent;Combined;School Single Entity;Individual Reporting;0;;1;16;1;16;1;17;1;19;1;14;1;28;1;24;1;30;1;38;1;34;1;17;0;;0;;0;;0;;253
2025;40041;44213;4213;St Thomas More's Catholic School;Newstead;TAS;7250;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;45;1;43;1;46;1;45;1;45;1;45;1;46;0;;0;;0;;0;;0;;0;;0;;0;;315
2025;40042;44505;4505;St Paul's Catholic School;Bridgewater;TAS;7030;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;27;1;24;1;21;1;29;1;28;1;24;1;25;0;;0;;0;;0;;0;;0;;0;;0;;178
2025;40043;45272;5272;Circular Head Christian School;Smithton;TAS;7330;Independent;Combined;School Single Entity;Individual Reporting;0;;1;18;1;14;1;17;1;21;1;12;1;24;1;23;1;26;1;28;1;26;1;27;1;16;1;13;0;;0;;265
2025;40044;45918;5918;Southern Christian College;Kingston;TAS;7050;Independent;Combined;School Single Entity;Individual Reporting;0;;1;18;1;17;1;28;1;20;1;19;1;27;1;22;1;36;1;49;1;21;1;39;1;4;1;12;0;;0;;312
2025;40045;46592;6592;Brooks High School;Rocherlea;TAS;7248;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;103;1;119;1;118;1;106;1;1;1;4;0;;0;;451
2025;40046;46593;6593;Flinders Island District High School;Whitemark;TAS;7255;Government;Combined;School Single Entity;Individual Reporting;1;6;1;6;1;6;1;6;1;9;1;13;1;12;1;6;1;16;1;4;1;4;1;7;1;;1;;0;;0;;95
2025;40047;46595;6595;Lilydale District School;Lilydale;TAS;7268;Government;Combined;School Single Entity;Individual Reporting;1;20;1;22;1;19;1;17;1;25;1;19;1;29;1;29;1;22;1;22;1;22;1;25;1;11;1;9;0;;0;;291
2025;40048;46596;6596;Ravenswood Heights Primary School;Ravenswood;TAS;7250;Government;Primary;School Single Entity;Individual Reporting;1;32;1;33;1;29;1;32;1;32;1;28;1;40;1;38;0;;0;;0;;0;;0;;0;;0;;0;;264
2025;40049;46597;6597;Scottsdale High School;Scottsdale;TAS;7260;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;55;1;49;1;66;1;61;1;26;1;3;0;;0;;260
2025;40050;46600;6600;Parklands High School;Romaine;TAS;7320;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;107;1;91;1;94;1;109;1;3;1;4;0;;0;;408
2025;40051;46601;6601;Reece High School;Devonport;TAS;7310;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;131;1;130;1;134;1;121;1;4;0;;0;;0;;520
2025;40052;46602;6602;Ulverstone Secondary College;Ulverstone;TAS;7315;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;96;1;111;1;94;1;113;1;59;1;31;0;;0;;504
2025;40053;46603;6603;Wynyard High School;Wynyard;TAS;7325;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;45;1;57;1;60;1;54;1;4;1;2;0;;0;;222
2025;40054;46604;6604;Cosgrove High School;Glenorchy;TAS;7010;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;82;1;86;1;75;1;68;1;1;1;1;0;;0;;313
2025;40056;46608;6608;Dover District School;Dover;TAS;7117;Government;Combined;School Single Entity;Individual Reporting;1;8;1;9;1;11;1;13;1;8;1;8;1;8;1;6;1;20;1;15;1;18;1;12;1;6;1;2;0;;0;;144
2025;40057;46609;6609;Geeveston Primary School;Geeveston;TAS;7116;Government;Primary;School Single Entity;Individual Reporting;1;5;1;7;1;1;1;4;1;3;1;5;1;4;1;12;0;;0;;0;;0;;0;;0;;0;;0;;41
2025;40058;46610;6610;Huonville High School;Huonville;TAS;7109;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;61;1;45;1;58;1;63;1;35;1;19;0;;0;;281
2025;40059;46611;6611;Bayview Secondary College;Rokeby;TAS;7019;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;69;1;83;1;65;1;88;1;32;1;20;0;;0;;357
2025;40060;46614;6614;Bothwell District High School;Bothwell;TAS;7030;Government;Combined;School Single Entity;Individual Reporting;1;4;1;2;1;11;1;4;1;9;1;9;1;3;1;5;1;6;1;6;1;10;1;3;1;4;1;2;0;;0;;78
2025;40061;46615;6615;Deloraine High School;Deloraine;TAS;7304;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;45;1;67;1;64;1;52;1;5;1;2;0;;0;;235
2025;40062;46616;6616;Glenora District School;Glenora;TAS;7140;Government;Combined;School Single Entity;Individual Reporting;1;6;1;12;1;13;1;15;1;10;1;15;1;18;1;18;1;23;1;15;1;23;1;19;1;11;1;5;0;;0;;203
2025;40063;46618;6618;New Norfolk High School;New Norfolk;TAS;7140;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;82;1;67;1;77;1;75;1;9;1;9;0;;0;;319
2025;40064;46619;6619;Oatlands District High School;Oatlands;TAS;7120;Government;Combined;School Single Entity;Individual Reporting;1;14;1;17;1;21;1;15;1;16;1;13;1;8;1;12;1;15;1;15;1;28;1;20;1;1;1;3;0;;0;;198
2025;40066;46621;6621;Rosebery District School;Rosebery;TAS;7470;Government;Combined;School Single Entity;Individual Reporting;1;1;1;6;1;4;1;2;1;7;1;5;1;;1;1;1;8;1;11;1;6;1;12;1;;1;;0;;0;;63
2025;40067;46622;6622;St Helens District High School;St Helens;TAS;7216;Government;Combined;School Single Entity;Individual Reporting;1;39;1;31;1;35;1;46;1;39;1;49;1;40;1;41;1;34;1;47;1;44;1;42;1;13;1;5;0;;0;;505
2025;40068;46623;6623;St Marys District School;St Marys;TAS;7215;Government;Combined;School Head Campus;Individual Reporting;1;10;1;17;1;8;1;13;1;13;1;12;1;19;1;17;1;18;1;21;1;27;1;30;1;8;1;2;0;;0;;215
2025;40069;46624;6624;Triabunna District School;Triabunna;TAS;7190;Government;Combined;School Single Entity;Individual Reporting;1;5;1;7;1;5;1;6;1;11;1;7;1;11;1;7;1;21;1;21;1;22;1;19;1;7;1;2;0;;0;;151
2025;40070;46777;6777;Burnie High School;Cooee;TAS;7320;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;128;1;133;1;112;1;122;1;4;1;3;0;;0;;502
2025;40071;46778;6778;Campbell Town District High School;Campbell Town;TAS;7210;Government;Combined;School Single Entity;Individual Reporting;1;11;1;17;1;23;1;18;1;28;1;14;1;14;1;16;1;13;1;11;1;10;1;7;1;7;1;4;0;;0;;193
2025;40072;46779;6779;Cressy District High School;Cressy;TAS;7302;Government;Combined;School Single Entity;Individual Reporting;1;17;1;22;1;21;1;27;1;24;1;23;1;22;1;26;1;67;1;60;1;62;1;44;1;;1;;0;;0;;415
2025;40073;46780;6780;Dunalley Primary School;Dunalley;TAS;7177;Government;Primary;School Single Entity;Individual Reporting;1;15;1;22;1;17;1;11;1;21;1;19;1;13;1;18;0;;0;;0;;0;;0;;0;;0;;0;;136
2025;40074;46781;6781;Exeter High School;Exeter;TAS;7275;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;71;1;73;1;79;1;91;1;3;1;8;0;;0;;325
2025;40075;46783;6783;King Island District High School;Currie;TAS;7256;Government;Combined;School Single Entity;Individual Reporting;1;12;1;25;1;12;1;19;1;14;1;14;1;13;1;8;1;16;1;18;1;9;1;10;1;;1;;0;;0;;170
2025;40076;46784;6784;Kingston High School;Kingston;TAS;7050;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;110;1;156;1;150;1;144;1;15;1;2;0;;0;;577
2025;40077;46785;6785;Kings Meadows High School;Kings Meadows;TAS;7249;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;143;1;140;1;137;1;140;1;3;1;4;0;;0;;567
2025;40080;46788;6788;Prospect High School;Prospect;TAS;7250;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;157;1;159;1;122;1;125;1;4;1;5;0;;0;;572
2025;40081;46789;6789;Riverside High School;Riverside;TAS;7250;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;123;1;190;1;134;1;169;1;8;0;;0;;0;;624
2025;40082;46792;6792;Smithton High School;Smithton;TAS;7330;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;54;1;66;1;57;1;68;1;29;1;9;0;;0;;283
2025;40083;46793;6793;Sorell School;Sorell;TAS;7172;Government;Combined;School Single Entity;Individual Reporting;1;36;1;50;1;42;1;43;1;45;1;60;1;44;1;67;1;92;1;91;1;83;1;83;1;31;1;25;0;;0;;792
2025;40084;46794;6794;Taroona High School;Taroona;TAS;7053;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;285;1;262;1;274;1;265;1;26;1;22;0;;0;;1134
2025;40085;46795;6795;Tasman District School;Nubeena;TAS;7184;Government;Combined;School Single Entity;Individual Reporting;1;13;1;15;1;7;1;11;1;10;1;10;1;9;1;12;1;18;1;9;1;15;1;18;1;3;1;2;0;;0;;152
2025;40086;46796;6796;Winnaleah District High School;Winnaleah;TAS;7265;Government;Combined;School Single Entity;Individual Reporting;1;6;1;8;1;5;1;8;1;8;1;8;1;13;1;11;1;8;1;9;1;12;1;7;1;4;1;4;0;;0;;111
2025;40087;46797;6797;Woodbridge School;Woodbridge;TAS;7162;Government;Combined;School Single Entity;Individual Reporting;1;18;1;15;1;20;1;19;1;23;1;24;1;24;1;21;1;55;1;25;1;46;1;45;1;1;1;;0;;0;;336
2025;40088;46798;6798;Yolla District School;Yolla;TAS;7325;Government;Combined;School Single Entity;Individual Reporting;1;6;1;2;1;6;1;8;1;7;1;8;1;13;1;12;1;5;1;7;1;10;1;9;1;12;1;5;0;;0;;110
2025;40090;88089;17543;North West Support School;Acton;TAS;7320;Government;Special;School Head Campus;Rolled Reporting;1;7;1;10;1;9;1;6;1;11;1;14;1;12;1;5;1;11;1;10;1;9;1;6;1;11;1;11;0;;0;;132
2025;40092;46835;6835;Invermay Primary School;Invermay;TAS;7248;Government;Primary;School Single Entity;Individual Reporting;1;31;1;36;1;37;1;45;1;39;1;33;1;37;1;37;0;;0;;0;;0;;0;;0;;0;;0;;295
2025;40093;46836;6836;Mowbray Heights Primary School;Mowbray;TAS;7248;Government;Primary;School Single Entity;Individual Reporting;1;54;1;63;1;60;1;59;1;73;1;63;1;58;1;64;0;;0;;0;;0;;0;;0;;0;;0;;494
2025;40096;46841;6841;Rose Bay High School;Rose Bay;TAS;7015;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;123;1;128;1;137;1;145;0;;0;;0;;0;;533
2025;40097;46842;6842;Queechy High School;Norwood;TAS;7250;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;108;1;157;1;134;1;152;1;9;1;15;0;;0;;575
2025;40098;46843;6843;Devonport High School;Devonport;TAS;7310;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;79;1;86;1;74;1;77;1;19;1;7;0;;0;;342
2025;40099;46887;6887;Sacred Heart Catholic School;Launceston;TAS;7250;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;58;1;53;1;54;1;57;1;56;1;56;1;56;0;;0;;0;;0;;0;;0;;0;;0;;390
2025;40100;48051;8051;Albuera Street Primary School;Battery Point;TAS;7004;Government;Primary;School Single Entity;Individual Reporting;1;25;1;36;1;24;1;35;1;30;1;44;1;24;1;34;0;;0;;0;;0;;0;;0;;0;;0;;252
2025;40101;48052;8052;Campbell Street Primary School;North Hobart;TAS;7000;Government;Primary;School Single Entity;Individual Reporting;1;20;1;33;1;30;1;32;1;26;1;27;1;21;1;30;0;;0;;0;;0;;0;;0;;0;;0;;219
2025;40102;48060;8060;Goulburn Street Primary School;West Hobart;TAS;7000;Government;Primary;School Single Entity;Individual Reporting;1;21;1;30;1;28;1;25;1;28;1;34;1;24;1;28;0;;0;;0;;0;;0;;0;;0;;0;;218
2025;40103;48062;8062;Lansdowne Crescent Primary School;West Hobart;TAS;7000;Government;Primary;School Single Entity;Individual Reporting;1;44;1;54;1;44;1;55;1;52;1;54;1;50;1;51;0;;0;;0;;0;;0;;0;;0;;0;;404
2025;40104;48063;8063;Mount Stuart Primary School;Mount Stuart;TAS;7000;Government;Primary;School Single Entity;Individual Reporting;1;46;1;38;1;41;1;52;1;36;1;46;1;36;1;45;0;;0;;0;;0;;0;;0;;0;;0;;340
2025;40105;48064;8064;South Hobart Primary School;South Hobart;TAS;7004;Government;Primary;School Single Entity;Individual Reporting;1;43;1;43;1;46;1;49;1;65;1;52;1;73;1;65;0;;0;;0;;0;;0;;0;;0;;0;;436
2025;40106;48065;8065;Princes Street Primary School;Sandy Bay;TAS;7005;Government;Primary;School Single Entity;Individual Reporting;1;40;1;38;1;42;1;42;1;53;1;46;1;42;1;40;0;;0;;0;;0;;0;;0;;0;;0;;343
2025;40107;48066;8066;Waimea Heights Primary School;Sandy Bay;TAS;7005;Government;Primary;School Single Entity;Individual Reporting;1;24;1;45;1;28;1;42;1;58;1;60;1;58;1;44;0;;0;;0;;0;;0;;0;;0;;0;;359
2025;40108;48067;8067;Taroona Primary School;Taroona;TAS;7053;Government;Primary;School Single Entity;Individual Reporting;1;33;1;27;1;28;1;42;1;35;1;29;1;38;1;42;0;;0;;0;;0;;0;;0;;0;;0;;274
2025;40109;48068;8068;Mount Nelson Primary School;Mount Nelson;TAS;7007;Government;Primary;School Single Entity;Individual Reporting;1;23;1;29;1;29;1;35;1;32;1;29;1;27;1;29;0;;0;;0;;0;;0;;0;;0;;0;;233
2025;40110;48069;8069;Lenah Valley Primary School;Lenah Valley;TAS;7008;Government;Primary;School Single Entity;Individual Reporting;1;53;1;68;1;65;1;64;1;70;1;69;1;69;1;67;0;;0;;0;;0;;0;;0;;0;;0;;525
2025;40112;48071;8071;New Town Primary School;New Town;TAS;7008;Government;Primary;School Single Entity;Individual Reporting;1;27;1;45;1;23;1;30;1;51;1;32;1;46;1;51;0;;0;;0;;0;;0;;0;;0;;0;;305
2025;40113;48072;8072;Bowen Road Primary School;Moonah;TAS;7009;Government;Primary;School Single Entity;Individual Reporting;1;28;1;26;1;23;1;23;1;30;1;30;1;33;1;19;0;;0;;0;;0;;0;;0;;0;;0;;212
2025;40114;48073;8073;Goodwood Primary School;Derwent Park;TAS;7009;Government;Primary;School Single Entity;Individual Reporting;1;13;1;11;1;15;1;17;1;16;1;13;1;9;1;7;0;;0;;0;;0;;0;;0;;0;;0;;101
2025;40115;48074;8074;Moonah Primary School;Derwent Park;TAS;7009;Government;Primary;School Single Entity;Individual Reporting;1;39;1;30;1;19;1;29;1;22;1;20;1;27;1;28;0;;0;;0;;0;;0;;0;;0;;0;;214
2025;40116;48128;8128;Springfield Gardens Primary School;West Moonah;TAS;7009;Government;Primary;School Single Entity;Individual Reporting;1;20;1;23;1;20;1;18;1;25;1;24;1;29;1;33;0;;0;;0;;0;;0;;0;;0;;0;;192
2025;40119;48133;8133;Rosetta Primary School;Rosetta;TAS;7010;Government;Primary;School Single Entity;Individual Reporting;1;36;1;30;1;35;1;30;1;50;1;41;1;39;1;48;0;;0;;0;;0;;0;;0;;0;;0;;309
2025;40123;48168;8168;Collinsvale Primary School;Collinsvale;TAS;7012;Government;Primary;School Single Entity;Individual Reporting;1;10;1;8;1;6;1;13;1;6;1;8;1;4;1;7;0;;0;;0;;0;;0;;0;;0;;0;;62
2025;40125;48170;8170;Lindisfarne North Primary School;Geilston Bay;TAS;7015;Government;Primary;School Single Entity;Individual Reporting;1;38;1;34;1;39;1;39;1;43;1;48;1;42;1;38;0;;0;;0;;0;;0;;0;;0;;0;;321
2025;40126;48171;8171;Lindisfarne Primary School;Lindisfarne;TAS;7015;Government;Primary;School Single Entity;Individual Reporting;1;33;1;37;1;41;1;45;1;44;1;36;1;51;1;44;0;;0;;0;;0;;0;;0;;0;;0;;331
2025;40127;48172;8172;Risdon Vale Primary School;Risdon Vale;TAS;7016;Government;Primary;School Single Entity;Individual Reporting;1;19;1;16;1;19;1;24;1;23;1;32;1;16;1;23;0;;0;;0;;0;;0;;0;;0;;0;;172
2025;40128;48173;8173;Bellerive Primary School;Bellerive;TAS;7018;Government;Primary;School Single Entity;Individual Reporting;1;65;1;49;1;51;1;60;1;61;1;53;1;61;1;58;0;;0;;0;;0;;0;;0;;0;;0;;458
2025;40129;48174;8174;Clarence High School;Bellerive;TAS;7018;Government;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;161;1;145;1;143;1;174;1;1;1;2;0;;0;;626
2025;40130;48177;8177;Howrah Primary School;Howrah;TAS;7018;Government;Primary;School Single Entity;Individual Reporting;1;63;1;86;1;87;1;71;1;73;1;90;1;88;1;72;0;;0;;0;;0;;0;;0;;0;;0;;630
2025;40131;48178;8178;Montagu Bay Primary School;Montagu Bay;TAS;7018;Government;Primary;School Single Entity;Individual Reporting;1;37;1;46;1;41;1;32;1;40;1;49;1;40;1;33;0;;0;;0;;0;;0;;0;;0;;0;;318
2025;40132;48180;8180;Warrane Primary School;Warrane;TAS;7018;Government;Primary;School Single Entity;Individual Reporting;1;18;1;20;1;17;1;30;1;21;1;19;1;15;1;18;0;;0;;0;;0;;0;;0;;0;;0;;158
2025;40133;48181;8181;Clarendon Vale Primary School;Clarendon Vale;TAS;7019;Government;Primary;School Single Entity;Individual Reporting;1;14;1;15;1;12;1;18;1;16;1;21;1;17;1;11;0;;0;;0;;0;;0;;0;;0;;0;;124
