Calendar Year;ACARA SML ID;Location AGE ID;School AGE ID;School Name;Suburb;State;Postcode;School Sector;School Type;Campus Type;Rolled Reporting Description;Two years before Year 1 Offered;Two years before Year 1 Enrolments;One year before Year 1 Offered;One year before Year 1 Enrolments;Year 1 Offered;Year 1 Enrolments;Year 2 Offered;Year 2 Enrolments;Year 3 Offered;Year 3 Enrolments;Year 4 Offered;Year 4 Enrolments;Year 5 Offered;Year 5 Enrolments;Year 6 Offered;Year 6 Enrolments;Year 7 Offered;Year 7 Enrolments;Year 8 Offered;Year 8 Enrolments;Year 9 Offered;Year 9 Enrolments;Year 10 Offered;Year 10 Enrolments;Year 11 Offered;Year 11 Enrolments;Year 12 Offered;Year 12 Enrolments;Primary Ungraded Offered;Primary Ungraded Enrolments;Secondary Ungraded Offered;Secondary Ungraded Enrolments;Total Enrolments
2025;43296;41667;1667;St James' Primary School;Muswellbrook;NSW;2333;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;52;1;55;1;49;1;49;1;47;1;50;1;43;0;;0;;0;;0;;0;;0;;0;;0;;345
2025;43297;41865;1865;St Mary's Primary School;Scone;NSW;2337;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;18;1;15;1;19;1;22;1;18;1;20;1;26;0;;0;;0;;0;;0;;0;;0;;0;;138
2025;43298;41515;1515;Our Lady of Victories Primary School;Shortland;NSW;2307;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;22;1;15;1;26;1;13;1;17;1;19;1;18;0;;0;;0;;0;;0;;0;;0;;0;;130
2025;43299;57917;17917;St Catherine's Catholic College;Singleton;NSW;2330;Catholic;Combined;School Head Campus;Individual Reporting;0;;1;75;1;56;1;53;1;70;1;63;1;96;1;83;1;112;1;93;1;107;1;90;1;66;1;46;0;;0;;1010
2025;43300;41927;1927;St Patrick's Primary School;Swansea;NSW;2281;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;25;1;25;1;21;1;26;1;21;1;21;1;26;0;;0;;0;;0;;0;;0;;0;;0;;165
2025;43301;41490;1490;Our Lady of Lourdes Primary School;Tarro;NSW;2322;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;45;1;32;1;34;1;29;1;46;1;26;1;48;0;;0;;0;;0;;0;;0;;0;;0;;260
2025;43302;41360;1360;Corpus Christi Primary School;Waratah;NSW;2298;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;19;1;20;1;23;1;24;1;28;1;25;1;30;0;;0;;0;;0;;0;;0;;0;;0;;169
2025;43303;41745;1745;St Francis Xavier's Primary School;Belmont;NSW;2280;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;14;1;24;1;15;1;20;1;19;1;14;1;18;0;;0;;0;;0;;0;;0;;0;;0;;124
2025;43304;41754;1754;St Kevin's Primary School;Cardiff;NSW;2285;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;18;1;11;1;22;1;24;1;24;1;19;1;12;0;;0;;0;;0;;0;;0;;0;;0;;130
2025;43305;41755;1755;St Joseph's Primary School;Charlestown;NSW;2290;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;53;1;59;1;45;1;52;1;57;1;41;1;54;0;;0;;0;;0;;0;;0;;0;;0;;361
2025;43306;41773;1773;St Joseph's Primary School;East Maitland;NSW;2323;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;59;1;60;1;62;1;63;1;60;1;68;1;77;0;;0;;0;;0;;0;;0;;0;;0;;449
2025;43307;41666;1666;St James' Primary School;Kotara South;NSW;2289;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;48;1;54;1;42;1;44;1;49;1;56;1;41;0;;0;;0;;0;;0;;0;;0;;0;;334
2025;43308;41792;1792;St Joseph's Primary School;Kilaben Bay;NSW;2283;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;28;1;28;1;18;1;34;1;33;1;26;1;27;0;;0;;0;;0;;0;;0;;0;;0;;194
2025;43309;41698;1698;St Patrick's Primary School;Lochinvar;NSW;2321;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;73;1;83;1;85;1;81;1;81;1;88;1;86;0;;0;;0;;0;;0;;0;;0;;0;;577
2025;43310;43008;3008;St Dominic's Catholic College;Mayfield;NSW;2304;Catholic;Special;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;22;1;21;43
2025;43311;41726;1726;St Joseph's Primary School;Merewether;NSW;2291;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;48;1;49;1;60;1;60;1;59;1;59;1;52;0;;0;;0;;0;;0;;0;;0;;0;;387
2025;43312;41397;1397;Holy Family Primary School;Merewether Beach;NSW;2291;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;18;1;27;1;25;1;25;1;31;1;33;1;39;0;;0;;0;;0;;0;;0;;0;;0;;198
2025;43313;41610;1610;St Brigid's Primary School;Raymond Terrace;NSW;2324;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;57;1;48;1;57;1;52;1;58;1;55;1;50;0;;0;;0;;0;;0;;0;;0;;0;;377
2025;43314;41942;1942;St Paul's Primary School;Rutherford;NSW;2320;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;52;1;53;1;57;1;55;1;53;1;47;1;53;0;;0;;0;;0;;0;;0;;0;;0;;370
2025;43315;41931;1931;St Patrick's Primary School;Wallsend;NSW;2287;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;44;1;40;1;53;1;48;1;42;1;56;1;40;0;;0;;0;;0;;0;;0;;0;;0;;323
2025;43316;41866;1866;St Mary's Primary School;Warners Bay;NSW;2282;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;55;1;61;1;60;1;62;1;59;1;60;0;;0;;0;;0;;0;;0;;0;;0;;418
2025;43317;77182;85203;St Joseph's College;Lochinvar;NSW;2321;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;205;1;203;1;193;1;171;1;103;1;98;0;;0;;973
2025;43319;41995;1995;San Clemente Catholic College;Mayfield;NSW;2304;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;142;1;169;1;170;1;124;0;;0;;0;;0;;605
2025;43320;42025;2025;St Clare's High School;Taree;NSW;2430;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;118;1;138;1;118;1;120;1;69;1;67;0;;0;;630
2025;43321;41737;1737;St Joseph's Catholic College;Aberdeen;NSW;2336;Catholic;Secondary;School Head Campus;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;147;1;142;1;128;1;113;1;79;1;76;0;;0;;685
2025;43322;41953;1953;Trinity Catholic College;Adamstown;NSW;2289;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;180;1;176;1;229;1;224;1;40;0;;0;;0;;849
2025;43323;41832;1832;St Mary's Catholic College;Gateshead;NSW;2290;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;206;1;180;1;173;1;165;1;140;1;125;0;;0;;989
2025;43324;44069;4069;St Paul's Catholic College;Booragul;NSW;2284;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;118;1;136;1;124;1;88;1;96;1;74;0;;0;;636
2025;43325;44026;4026;Holy Spirit College;Bellambi;NSW;2518;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;228;1;229;1;233;1;193;1;195;1;171;0;;0;;1249
2025;43326;42360;2360;John Therry Catholic College;Rosemeadow;NSW;2560;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;201;1;196;1;196;1;186;1;155;1;123;0;;0;;1057
2025;43327;45527;5527;Mount Carmel Catholic College;Varroville;NSW;2566;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;221;1;201;1;200;1;192;1;171;1;157;0;;0;;1142
2025;43328;53178;13178;St John the Evangelist Catholic High School;Nowra;NSW;2541;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;178;1;176;1;174;1;164;1;134;1;109;0;;0;;935
2025;43329;42387;2387;St Joseph's Catholic High School;Albion Park;NSW;2527;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;157;1;147;1;142;1;123;1;100;1;67;0;;0;;736
2025;43330;55795;15795;Magdalene Catholic College;Smeaton Grange;NSW;2567;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;208;1;203;1;209;1;199;1;165;1;153;0;;0;;1137
2025;43331;41938;1938;St Paul's Catholic Primary School;Albion Park;NSW;2527;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;62;1;59;1;53;1;56;1;55;1;53;0;;0;;0;;0;;0;;0;;0;;0;;399
2025;43332;42306;2306;St Thomas Aquinas Catholic Primary School;Bowral;NSW;2576;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;27;1;26;1;26;1;27;1;28;1;37;1;48;0;;0;;0;;0;;0;;0;;0;;0;;219
2025;43333;41751;1751;St Joseph's Catholic Primary School;Bulli;NSW;2516;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;59;1;58;1;61;1;55;1;60;1;59;1;60;0;;0;;0;;0;;0;;0;;0;;0;;412
2025;43334;41939;1939;St Paul's Catholic Primary School;Camden;NSW;2570;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;97;1;91;1;85;1;93;1;88;1;88;1;80;0;;0;;0;;0;;0;;0;;0;;0;;622
2025;43335;41678;1678;St John The Evangelist Catholic Primary School;Campbelltown;NSW;2560;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;85;1;87;1;75;1;80;1;81;1;66;1;80;0;;0;;0;;0;;0;;0;;0;;0;;554
2025;43336;41630;1630;St Columbkille's Catholic Primary School;Corrimal;NSW;2518;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;48;1;46;1;48;1;46;1;50;1;48;1;53;0;;0;;0;;0;;0;;0;;0;;0;;339
2025;43337;41679;1679;St John's Catholic Primary School;Dapto;NSW;2530;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;94;1;91;1;95;1;91;1;94;1;75;1;83;0;;0;;0;;0;;0;;0;;0;;0;;623
2025;43338;45539;5539;Mary Immaculate Catholic Primary School;Eagle Vale;NSW;2558;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;88;1;87;1;83;1;80;1;87;1;82;1;88;0;;0;;0;;0;;0;;0;;0;;0;;595
2025;43340;41602;1602;St Brigid's Catholic Primary School;Gwynneville;NSW;2500;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;25;1;31;1;22;1;29;1;30;1;17;1;21;0;;0;;0;;0;;0;;0;;0;;0;;175
2025;43341;41391;1391;Holy Cross Catholic Primary School;Helensburgh;NSW;2508;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;27;1;31;1;26;1;30;1;26;1;20;1;24;0;;0;;0;;0;;0;;0;;0;;0;;184
2025;43342;42388;2388;Holy Family Catholic Primary School;Ingleburn;NSW;2565;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;60;1;57;1;58;1;60;1;55;1;56;1;51;0;;0;;0;;0;;0;;0;;0;;0;;397
2025;43343;41704;1704;Ss Peter and Paul Catholic Primary School;Kiama;NSW;2533;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;56;1;48;1;51;1;61;1;55;1;51;1;41;0;;0;;0;;0;;0;;0;;0;;0;;363
2025;43344;41871;1871;St Mary's Star of the Sea Catholic Primary School;Milton;NSW;2538;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;21;1;19;1;15;1;23;1;13;1;19;1;15;0;;0;;0;;0;;0;;0;;0;;0;;125
2025;43345;41889;1889;St Michael's Catholic Primary School;Mittagong;NSW;2575;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;24;1;26;1;28;1;28;1;23;1;26;1;25;0;;0;;0;;0;;0;;0;;0;;0;;180
2025;43346;41941;1941;St Paul's Catholic Primary School;Moss Vale;NSW;2577;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;30;1;28;1;28;1;30;1;27;1;18;1;27;0;;0;;0;;0;;0;;0;;0;;0;;188
2025;43347;53984;13984;St Clare's Catholic Primary School;Narellan Vale;NSW;2567;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;116;1;119;1;90;1;89;1;89;1;92;1;90;0;;0;;0;;0;;0;;0;;0;;0;;685
2025;43348;41891;1891;St Michael's Catholic Primary School;Nowra;NSW;2541;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;85;1;76;1;78;1;77;1;81;1;60;1;80;0;;0;;0;;0;;0;;0;;0;;0;;537
2025;43349;42319;2319;St Anthony's Catholic Primary School;Picton;NSW;2571;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;58;1;61;1;72;1;62;1;51;1;54;1;52;0;;0;;0;;0;;0;;0;;0;;0;;410
2025;43350;41925;1925;St Patrick's Catholic Primary School;Port Kembla;NSW;2505;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;26;1;28;1;25;1;23;1;23;1;22;1;30;0;;0;;0;;0;;0;;0;;0;;0;;177
2025;43351;46844;6844;Our Lady Help of Christians Catholic Primary School;Rosemeadow;NSW;2560;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;30;1;25;1;23;1;40;1;25;1;30;1;29;0;;0;;0;;0;;0;;0;;0;;0;;202
2025;43352;42349;2349;St Thomas More Catholic Primary School;Campbelltown;NSW;2560;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;52;1;55;1;40;1;54;1;49;1;38;1;53;0;;0;;0;;0;;0;;0;;0;;0;;341
2025;43353;42013;2013;Stella Maris Catholic Primary School;Shellharbour;NSW;2529;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;57;1;61;1;58;1;56;1;61;1;58;1;54;0;;0;;0;;0;;0;;0;;0;;0;;405
2025;43354;41893;1893;St Michael's Catholic Primary School;Thirroul;NSW;2515;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;29;1;28;1;25;1;23;1;32;1;24;1;22;0;;0;;0;;0;;0;;0;;0;;0;;183
2025;43355;41957;1957;St Pius X Catholic Primary School;Unanderra;NSW;2526;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;63;1;56;1;60;1;58;1;48;1;40;1;46;0;;0;;0;;0;;0;;0;;0;;0;;371
2025;43356;41646;1646;St Francis of Assisi Catholic Primary School;Warrawong;NSW;2502;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;22;1;20;1;23;1;22;1;19;1;22;1;21;0;;0;;0;;0;;0;;0;;0;;0;;149
2025;43357;41973;1973;St Therese Catholic Primary School;Mangerton;NSW;2500;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;60;1;42;1;51;1;57;1;54;1;48;1;56;0;;0;;0;;0;;0;;0;;0;;0;;368
2025;43359;54661;14661;Nazareth Catholic Primary School;Shellharbour City;NSW;2529;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;62;1;59;1;60;1;61;1;55;1;55;0;;0;;0;;0;;0;;0;;0;;0;;413
2025;43360;58143;18143;Corpus Christi Catholic High School;Oak Flats;NSW;2529;Catholic;Secondary;School Single Entity;Individual Reporting;0;;0;;0;;0;;0;;0;;0;;0;;1;209;1;199;1;206;1;191;1;178;1;143;0;;0;;1126
2025;43361;41597;1597;St Brendan's Catholic Primary School;Annandale;NSW;2038;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;23;1;25;1;23;1;17;1;27;1;20;1;20;0;;0;;0;;0;;0;;0;;0;;0;;155
2025;43362;41650;1650;St Francis Xavier's Catholic Primary School;Arncliffe;NSW;2205;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;45;1;40;1;53;1;45;1;39;1;38;1;32;0;;0;;0;;0;;0;;0;;0;;0;;292
2025;43363;41319;1989;St Vincent's College Ashfield;Ashfield;NSW;2131;Catholic;Combined;School Head Campus;Rolled Reporting;0;;1;11;1;22;1;24;1;29;1;23;1;51;1;42;1;162;1;183;1;136;1;144;1;131;1;134;0;;0;;1092
2025;43364;41677;1677;St John's Catholic Primary School;Auburn;NSW;2144;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;60;1;55;1;53;1;46;1;62;1;45;1;32;0;;0;;0;;0;;0;;0;;0;;0;;353
2025;43365;41802;1802;St Joseph the Worker Catholic Primary School;Auburn South;NSW;2144;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;19;1;20;1;13;1;17;1;15;1;12;1;17;0;;0;;0;;0;;0;;0;;0;;0;;113
2025;43366;54805;14805;Fr John Therry Catholic Primary School Balmain - Rozelle;Balmain;NSW;2041;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;51;1;61;1;53;1;54;1;39;1;43;1;48;0;;0;;0;;0;;0;;0;;0;;0;;349
2025;43367;41639;1639;St Felix Catholic Primary School;Bankstown;NSW;2200;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;81;1;85;1;89;1;87;1;81;1;72;1;83;0;;0;;0;;0;;0;;0;;0;;0;;578
2025;43368;41598;1598;St Brendan's Catholic Primary School;Bankstown;NSW;2200;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;57;1;62;1;72;1;72;1;58;1;61;0;;0;;0;;0;;0;;0;;0;;0;;443
2025;43369;41881;1881;St Michael's Catholic Primary School;Belfield;NSW;2191;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;28;1;42;1;40;1;40;1;44;1;20;1;25;0;;0;;0;;0;;0;;0;;0;;0;;239
2025;43370;41746;1746;St Joseph's Catholic Primary School;Belmore;NSW;2192;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;53;1;36;1;28;1;37;1;22;1;26;1;30;0;;0;;0;;0;;0;;0;;0;;0;;232
2025;43371;41532;1532;Regina Coeli Catholic Primary School;Beverly Hills;NSW;2209;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;95;1;91;1;95;1;95;1;88;1;94;1;79;0;;0;;0;;0;;0;;0;;0;;0;;637
2025;43372;41657;1657;St Gabriel's Catholic Primary School Bexley;Bexley;NSW;2207;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;17;1;24;1;26;1;28;1;29;1;26;1;29;0;;0;;0;;0;;0;;0;;0;;0;;179
2025;43373;41449;1449;Mater Dei Catholic Primary School;Blakehurst;NSW;2221;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;50;1;60;1;64;1;58;1;61;1;55;1;52;0;;0;;0;;0;;0;;0;;0;;0;;400
2025;43374;41571;1571;Galilee Catholic Primary School;Bondi Beach;NSW;2026;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;19;1;14;1;16;1;12;1;12;1;7;1;8;0;;0;;0;;0;;0;;0;;0;;0;;88
2025;43375;41388;1388;Holy Cross Catholic Primary School;Woollahra;NSW;2022;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;25;1;41;1;28;1;29;1;26;1;27;1;20;0;;0;;0;;0;;0;;0;;0;;0;;196
2025;43376;53344;13344;John the Baptist Catholic Primary School;Bonnyrigg Heights;NSW;2177;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;113;1;121;1;123;1;125;1;123;1;121;1;117;0;;0;;0;;0;;0;;0;;0;;0;;843
2025;43377;41498;1498;Our Lady of Mt Carmel Catholic Primary School Mount Pritchard;Bonnyrigg;NSW;2177;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;120;1;121;1;119;1;111;1;116;1;117;1;115;0;;0;;0;;0;;0;;0;;0;;0;;819
2025;43378;45352;5352;Mary Immaculate Catholic Primary School;Bossley Park;NSW;2176;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;83;1;89;1;95;1;96;1;93;1;90;1;95;0;;0;;0;;0;;0;;0;;0;;0;;641
2025;43379;41594;1594;St Bernard's Catholic Primary School;Botany;NSW;2019;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;57;1;57;1;50;1;32;1;31;1;31;1;29;0;;0;;0;;0;;0;;0;;0;;0;;287
2025;43380;41980;1980;St Thomas More's Catholic Primary School Brighton Le Sands;Brighton-Le-Sands;NSW;2216;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;31;1;29;1;30;1;28;1;29;1;27;1;24;0;;0;;0;;0;;0;;0;;0;;0;;198
2025;43381;41541;1541;Sacred Heart Catholic Primary School Cabramatta;Cabramatta;NSW;2166;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;95;1;89;1;94;1;86;1;86;1;82;1;90;0;;0;;0;;0;;0;;0;;0;;0;;622
2025;43382;41876;1876;St Mel's Catholic Primary School;Campsie;NSW;2194;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;57;1;59;1;59;1;42;1;45;1;43;1;40;0;;0;;0;;0;;0;;0;;0;;0;;345
2025;43383;41482;1482;Our Lady of Fatima Catholic Primary School;Caringbah;NSW;2229;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;96;1;86;1;91;1;81;1;77;1;90;1;78;0;;0;;0;;0;;0;;0;;0;;0;;599
2025;43384;41322;1322;Blessed Sacrament Catholic Primary School;Clifton Gardens;NSW;2088;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;16;1;21;1;18;1;13;1;18;1;11;1;17;0;;0;;0;;0;;0;;0;;0;;0;;114
2025;43385;48125;8125;Watsonia Primary School;Watsonia;VIC;3087;Government;Primary;School Single Entity;Individual Reporting;0;;1;11;1;9;1;12;1;8;1;7;1;9;1;7;0;;0;;0;;0;;0;;0;;0;;0;;63
2025;43386;41577;1577;St Anthony's Catholic Primary School;Clovelly;NSW;2031;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;26;1;29;1;17;1;26;1;20;1;19;1;26;0;;0;;0;;0;;0;;0;;0;;0;;163
2025;43387;41829;1829;St Mary's Catholic Primary School;Concord;NSW;2137;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;36;1;25;1;30;1;46;1;28;1;24;1;27;0;;0;;0;;0;;0;;0;;0;;0;;216
2025;43388;41565;1565;St Ambrose Catholic Primary School;Concord West;NSW;2138;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;87;1;83;1;83;1;85;1;68;1;43;1;35;0;;0;;0;;0;;0;;0;;0;;0;;484
2025;43389;53663;13663;St Brigid's Catholic Primary School;Coogee;NSW;2034;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;30;1;31;1;28;1;32;1;31;1;27;1;26;0;;0;;0;;0;;0;;0;;0;;0;;205
2025;43390;41564;1564;St Aloysius Catholic Primary School;Cronulla;NSW;2230;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;24;1;28;1;22;1;30;1;24;1;19;1;31;0;;0;;0;;0;;0;;0;;0;;0;;178
2025;43391;41398;1398;Holy Innocents' Catholic Primary School;Croydon;NSW;2132;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;31;1;26;1;25;1;25;1;21;1;10;1;18;0;;0;;0;;0;;0;;0;;0;;0;;156
2025;43392;41649;1649;St Francis Xavier Catholic School Ashbury;Croydon Park;NSW;2133;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;55;1;61;1;57;1;62;1;45;1;37;0;;0;;0;;0;;0;;0;;0;;0;;378
2025;43393;41884;1884;St Michael's Catholic Primary School;Daceyville;NSW;2032;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;55;1;63;1;48;1;49;1;61;1;51;1;44;0;;0;;0;;0;;0;;0;;0;;0;;371
2025;43394;41968;1968;St Therese's Catholic Primary School;Denistone;NSW;2122;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;21;1;22;1;21;1;20;1;21;1;6;1;20;0;;0;;0;;0;;0;;0;;0;;0;;131
2025;43395;41819;1819;St Mark's Catholic Primary School;Drummoyne;NSW;2047;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;52;1;46;1;55;1;61;1;35;1;34;1;27;0;;0;;0;;0;;0;;0;;0;;0;;310
2025;43396;41933;1933;St Paul of the Cross Catholic Primary School;Dulwich Hill;NSW;2203;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;17;1;26;1;16;1;12;1;20;1;14;1;13;0;;0;;0;;0;;0;;0;;0;;0;;118
2025;43397;41487;1487;Our Lady of Lourdes Catholic Primary School;Earlwood;NSW;2206;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;62;1;61;1;57;1;61;1;57;1;28;1;48;0;;0;;0;;0;;0;;0;;0;;0;;374
2025;43398;41806;1806;St Kevin's Catholic Primary School;Eastwood;NSW;2122;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;54;1;55;1;40;1;57;1;63;1;44;1;60;0;;0;;0;;0;;0;;0;;0;;0;;373
2025;43399;41762;1762;St Joseph's Catholic Primary School;Enfield;NSW;2136;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;61;1;65;1;64;1;75;1;61;1;27;1;46;0;;0;;0;;0;;0;;0;;0;;0;;399
2025;43400;41671;1671;St John Bosco Catholic Primary School;Engadine;NSW;2233;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;109;1;110;1;100;1;114;1;106;1;107;1;126;0;;0;;0;;0;;0;;0;;0;;0;;772
2025;43401;41952;1952;St Pius' Catholic Primary School;Enmore;NSW;2042;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;19;1;17;1;17;1;25;1;17;1;14;1;12;0;;0;;0;;0;;0;;0;;0;;0;;121
2025;43402;41854;1854;St Mary's Catholic Primary School;Erskineville;NSW;2043;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;28;1;24;1;24;1;21;1;26;1;21;1;25;0;;0;;0;;0;;0;;0;;0;;0;;169
2025;43403;41506;1506;Our Lady of the Rosary Catholic Primary School;Fairfield;NSW;2165;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;97;1;111;1;96;1;95;1;95;1;107;1;90;0;;0;;0;;0;;0;;0;;0;;0;;691
2025;43404;41306;1306;All Hallows Catholic Primary School;Five Dock;NSW;2046;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;57;1;71;1;83;1;69;1;82;1;50;1;50;0;;0;;0;;0;;0;;0;;0;;0;;462
2025;43405;42343;2343;St Mary's Catholic Primary School;Georges Hall;NSW;2198;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;55;1;60;1;55;1;53;1;48;1;54;1;52;0;;0;;0;;0;;0;;0;;0;;0;;377
2025;43406;42219;2219;Our Lady Queen of Peace Catholic Primary School;Gladesville;NSW;2111;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;31;1;38;1;27;1;30;1;29;1;15;1;9;0;;0;;0;;0;;0;;0;;0;;0;;179
2025;43407;41665;1665;St James Catholic Primary School;Glebe;NSW;2037;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;26;1;28;1;24;1;24;1;24;1;14;1;12;0;;0;;0;;0;;0;;0;;0;;0;;152
2025;43408;41694;1694;St John Vianney Catholic Primary School;Greenacre;NSW;2190;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;31;1;38;1;32;1;31;1;29;1;32;1;28;0;;0;;0;;0;;0;;0;;0;;0;;221
2025;43409;41613;1613;St Catherine Labouré Catholic Primary School;Gymea;NSW;2227;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;95;1;82;1;84;1;95;1;83;1;63;1;94;0;;0;;0;;0;;0;;0;;0;;0;;596
2025;43410;41670;1670;St Joan of Arc Catholic Primary School;Haberfield;NSW;2045;Catholic;Primary;School Single Entity;Individual Reporting;0;;1;14;1;18;1;21;1;18;1;14;1;12;1;13;0;;0;;0;;0;;0;;0;;0;;0;;110
