school_id,الاسم_بالعربية,الاسم_بالانجليزية,الولاية_EN,الولاية_رمز,المحلية_EN,المحلية_AR,المحلية_رمز,النطاق,نوع_الملكية,نوع_المدرسة,عدد_المعلمين,الطلاب_إناث,الطلاب_ذكور,إجمالي_الطلاب,الصف_1,الصف_2,الصف_3,الصف_4,الصف_5,الصف_6,الصف_7,الصف_8,إجمالي_الفصول,فصول_دائمة,فصول_تحتاج_تأهيل,سور,مخزن,وجبات_مدرسية,روضة_أطفال,روضة_مستوى_1,روضة_مستوى_2,الكهرباء,مصدر_المياه,مراحيض,مراحيض_ذكور,مراحيض_إناث,مراحيض_مشتركة,خط_الطول,خط_العرض
51305326,العارشة,Al-Aarisha,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,مدرسة رحّالة,مختلط,2,16,14,30,7,11,0,12,0,0,0,0,3,0,0,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305327,أم صحة,Um Sihha,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,4,80,155,235,46,33,43,34,31,24,17,7,8,5,3,لا,لا,لا,لا,0,0,مولّد كهربائي,Other,نعم,1,1,1,,
51305328,إيد النبيق,Ead Annabeek,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,2,89,132,221,49,37,42,39,14,24,6,10,9,2,7,لا,لا,نعم,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51305329,الوفاق,alwefag,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنين,4,125,171,296,67,49,59,38,35,25,8,15,8,4,4,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305330,الحمرة السوق,Al-Homra Assok,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,7,379,531,910,207,147,153,123,110,91,46,33,10,7,3,نعم,لا,لا,نعم,35,20,طاقة شمسية,Well,نعم,3,3,0,,
51305331,المهيلة,Al-Moheela,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,2,75,122,197,63,27,39,25,22,12,9,0,8,4,4,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305332,الكرمته,Alkarmata,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنات,32,129,181,310,80,58,60,31,30,26,13,12,8,8,0,نعم,نعم,لا,لا,0,0,لا يوجد,Well,نعم,4,4,0,,
51305333,كندوه,Kandwa,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,4,88,154,242,63,44,33,34,26,25,10,7,8,0,0,لا,لا,نعم,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51305334,سكره,Sakra,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,12,43,67,110,12,20,21,21,4,9,13,10,8,0,0,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51305335,بانت سراج الدين,Bant Soraj Addeen,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,6,59,57,116,24,21,16,21,16,0,18,0,9,6,3,نعم,نعم,نعم,لا,0,0,طاقة شمسية,Well,نعم,3,2,0,,
51305336,أم شيب بنات,Um Shaib For Girls,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنات,6,489,0,489,66,65,72,75,69,63,49,30,8,8,0,نعم,لا,لا,نعم,15,20,مولّد كهربائي,Public network,نعم,0,1,0,,
51305337,أم شيب بنين,Um Shaib For Boys,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنين,6,0,400,400,77,61,67,49,60,34,26,26,10,7,3,نعم,نعم,لا,نعم,50,27,لا يوجد,Well,نعم,1,1,3,,
51305338,أم كحل اولاد بنية,Um Kihl Aulad Binaiia,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,4,69,101,170,32,29,27,21,23,10,18,10,8,2,6,لا,نعم,نعم,لا,0,0,لا يوجد,Pump,نعم,1,1,0,,
51305339,وادي زايد,Zaayid Valley,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,مدرسة رحّالة,مختلط,4,221,263,484,99,94,85,86,56,36,19,9,8,5,3,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,3,3,0,,
51305341,الكويمات بنين,Al-Kowaimat For Boys,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنين,7,0,254,254,0,55,52,50,43,20,18,16,8,2,6,لا,لا,نعم,نعم,30,2,لا يوجد,Other,لا,0,0,0,,
51305342,القنافيد,Al-Kanakeed,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,4,95,94,189,42,17,36,26,15,20,19,14,8,7,1,نعم,لا,نعم,نعم,7,13,لا يوجد,Well,نعم,2,3,0,,
51305343,أم القري,Um Al-Kora,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,5,151,136,287,48,44,45,50,33,33,20,14,8,1,7,لا,لا,نعم,نعم,30,25,لا يوجد,No,لا,0,0,0,,
51305344,علوان,Alwan,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,15,411,400,811,170,114,152,142,101,67,47,18,8,8,0,لا,لا,لا,نعم,20,15,لا يوجد,Well,نعم,5,5,0,,
51305345,الكويمات بنات,Al-Kowaimat For Girls,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنات,6,344,0,344,51,60,45,39,47,39,30,33,8,8,0,نعم,نعم,نعم,نعم,20,0,لا يوجد,Public network,نعم,0,6,2,,
51305346,القفلة بنات,Al-Kifla For Girls,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنات,2,305,0,305,40,48,50,46,46,30,26,19,8,7,0,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
51305347,القفلة,Al-Kifla,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنين,8,0,328,328,45,47,48,55,40,41,30,22,8,2,6,نعم,لا,لا,نعم,45,0,لا يوجد,Well,نعم,1,1,0,,
51305348,البنية,Al-Binaiia,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,5,150,181,331,79,52,50,52,32,22,20,24,8,8,0,نعم,لا,نعم,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51305349,الدويمة فرح,Addoweema Farah,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,117,116,233,81,35,29,41,31,16,0,0,6,6,0,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305350,الدويمة خير قريب,Addoweema Khair Kareeb,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,51,69,120,22,24,23,20,19,0,12,0,6,3,3,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
51305351,الشطيب,Ashitaib,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,4,305,343,648,171,109,91,123,56,51,36,11,11,5,4,لا,نعم,نعم,نعم,30,0,لا يوجد,Other,لا,3,3,0,,
51305352,أبو شوك,Abo Shaok,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,4,122,115,237,55,48,52,37,0,24,10,11,8,6,2,نعم,نعم,لا,لا,0,0,لا يوجد,Pump,نعم,1,1,0,,
51305353,أم حليب,Um Haleeb,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,81,67,148,29,42,41,18,18,0,0,0,6,4,2,لا,لا,نعم,لا,0,0,لا يوجد,Well,نعم,0,1,0,,
51305354,أم سيالة شرق,Um Saiiala East,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,10,267,301,568,95,87,70,96,69,58,46,47,8,8,0,نعم,نعم,لا,لا,0,0,شبكة عامة,Well,نعم,1,1,0,,
51305355,أم سيالة بنات,Um Saiiala For Girls,North Kordofan,SD13,Bara,بارا,SD13026,حضري,حكومية,بنات,11,475,0,475,70,76,79,67,47,54,46,36,8,4,4,نعم,نعم,نعم,نعم,38,18,لا يوجد,Public network,نعم,0,6,0,,
51305356,الشقلة الحميرات,Ashakla Al-Homairat,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,36,29,65,21,23,15,6,0,0,0,0,4,3,1,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,0,1,0,,
51305357,مضيمين,Mideemeen,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,5,184,182,366,75,70,49,63,34,36,21,18,8,7,1,لا,لا,نعم,لا,0,0,طاقة شمسية,Well,لا,0,0,0,,
51305359,عبدالعزيز عودة,Abdul-Azeez Auda,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,12,116,97,213,43,35,42,37,17,12,16,11,8,8,0,نعم,لا,نعم,نعم,17,12,شبكة عامة,Well,نعم,0,6,0,,
51305360,كمد الاساسية المختلطة,Mixed Kamad,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,مدرسة رحّالة,مختلط,2,80,89,169,38,28,35,22,14,14,7,11,8,8,0,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51305361,أم هيف,Um Haif,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,47,58,105,18,25,25,22,15,0,0,0,5,5,0,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305362,أولاد رحمة,Aulad Rahma,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,مدرسة رحّالة,مختلط,1,32,22,54,10,15,13,8,8,0,0,0,5,0,5,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305363,الكراتك,Al-Karatik,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,58,74,132,52,80,0,0,0,0,0,0,2,2,0,لا,لا,نعم,لا,0,0,لا يوجد,Other,نعم,0,1,0,,
51305364,نبلت,Nablit,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,مختلط,1,52,62,114,36,78,0,0,0,0,0,0,2,1,0,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51305365,حبوس بنات,Haboos For Girls,North Kordofan,SD13,Bara,بارا,SD13026,ريفي,حكومية,بنات,2,249,0,249,47,68,68,66,0,0,0,0,8,8,0,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,0,8,0,,
51311301,ابو بكر الصديق,Abo-Bakr Al-Sedeeq,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنين,20,0,682,682,129,80,92,112,75,95,60,39,14,4,6,نعم,نعم,نعم,نعم,60,55,لا يوجد,Other,نعم,5,0,0,,
51311302,عمر بن الخطاب,Omar Bin Al-Khattab,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنين,14,0,393,393,40,50,56,73,48,50,44,32,9,9,0,نعم,نعم,لا,نعم,50,0,لا يوجد,Other,نعم,1,1,1,,
51311303,ام كريدم النموذجية,Model Um Kreedim,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنات,12,394,0,394,50,56,49,53,62,52,36,36,8,4,4,نعم,لا,لا,نعم,25,22,لا يوجد,Other,نعم,0,9,0,,
51311304,اسماء بنت ابو بكر,Asmaa Bint Abo Bakr,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنات,19,497,0,497,73,72,48,63,69,70,63,39,8,8,0,نعم,نعم,نعم,نعم,0,0,لا يوجد,Public network,نعم,2,6,0,,
51311305,السعاتة شمبول بنين,Assaata Shambool For Boys,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنين,8,0,187,187,26,19,25,31,21,26,23,16,8,8,0,نعم,نعم,لا,لا,0,0,لا يوجد,Other,نعم,7,1,0,,
51311306,السعاتة شمبول بنات,Assaata Shambool For Girls,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنات,9,180,0,180,22,28,25,23,22,15,24,21,8,0,8,نعم,نعم,نعم,نعم,25,25,مولّد كهربائي,Well,نعم,0,3,0,,
51311307,دق صدور,Dik Sodoor,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,8,131,156,287,48,28,22,49,50,35,33,22,8,4,4,نعم,لا,لا,نعم,0,0,لا يوجد,Well,نعم,1,1,0,,
51311308,ام سيلا حجر,Um Seela Hajar,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,144,142,286,51,36,44,49,40,31,22,13,8,7,1,نعم,نعم,نعم,نعم,22,8,طاقة شمسية,Well,نعم,3,3,0,,
51311309,ام شريتى,Um Shreeti,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,82,93,175,31,24,15,38,26,9,18,14,8,3,4,نعم,نعم,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
51311310,الوفاق,alwefag,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,145,142,287,44,37,51,40,39,36,27,13,8,6,2,لا,لا,نعم,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311311,ام رماد برة,Um Ramad Bara,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,154,142,296,57,35,51,51,40,25,25,12,8,1,6,لا,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
51311312,ام رماد حبيب,Um Ramad Habeeb,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,10,92,95,187,25,33,25,23,31,22,18,10,8,0,8,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311313,ام نالة الغربية,Western Um Nala,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,8,145,139,284,27,37,40,58,41,40,26,15,8,8,0,نعم,لا,لا,لا,0,0,مولّد كهربائي,Well,نعم,2,2,2,,
51311314,ام نالة ام سلمان,Um Nala Um Salman,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,41,68,109,30,14,23,24,11,7,0,0,6,0,6,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311315,الزوم,Azzom,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,136,140,276,49,49,49,47,29,22,22,9,8,2,2,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
51311316,جبير,Jibeer,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,54,44,98,34,8,0,26,19,11,0,0,8,2,0,نعم,لا,لا,نعم,30,25,لا يوجد,Well,نعم,1,0,1,,
51311317,ام سرية,Um Sariia,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,6,101,137,238,30,35,34,26,43,29,27,14,8,4,4,نعم,لا,نعم,لا,0,0,لا يوجد,Well,نعم,1,1,1,,
51311318,قوز الكبدة,Kooz Al-Kibda,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,5,78,95,173,23,22,20,36,23,16,18,15,8,5,3,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311319,مرغوبة,Marghooba,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,27,26,53,19,15,12,7,0,0,0,0,4,0,4,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311320,انجمينا,Anjmeena,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,31,33,64,16,17,20,11,0,0,0,0,5,2,3,لا,لا,نعم,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311321,كرة,Kara,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,42,30,72,16,23,18,15,0,0,0,0,4,0,4,نعم,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311322,ام قوزين بنين,Um Kaozeen For Boys,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنين,6,53,184,237,20,25,27,26,30,46,35,28,9,8,1,لا,نعم,نعم,لا,0,0,طاقة شمسية,Other,نعم,3,3,3,,
51311323,الصماغة,Assammagha,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,113,111,224,31,22,36,27,28,23,30,27,8,1,7,نعم,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311324,نارا,Nara,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,51,44,95,24,0,25,0,23,0,13,10,5,4,1,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311325,البوابى دفع الله,Albawabi Dafaa Allah,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,28,32,60,0,15,0,25,20,0,0,0,4,3,1,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311326,ام اربعة الزرقاء,Um Arbaa Azzarqaa,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,226,175,401,70,62,72,45,56,41,37,18,8,6,2,لا,نعم,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311327,ام كمار المعاقلة (الحكماء ),Um Kamar Al-Maakila(Al-Hokamaa),North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,5,65,70,135,29,23,21,21,19,11,11,0,7,0,7,لا,لا,نعم,لا,0,0,لا يوجد,Other,نعم,3,3,0,,
51311328,مفرح,Mafrah,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,165,218,383,50,60,58,58,48,55,29,25,10,4,6,لا,لا,نعم,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311329,ام كمار البزعة,Um Kamar Al-Bazaa,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,140,156,296,52,59,28,52,38,25,27,15,8,8,0,لا,لا,نعم,لا,0,0,طاقة شمسية,Other,نعم,1,1,0,,
51311330,مركز,Markaz,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,89,99,188,33,36,27,28,18,23,13,10,8,3,1,لا,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311331,لمينا الزيادية,Lameena Azzeiadiia,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,90,99,189,33,40,40,28,18,18,12,0,7,0,6,لا,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311332,لمينا التكارير,Lameena Attakareer,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,28,33,61,15,9,18,19,0,0,0,0,4,4,0,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311333,زقلونا,Zakloona,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,118,159,277,53,69,58,39,27,18,13,0,8,2,6,نعم,لا,نعم,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311335,حمير كركاب,Homair Karkab,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنين,7,0,339,339,47,70,57,42,31,40,31,21,8,4,2,لا,نعم,نعم,نعم,40,35,لا يوجد,Other,نعم,1,1,0,,
51311336,الكرانك,alkranek,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,37,41,78,18,25,35,0,0,0,0,0,5,0,5,نعم,لا,لا,لا,0,0,لا يوجد,No,لا,0,0,0,,
51311337,ام سرير البشارية,Um Sareer Al-Bashariia,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,5,125,163,288,46,41,44,42,44,28,21,22,8,4,0,لا,لا,نعم,نعم,20,26,لا يوجد,Other,نعم,1,1,1,,
51311338,ام سرير صاغة,Um Sareer Sagha,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,81,101,182,26,34,31,23,23,18,16,11,8,6,2,لا,لا,نعم,لا,0,0,لا يوجد,Other,نعم,1,1,1,,
51311339,جف بشرى,Gif Boshra,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,36,83,119,38,40,16,25,0,0,0,0,5,2,3,لا,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311340,جف التبلدي,Gif Attabladi,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,79,62,141,34,25,25,22,14,13,8,0,7,3,4,لا,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311342,ام ركبان,Um Rakban,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,47,68,115,32,23,23,14,14,9,0,0,6,0,6,نعم,لا,نعم,لا,0,0,لا يوجد,Other,نعم,0,1,0,,
51311343,المقيرنات,Al-Mikeernat,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,5,82,130,212,55,42,38,44,16,12,5,0,7,3,4,لا,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311344,السلام,Assalam,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,45,64,109,27,19,21,15,0,12,15,0,6,0,6,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311345,اولاد ضاهر,Aulad Dahir,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,26,26,52,11,19,11,11,0,0,0,0,4,0,4,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311346,السيسة,Asseasa,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,23,27,50,15,9,13,13,0,0,0,0,4,0,3,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311347,ام قفلة,Um Kifla,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,7,192,280,472,120,87,61,51,65,34,32,22,8,0,8,لا,نعم,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
51311348,القفيل,Al-Kofail,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,3,69,118,187,31,44,45,37,18,0,12,0,8,4,0,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311349,ابو سيال,Abo Saiial,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,134,135,269,27,45,33,40,38,32,32,22,8,5,3,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311350,العدارة ابو طيرة,Al-Adara Abo Taira,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,3,51,60,111,19,38,30,12,12,0,0,0,6,5,1,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311351,العرجان,Al-Arjan,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,1,25,40,65,31,15,8,11,0,0,0,0,4,2,2,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311353,المنقلا,Al-Minkla,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,3,25,26,51,10,15,9,0,12,5,0,0,6,3,3,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
51311354,القفل,Al-Kofl,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,53,106,159,29,27,29,25,16,15,10,8,8,0,0,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311356,ام بواطي,Um Biwaati,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,3,56,65,121,25,24,28,20,15,9,0,0,6,4,2,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
51311357,روية,Rauya,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,5,69,80,149,33,26,27,25,13,15,10,0,7,0,0,لا,لا,نعم,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311360,عرفات,arfat,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,4,90,51,141,19,45,23,15,16,12,11,0,7,7,0,نعم,لا,نعم,لا,0,0,لا يوجد,Other,نعم,0,1,1,,
51311361,الحريق,Al-Hareeq,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,3,45,60,105,21,15,24,21,10,14,0,0,6,2,1,لا,لا,نعم,لا,0,0,لا يوجد,No,نعم,3,3,0,,
51311364,البوابى النيل,Al-Bawabi Anneel,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,مختلط,2,48,30,78,20,19,12,10,11,6,0,0,6,0,4,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
51311367,حمير كركاب,Homair Karkab,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنات,3,240,0,240,65,49,65,30,31,0,0,0,6,4,2,لا,لا,نعم,نعم,47,27,لا يوجد,Other,نعم,0,3,0,,
51311368,ام قوزين الاساسية بنات,Um Kozeen For Girls,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,ريفي,حكومية,بنات,2,16,140,156,33,35,35,27,26,0,0,0,5,3,2,لا,نعم,نعم,نعم,50,20,لا يوجد,Other,نعم,0,6,0,,
51312301,عمر بن الخطاب,Omar Bin Al-Khattab,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنين,13,0,524,524,70,91,66,91,70,61,49,26,8,8,0,لا,نعم,نعم,نعم,0,0,لا يوجد,Other,نعم,0,1,0,,
51312302,ابو بكر الصديق,Abo-Bakr Al-Sedeeq,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنين,13,0,490,490,76,72,75,77,63,60,40,27,8,4,4,لا,لا,نعم,لا,0,0,لا يوجد,Other,نعم,2,0,0,,
51312303,عثمان بن عفان,Uthman Bin Affan,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنين,15,0,680,680,121,100,90,120,110,60,45,34,12,12,0,لا,نعم,نعم,نعم,0,0,مولّد كهربائي,Other,نعم,6,2,0,,
51312304,علي بن ابي طالب,Aley Ibn Abi Talib,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,بنين,11,0,457,457,79,76,75,61,60,44,31,31,8,8,0,نعم,نعم,نعم,نعم,80,70,طاقة شمسية,Other,لا,0,0,0,,
51312305,بنت خويلد,bint khwayled,North Kordofan,SD13,Gharb Bara,غرب بارا,SD13029,حضري,حكومية,مختلط,13,566,0,566,63,70,70,75,82,84,80,42,8,5,2,نعم,نعم,نعم,نعم,65,71,لا يوجد,Other,نعم,0,2,0,,
