school_id,الاسم_بالعربية,الاسم_بالانجليزية,الولاية_EN,الولاية_رمز,المحلية_EN,المحلية_AR,المحلية_رمز,النطاق,نوع_الملكية,نوع_المدرسة,عدد_المعلمين,الطلاب_إناث,الطلاب_ذكور,إجمالي_الطلاب,الصف_1,الصف_2,الصف_3,الصف_4,الصف_5,الصف_6,الصف_7,الصف_8,إجمالي_الفصول,فصول_دائمة,فصول_تحتاج_تأهيل,سور,مخزن,وجبات_مدرسية,روضة_أطفال,روضة_مستوى_1,روضة_مستوى_2,الكهرباء,مصدر_المياه,مراحيض,مراحيض_ذكور,مراحيض_إناث,مراحيض_مشتركة,خط_الطول,خط_العرض
53411301,ابن عباس بنين,Ibn Abbas for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنين,14,0,486,486,60,78,77,56,65,68,47,35,8,6,2,نعم,لا,لا,نعم,18,22,لا يوجد,Well,لا,1,1,0,,
53411302,ابن عمر بنين,Ibn Omer for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنين,14,0,360,360,57,55,56,35,46,53,25,33,9,4,5,نعم,نعم,نعم,نعم,36,21,طاقة شمسية,Well,نعم,3,1,4,,
53411303,الصباغ  بنين,Asabag for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,7,0,454,454,61,72,68,61,60,61,34,37,8,6,2,لا,نعم,لا,نعم,35,22,لا يوجد,Other,نعم,5,1,0,,
53411304,عريس بنين,Arees for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,7,0,445,445,59,73,68,61,59,43,38,44,8,8,0,نعم,لا,لا,نعم,45,20,مولّد كهربائي,Other,نعم,6,0,6,,
53411305,الحميراء بنات,Alhomayraa for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنات,13,443,0,443,61,63,64,63,45,48,60,39,8,5,3,نعم,نعم,لا,نعم,59,42,طاقة شمسية,Well,نعم,0,2,0,,
53411306,ام سلمة بنات,Om Salama for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنات,13,414,0,414,65,58,52,65,52,51,39,32,8,8,0,لا,نعم,لا,نعم,35,42,مولّد كهربائي,Well,نعم,0,2,0,,
53411307,الصباغ  بنات,Asabbagh for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,6,375,0,375,64,64,63,40,40,49,30,25,8,6,2,نعم,لا,لا,نعم,15,15,طاقة شمسية,Other,نعم,3,3,0,,
53411308,شقرو بنات,Shagaro for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,6,325,0,325,54,46,45,46,39,30,36,29,8,6,2,نعم,لا,لا,نعم,25,20,لا يوجد,Well,نعم,0,12,0,,
53411309,عريس بنات,Arees for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,7,451,0,451,65,72,82,70,50,48,37,27,9,4,4,نعم,لا,لا,نعم,35,0,لا يوجد,Pump,نعم,1,3,2,,
53411310,شقرو بنين,Shagaro for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,5,0,278,278,0,54,58,45,36,39,26,20,8,0,8,لا,لا,لا,نعم,0,0,لا يوجد,Well,لا,0,0,0,,
53411311,ابونوفة المختلطة,Abu Nofa mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,42,68,110,37,38,0,26,0,9,0,0,4,2,2,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53411312,مربوتة المختلطة,Marboota mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,6,218,195,413,60,70,55,67,44,46,43,28,8,8,0,نعم,لا,لا,نعم,25,0,لا يوجد,Other,نعم,6,6,0,,
53411313,دبنقة المختلطة,Dabanga mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,146,215,361,74,42,50,36,47,44,40,28,8,0,0,نعم,لا,لا,نعم,25,20,لا يوجد,Pump,لا,0,0,0,,
53411314,زاحم المختلطة,Zahim mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,81,189,270,57,50,35,45,31,17,19,16,8,4,4,نعم,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
53411315,النص شنو م,An-Nos Shino mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,82,136,218,56,34,33,34,18,18,10,15,8,5,3,لا,لا,لا,نعم,20,0,لا يوجد,Well,نعم,1,1,0,,
53411316,طويرة حميرة م,Towayra Homayra mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,158,197,355,50,55,52,61,58,28,34,17,8,1,7,لا,لا,لا,نعم,23,29,لا يوجد,Well,نعم,1,1,0,,
53411317,فيوق المختلطة,Fewog mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,94,175,269,75,30,44,32,36,36,16,0,7,0,6,لا,لا,لا,لا,0,0,لا يوجد,No,لا,0,0,0,,
53411318,الفاجة بليلة,AlfaGa belaila,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,6,130,175,305,61,53,34,48,35,34,24,16,8,3,5,لا,لا,لا,نعم,20,10,لا يوجد,Pump,نعم,2,2,0,,
53411319,ام دروته الزين,Om Daroota Az-Zain,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,8,106,108,214,38,30,30,32,32,0,35,17,8,1,7,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53411320,البويجة المختلطة,Albowayja mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,6,85,156,241,45,29,47,28,30,33,0,29,7,0,0,لا,لا,لا,لا,0,0,لا يوجد,No,لا,0,0,0,,
53411321,جودة الله المختلطة,JotAllah mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,55,108,163,25,39,45,26,0,28,0,0,5,0,2,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53411322,حريري المختلطة,Hareeri mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,141,160,301,92,49,33,27,31,23,20,26,8,0,0,لا,لا,لا,نعم,14,12,لا يوجد,Pump,لا,0,0,0,,
53411323,جبرو المختلطة,Jabbaro mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,100,85,185,37,40,0,31,0,27,26,24,6,5,0,لا,لا,لا,نعم,22,37,لا يوجد,Other,لا,0,0,0,,
53411324,نور الهدي المختلطة,Nour Alhuda mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,مختلط,14,263,137,400,55,46,68,62,61,34,39,35,8,8,0,نعم,لا,لا,نعم,35,14,لا يوجد,Well,نعم,6,6,0,,
53411325,الحجيرات المختلطة,Alhejayrat mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,49,58,107,25,28,0,22,21,4,7,0,6,0,6,لا,لا,لا,لا,0,0,طاقة شمسية,Other,نعم,1,1,0,,
53411327,ام جبة المختلطة,Om Jeba mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,67,100,167,49,33,0,39,46,0,0,0,4,0,2,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,0,1,0,,
53411329,جازم المختلطة,Jazim mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,63,91,154,32,19,17,24,18,16,16,12,8,4,4,لا,لا,لا,لا,0,0,لا يوجد,Pump,نعم,1,1,0,,
53411330,درب شوك المختلطة,Darb Ashook mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,106,152,258,56,51,38,47,0,27,19,20,7,2,4,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,3,3,0,,
53411331,ود ابوسلامة المختلطة,Wad abu Salama mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,29,39,68,20,0,15,0,15,18,0,0,5,0,5,لا,لا,لا,لا,0,0,طاقة شمسية,Well,لا,0,0,0,,
53411332,الفردوس المختلطة,Alfrdoos mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,9,16,25,0,0,22,0,3,0,0,0,3,0,3,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53411333,ولنق المختلطة,Wulung mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,78,104,182,27,37,0,48,0,25,21,24,6,5,1,لا,لا,لا,نعم,27,0,لا يوجد,Pump,نعم,1,1,0,,
53411334,نور الهدي بنين,Nour Alhuda for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنين,3,0,98,98,37,61,0,0,0,0,0,0,3,1,2,نعم,لا,لا,نعم,15,10,لا يوجد,Well,نعم,1,0,0,,
53411335,ام شويكة م,Om Shwayka m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,49,57,106,38,29,39,0,0,0,0,0,3,0,2,لا,لا,لا,لا,0,0,لا يوجد,No,لا,0,0,0,,
53411336,نص المدير م,Noselmodeer m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,37,51,88,43,0,45,0,0,0,0,0,4,3,1,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
53411337,مصيف الاضية للرحل,Maseef aladeya for Nomads,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,مدرسة رحّالة,مختلط,1,16,17,33,0,18,15,0,0,0,0,0,2,1,1,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,0,1,0,,
53411338,الطويفرة بدين م,Atiwayfra badeen m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,38,40,78,33,0,45,0,0,0,0,0,2,0,0,نعم,لا,لا,لا,0,0,لا يوجد,Pump,نعم,0,1,0,,
53411339,التفوق الخاصة بنين,Atafawog private for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,أهلية / غير حكومية,بنين,12,0,459,459,59,66,68,67,47,63,42,47,8,0,8,نعم,لا,لا,نعم,27,19,لا يوجد,Well,نعم,2,0,0,,
53411340,التفوق الخاصة بنات,Atafawog private for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,أهلية / غير حكومية,بنات,10,317,0,317,49,45,35,41,46,39,23,39,8,0,8,لا,لا,لا,نعم,0,11,لا يوجد,Well,نعم,0,2,0,,
53411341,ذات النطاقين الخاصة,Zatelnetagain private,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,أهلية / غير حكومية,مختلط,6,26,33,59,11,13,11,2,7,0,5,10,8,5,3,نعم,لا,لا,نعم,6,5,لا يوجد,Well,نعم,1,1,0,,
53411342,ودابوام سلامة بنين,Wd Abu Salama for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,1,0,62,62,62,0,0,0,0,0,0,0,4,1,3,لا,لا,لا,نعم,30,0,لا يوجد,Public network,نعم,1,0,0,,
53412301,ام جاك الاساسية (أ) بنين,Om Jack(A) for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنين,8,0,476,476,60,80,70,68,56,47,53,42,8,6,2,نعم,نعم,لا,نعم,75,80,لا يوجد,Other,لا,0,0,0,,
53412302,ام جاك الاساسية (ب) بنين,Om Jack(B) for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنين,7,0,336,336,40,51,46,52,40,39,36,32,8,2,6,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,0,1,0,,
53412303,ام خشمين الاساسية بنين,Om Khashmain for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,9,0,501,501,77,78,76,70,58,58,45,39,8,4,0,نعم,لا,لا,نعم,35,30,لا يوجد,Other,نعم,5,1,0,,
53412304,حمير الاساسية بنين,Hemair for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,7,0,410,410,50,45,55,70,58,45,55,32,8,4,4,نعم,لا,لا,نعم,15,15,لا يوجد,Other,نعم,3,0,3,,
53412305,ام جاك الاساسية بنات,Om Jack for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنات,7,524,0,524,60,72,73,60,78,69,68,44,8,4,4,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,0,8,0,,
53412306,ام خشمين الاساسية بنات,Om Khashmain for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,8,487,0,487,74,67,68,75,68,52,42,41,8,6,0,نعم,لا,لا,نعم,35,27,طاقة شمسية,Other,نعم,3,3,0,,
53412307,حمير الاساسية بنات,Hemair for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,7,398,0,398,60,63,51,60,53,46,34,31,8,4,4,نعم,لا,لا,نعم,15,10,لا يوجد,Other,نعم,4,4,0,,
53412308,ام دروتة الفايق الاساسية بنات,Om Daroota Alfayeg for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,3,177,0,177,43,43,34,0,36,21,0,0,5,0,5,لا,لا,لا,لا,0,0,لا يوجد,Pump,لا,0,0,0,,
53412309,عجاك الاساسية المختلطة,Aajack mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,7,102,110,212,33,32,27,28,22,26,25,19,8,4,2,نعم,لا,لا,لا,0,0,طاقة شمسية,Other,نعم,3,3,0,,
53412310,ام دروته البشاري الاساسية المختلطة,Om Daroota Albushari mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,92,166,258,25,42,46,48,37,29,31,0,7,4,3,نعم,لا,لا,نعم,30,0,لا يوجد,Well,لا,0,0,0,,
53412311,الزعفة الاساسية المختلطة,Azaafa mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,158,257,415,90,78,72,52,50,42,0,31,8,6,0,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,6,6,0,,
53412312,ارض الشفاء الاساسية المختلطة,Ard Alshefaa mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,8,123,196,319,58,39,42,60,37,38,24,21,8,2,6,لا,لا,لا,نعم,25,27,لا يوجد,Other,لا,0,0,0,,
53412313,شقليب الاساسية المختلطة,Shagalaib mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,6,179,275,454,91,65,63,57,51,52,38,37,8,6,2,نعم,لا,لا,نعم,29,24,لا يوجد,Well,لا,0,0,0,,
53412314,جاد الله الاساسية المختلطة,JadAllah mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,6,96,279,375,35,55,51,55,54,45,45,35,8,5,3,نعم,لا,لا,نعم,25,15,لا يوجد,Well,نعم,3,3,0,,
53412315,نجم الدين الاساسية المختلطة,Najmadeen mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,87,144,231,59,77,0,45,0,36,0,14,5,3,2,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412316,سنين الاساسية المختلطة,Sineen mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,51,78,129,44,0,0,58,0,27,0,0,3,2,1,لا,لا,لا,لا,0,0,لا يوجد,Well,نعم,3,0,0,,
53412317,ابوشمة الاساسية المختلطة,Abu Shama mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,38,79,117,28,32,0,15,0,25,17,0,5,0,3,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,0,1,0,,
53412318,ام دروته الفايق الاساسية المختلطة,Om Daroota Alfayeg mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,6,22,219,241,44,32,31,20,29,18,31,36,8,4,4,نعم,نعم,لا,نعم,20,11,طاقة شمسية,Pump,نعم,1,1,0,,
53412319,دندنة التعاون الاساسية المختلطة,Dndna At-Ta'awon mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,9,164,216,380,92,56,40,46,37,46,38,25,8,1,3,لا,لا,لا,نعم,18,17,لا يوجد,Other,نعم,1,1,0,,
53412320,دندنة بابنوسة الاساسية المختلطة,Dndna Babanoosa mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,8,159,185,344,62,57,46,51,43,29,38,18,8,3,5,نعم,نعم,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53412321,رامي الاساسية المختلطة (النصر),Rami mixed (Anasr),West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,64,103,167,60,0,45,0,33,0,13,16,5,1,4,لا,نعم,لا,نعم,0,0,لا يوجد,Other,نعم,1,1,0,,
53412322,ام صيقعون الاساسية م,Om Seagayoon m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,69,130,199,29,39,31,39,0,22,23,16,7,2,2,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,3,3,0,,
53412323,دكوج الاساسية م,Dakooj m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,71,182,253,40,37,35,42,33,30,36,0,8,6,2,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,2,2,2,,
53412324,عمر الفاروق المختلطة باشيقر,Omer Alfaroog,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,93,132,225,76,25,29,25,31,20,19,0,7,2,5,لا,لا,لا,نعم,36,20,لا يوجد,Other,نعم,3,2,1,,
53412325,تفى الاساسية م,Tafa m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,75,145,220,80,0,72,0,40,0,28,0,6,3,3,لا,لا,لا,نعم,30,35,لا يوجد,Other,نعم,2,2,2,,
53412326,سبيل الاساسية م,Sabeel m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,139,148,287,48,53,43,51,22,27,22,21,8,5,3,لا,لا,لا,نعم,35,20,لا يوجد,Other,نعم,2,2,6,,
53412327,كتكوتة الاساسية م,Katkoota m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,33,73,106,40,18,23,18,0,7,0,0,5,2,3,لا,لا,لا,لا,0,0,لا يوجد,Pump,لا,0,0,0,,
53412328,ام عرديبة الاساسية م,Om Aaradeeba m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,83,95,178,40,35,32,28,0,23,20,0,6,2,4,نعم,نعم,لا,لا,0,0,شبكة عامة,Other,نعم,2,2,2,,
53412329,بحير عيسي الاساسية م,Beheer Isa m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,54,66,120,31,16,31,0,20,6,16,0,6,2,1,لا,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53412330,البحير حارن الاساسية م,Albehair Haren m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,43,55,98,25,0,23,0,27,23,0,0,4,1,3,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412331,الحميرة الاساسية م,Alhemaira m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,97,101,198,47,30,30,36,33,22,0,0,6,2,2,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412332,ام جدادة الاساسية م,Om Jidada m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,93,81,174,41,27,22,42,42,0,0,0,7,4,3,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53412334,الامل الاساسية بنات بام جاك,Alamal for girls in Om Jack,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,2,133,0,133,44,0,43,46,0,0,0,0,3,0,3,لا,لا,لا,نعم,50,44,لا يوجد,Well,نعم,0,1,0,,
53412335,وساطة الاساسية م,Wassata m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,79,104,183,33,36,54,60,0,0,0,0,4,3,1,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,3,1,0,,
53412336,الرافدين المختلطة بضق راقع,Arafedain mixed in Dag Ragi,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,60,110,170,60,33,30,47,0,0,0,0,4,3,1,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
53412337,سليمان جودة الله المختلطة بام كو,Suliman JoTallah mixed in Om Ko,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,63,72,135,29,41,27,38,0,0,0,0,4,2,2,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412338,عشقت م,Aashagat m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,92,122,214,53,57,0,59,0,29,16,0,5,0,3,نعم,لا,لا,نعم,30,0,لا يوجد,Other,نعم,2,2,0,,
53412339,التميدة م,Atemaida m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,45,100,145,53,46,46,0,0,0,0,0,3,2,1,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412341,ام الخيرات م,Omelkhayrat m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,50,99,149,46,51,52,0,0,0,0,0,3,2,1,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53412342,الجمعانية رحل م,Agmaaneeya for Nomads,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,مدرسة رحّالة,مختلط,0,41,44,85,30,27,28,0,0,0,0,0,3,0,0,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412343,الحدب م,Alhadab m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,37,58,95,27,35,33,0,0,0,0,0,3,0,3,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53412344,دندنة مفرح م,Dndnat Mofareh m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,52,62,114,51,63,0,0,0,0,0,0,2,0,2,نعم,لا,لا,نعم,51,30,لا يوجد,No,نعم,0,1,0,,
53412345,جاد الله الأساسية بنات,JadAllah for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,2,89,0,89,15,36,38,0,0,0,0,0,3,0,0,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53412346,الشهيد عبد الله اد بام خشمين,Ashaheed AbdAllah Ad in om khashmain,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,1,0,30,30,30,0,0,0,0,0,0,0,1,1,0,نعم,نعم,لا,لا,0,0,شبكة عامة,Other,نعم,0,1,0,,
53412347,المريخ الأساسية المختلطة,Almeraikh mixed,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,40,45,85,51,34,0,0,0,0,0,0,3,2,1,نعم,لا,لا,لا,0,0,لا يوجد,Pump,نعم,0,1,0,,
53413301,فيوق الرجاف للرحل,Feyoug Aragaf for Nomada,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,0,7,13,20,10,10,0,0,0,0,0,0,2,0,0,لا,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53413302,الزهراء بنات بالشحيط,Azahraa for girls in Ashihait,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,4,254,0,254,58,52,29,21,36,32,15,11,8,0,0,نعم,لا,لا,نعم,13,0,لا يوجد,Well,لا,0,0,0,,
53413303,الشحيط بنين,Ashihait for boys,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنين,6,0,340,340,59,48,50,61,39,41,23,19,8,7,1,نعم,نعم,لا,لا,0,0,طاقة شمسية,Well,نعم,3,3,0,,
53413304,مريود الاساسية م,Maryood m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,5,94,139,233,54,45,33,27,26,19,0,29,7,4,3,نعم,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
53413305,حميدان م,Hemaydan m,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,مختلط,6,55,188,243,47,61,30,37,23,18,11,16,8,5,3,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,1,1,0,,
53413306,الضريس م,Adherais m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,33,49,82,30,20,22,10,0,0,0,0,4,0,0,نعم,لا,لا,لا,0,0,لا يوجد,Other,لا,0,0,0,,
53413307,الحماري الاساسية م,Alhamari m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,126,203,329,66,71,43,39,28,22,23,37,8,1,6,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
53413308,جبر الدار الاساسية م,Jabr Adar m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,4,225,393,618,117,109,85,84,80,61,42,40,8,8,0,نعم,لا,لا,نعم,35,50,لا يوجد,Well,نعم,3,2,0,,
53413309,الشروق الاساسية م,Ashoroog m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,29,93,122,37,38,24,15,8,0,0,0,5,0,0,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,0,1,0,,
53413310,جمال الدين الاساسية م,Jmal Adeen m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,3,60,109,169,0,44,47,0,48,0,30,0,4,0,0,لا,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
53413311,فج الخلاء م,Fajel Khala m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,1,3,40,43,0,17,14,0,12,0,0,0,3,1,1,نعم,لا,لا,لا,0,0,لا يوجد,Well,لا,0,0,0,,
53413312,الحميراء بنات,Alhomayraa for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,حضري,حكومية,بنات,9,536,0,536,56,94,84,90,64,71,40,37,8,8,0,نعم,لا,لا,نعم,25,15,مولّد كهربائي,Other,نعم,4,4,0,,
53413313,الفردوس م,Alfardoos m,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,مختلط,2,8,79,87,17,10,15,20,0,8,0,17,6,5,1,نعم,لا,لا,لا,0,0,لا يوجد,Other,نعم,1,1,0,,
53413314,الطويفرة بنات,Atwayfra for girls,West Kordofan,SD18,Al Idia,الاضية,SD18104,ريفي,حكومية,بنات,3,220,0,220,54,50,38,20,26,16,16,0,8,2,6,نعم,لا,لا,لا,0,0,لا يوجد,Well,نعم,0,1,0,,
