学校コード (Code école),学校名 (Nom école),都道府県番号 (N° préfecture),都道府県名 (Préfecture),学校所在地 (Adresse),郵便番号 (Code postal),設置区分 (Type gestion),設置区分名 (Gestion),本分校 (Statut),本分校区分 (Statut nom),学校種 (Type école),属性情報設定年月日 (Date enregistrement),属性情報廃止年月日 (Date fermeture),旧学校調査番号 (Ancien numéro),移行後の学校コード (Code école successeur)
B144210002649,大分市立野津原小学校,44(大分),大分,大分県大分市大字野津原１７７４番地の１,8701203,2(公),公,1(本),本,B1(小学校),2020/12/22,,440574,
B144210002658,国東市立国見小学校,44(大分),大分,大分県国東市国見町中８５０番地,8721402,2(公),公,1(本),本,B1(小学校),2022/5/1,,,
B144210002667,大分市立大在東小学校,44(大分),大分,大分県大分市大在浜二丁目１８番１号,8700252,2(公),公,1(本),本,B1(小学校),2024/5/1,,,
B144310000015,明星小学校,44(大分),大分,大分県別府市野口原３０８８,8740903,3(私),私,1(本),本,B1(小学校),2020/12/22,,440071,
B145110000018,宮崎大学教育学部附属小学校,45(宮崎),宮崎,宮崎県宮崎市花殿町７番４９号,8800026,1(国),国,1(本),本,B1(小学校),2020/12/22,,450002,
B145220111011,宮崎市立宮崎小学校,45(宮崎),宮崎,宮崎県宮崎市旭１丁目４番１号,8800803,2(公),公,1(本),本,B1(小学校),2020/12/22,,451101,
B145220111020,宮崎市立小戸小学校,45(宮崎),宮崎,宮崎県宮崎市大工１丁目５番４３号,8800015,2(公),公,1(本),本,B1(小学校),2020/12/22,,451102,
B145220111039,宮崎市立大淀小学校,45(宮崎),宮崎,宮崎県宮崎市淀川２－３－７,8800907,2(公),公,1(本),本,B1(小学校),2020/12/22,,451103,
B145220111048,宮崎市立大宮小学校,45(宮崎),宮崎,宮崎県宮崎市下北方町新地８４９,8800035,2(公),公,1(本),本,B1(小学校),2020/12/22,,451104,
B145220111057,宮崎市立宮崎東小学校,45(宮崎),宮崎,宮崎県宮崎市阿波岐原町火切塚１４６１番地,8800835,2(公),公,1(本),本,B1(小学校),2020/12/22,,451105,
B145220111066,宮崎市立古城小学校,45(宮崎),宮崎,宮崎県宮崎市古城町山ノ城５７３５,8800931,2(公),公,1(本),本,B1(小学校),2020/12/22,,451106,
B145220111075,宮崎市立江平小学校,45(宮崎),宮崎,宮崎県宮崎市橘通西５丁目６番３７号,8800001,2(公),公,1(本),本,B1(小学校),2020/12/22,,451107,
B145220111084,宮崎市立西池小学校,45(宮崎),宮崎,宮崎県宮崎市西池町１２－４９,8800027,2(公),公,1(本),本,B1(小学校),2020/12/22,,451108,
B145220111093,宮崎市立檍小学校,45(宮崎),宮崎,宮崎県宮崎市吉村町冬治甲８４１－１,8800841,2(公),公,1(本),本,B1(小学校),2020/12/22,,451109,
B145220111100,宮崎市立潮見小学校,45(宮崎),宮崎,宮崎県宮崎市潮見町１１８,8800862,2(公),公,1(本),本,B1(小学校),2020/12/22,,451110,
B145220111119,宮崎市立恒久小学校,45(宮崎),宮崎,宮崎県宮崎市恒久２丁目１５番地４,8800913,2(公),公,1(本),本,B1(小学校),2020/12/22,,451111,
B145220111128,宮崎市立赤江小学校,45(宮崎),宮崎,宮崎県宮崎市大字恒久５５６,8800916,2(公),公,1(本),本,B1(小学校),2020/12/22,,451112,
B145220111146,宮崎市立国富小学校,45(宮崎),宮崎,宮崎県宮崎市大字郡司分甲２２２６番地,8800924,2(公),公,1(本),本,B1(小学校),2020/12/22,,451114,
B145220111164,宮崎市立瓜生野小学校,45(宮崎),宮崎,宮崎県宮崎市大字瓜生野２５８９番地,8800044,2(公),公,1(本),本,B1(小学校),2020/12/22,,451116,
B145220111173,宮崎市立倉岡小学校,45(宮崎),宮崎,宮崎県宮崎市大字糸原５３８番地,8802231,2(公),公,1(本),本,B1(小学校),2020/12/22,,451117,
B145220111182,宮崎市立木花小学校,45(宮崎),宮崎,宮崎県宮崎市大字熊野１０９５６,8892151,2(公),公,1(本),本,B1(小学校),2020/12/22,,451118,
B145220111191,宮崎市立鏡洲小学校,45(宮崎),宮崎,宮崎県宮崎市大字鏡洲２０５６番地,8892156,2(公),公,1(本),本,B1(小学校),2020/12/22,,451119,
B145220111208,宮崎市立青島小学校,45(宮崎),宮崎,宮崎県宮崎市青島５－１２－１７,8892162,2(公),公,1(本),本,B1(小学校),2020/12/22,,451120,
B145220111217,宮崎市立内海小学校,45(宮崎),宮崎,宮崎県宮崎市内海１０２４,8892301,2(公),公,1(本),本,B1(小学校),2020/12/22,,451121,
B145220111226,宮崎市立住吉小学校,45(宮崎),宮崎,宮崎県宮崎市大字島之内５３８３,8800121,2(公),公,1(本),本,B1(小学校),2020/12/22,,451122,
B145220111235,宮崎市立生目小学校,45(宮崎),宮崎,宮崎県宮崎市大字浮田２９２０番地,8802104,2(公),公,1(本),本,B1(小学校),2020/12/22,,451123,
B145220111244,宮崎市立大塚小学校,45(宮崎),宮崎,宮崎県宮崎市大塚町鎌ヶ迫２２９６－２,8800951,2(公),公,1(本),本,B1(小学校),2020/12/22,,451124,
B145220111253,宮崎市立池内小学校,45(宮崎),宮崎,宮崎県宮崎市池内町榎迫５０８,8800041,2(公),公,1(本),本,B1(小学校),2020/12/22,,451125,
B145220111271,宮崎市立宮崎西小学校,45(宮崎),宮崎,宮崎県宮崎市大塚台西２丁目１９番地,8802105,2(公),公,1(本),本,B1(小学校),2020/12/22,,451127,
B145220111280,宮崎市立東大宮小学校,45(宮崎),宮崎,宮崎県宮崎市大島町西田２１４３番地,8800824,2(公),公,1(本),本,B1(小学校),2020/12/22,,451128,
B145220111299,宮崎市立宮崎南小学校,45(宮崎),宮崎,宮崎県宮崎市源藤町池ノ内７０２,8800927,2(公),公,1(本),本,B1(小学校),2020/12/22,,451129,
B145220111306,宮崎市立本郷小学校,45(宮崎),宮崎,宮崎県宮崎市本郷北方３９２６,8800925,2(公),公,1(本),本,B1(小学校),2020/12/22,,451130,
B145220111315,宮崎市立宮崎港小学校,45(宮崎),宮崎,宮崎県宮崎市吉村町南浜田甲４２６１,8800841,2(公),公,1(本),本,B1(小学校),2020/12/22,,451131,
B145220111324,宮崎市立江南小学校,45(宮崎),宮崎,宮崎県宮崎市江南４丁目２６番１号,8800944,2(公),公,1(本),本,B1(小学校),2020/12/22,,451132,
B145220111333,宮崎市立住吉南小学校,45(宮崎),宮崎,宮崎県宮崎市大字芳士１８１１,8800123,2(公),公,1(本),本,B1(小学校),2020/12/22,,451133,
B145220111342,宮崎市立清武小学校,45(宮崎),宮崎,宮崎県宮崎市清武町今泉甲７０２３－１,8891602,2(公),公,1(本),本,B1(小学校),2020/12/22,,451134,
B145220111360,宮崎市立大久保小学校,45(宮崎),宮崎,宮崎県宮崎市清武町今泉甲５６４５－１,8891602,2(公),公,1(本),本,B1(小学校),2020/12/22,,451136,
B145220111379,宮崎市立加納小学校,45(宮崎),宮崎,宮崎県宮崎市清武町加納甲１０１０,8891605,2(公),公,1(本),本,B1(小学校),2020/12/22,,451137,
B145220111404,宮崎市立田野小学校,45(宮崎),宮崎,宮崎県宮崎市田野町甲２８５６,8891701,2(公),公,1(本),本,B1(小学校),2020/12/22,,451140,
B145220111413,宮崎市立七野小学校,45(宮崎),宮崎,宮崎県宮崎市田野町乙３５２１,8891702,2(公),公,1(本),本,B1(小学校),2020/12/22,,451141,
B145220111468,宮崎市立佐土原小学校,45(宮崎),宮崎,宮崎県宮崎市佐土原町上田島１３５０ー９,8800301,2(公),公,1(本),本,B1(小学校),2020/12/22,,451146,
B145220111477,宮崎市立那珂小学校,45(宮崎),宮崎,宮崎県宮崎市佐土原町東上那珂１６３５０,8800303,2(公),公,1(本),本,B1(小学校),2020/12/22,,451147,
B145220111486,宮崎市立広瀬小学校,45(宮崎),宮崎,宮崎県宮崎市佐土原町下田島２０３０８ー１０,8800211,2(公),公,1(本),本,B1(小学校),2020/12/22,,451148,
B145220111495,宮崎市立広瀬北小学校,45(宮崎),宮崎,宮崎県宮崎市佐土原町下田島２０７５６－１,8800211,2(公),公,1(本),本,B1(小学校),2020/12/22,,451149,
B145220111501,宮崎市立広瀬西小学校,45(宮崎),宮崎,宮崎県宮崎市佐土原町下那珂１３３８４,8800212,2(公),公,1(本),本,B1(小学校),2020/12/22,,451150,
B145220111547,宮崎市立高岡小学校,45(宮崎),宮崎,宮崎県宮崎市高岡町内山２９００,8802221,2(公),公,1(本),本,B1(小学校),2020/12/22,,451154,
B145220111574,宮崎市立穆佐小学校,45(宮崎),宮崎,宮崎県宮崎市高岡町小山田８７番地１,8802214,2(公),公,1(本),本,B1(小学校),2020/12/22,,451157,
B145220111814,宮崎市立檍北小学校,45(宮崎),宮崎,宮崎県宮崎市阿波岐原町坂元１９８５,8800835,2(公),公,1(本),本,B1(小学校),2020/12/22,,451181,
B145220111823,宮崎市立小松台小学校,45(宮崎),宮崎,宮崎県宮崎市小松台西１－１０－９,8800954,2(公),公,1(本),本,B1(小学校),2020/12/22,,451182,
B145220111832,宮崎市立生目台東小学校,45(宮崎),宮崎,宮崎県宮崎市生目台東４丁目２－１,8800942,2(公),公,1(本),本,B1(小学校),2020/12/22,,451183,
B145220111841,宮崎市立学園木花台小学校,45(宮崎),宮崎,宮崎県宮崎市学園木花台南２－１３,8892153,2(公),公,1(本),本,B1(小学校),2020/12/22,,451184,
B145220111850,宮崎市立生目台西小学校,45(宮崎),宮崎,宮崎県宮崎市生目台西２－１－１,8800943,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2025/5/1,451185,B145220111832
B145220213018,都城市立明道小学校,45(宮崎),宮崎,宮崎県都城市八幡町１２街区４号,8850075,2(公),公,1(本),本,B1(小学校),2020/12/22,,451301,
B145220213027,都城市立南小学校,45(宮崎),宮崎,宮崎県都城市姫城町２５街区１７号,8850073,2(公),公,1(本),本,B1(小学校),2020/12/22,,451302,
B145220213036,都城市立大王小学校,45(宮崎),宮崎,宮崎県都城市大王町２０－１,8850026,2(公),公,1(本),本,B1(小学校),2020/12/22,,451303,
B145220213054,都城市立東小学校,45(宮崎),宮崎,宮崎県都城市上東町１１街区２０号,8850053,2(公),公,1(本),本,B1(小学校),2020/12/22,,451305,
B145220213063,都城市立上長飯小学校,45(宮崎),宮崎,宮崎県都城市上長飯町５３号１番地,8850042,2(公),公,1(本),本,B1(小学校),2020/12/22,,451306,
B145220213072,都城市立五十市小学校,45(宮崎),宮崎,宮崎県都城市五十町２２４２,8850084,2(公),公,1(本),本,B1(小学校),2020/12/22,,451307,
B145220213081,都城市立西小学校,45(宮崎),宮崎,宮崎県都城市南横市町３８００番地,8850092,2(公),公,1(本),本,B1(小学校),2020/12/22,,451308,
B145220213090,都城市立今町小学校,45(宮崎),宮崎,宮崎県都城市今町８９２３,8850064,2(公),公,1(本),本,B1(小学校),2020/12/22,,451309,
B145220213107,都城市立沖水小学校,45(宮崎),宮崎,宮崎県都城市太郎坊町１９７９,8850002,2(公),公,1(本),本,B1(小学校),2020/12/22,,451310,
B145220213116,都城市立祝吉小学校,45(宮崎),宮崎,宮崎県都城市祝吉３丁目１４番地１,8850019,2(公),公,1(本),本,B1(小学校),2020/12/22,,451311,
B145220213125,都城市立志和池小学校,45(宮崎),宮崎,宮崎県都城市上水流町１６６６,8851103,2(公),公,1(本),本,B1(小学校),2020/12/22,,451312,
B145220213134,都城市立丸野小学校,45(宮崎),宮崎,宮崎県都城市野々美谷町２９４１,8851104,2(公),公,1(本),本,B1(小学校),2020/12/22,,451313,
B145220213143,都城市立庄内小学校,45(宮崎),宮崎,宮崎県都城市庄内町１２６８０番地,8850114,2(公),公,1(本),本,B1(小学校),2020/12/22,,451314,
B145220213152,都城市立菓子野小学校,45(宮崎),宮崎,宮崎県都城市菓子野町９５５５番地,8850111,2(公),公,1(本),本,B1(小学校),2020/12/22,,451315,
B145220213161,都城市立乙房小学校,45(宮崎),宮崎,宮崎県都城市乙房町１７０７,8850112,2(公),公,1(本),本,B1(小学校),2020/12/22,,451316,
B145220213170,都城市立西岳小学校,45(宮崎),宮崎,宮崎県都城市美川町２９２８,8850222,2(公),公,1(本),本,B1(小学校),2020/12/22,,451317,
B145220213189,都城市立吉之元小学校,45(宮崎),宮崎,宮崎県都城市吉之元町４５１８,8850223,2(公),公,1(本),本,B1(小学校),2020/12/22,,451318,
B145220213198,都城市立夏尾小学校,45(宮崎),宮崎,宮崎県都城市夏尾町６６４４,8850225,2(公),公,1(本),本,B1(小学校),2020/12/22,,451319,
B145220213205,都城市立御池小学校,45(宮崎),宮崎,宮崎県都城市御池町５８４４ー２９１,8850224,2(公),公,1(本),本,B1(小学校),2020/12/22,,451320,
B145220213214,都城市立梅北小学校,45(宮崎),宮崎,宮崎県都城市梅北町４６８７,8850063,2(公),公,1(本),本,B1(小学校),2020/12/22,,451321,
B145220213223,都城市立安久小学校,45(宮崎),宮崎,宮崎県都城市安久町２６４８－２,8850044,2(公),公,1(本),本,B1(小学校),2020/12/22,,451322,
B145220213241,都城市立川東小学校,45(宮崎),宮崎,宮崎県都城市下川東二丁目３２９５,8850011,2(公),公,1(本),本,B1(小学校),2020/12/22,,451323,
B145220213250,都城市立明和小学校,45(宮崎),宮崎,宮崎県都城市久保原町３４－２７,8850086,2(公),公,1(本),本,B1(小学校),2020/12/22,,451325,
B145220213269,都城市立白雲小学校,45(宮崎),宮崎,宮崎県都城市丸谷町３８８番地,8851105,2(公),公,1(本),本,B1(小学校),2020/12/22,,451326,
B145220213447,都城市立山之口小学校,45(宮崎),宮崎,宮崎県都城市山之口町花木２５８０,8891802,2(公),公,1(本),本,B1(小学校),2020/12/22,,451344,
B145220213456,都城市立麓小学校,45(宮崎),宮崎,宮崎県都城市山之口町山之口３８４２,8891803,2(公),公,1(本),本,B1(小学校),2020/12/22,,451345,
B145220213465,都城市立富吉小学校,45(宮崎),宮崎,宮崎県都城市山之口町富吉１６５９番地の１,8891801,2(公),公,1(本),本,B1(小学校),2020/12/22,,451346,
B145220213535,都城市立高城小学校,45(宮崎),宮崎,宮崎県都城市高城町穂満坊２０番地,8851202,2(公),公,1(本),本,B1(小学校),2020/12/22,,451353,
B145220213544,都城市立有水小学校,45(宮崎),宮崎,宮崎県都城市高城町有水３３５４－１,8851311,2(公),公,1(本),本,B1(小学校),2020/12/22,,451354,
B145220213562,都城市立石山小学校,45(宮崎),宮崎,宮崎県都城市高城町石山３６６１,8851205,2(公),公,1(本),本,B1(小学校),2020/12/22,,451356,
B145220213633,都城市立山田小学校,45(宮崎),宮崎,宮崎県都城市山田町山田３９３１番地,8894601,2(公),公,1(本),本,B1(小学校),2020/12/22,,451363,
B145220213642,都城市立中霧島小学校,45(宮崎),宮崎,宮崎県都城市山田町中霧島３４７０－１,8894602,2(公),公,1(本),本,B1(小学校),2020/12/22,,451364,
B145220213651,都城市立木之川内小学校,45(宮崎),宮崎,宮崎県都城市山田町山田９３５０番地,8894601,2(公),公,1(本),本,B1(小学校),2020/12/22,,451365,
B145220213704,都城市立高崎小学校,45(宮崎),宮崎,宮崎県都城市高崎町大牟田１１７９－１,8894505,2(公),公,1(本),本,B1(小学校),2020/12/22,,451370,
B145220213713,都城市立高崎麓小学校,45(宮崎),宮崎,宮崎県都城市高崎町前田７５８,8894506,2(公),公,1(本),本,B1(小学校),2020/12/22,,451371,
B145220213722,都城市立江平小学校,45(宮崎),宮崎,宮崎県都城市高崎町江平２３３８－１,8894502,2(公),公,1(本),本,B1(小学校),2020/12/22,,451372,
B145220213731,都城市立縄瀬小学校,45(宮崎),宮崎,宮崎県都城市高崎町縄瀬１４１１,8894503,2(公),公,1(本),本,B1(小学校),2020/12/22,,451373,
B145220213740,都城市立笛水小学校,45(宮崎),宮崎,宮崎県都城市高崎町笛水９４８番地１,8894501,2(公),公,1(本),本,B1(小学校),2020/12/22,,451374,
B145220317013,延岡市立延岡小学校,45(宮崎),宮崎,宮崎県延岡市大貫町１丁目３０００番地,8820803,2(公),公,1(本),本,B1(小学校),2020/12/22,,451701,
B145220317022,延岡市立岡富小学校,45(宮崎),宮崎,宮崎県延岡市高千穂通り３８３０,8820042,2(公),公,1(本),本,B1(小学校),2020/12/22,,451702,
B145220317031,延岡市立旭小学校,45(宮崎),宮崎,宮崎県延岡市中川原町２－４６２３,8820031,2(公),公,1(本),本,B1(小学校),2020/12/22,,451703,
B145220317040,延岡市立恒富小学校,45(宮崎),宮崎,宮崎県延岡市愛宕町１－１－１,8820872,2(公),公,1(本),本,B1(小学校),2020/12/22,,451704,
B145220317059,延岡市立西小学校,45(宮崎),宮崎,宮崎県延岡市古城町２－９－９,8820837,2(公),公,1(本),本,B1(小学校),2020/12/22,,451705,
B145220317077,延岡市立南小学校,45(宮崎),宮崎,宮崎県延岡市平原町２丁目８２５－１,8820866,2(公),公,1(本),本,B1(小学校),2020/12/22,,451707,
B145220317086,延岡市立緑ヶ丘小学校,45(宮崎),宮崎,宮崎県延岡市緑ヶ丘４－１１－１,8820863,2(公),公,1(本),本,B1(小学校),2020/12/22,,451708,
B145220317095,延岡市立東小学校,45(宮崎),宮崎,宮崎県延岡市出北５－１２－１,8820856,2(公),公,1(本),本,B1(小学校),2020/12/22,,451709,
B145220317102,延岡市立方財小学校,45(宮崎),宮崎,宮崎県延岡市方財町１８－２,8820853,2(公),公,1(本),本,B1(小学校),2020/12/22,,451710,
B145220317111,延岡市立東海小学校,45(宮崎),宮崎,宮崎県延岡市稲葉崎１－１７０３,8820003,2(公),公,1(本),本,B1(小学校),2020/12/22,,451711,
B145220317120,延岡市立川島小学校,45(宮崎),宮崎,宮崎県延岡市川島町２７７０番地イ,8820017,2(公),公,1(本),本,B1(小学校),2020/12/22,,451712,
B145220317139,延岡市立港小学校,45(宮崎),宮崎,宮崎県延岡市東海町１８２,8820016,2(公),公,1(本),本,B1(小学校),2020/12/22,,451713,
B145220317148,延岡市立黒岩小学校,45(宮崎),宮崎,宮崎県延岡市大野町７４４番地２,8820086,2(公),公,1(本),本,B1(小学校),2020/12/22,,451714,
B145220317157,延岡市立土々呂小学校,45(宮崎),宮崎,宮崎県延岡市土々呂町１丁目２７６番地,8890513,2(公),公,1(本),本,B1(小学校),2020/12/22,,451715,
B145220317175,延岡市立名水小学校,45(宮崎),宮崎,宮崎県延岡市鯛名町５４５,8890516,2(公),公,1(本),本,B1(小学校),2020/12/22,,451717,
B145220317184,延岡市立南方小学校,45(宮崎),宮崎,宮崎県延岡市野田３丁目１４番地２,8820805,2(公),公,1(本),本,B1(小学校),2020/12/22,,451718,
B145220317193,延岡市立上南方小学校,45(宮崎),宮崎,宮崎県延岡市細見町２９７１－１３,8820074,2(公),公,1(本),本,B1(小学校),2020/12/22,,451719,
B145220317219,延岡市立熊野江小学校,45(宮崎),宮崎,宮崎県延岡市熊野江町２６００番地２,8890322,2(公),公,1(本),本,B1(小学校),2020/12/22,,451721,
B145220317228,延岡市立島野浦小学校,45(宮崎),宮崎,宮崎県延岡市島浦町１４－７,8820096,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,451722,C245220320131
B145220317246,延岡市立浦城小学校,45(宮崎),宮崎,宮崎県延岡市浦城町３４６番地イ,8820095,2(公),公,1(本),本,B1(小学校),2020/12/22,,451724,
B145220317264,延岡市立一ヶ岡小学校,45(宮崎),宮崎,宮崎県延岡市南一ヶ岡２－１７－１,8890506,2(公),公,1(本),本,B1(小学校),2020/12/22,,451726,
B145220317273,延岡市立伊形小学校,45(宮崎),宮崎,宮崎県延岡市伊形町５７００番地,8890503,2(公),公,1(本),本,B1(小学校),2020/12/22,,451727,
B145220317282,延岡市立東海東小学校,45(宮崎),宮崎,宮崎県延岡市柚の木田町２３３２番地,8820026,2(公),公,1(本),本,B1(小学校),2020/12/22,,451728,
B145220317424,延岡市立北方学園小学校,45(宮崎),宮崎,宮崎県延岡市北方町川水流卯９７２番地,8820125,2(公),公,1(本),本,B1(小学校),2020/12/22,,451742,
B145220317460,延岡市立北川小学校,45(宮崎),宮崎,宮崎県延岡市北川町長井４５１４番地,8890102,2(公),公,1(本),本,B1(小学校),2020/12/22,,451746,
B145220317549,延岡市立北浦小学校,45(宮崎),宮崎,宮崎県延岡市北浦町古江１９１５,8890301,2(公),公,1(本),本,B1(小学校),2020/12/22,,451754,
B145220317576,延岡市立三川内小学校,45(宮崎),宮崎,宮崎県延岡市北浦町三川内２７６１,8890304,2(公),公,1(本),本,B1(小学校),2020/12/22,,451757,
B145220412017,日南市立飫肥小学校,45(宮崎),宮崎,宮崎県日南市飫肥十丁目１番３号,8892535,2(公),公,1(本),本,B1(小学校),2020/12/22,,451201,
B145220412035,日南市立吾田小学校,45(宮崎),宮崎,宮崎県日南市大字戸高１１３５番地,8870031,2(公),公,1(本),本,B1(小学校),2020/12/22,,451203,
B145220412044,日南市立油津小学校,45(宮崎),宮崎,宮崎県日南市園田二丁目１１番１号,8870012,2(公),公,1(本),本,B1(小学校),2020/12/22,,451204,
B145220412053,日南市立東郷小学校,45(宮崎),宮崎,宮崎県日南市大字東弁分乙５５番地,8892521,2(公),公,1(本),本,B1(小学校),2020/12/22,,451205,
B145220412071,日南市立桜ケ丘小学校,45(宮崎),宮崎,宮崎県日南市大字平野４４００,8870015,2(公),公,1(本),本,B1(小学校),2020/12/22,,451207,
B145220412080,日南市立細田小学校,45(宮崎),宮崎,宮崎県日南市大字萩之嶺１２００,8893153,2(公),公,1(本),本,B1(小学校),2020/12/22,,451208,
B145220412099,日南市立大堂津小学校,45(宮崎),宮崎,宮崎県日南市大堂津１－８－１,8893141,2(公),公,1(本),本,B1(小学校),2020/12/22,,451209,
B145220412124,日南市立鵜戸小学校,45(宮崎),宮崎,宮崎県日南市大字宮浦２３８５番地,8870101,2(公),公,1(本),本,B1(小学校),2020/12/22,,451265,
B145220412133,日南市立酒谷小学校,45(宮崎),宮崎,宮崎県日南市大字酒谷乙９０８６,8892511,2(公),公,1(本),本,B1(小学校),2020/12/22,,451213,
B145220412151,日南市立大窪小学校,45(宮崎),宮崎,宮崎県日南市大字大窪３０２１番地３,8893156,2(公),公,1(本),本,B1(小学校),2020/12/22,,451215,
B145220412160,日南市立吾田東小学校,45(宮崎),宮崎,宮崎県日南市吾田東１０－１－１,8892541,2(公),公,1(本),本,B1(小学校),2020/12/22,,451216,
B145220412516,日南市立北郷小学校,45(宮崎),宮崎,宮崎県日南市北郷町郷之原甲５０番地,8892402,2(公),公,1(本),本,B1(小学校),2020/12/22,,451251,
B145220412605,日南市立南郷小学校,45(宮崎),宮崎,宮崎県日南市南郷町中村乙１７６６－１,8893204,2(公),公,1(本),本,B1(小学校),2020/12/22,,451260,
B145220412623,日南市立潟上小学校,45(宮崎),宮崎,宮崎県日南市南郷町脇本２８３３,8893212,2(公),公,1(本),本,B1(小学校),2020/12/22,,451262,
B145220412641,日南市立榎原小学校,45(宮崎),宮崎,宮崎県日南市南郷町榎原甲１６０,8893215,2(公),公,1(本),本,B1(小学校),2020/12/22,,451264,
B145220514014,小林市立小林小学校,45(宮崎),宮崎,宮崎県小林市細野１８４番地１,8860004,2(公),公,1(本),本,B1(小学校),2020/12/22,,451401,
B145220514032,小林市立南小学校,45(宮崎),宮崎,宮崎県小林市細野１２６５番地,8860004,2(公),公,1(本),本,B1(小学校),2020/12/22,,451403,
B145220514041,小林市立細野小学校,45(宮崎),宮崎,宮崎県小林市細野３９２１番地,8860004,2(公),公,1(本),本,B1(小学校),2020/12/22,,451404,
B145220514050,小林市立西小林小学校,45(宮崎),宮崎,宮崎県小林市南西方６０６８番地１,8860005,2(公),公,1(本),本,B1(小学校),2020/12/22,,451405,
B145220514069,小林市立東方小学校,45(宮崎),宮崎,宮崎県小林市東方３２１６番地,8860001,2(公),公,1(本),本,B1(小学校),2020/12/22,,451406,
B145220514087,小林市立永久津小学校,45(宮崎),宮崎,宮崎県小林市北西方４４４０番地８,8860006,2(公),公,1(本),本,B1(小学校),2020/12/22,,451408,
B145220514096,小林市立三松小学校,45(宮崎),宮崎,宮崎県小林市堤３５１９番地,8860003,2(公),公,1(本),本,B1(小学校),2020/12/22,,451409,
B145220514103,小林市立幸ヶ丘小学校,45(宮崎),宮崎,宮崎県小林市南西方７７７２番地,8860005,2(公),公,1(本),本,B1(小学校),2020/12/22,,451410,
B145220514318,小林市立野尻小学校,45(宮崎),宮崎,宮崎県小林市野尻町東麓２５番地,8860212,2(公),公,1(本),本,B1(小学校),2020/12/22,,451431,
B145220514327,小林市立栗須小学校,45(宮崎),宮崎,宮崎県小林市野尻町三ケ野山４１３６番地１,8860213,2(公),公,1(本),本,B1(小学校),2020/12/22,,451432,
B145220514336,小林市立紙屋小学校,45(宮崎),宮崎,宮崎県小林市野尻町紙屋１７６６番地１,8860211,2(公),公,1(本),本,B1(小学校),2020/12/22,,451433,
B145220514381,小林市立須木小学校,45(宮崎),宮崎,宮崎県小林市須木下田１３９７番地２,8860112,2(公),公,1(本),本,B1(小学校),2020/12/22,,451438,
B145220616011,日向市立富高小学校,45(宮崎),宮崎,宮崎県日向市大字富高６５２０,8830034,2(公),公,1(本),本,B1(小学校),2020/12/22,,451601,
B145220616020,日向市立日知屋小学校,45(宮崎),宮崎,宮崎県日向市大字日知屋８０９７－２,8830062,2(公),公,1(本),本,B1(小学校),2020/12/22,,451602,
B145220616039,日向市立財光寺小学校,45(宮崎),宮崎,宮崎県日向市比良町３－２２,8830031,2(公),公,1(本),本,B1(小学校),2020/12/22,,451603,
B145220616048,日向市立細島小学校,45(宮崎),宮崎,宮崎県日向市大字細島５９３－１,8830001,2(公),公,1(本),本,B1(小学校),2020/12/22,,451604,
B145220616057,日向市立塩見小学校,45(宮崎),宮崎,宮崎県日向市大字塩見２６７８,8830033,2(公),公,1(本),本,B1(小学校),2020/12/22,,451605,
B145220616066,日向市立平岩小学校,45(宮崎),宮崎,宮崎県日向市大字平岩３３番地３,8830022,2(公),公,1(本),本,B1(小学校),2020/12/22,,451606,
B145220616093,日向市立美々津小学校,45(宮崎),宮崎,宮崎県日向市美々津町３５０６番地,8891111,2(公),公,1(本),本,B1(小学校),2020/12/22,,451609,
B145220616100,日向市立美々津小学校田の原分校,45(宮崎),宮崎,宮崎県日向市美々津町５７４４－３,8891111,2(公),公,2(分),分,B1(小学校),2020/12/22,,451610,
B145220616119,日向市立大王谷小学校,45(宮崎),宮崎,宮崎県日向市大王町５－１,8830061,2(公),公,1(本),本,B1(小学校),2020/12/22,,451611,
B145220616137,日向市立日知屋東小学校,45(宮崎),宮崎,宮崎県日向市大字日知屋１６１９６－２,8830062,2(公),公,1(本),本,B1(小学校),2020/12/22,,451613,
B145220616146,日向市立財光寺南小学校,45(宮崎),宮崎,宮崎県日向市大字財光寺２８６７,8830021,2(公),公,1(本),本,B1(小学校),2020/12/22,,451614,
B145220616351,日向市立東郷小学校,45(宮崎),宮崎,宮崎県日向市東郷町山陰辛３１番地１,8830106,2(公),公,1(本),本,B1(小学校),2020/12/22,,451635,
B145220616379,日向市立坪谷小学校,45(宮崎),宮崎,宮崎県日向市東郷町坪谷２５３－１,8830211,2(公),公,1(本),本,B1(小学校),2020/12/22,,451637,
B145220616397,日向市立寺迫小学校,45(宮崎),宮崎,宮崎県日向市東郷町山陰甲３４７,8891121,2(公),公,1(本),本,B1(小学校),2020/12/22,,451639,
B145220616404,日向市立東郷小学校若竹分校,45(宮崎),宮崎,宮崎県日向市東郷町山陰辛９６１番地,8830106,2(公),公,2(分),分,B1(小学校),2020/12/22,,451640,
B145220712265,串間市立福島小学校,45(宮崎),宮崎,宮崎県串間市大字西方４１４８番地,8880001,2(公),公,1(本),本,B1(小学校),2020/12/22,,451226,
B145220712274,串間市立有明小学校,45(宮崎),宮崎,宮崎県串間市大字西方１５０７７の２,8880001,2(公),公,1(本),本,B1(小学校),2020/12/22,,451227,
