学校コード (Code école),学校名 (Nom école),都道府県番号 (N° préfecture),都道府県名 (Préfecture),学校所在地 (Adresse),郵便番号 (Code postal),設置区分 (Type gestion),設置区分名 (Gestion),本分校 (Statut),本分校区分 (Statut nom),学校種 (Type école),属性情報設定年月日 (Date enregistrement),属性情報廃止年月日 (Date fermeture),旧学校調査番号 (Ancien numéro),移行後の学校コード (Code école successeur)
B101110000010,北海道教育大学附属札幌小学校,01(北海道),北海道,北海道札幌市北区あいの里５－３－１－１０,28075,1(国),国,1(本),本,B1(小学校),2020/12/22,,010001,
B101110000029,北海道教育大学附属函館小学校,01(北海道),北海道,北海道函館市美原３－４８－６,410806,1(国),国,1(本),本,B1(小学校),2020/12/22,,010002,
B101110000038,北海道教育大学附属旭川小学校,01(北海道),北海道,北海道旭川市春光４条１丁目１ー１,700874,1(国),国,1(本),本,B1(小学校),2020/12/22,,010003,
B101110000047,北海道教育大学附属釧路小学校,01(北海道),北海道,北海道釧路市桜ヶ岡７－１２－４８,850805,1(国),国,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,010004,C201110000017
B101210110042,札幌市立中央小学校,01(北海道),北海道,北海道札幌市中央区大通東６丁目１２番地,600041,2(公),公,1(本),本,B1(小学校),2020/12/22,,010015,
B101210110051,札幌市立山鼻小学校,01(北海道),北海道,北海道札幌市中央区南１４条西１０丁目１番地,640914,2(公),公,1(本),本,B1(小学校),2020/12/22,,010018,
B101210110060,札幌市立幌西小学校,01(北海道),北海道,北海道札幌市中央区南１０条西１７丁目１番１号,640810,2(公),公,1(本),本,B1(小学校),2020/12/22,,010021,
B101210110079,札幌市立桑園小学校,01(北海道),北海道,北海道札幌市中央区北８条西１７丁目１,600008,2(公),公,1(本),本,B1(小学校),2020/12/22,,010023,
B101210110088,札幌市立幌南小学校,01(北海道),北海道,北海道札幌市中央区南２１条西５丁目１－１,640921,2(公),公,1(本),本,B1(小学校),2020/12/22,,010025,
B101210110097,札幌市立円山小学校,01(北海道),北海道,北海道札幌市中央区北１条西２５丁目１－８,640821,2(公),公,1(本),本,B1(小学校),2020/12/22,,010026,
B101210110104,札幌市立二条小学校,01(北海道),北海道,北海道札幌市中央区南２条西１５丁目,600062,2(公),公,1(本),本,B1(小学校),2020/12/22,,010029,
B101210110122,札幌市立日新小学校,01(北海道),北海道,北海道札幌市中央区北８条西２５丁目２番１号,600008,2(公),公,1(本),本,B1(小学校),2020/12/22,,010033,
B101210110131,札幌市立緑丘小学校,01(北海道),北海道,北海道札幌市中央区南十条西２２丁目３‐１,640810,2(公),公,1(本),本,B1(小学校),2020/12/22,,010036,
B101210110140,札幌市立盤渓小学校,01(北海道),北海道,北海道札幌市中央区盤渓２２６番地,640945,2(公),公,1(本),本,B1(小学校),2020/12/22,,010051,
B101210110159,札幌市立宮の森小学校,01(北海道),北海道,北海道札幌市中央区宮の森４条６丁目１番地１,640954,2(公),公,1(本),本,B1(小学校),2020/12/22,,010062,
B101210110168,札幌市立伏見小学校,01(北海道),北海道,北海道札幌市中央区南１８条西１５丁目１番１号,640918,2(公),公,1(本),本,B1(小学校),2020/12/22,,010111,
B101210110177,札幌市立大倉山小学校,01(北海道),北海道,北海道札幌市中央区宮の森３条１３丁目６－２０,640963,2(公),公,1(本),本,B1(小学校),2020/12/22,,012832,
B101210110186,札幌市立三角山小学校,01(北海道),北海道,北海道札幌市中央区宮の森４条１１丁目４－１,640954,2(公),公,1(本),本,B1(小学校),2020/12/22,,012839,
B101210110195,札幌市立山鼻南小学校,01(北海道),北海道,北海道札幌市中央区南２９条西１２丁目１の１,640929,2(公),公,1(本),本,B1(小学校),2020/12/22,,012972,
B101210110202,札幌市立資生館小学校,01(北海道),北海道,北海道札幌市中央区南３条西７丁目,600063,2(公),公,1(本),本,B1(小学校),2020/12/22,,013008,
B101210220012,札幌市立北九条小学校,01(北海道),北海道,北海道札幌市北区北９条西１丁目１,600809,2(公),公,1(本),本,B1(小学校),2020/12/22,,010014,
B101210220021,札幌市立幌北小学校,01(北海道),北海道,北海道札幌市北区北１９条西２丁目１－１,10019,2(公),公,1(本),本,B1(小学校),2020/12/22,,010024,
B101210220030,札幌市立白楊小学校,01(北海道),北海道,北海道札幌市北区北２４条西７丁目１の１,10024,2(公),公,1(本),本,B1(小学校),2020/12/22,,010035,
B101210220049,札幌市立新琴似小学校,01(北海道),北海道,北海道札幌市北区新琴似７条３丁目２番１号,10907,2(公),公,1(本),本,B1(小学校),2020/12/22,,010048,
B101210220058,札幌市立屯田小学校,01(北海道),北海道,北海道札幌市北区屯田７条６丁目２番２号,20857,2(公),公,1(本),本,B1(小学校),2020/12/22,,010050,
B101210220067,札幌市立新川小学校,01(北海道),北海道,北海道札幌市北区新川５条１５丁目１番１号,10925,2(公),公,1(本),本,B1(小学校),2020/12/22,,010052,
B101210220076,札幌市立篠路小学校,01(北海道),北海道,北海道札幌市北区篠路４条９丁目３－１,28024,2(公),公,1(本),本,B1(小学校),2020/12/22,,010057,
B101210220085,札幌市立茨戸小学校,01(北海道),北海道,北海道札幌市北区東茨戸１条２丁目２番１号,28041,2(公),公,1(本),本,B1(小学校),2020/12/22,,010058,
B101210220094,札幌市立鴻城小学校,01(北海道),北海道,北海道札幌市北区あいの里３条６丁目２－１,28073,2(公),公,1(本),本,B1(小学校),2020/12/22,,010061,
B101210220101,札幌市立和光小学校,01(北海道),北海道,北海道札幌市北区北３４条西７丁目３番２号,10034,2(公),公,1(本),本,B1(小学校),2020/12/22,,010087,
B101210220110,札幌市立光陽小学校,01(北海道),北海道,北海道札幌市北区新琴似５条１１丁目４－１,10905,2(公),公,1(本),本,B1(小学校),2020/12/22,,010105,
B101210220129,札幌市立新陽小学校,01(北海道),北海道,北海道札幌市北区北２７条西１４丁目１番１号,10027,2(公),公,1(本),本,B1(小学校),2020/12/22,,010115,
B101210220138,札幌市立新琴似北小学校,01(北海道),北海道,北海道札幌市北区新琴似１１条６丁目１番１号,10911,2(公),公,1(本),本,B1(小学校),2020/12/22,,010118,
B101210220147,札幌市立新川中央小学校,01(北海道),北海道,北海道札幌市北区新川３条３丁目２番１号,10923,2(公),公,1(本),本,B1(小学校),2020/12/22,,010120,
B101210220156,札幌市立新琴似西小学校,01(北海道),北海道,北海道札幌市北区新琴似１１条１５丁目１番５号,10911,2(公),公,1(本),本,B1(小学校),2020/12/22,,012811,
B101210220165,札幌市立太平小学校,01(北海道),北海道,北海道札幌市北区篠路１条２丁目６番２０号,28021,2(公),公,1(本),本,B1(小学校),2020/12/22,,012812,
B101210220174,札幌市立新琴似南小学校,01(北海道),北海道,北海道札幌市北区新琴似１条３丁目１番１号,10901,2(公),公,1(本),本,B1(小学校),2020/12/22,,012817,
B101210220183,札幌市立篠路西小学校,01(北海道),北海道,北海道札幌市北区篠路５条２丁目２番１号,28025,2(公),公,1(本),本,B1(小学校),2020/12/22,,012818,
B101210220192,札幌市立新光小学校,01(北海道),北海道,北海道札幌市北区新琴似１条１２丁目１番１号,10901,2(公),公,1(本),本,B1(小学校),2020/12/22,,012826,
B101210220209,札幌市立拓北小学校,01(北海道),北海道,北海道札幌市北区あいの里２条１丁目２４－１,28072,2(公),公,1(本),本,B1(小学校),2020/12/22,,012840,
B101210220218,札幌市立屯田南小学校,01(北海道),北海道,北海道札幌市北区屯田５条４丁目６－１,20855,2(公),公,1(本),本,B1(小学校),2020/12/22,,012851,
B101210220227,札幌市立北陽小学校,01(北海道),北海道,北海道札幌市北区北３１条西９丁目２－１,10031,2(公),公,1(本),本,B1(小学校),2020/12/22,,012852,
B101210220236,札幌市立新琴似緑小学校,01(北海道),北海道,北海道札幌市北区新琴似１０条１１丁目５番１号,10910,2(公),公,1(本),本,B1(小学校),2020/12/22,,012853,
B101210220245,札幌市立太平南小学校,01(北海道),北海道,北海道札幌市北区太平１条１丁目２－１,28001,2(公),公,1(本),本,B1(小学校),2020/12/22,,012854,
B101210220254,札幌市立あいの里西小学校,01(北海道),北海道,北海道札幌市北区あいの里２条３丁目９－１,28072,2(公),公,1(本),本,B1(小学校),2020/12/22,,012977,
B101210220263,札幌市立屯田西小学校,01(北海道),北海道,北海道札幌市北区屯田６条１０丁目３番１号,20856,2(公),公,1(本),本,B1(小学校),2020/12/22,,012982,
B101210220272,札幌市立あいの里東小学校,01(北海道),北海道,北海道札幌市北区あいの里３条７丁目１１－１,28073,2(公),公,1(本),本,B1(小学校),2020/12/22,,012986,
B101210220281,札幌市立百合が原小学校,01(北海道),北海道,北海道札幌市北区百合が原６丁目５番１号,28081,2(公),公,1(本),本,B1(小学校),2020/12/22,,013000,
B101210220290,札幌市立屯田北小学校,01(北海道),北海道,北海道札幌市北区屯田９条３丁目４－１,20859,2(公),公,1(本),本,B1(小学校),2020/12/22,,013009,
B101210220815,札幌市立幌北小学校ひまわり分校,01(北海道),北海道,北海道札幌市北区北１４条西５丁目,600014,2(公),公,2(分),分,B1(小学校),2020/12/22,,013040,
B101210330019,札幌市立苗穂小学校,01(北海道),北海道,北海道札幌市東区北９条東１３丁目１－１,650009,2(公),公,1(本),本,B1(小学校),2020/12/22,,010019,
B101210330028,札幌市立北光小学校,01(北海道),北海道,北海道札幌市東区北１２条東６丁目１－１,650012,2(公),公,1(本),本,B1(小学校),2020/12/22,,010020,
B101210330037,札幌市立美香保小学校,01(北海道),北海道,北海道札幌市東区北１８条東６丁目１番１０号,650018,2(公),公,1(本),本,B1(小学校),2020/12/22,,010031,
B101210330046,札幌市立札幌小学校,01(北海道),北海道,北海道札幌市東区伏古１条２丁目１番３１号,70861,2(公),公,1(本),本,B1(小学校),2020/12/22,,010053,
B101210330055,札幌市立丘珠小学校,01(北海道),北海道,北海道札幌市東区丘珠町５９３番地,70880,2(公),公,1(本),本,B1(小学校),2020/12/22,,010054,
B101210330064,札幌市立札苗小学校,01(北海道),北海道,北海道札幌市東区東苗穂７条２丁目３番１号,70807,2(公),公,1(本),本,B1(小学校),2020/12/22,,010055,
B101210330073,札幌市立栄小学校,01(北海道),北海道,北海道札幌市東区北４２条東１０丁目２の３,70842,2(公),公,1(本),本,B1(小学校),2020/12/22,,010056,
B101210330082,札幌市立福移小学校,01(北海道),北海道,北海道札幌市東区中沼町２４０番地,70890,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2023/5/1,010059,C201210330089
B101210330091,札幌市立中沼小学校,01(北海道),北海道,北海道札幌市東区中沼町７３番地１０,70890,2(公),公,1(本),本,B1(小学校),2020/12/22,,010060,
B101210330108,札幌市立北園小学校,01(北海道),北海道,北海道札幌市東区北２５条東４丁目３番１号,650025,2(公),公,1(本),本,B1(小学校),2020/12/22,,010063,
B101210330117,札幌市立元町小学校,01(北海道),北海道,北海道札幌市東区北２５条東１７丁目１－１,650025,2(公),公,1(本),本,B1(小学校),2020/12/22,,010086,
B101210330126,札幌市立北小学校,01(北海道),北海道,北海道札幌市東区北３３条東４丁目１－１,650033,2(公),公,1(本),本,B1(小学校),2020/12/22,,010089,
B101210330135,札幌市立明園小学校,01(北海道),北海道,北海道札幌市東区北１９条東１４丁目１番１号,650019,2(公),公,1(本),本,B1(小学校),2020/12/22,,010097,
B101210330144,札幌市立本町小学校,01(北海道),北海道,北海道札幌市東区本町２条７丁目１番３０号,650042,2(公),公,1(本),本,B1(小学校),2020/12/22,,010114,
B101210330153,札幌市立栄西小学校,01(北海道),北海道,北海道札幌市東区北３９条東４丁目１番１号,70839,2(公),公,1(本),本,B1(小学校),2020/12/22,,010117,
B101210330162,札幌市立栄北小学校,01(北海道),北海道,北海道札幌市東区北４７条東６丁目１－１,70847,2(公),公,1(本),本,B1(小学校),2020/12/22,,010119,
B101210330171,札幌市立元町北小学校,01(北海道),北海道,北海道札幌市東区北３１条東１４丁目１,650031,2(公),公,1(本),本,B1(小学校),2020/12/22,,010121,
B101210330180,札幌市立栄東小学校,01(北海道),北海道,北海道札幌市東区北４６条東１３丁目１番１号,70846,2(公),公,1(本),本,B1(小学校),2020/12/22,,012819,
B101210330199,札幌市立札苗北小学校,01(北海道),北海道,北海道札幌市東区東苗穂９条３丁目２番３号,70809,2(公),公,1(本),本,B1(小学校),2020/12/22,,012827,
B101210330206,札幌市立東光小学校,01(北海道),北海道,北海道札幌市東区本町２条１丁目２番３２号,650042,2(公),公,1(本),本,B1(小学校),2020/12/22,,012833,
B101210330215,札幌市立栄南小学校,01(北海道),北海道,北海道札幌市東区北３７条東２０丁目３－１,70837,2(公),公,1(本),本,B1(小学校),2020/12/22,,012834,
B101210330224,札幌市立伏古小学校,01(北海道),北海道,北海道札幌市東区伏古８条５丁目２番１号,70868,2(公),公,1(本),本,B1(小学校),2020/12/22,,012847,
B101210330233,札幌市立開成小学校,01(北海道),北海道,北海道札幌市東区北２１条東２１丁目３－１,650021,2(公),公,1(本),本,B1(小学校),2020/12/22,,012864,
B101210330242,札幌市立栄町小学校,01(北海道),北海道,北海道札幌市東区北３６条東１３丁目３番１号,70836,2(公),公,1(本),本,B1(小学校),2020/12/22,,012877,
B101210330251,札幌市立栄緑小学校,01(北海道),北海道,北海道札幌市東区北５１条東１０丁目１番１号,70851,2(公),公,1(本),本,B1(小学校),2020/12/22,,012894,
B101210330260,札幌市立東苗穂小学校,01(北海道),北海道,北海道札幌市東区東苗穂５条２丁目３番１号,70805,2(公),公,1(本),本,B1(小学校),2020/12/22,,012922,
B101210330279,札幌市立伏古北小学校,01(北海道),北海道,北海道札幌市東区伏古１１条１丁目２－１０,70871,2(公),公,1(本),本,B1(小学校),2020/12/22,,012937,
B101210330288,札幌市立札苗緑小学校,01(北海道),北海道,北海道札幌市東区東苗穂１３条４丁目９番３０号,70813,2(公),公,1(本),本,B1(小学校),2020/12/22,,012978,
B101210440016,札幌市立東橋小学校,01(北海道),北海道,北海道札幌市白石区菊水８条１丁目３番２５号,30808,2(公),公,1(本),本,B1(小学校),2020/12/22,,010022,
B101210440025,札幌市立白石小学校,01(北海道),北海道,北海道札幌市白石区本通１丁目北４番１号,30027,2(公),公,1(本),本,B1(小学校),2020/12/22,,010038,
B101210440034,札幌市立上白石小学校,01(北海道),北海道,北海道札幌市白石区菊水上町１条３丁目５２番地,30811,2(公),公,1(本),本,B1(小学校),2020/12/22,,010039,
B101210440043,札幌市立大谷地小学校,01(北海道),北海道,北海道札幌市白石区本通１８丁目南１番１号,30026,2(公),公,1(本),本,B1(小学校),2020/12/22,,010041,
B101210440061,札幌市立本郷小学校,01(北海道),北海道,北海道札幌市白石区南郷通１０丁目南３番１号,30022,2(公),公,1(本),本,B1(小学校),2020/12/22,,010064,
B101210440070,札幌市立南郷小学校,01(北海道),北海道,北海道札幌市白石区本郷通４丁目南３－１,30024,2(公),公,1(本),本,B1(小学校),2020/12/22,,010083,
B101210440089,札幌市立本通小学校,01(北海道),北海道,北海道札幌市白石区平和通９丁目南１番１号,30028,2(公),公,1(本),本,B1(小学校),2020/12/22,,010084,
B101210440098,札幌市立東札幌小学校,01(北海道),北海道,北海道札幌市白石区東札幌４条５丁目４番２０号,30004,2(公),公,1(本),本,B1(小学校),2020/12/22,,010085,
B101210440105,札幌市立北郷小学校,01(北海道),北海道,北海道札幌市白石区北郷４条５丁目１番１号,30834,2(公),公,1(本),本,B1(小学校),2020/12/22,,010091,
B101210440114,札幌市立東白石小学校,01(北海道),北海道,北海道札幌市白石区本通１４丁目南６番１号,30026,2(公),公,1(本),本,B1(小学校),2020/12/22,,010095,
B101210440123,札幌市立北白石小学校,01(北海道),北海道,北海道札幌市白石区北郷６条３丁目５番２号,30836,2(公),公,1(本),本,B1(小学校),2020/12/22,,010112,
B101210440132,札幌市立西白石小学校,01(北海道),北海道,北海道札幌市白石区中央３条５丁目２番２２号,30013,2(公),公,1(本),本,B1(小学校),2020/12/22,,010122,
B101210440141,札幌市立北都小学校,01(北海道),北海道,北海道札幌市白石区北郷３条１１丁目７－１,30833,2(公),公,1(本),本,B1(小学校),2020/12/22,,012813,
B101210440150,札幌市立幌東小学校,01(北海道),北海道,北海道札幌市白石区菊水６条３丁目２番６５号,30806,2(公),公,1(本),本,B1(小学校),2020/12/22,,012820,
B101210440169,札幌市立平和通小学校,01(北海道),北海道,北海道札幌市白石区本通１５丁目北３番１号,30027,2(公),公,1(本),本,B1(小学校),2020/12/22,,012828,
B101210440178,札幌市立南白石小学校,01(北海道),北海道,北海道札幌市白石区南郷通２丁目南６番３５号,30022,2(公),公,1(本),本,B1(小学校),2020/12/22,,012835,
B101210440187,札幌市立菊水小学校,01(北海道),北海道,北海道札幌市白石区菊水元町２条３丁目２番１４号,30822,2(公),公,1(本),本,B1(小学校),2020/12/22,,012841,
B101210440196,札幌市立川北小学校,01(北海道),北海道,北海道札幌市白石区川北４条２丁目２－１,30854,2(公),公,1(本),本,B1(小学校),2020/12/22,,012865,
B101210440203,札幌市立東川下小学校,01(北海道),北海道,北海道札幌市白石区川下４条３丁目１－１,30864,2(公),公,1(本),本,B1(小学校),2020/12/22,,012878,
B101210440212,札幌市立米里小学校,01(北海道),北海道,北海道札幌市白石区米里１条３丁目８－１,30871,2(公),公,1(本),本,B1(小学校),2020/12/22,,012961,
B101210550012,札幌市立豊平小学校,01(北海道),北海道,北海道札幌市豊平区豊平５条７丁目１番２号,620905,2(公),公,1(本),本,B1(小学校),2020/12/22,,010017,
B101210550021,札幌市立東園小学校,01(北海道),北海道,北海道札幌市豊平区豊平１条１２丁目１－１,620901,2(公),公,1(本),本,B1(小学校),2020/12/22,,010032,
B101210550030,札幌市立旭小学校,01(北海道),北海道,北海道札幌市豊平区水車町３丁目１－２２,620912,2(公),公,1(本),本,B1(小学校),2020/12/22,,010037,
B101210550049,札幌市立月寒小学校,01(北海道),北海道,北海道札幌市豊平区月寒西２条５丁目１－１,620022,2(公),公,1(本),本,B1(小学校),2020/12/22,,010065,
B101210550058,札幌市立平岸小学校,01(北海道),北海道,北海道札幌市豊平区平岸２条１４丁目１番２８号,620932,2(公),公,1(本),本,B1(小学校),2020/12/22,,010066,
B101210550067,札幌市立美園小学校,01(北海道),北海道,北海道札幌市豊平区平岸５条７丁目２番２１号,620935,2(公),公,1(本),本,B1(小学校),2020/12/22,,010067,
B101210550076,札幌市立豊園小学校,01(北海道),北海道,北海道札幌市豊平区美園１条４丁目１－１,620001,2(公),公,1(本),本,B1(小学校),2020/12/22,,010068,
B101210550085,札幌市立西岡小学校,01(北海道),北海道,北海道札幌市豊平区西岡２条９丁目１－１,620032,2(公),公,1(本),本,B1(小学校),2020/12/22,,010078,
B101210550094,札幌市立中の島小学校,01(北海道),北海道,北海道札幌市豊平区中の島２条１丁目１番２２号,620922,2(公),公,1(本),本,B1(小学校),2020/12/22,,010088,
B101210550101,札幌市立月寒東小学校,01(北海道),北海道,北海道札幌市豊平区月寒東３条１０丁目１番１号,620053,2(公),公,1(本),本,B1(小学校),2020/12/22,,010090,
B101210550110,札幌市立羊丘小学校,01(北海道),北海道,北海道札幌市豊平区月寒東１条１６丁目３－１,620051,2(公),公,1(本),本,B1(小学校),2020/12/22,,010108,
B101210550129,札幌市立東山小学校,01(北海道),北海道,北海道札幌市豊平区平岸４条１１丁目６番１号,620934,2(公),公,1(本),本,B1(小学校),2020/12/22,,010109,
B101210550138,札幌市立平岸西小学校,01(北海道),北海道,北海道札幌市豊平区平岸１条１５丁目２番,620931,2(公),公,1(本),本,B1(小学校),2020/12/22,,010113,
B101210550147,札幌市立しらかば台小学校,01(北海道),北海道,北海道札幌市豊平区月寒東４条１８丁目１０番４３号,620054,2(公),公,1(本),本,B1(小学校),2020/12/22,,012821,
B101210550156,札幌市立南月寒小学校,01(北海道),北海道,北海道札幌市豊平区月寒西４条８丁目２－１,620024,2(公),公,1(本),本,B1(小学校),2020/12/22,,012837,
B101210550165,札幌市立みどり小学校,01(北海道),北海道,北海道札幌市豊平区美園５条２丁目２番１号,620005,2(公),公,1(本),本,B1(小学校),2020/12/22,,012842,
B101210550174,札幌市立福住小学校,01(北海道),北海道,北海道札幌市豊平区福住３条５丁目１番１号,620043,2(公),公,1(本),本,B1(小学校),2020/12/22,,012843,
B101210550183,札幌市立西岡南小学校,01(北海道),北海道,北海道札幌市豊平区西岡４条１２丁目７番１号,620034,2(公),公,1(本),本,B1(小学校),2020/12/22,,012856,
B101210550192,札幌市立平岸高台小学校,01(北海道),北海道,北海道札幌市豊平区平岸５条１８丁目１番１号,620935,2(公),公,1(本),本,B1(小学校),2020/12/22,,012903,
B101210550209,札幌市立あやめ野小学校,01(北海道),北海道,北海道札幌市豊平区月寒東１条１１丁目７番３２号,620051,2(公),公,1(本),本,B1(小学校),2020/12/22,,012913,
B101210550218,札幌市立西岡北小学校,01(北海道),北海道,北海道札幌市豊平区西岡３条６丁目７－２０,620033,2(公),公,1(本),本,B1(小学校),2020/12/22,,012923,
B101210550815,札幌市立平岸高台小学校のぞみ分校,01(北海道),北海道,北海道札幌市豊平区平岸４条１８丁目１番２５号,620934,2(公),公,2(分),分,B1(小学校),2020/12/22,,012979,
B101210660019,札幌市立藻岩小学校,01(北海道),北海道,北海道札幌市南区川沿７条２丁目３番１号,50807,2(公),公,1(本),本,B1(小学校),2020/12/22,,010027,
B101210660028,札幌市立南小学校,01(北海道),北海道,北海道札幌市南区南３１条西９丁目２番の１号,50031,2(公),公,1(本),本,B1(小学校),2020/12/22,,010034,
B101210660037,札幌市立定山渓小学校,01(北海道),北海道,北海道札幌市南区定山渓温泉東４丁目３０８番地,612302,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2025/5/1,010069,
B101210660055,札幌市立簾舞小学校,01(北海道),北海道,北海道札幌市南区簾舞１条４丁目２－１,612261,2(公),公,1(本),本,B1(小学校),2020/12/22,,010071,
B101210660073,札幌市立常盤小学校,01(北海道),北海道,北海道札幌市南区常盤６条２丁目１０７番地,50856,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,010074,B101210660297
B101210660082,札幌市立藤の沢小学校,01(北海道),北海道,北海道札幌市南区石山５２８番地,50849,2(公),公,1(本),本,B1(小学校),2020/12/22,,010075,
B101210660108,札幌市立駒岡小学校,01(北海道),北海道,北海道札幌市南区真駒内１４３番地,50861,2(公),公,1(本),本,B1(小学校),2020/12/22,,010081,
B101210660135,札幌市立澄川小学校,01(北海道),北海道,北海道札幌市南区澄川５条４丁目１番１号,50005,2(公),公,1(本),本,B1(小学校),2020/12/22,,010094,
B101210660162,札幌市立澄川西小学校,01(北海道),北海道,北海道札幌市南区澄川２条５丁目７－２,50002,2(公),公,1(本),本,B1(小学校),2020/12/22,,012815,
B101210660171,札幌市立藻岩北小学校,01(北海道),北海道,北海道札幌市南区川沿２条３丁目７番１号,50812,2(公),公,1(本),本,B1(小学校),2020/12/22,,012816,
B101210660180,札幌市立藤野小学校,01(北海道),北海道,北海道札幌市南区藤野２条７丁目７番１号,612282,2(公),公,1(本),本,B1(小学校),2020/12/22,,012825,
B101210660199,札幌市立南の沢小学校,01(北海道),北海道,北海道札幌市南区南沢３条２丁目１８の１,50823,2(公),公,1(本),本,B1(小学校),2020/12/22,,012838,
B101210660215,札幌市立北の沢小学校,01(北海道),北海道,北海道札幌市南区北ノ沢１７２７番地の５,50832,2(公),公,1(本),本,B1(小学校),2020/12/22,,012880,
B101210660224,札幌市立藻岩南小学校,01(北海道),北海道,北海道札幌市南区川沿１８条２丁目１－１５,50818,2(公),公,1(本),本,B1(小学校),2020/12/22,,012895,
B101210660233,札幌市立澄川南小学校,01(北海道),北海道,北海道札幌市南区澄川５条１３丁目７－１,50005,2(公),公,1(本),本,B1(小学校),2020/12/22,,012896,
B101210660242,札幌市立石山東小学校,01(北海道),北海道,北海道札幌市南区石山東５丁目６番１号,50850,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,012924,B101210660297
B101210660251,札幌市立藤野南小学校,01(北海道),北海道,北海道札幌市南区藤野４条６丁目２６－１,612284,2(公),公,1(本),本,B1(小学校),2020/12/22,,012968,
B101210660260,札幌市立真駒内公園小学校,01(北海道),北海道,北海道札幌市南区真駒内曙町２丁目１番１号,50018,2(公),公,1(本),本,B1(小学校),2020/12/22,,013031,
B101210660279,札幌市立真駒内桜山小学校,01(北海道),北海道,北海道札幌市南区真駒内泉町３丁目,50015,2(公),公,1(本),本,B1(小学校),2020/12/22,,013032,
B101210660288,札幌市立石山緑小学校,01(北海道),北海道,北海道札幌市南区石山１条４丁目１番１号,50841,2(公),公,1(本),本,B1(小学校),2020/12/22,,013050,
B101210660297,札幌市立芸術の森小学校,01(北海道),北海道,北海道札幌市南区常盤２条３丁目１－１,50852,2(公),公,1(本),本,B1(小学校),2021/5/27,,013057,
B101210770016,札幌市立琴似小学校,01(北海道),北海道,北海道札幌市西区琴似２条７丁目１番３０号,630812,2(公),公,1(本),本,B1(小学校),2020/12/22,,010046,
B101210770025,札幌市立琴似中央小学校,01(北海道),北海道,北海道札幌市西区八軒７条東１丁目１－１,630867,2(公),公,1(本),本,B1(小学校),2020/12/22,,010047,
B101210770034,札幌市立発寒小学校,01(北海道),北海道,北海道札幌市西区発寒１０条４丁目１番６２号,630830,2(公),公,1(本),本,B1(小学校),2020/12/22,,010049,
B101210770043,札幌市立山の手小学校,01(北海道),北海道,北海道札幌市西区山の手５条６丁目１番１号,630005,2(公),公,1(本),本,B1(小学校),2020/12/22,,010092,
B101210770052,札幌市立手稲東小学校,01(北海道),北海道,北海道札幌市西区西野４条３丁目７番１号,630034,2(公),公,1(本),本,B1(小学校),2020/12/22,,010100,
B101210770061,札幌市立手稲宮丘小学校,01(北海道),北海道,北海道札幌市西区宮の沢３条２丁目１番１号,630053,2(公),公,1(本),本,B1(小学校),2020/12/22,,010104,
B101210770070,札幌市立発寒西小学校,01(北海道),北海道,北海道札幌市西区発寒５条７丁目１－２,630825,2(公),公,1(本),本,B1(小学校),2020/12/22,,010096,
B101210770089,札幌市立八軒小学校,01(北海道),北海道,北海道札幌市西区八軒４条西１丁目１－８,630844,2(公),公,1(本),本,B1(小学校),2020/12/22,,010098,
B101210770098,札幌市立二十四軒小学校,01(北海道),北海道,北海道札幌市西区二十四軒２条３丁目１番３７号,630802,2(公),公,1(本),本,B1(小学校),2020/12/22,,010106,
B101210770105,札幌市立発寒南小学校,01(北海道),北海道,北海道札幌市西区発寒２条４丁目１番地１号,630822,2(公),公,1(本),本,B1(小学校),2020/12/22,,010116,
B101210770114,札幌市立西小学校,01(北海道),北海道,北海道札幌市西区発寒７条１３丁目２－１,630827,2(公),公,1(本),本,B1(小学校),2020/12/22,,010124,
B101210770123,札幌市立西野小学校,01(北海道),北海道,北海道札幌市西区西野８条４丁目４番１号,630038,2(公),公,1(本),本,B1(小学校),2020/12/22,,010127,
B101210770132,札幌市立発寒東小学校,01(北海道),北海道,北海道札幌市西区発寒１５条２丁目２－１,630835,2(公),公,1(本),本,B1(小学校),2020/12/22,,012823,
B101210770141,札幌市立西野第二小学校,01(北海道),北海道,北海道札幌市西区西野８条７丁目１番１号,630038,2(公),公,1(本),本,B1(小学校),2020/12/22,,012831,
B101210770150,札幌市立八軒西小学校,01(北海道),北海道,北海道札幌市西区八軒３条西５丁目１番１号,630843,2(公),公,1(本),本,B1(小学校),2020/12/22,,012846,
B101210770169,札幌市立福井野小学校,01(北海道),北海道,北海道札幌市西区福井６丁目１１番１号,630012,2(公),公,1(本),本,B1(小学校),2020/12/22,,012849,
B101210770178,札幌市立山の手南小学校,01(北海道),北海道,北海道札幌市西区山の手１条９丁目６番１号,630001,2(公),公,1(本),本,B1(小学校),2020/12/22,,012881,
B101210770187,札幌市立西園小学校,01(北海道),北海道,北海道札幌市西区西野１条７丁目４番１号,630031,2(公),公,1(本),本,B1(小学校),2020/12/22,,012882,
