id,name,name_arabic,type,subtype,block,governorate,longitude,latitude,school_sector
176,NOOR AL DIYAR PRIVATE SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,264,MUHARRAQ,50.63661299,26.29933513,PRIVATE
177,NADEEN SCHOOL DILMUNIA,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,269,MUHARRAQ,50.67503431,26.27217615,PRIVATE
178,AL RAWABI SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,435,NORTHERN,50.5281269,26.21226313,PRIVATE
179,IBN ALHAYTHAM ISLAMIC SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,450,NORTHERN,50.52049057,26.22491444,PRIVATE
180,BRITUS INTERNATIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,457,NORTHERN,50.51321194,26.19306737,PRIVATE
181,CAPITAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,457,NORTHERN,50.51366254,26.19168567,PRIVATE
182,BAHRAIN INDIAN SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,473,NORTHERN,50.49906608,26.21825002,PRIVATE
183,NEW MILLENNIUM SCHOOL - DPS,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,502,NORTHERN,50.50347548,26.22181041,PRIVATE
184,NEW VISION SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,505,NORTHERN,50.48771544,26.21626144,PRIVATE
185,QUALITY EDUCATION SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,505,NORTHERN,50.48829622,26.21443089,PRIVATE
186,EBENEZER PRIVATE SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,506,NORTHERN,50.48937117,26.22727556,PRIVATE
187,ST. CHRISTOPHER'S SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,513,NORTHERN,50.50004887,26.20419862,PRIVATE
188,ALMAHD SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,517,NORTHERN,50.48727515,26.20005507,PRIVATE
189,JAPANESE SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,533,NORTHERN,50.48011822,26.19637875,PRIVATE
190,AL SALAM SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,543,NORTHERN,50.4585279,26.20590985,PRIVATE
191,MODERN EDUCATION SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,547,NORTHERN,50.46142213,26.19866988,PRIVATE
192,CREATIVITY PRIVATE SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,571,NORTHERN,50.47306702,26.18392399,PRIVATE
193,ABDULRAHMAN KANOO INTERNATIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,704,NORTHERN,50.53810789,26.17920612,PRIVATE
194,AMA INTERNATIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,704,NORTHERN,50.53943419,26.17632267,PRIVATE
195,AL MANAR PRIVATE SCHOOLS,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,708,NORTHERN,50.52407876,26.18268144,PRIVATE
196,BAWABAT AL MAAʻALI PRIVATE SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,730,NORTHERN,50.52635944,26.16265161,PRIVATE
197,AL FALAH PRIVATE SCHOOLS - BOYS,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,732,NORTHERN,50.52877196,26.15492164,PRIVATE
198,AL FALAH PRIVATE SCHOOLS - GIRLS,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,732,NORTHERN,50.52914088,26.15361525,PRIVATE
199,PHILIPPINE SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,732,NORTHERN,50.52683726,26.15532568,PRIVATE
200,BRITISH SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,1014,NORTHERN,50.47213566,26.16121863,PRIVATE
201,AL IMAN BOYS SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.55155061,26.15957748,PRIVATE
202,AL IMAN GIRLS SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.55172262,26.16039999,PRIVATE
203,BAHRAIN BAYAN MODEL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.54964643,26.16063484,PRIVATE
204,IBN KHULDOON NATIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.55044102,26.15782518,PRIVATE
205,INDIAN SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.54135454,26.15788904,PRIVATE
206,PAKISTAN SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.54428537,26.15832878,PRIVATE
207,PAKISTAN URDU SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.54912509,26.15911461,PRIVATE
208,SACRED HEART SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.582478,26.230433,PRIVATE
209,ST. CHRISTOPHER'S SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,841,SOUTHERN,50.54269656,26.15785767,PRIVATE
210,HAWAR INTERNATIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,910,SOUTHERN,50.55366355,26.11760248,PRIVATE
211,INDIAN SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,910,SOUTHERN,50.5514179,26.11663989,PRIVATE
212,AL NASEEM INTERNTIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,922,SOUTHERN,50.54182988,26.15249441,PRIVATE
213,TALENTS INTERNATIONAL & THE INFANT SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,925,SOUTHERN,50.56778618,26.12988948,PRIVATE
214,PALMS PRIMARY SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,926,SOUTHERN,50.52648328,26.1379093,PRIVATE
215,AMERICAN SCHOOL OF BAHRAIN,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,934,SOUTHERN,50.56260847,26.15635375,PRIVATE
216,ALMAHD DAY BOARDING SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,941,SOUTHERN,50.56880413,26.1525002,PRIVATE
217,THE NEW INDIAN SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,941,SOUTHERN,50.56702117,26.15474884,PRIVATE
218,AL SHAIKHA HESSA GIRLS SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,942,SOUTHERN,50.54549745,26.09998346,PRIVATE
219,INTERNATIONAL SCHOOL OF CREATIVE SCIENCE,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,942,SOUTHERN,50.55143336,26.1043441,PRIVATE
220,RIFFA VIEWS INTERNATIONAL SCHOOL,,EDUCATIONAL INSTITUTIONS,PRIVATE SCHOOLS,943,SOUTHERN,50.56209068,26.10153138,PRIVATE
